stat,n,s29_mae,current_mae,steamer_mae,rtm_mae,current_bias,vs_steamer,vs_rtm,change_s29,winner
AVG,234,0.0215,0.02146581196581197,0.018743463613906428,0.019739316239316237,-0.002123931623931624,0.0027223483519055423,0.0017264957264957331,-3.418803418802838e-05,Steamer
HR,230,6.22,6.222608695652175,5.924199939421985,6.627826086956522,-1.980869565217392,0.2984087562301898,-0.40521739130434664,0.0026086956521753635,Steamer
R,234,17.13,13.417802242458377,15.119471596856403,17.912820512820513,-4.609604623012053,-1.7016693543980264,-4.495018270362136,-3.712197757541622,MODEL
RBI,234,16.93,14.957357952961555,16.486119724237003,17.708547008547008,-6.5531636198361705,-1.5287617712754482,-2.751189055585453,-1.9726420470384447,MODEL
wOBA,199,0.0344,0.03438733421731272,0.02766613490448796,0.039000786164349543,-0.011350370286438781,0.006721199312824763,-0.0046134519470368215,-1.2665782687278082e-05,Steamer
SB,235,5.42,5.42,4.72,,,0.7000000000000002,,0.0,Steamer
OBP,240,0.0125,0.0125,,,,,,0.0,Steamer
