pitcher,name,Team,IP,ERA,ERA_adj_sc,FIP,xFIP,xERA,ERA_minus_FIP,ERA_minus_xERA,BABIP_allowed,lob_pct,hr_fb_rate,hard_hit_rate_allowed,barrel_rate_allowed,swstr_rate,k_pct,bb_pct,G,GS,TBF,key_fangraphs,fg_swstr_rate,fg_hr_fb_rate,BABIP_allowed_all,xERA_all,IP_sc,IP_sc_adj,RA_sc,FIP_sc,FIP_sc_all,lob_pct_sc,ERA_all_sc,park_factor,park_change,park_change_label,career_babip_allowed,career_hh_allowed,career_barrel_allowed,babip_baseline,_age_babip,age_adj_career_babip,park_adj_babip_expected,xwoba_gap,gb_pct,luck_score,conf_phase,career_ip,birth_year,age,fip_minus,pitcher_quality_tier,rtm_signal,rtm_confluence,amplification_cap_applied,stuff_plus_avg,best_pitch_type,stuff_plus_signal,total_starts,disaster_starts,disaster_rate,qs_count,qs_rate,start_variance,volatility_flag,volatility_label,pitch_mix_signal,pitch_mix_note,verdict,raw_buy_score,buy_qualified,lob_confluence_flag,curr_csw,career_csw_p,csw_gap,tier_sell,age_flag,owned_pct,fp_rank,contract_year,player_name,team,ip,player_type,role_override,curr_pitch_types,new_pitches,dropped_pitches,curr_swstr_overall,career_swstr_overall,swstr_gap,curr_primary_velo,career_primary_velo,velo_gap,cbs_rank
666157,Nick Lodolo,CIN,9.3,8.68,8.68,7.45,,7.297,1.23,1.38,0.308,0.51,0.429,0.345,0.109,0.121,,,,,,26378.0,,,0.3076923076923077,7.296683883720931,9.333333333333334,9.333333333333332,9.0,7.450840336134454,7.41788013168318,0.5102040816326531,8.68,1.08,False,,0.2907,0.3978,0.0878,0.2907,28,0.2907,0.314,0.0336,0.379,0.0,May,419.0,1998,28,,Unknown,0.153,No confluence,False,101.2,FF,,2,1,0.5,0,0.0,3.18,True,High variance — signals less reliable,,,Neutral,0.7455,True,,0.2788,0.3141,-0.0353,,,54.34,171,False,Nick Lodolo,CIN,9.3,SP,False,"CH,CU,FF,SI",,,0.1212,0.2738,-0.1526,94.4,93.93,0.47,43
806960,Luis Morales,ATH,9.3,12.54,12.54,12.7,,9.075,-0.16,3.46,0.4,0.667,0.556,0.288,0.076,0.052,,,,,,32227.0,,,0.4,9.0752752,9.333333333333334,9.333333333333332,13.0,12.700840336134457,12.66788013168318,0.6666666666666666,12.54,0.96,False,,,,,0.3,24,0.3,0.288,0.0889,0.314,0.0,May,56.0,2002,24,,Unknown,3.625,No confluence,False,105.3,FF,,3,2,0.667,0,0.0,7.36,True,High variance — signals less reliable,-0.05,abandonment -0.10 | rv_improve +0.05,Neutral,-0.057,True,,0.2075,,,,,7.0,298.0,False,Luis Morales,ATH,9.3,RP,False,"CH,FF,SI,SL,ST","CH,SI,SL,ST",,0.0519,,,96.3,,,
686610,Ken Waldichuk,WSH,9.3,5.68,5.68,9.53,,6.451,-3.85,-0.77,0.077,1.0,0.375,0.25,0.125,0.107,,,,,,27681.0,,,0.1818181818181818,6.587055624999999,9.333333333333334,6.333333333333334,4.0,9.531667403803626,8.810737274540323,1.0,7.71,1.0,False,,0.3139,0.3867,0.0853,0.3139,28,0.3139,0.3139,0.0141,0.423,0.0,May,185.0,1998,28,,Unknown,3.079,No confluence,False,,,,5,1,0.2,0,0.0,5.83,True,High variance — signals less reliable,,,Neutral,-2.342,True,,0.2886,0.2313,0.0573,,,0.01,363.0,False,Ken Waldichuk,WSH,9.3,RP,False,"CH,CU,FC,FF,ST","CH,CU,FC,FF,ST",,0.1074,,,93.1,,,
686790,Trevor Mcdonald,SF,19.0,2.37,2.37,3.43,,3.377,-1.06,-1.01,0.269,0.864,0.5,0.33,0.034,0.121,,,,,,26448.0,,,0.2692307692307692,3.3767385526315787,19.0,19.0,5.0,3.426404245908889,3.393444041457616,0.8641975308641976,2.37,0.91,False,,,,,0.3,25,0.3,0.273,-0.0182,0.648,0.0,May,25.0,2001,25,99.5,Average (95-105),0.053,No confluence,False,,,,3,0,0.0,2,0.667,2.16,False,,,,Neutral,-0.6412,True,,0.2868,,,,,31.0,341,False,Trevor Mcdonald,SF,19.0,RP,False,"CH,FC,SI,SL","CH,FC,SI,SL",,0.1213,,,94.2,,,
663158,Robert Suarez,ATL,19.0,0.95,,1.66,,2.338,-0.71,-1.39,0.26,,,0.172,0.01,0.14,,,,,,30115.0,,,0.26,2.3383661621621616,19.0,,,,1.6566019361944584,,0.95,1.0,False,,0.2393,0.3957,0.0821,0.2393,35,0.2441,0.2441,-0.0399,0.46,0.0,May,217.2,1991,35,43.8,Elite (FIP-<80),-0.678,No confluence,False,81.3,FF,,19,0,0.0,0,0.0,,False,,0.07,new_pitch +0.07,Neutral,-0.4336,True,,0.2584,0.251,0.0074,,Age 35+ — monitor second half,67.0,210,False,Robert Suarez,ATL,19.0,RP,False,"CH,FC,FF,SI","CH,FC,SI",,0.1409,0.2511,-0.1102,98.8,98.57,0.23,33
663542,Bryan Hudson,CWS,20.3,3.54,9.0,3.56,,5.534,-0.02,-1.99,0.2,0.0,0.0,0.191,0.0,0.102,,,,,,19924.0,,,0.375,2.755511978021977,20.33333333333333,2.0,2.0,3.5579831932773107,2.336498398662103,0.0,3.54,1.0,False,,0.2313,0.3621,0.0682,0.2313,29,0.2313,0.2313,0.0364,0.569,0.0,May,93.2,1997,29,94.0,Above Avg (80-95),-1.974,No confluence,False,,,,22,0,0.0,0,0.0,,False,,,,Neutral,-0.0076,True,,0.3172,0.2857,0.0315,,,2.0,126.0,False,Bryan Hudson,CWS,20.3,RP,False,"FC,FF,SI,ST","FC,FF,SI,ST",,0.1022,,,91.6,,,
679883,Luinder Avila,KC,14.3,7.36,7.36,4.42,,5.413,2.94,1.95,0.429,0.648,0.1,0.241,0.046,0.111,,,,,,24452.0,,,0.4186046511627907,5.398297521739131,14.333333333333334,11.0,9.0,4.421619556913674,3.5831625237097584,0.6481481481481481,6.28,1.0,False,,,,,0.3,25,0.3,0.3,0.0333,0.477,0.0,May,23.0,2001,25,,Unknown,-0.993,No confluence,False,,,,8,1,0.125,0,0.0,7.95,True,High variance — signals less reliable,,,Neutral,1.7917,True,,0.2754,,,,,0.04,308.0,False,Luinder Avila,KC,14.3,RP,False,"CH,CU,FF,SI,SL","CH,CU,FF,SI,SL",,0.1115,,,96.4,,,
607481,Aaron Bummer,ATL,14.3,7.53,,6.23,,4.962,1.3,2.57,0.256,,,0.371,0.067,0.112,,,,,,16258.0,,,0.2558139534883721,4.9616995,14.333333333333334,,,,6.234325314407433,,7.53,1.0,False,,0.3073,0.397,0.03,0.3073,33,0.3134,0.3134,0.0319,0.479,0.0,May,389.1,1993,33,,Unknown,1.268,No confluence,False,103.3,CU,,18,0,0.0,0,0.0,,False,,0.0,,Neutral,0.7794,True,,0.2822,0.3122,-0.03,,,0.1,171.0,False,Aaron Bummer,ATL,14.3,RP,False,"CU,FC,FF,SI,ST","FC,FF,SI,ST",,0.112,0.1571,-0.0451,90.3,93.5,-3.2,
815083,Mitch Farris,LAA,14.3,6.0,6.0,5.39,,5.128,0.61,0.87,0.375,0.725,0.429,0.247,0.035,0.111,,,,,,33628.0,,,0.375,5.095156,14.333333333333334,12.0,8.0,5.391316526610645,5.048278802779526,0.7246376811594203,6.28,1.0,False,,,,,0.3,25,0.3,0.3,0.0415,0.431,0.0,May,32.1,2001,25,,Unknown,0.262,No confluence,False,,,,6,1,0.167,0,0.0,5.96,True,High variance — signals less reliable,,,Neutral,0.3876,True,,0.2977,,,,,0.02,231.0,False,Mitch Farris,LAA,14.3,RP,False,"CH,FC,FF,SL","CH,FC,FF,SL",,0.1107,,,91.4,,,
676282,Joey Cantillo,CLE,49.7,3.62,3.62,4.33,,3.737,-0.71,-0.12,0.288,0.788,0.146,0.254,0.043,0.12,,,,,,23335.0,,,0.2878787878787879,3.7374113000000007,49.66666666666666,49.66666666666667,20.0,4.3264395691162365,4.293479364664964,0.7875457875457875,3.62,1.0,False,,0.2719,0.4139,0.0735,0.2719,27,0.2719,0.2719,0.0158,0.443,0.0,May,148.2,1999,27,114.3,Below Avg (105-115),0.593,No confluence,False,102.8,FF,,10,0,0.0,2,0.2,2.88,False,,0.12,velo_gain +0.05 | new_pitch +0.07,Neutral,-0.4196,True,,0.294,0.3454,-0.0514,,,72.0,292,False,Joey Cantillo,CLE,49.7,SP,True,"CH,CU,FF,SL","CU,SL",,0.1202,0.1728,-0.0526,91.8,91.95,-0.15,92
592791,Jameson Taillon,CHC,50.0,5.22,5.22,6.62,,5.092,-1.4,0.13,0.211,0.72,0.276,0.221,0.084,0.107,,,,,,11674.0,,,0.2105263157894736,5.092390199999999,50.0,50.0,29.0,6.617983193277311,6.585022988826037,0.7203389830508474,5.22,1.0,False,,0.2918,0.3787,0.0855,0.2918,35,0.2976,0.2976,-0.0029,0.349,0.0,May,1253.2,1991,35,174.7,Poor (FIP->115),1.528,No confluence,False,99.3,FF,,9,1,0.111,1,0.111,4.53,True,High variance — signals less reliable,-0.01,velo_drop -0.08 | new_pitch +0.07,Neutral,-0.8537,True,,0.294,0.2902,0.0038,,Age 35+ — monitor second half,66.0,287,False,Jameson Taillon,CHC,50.0,SP,False,"CH,CU,FC,FF,SI,ST","CH,CU,FC,SI,ST",,0.1072,0.1941,-0.0869,91.7,93.08,-1.38,
682120,Tim Herrin,CLE,14.3,4.4,,3.51,,3.076,0.89,1.32,0.271,,,0.205,0.036,0.107,,,,,,25139.0,,,0.2708333333333333,3.0755220000000003,14.333333333333334,,,,3.513395081849293,,4.4,1.0,False,,0.2654,0.3863,0.0634,0.2654,30,0.2654,0.2654,0.002,0.449,0.0,May,144.1,1996,30,,Unknown,0.434,No confluence,False,,,,18,0,0.0,0,0.0,,False,,,,Neutral,0.5353,True,,0.28,0.3244,-0.0444,,,0.08,207.0,False,Tim Herrin,CLE,14.3,RP,False,"CU,FF,SI,SL","CU,FF,SI,SL",,0.112,,,93.9,,,
669093,Jeremiah Estrada,SD,13.7,2.63,,3.17,,3.512,-0.54,-0.88,0.241,,,0.182,0.045,0.144,,,,,,22210.0,,,0.2413793103448276,3.5122202777777787,13.666666666666666,,,,3.171364452240672,,2.63,1.0,False,,0.2586,0.4141,0.0844,0.2586,28,0.2586,0.2586,-0.0441,0.323,0.0,May,157.1,1998,28,,Unknown,-0.342,No confluence,False,100.3,FF,,13,0,0.0,0,0.0,,False,,-0.08,velo_drop -0.08,Neutral,-0.3377,True,,0.2884,,,,,10.17,377,False,Jeremiah Estrada,SD,13.7,RP,False,"FF,FS,SL","FS,SL",,0.1442,0.3066,-0.1624,95.7,97.55,-1.85,
628452,Raisel Iglesias,ATL,13.7,0.0,,1.2,,-0.117,-1.2,0.12,0.241,,,0.25,0.0,0.188,,,,,,17130.0,,,0.2413793103448276,-0.1172463469387752,13.666666666666666,,,,1.1957546961431105,,0.0,1.0,False,,0.2484,0.3423,0.0741,0.2484,36,0.2583,0.2583,0.0088,0.31,0.0,May,743.2,1990,36,,Unknown,1.317,No confluence,False,67.3,FF,,13,0,0.0,0,0.0,,False,,0.07,new_pitch +0.07,Neutral,-0.7204,True,,0.3548,0.3016,0.0532,,Age 35+ — monitor second half,84.27,140,False,Raisel Iglesias,ATL,13.7,RP,False,"CH,FF,SI,SL","CH,SI,SL",,0.1882,0.2773,-0.0891,94.4,95.15,-0.75,6
675911,Spencer Strider,ATL,13.7,1.32,1.32,3.57,,2.415,-2.25,-1.09,0.241,0.962,0.111,0.176,0.029,0.137,,,,,,27498.0,,,0.2413793103448276,2.4145548275862057,13.666666666666666,13.666666666666666,2.0,3.5701783152285302,3.537218110777257,0.9615384615384616,1.32,1.0,False,,0.2683,0.3823,0.0853,0.2683,28,0.2683,0.2683,0.016,0.333,0.0,May,464.1,1998,28,,Unknown,1.155,No confluence,False,108.5,FF,,3,0,0.0,1,0.333,3.12,False,,,,Neutral,-1.3501,True,,0.3206,0.361,-0.0404,,,97.0,134,False,Spencer Strider,ATL,13.7,SP,False,"CH,CU,FF,SL","CH,CU",,0.1374,0.2509,-0.1135,95.4,96.97,-1.57,40
472610,Luis García,MIN,14.0,10.29,0.0,2.56,,2.661,7.73,7.63,0.154,1.0,0.0,0.258,0.031,0.103,,,,,,6984.0,,,0.3518518518518518,6.31209113235294,14.0,4.0,0.0,2.5579831932773107,5.453594417397466,1.0,10.29,1.0,False,,0.3043,0.4042,0.0588,0.3043,39,0.3226,0.3226,0.021,0.386,0.0,May,590.2,1987,39,,Unknown,-0.101,No confluence,False,103.3,SI,,14,0,0.0,0,0.0,0.0,False,,-0.01,velo_drop -0.08 | new_pitch +0.07,Neutral,4.618,True,,0.2387,0.2689,-0.0302,,Age 35+ — monitor second half,46.0,279,False,Luis García,MIN,14.0,RP,False,"FF,FS,SI,ST","FF,FS,ST",,0.1029,0.1395,-0.0366,94.8,96.87,-2.07,
641941,Emilio Pagán,CIN,14.0,5.79,,5.53,,4.728,0.26,1.06,0.268,,,0.346,0.064,0.113,,,,,,14771.0,,,0.2682926829268293,4.727503629032257,14.0,,,,5.525022988826038,,5.79,1.08,False,,0.2586,0.4379,0.0874,0.2586,35,0.2638,0.2849,0.0168,0.227,0.0,May,516.0,1991,35,,Unknown,0.802,No confluence,False,90.3,FF,,14,0,0.0,0,0.0,,False,,0.07,new_pitch +0.07,Neutral,0.1577,True,,0.2358,0.2958,-0.06,,Age 35+ — monitor second half,61.0,255,False,Emilio Pagán,CIN,14.0,RP,False,"FC,FF,FS","FC,FS",,0.1135,0.261,-0.1475,94.3,95.45,-1.15,26
595014,Blake Treinen,LAD,14.3,5.02,,3.93,,6.937,1.09,-1.92,0.31,,,0.316,0.101,0.112,,,,,,12572.0,,,0.3095238095238095,6.93676384375,14.333333333333334,,,,3.931999733012084,,5.02,1.0,False,,0.2751,0.3529,0.0585,0.2751,38,0.2916,0.2916,-0.0559,0.568,0.0,May,584.0,1988,38,,Unknown,-3.007,No confluence,False,,,,18,0,0.0,0,0.0,,False,,,,Neutral,0.6428,True,,0.2899,,,,Age 35+ — monitor second half,3.0,122.0,False,Blake Treinen,LAD,14.3,RP,False,"FC,FF,SI,ST","FC,FF,SI,ST",,0.1134,,,95.2,,,
666661,Juan Morillo,AZ,18.7,2.41,,2.44,,0.812,-0.03,1.6,0.2,,,0.225,0.034,0.16,,,,,,21924.0,,,0.2,0.8117285068493154,18.666666666666668,,,,2.435737274540323,,2.41,1.0,False,,,,,0.3,27,0.3,0.3,-0.0056,0.522,0.0,May,43.1,1999,27,64.4,Elite (FIP-<80),1.628,No confluence,False,,,,20,0,0.0,0,0.0,,False,,,,Neutral,-0.0344,True,,0.3171,,,,,6.77,174.0,False,Juan Morillo,AZ,18.7,RP,False,"CH,FF,SI,SL","CH,FF,SI,SL",,0.1603,,,98.8,,,
592094,Jason Adam,SD,14.7,1.23,,3.98,,1.74,-2.75,-0.51,0.178,,,0.302,0.035,0.126,,,,,,11861.0,,,0.1777777777777777,1.7397412413793103,14.666666666666666,,,,3.979568443371492,,1.23,1.0,False,,0.2232,0.3586,0.0744,0.2232,35,0.2277,0.2277,-0.005,0.5,0.0,May,342.0,1991,35,,Unknown,2.24,No confluence,False,94.3,CH,,16,0,0.0,0,0.0,,False,,0.12,rv_improve +0.05 | new_pitch +0.07,Neutral,-1.6587,True,,0.2803,0.3318,-0.0515,,Age 35+ — monitor second half,14.37,75.0,False,Jason Adam,SD,14.7,RP,False,"CH,FF,SL,ST","FF,SL,ST",,0.1255,0.2971,-0.1716,93.2,94.88,-1.68,
683742,Jose Franco,CIN,14.7,6.55,6.55,6.06,,5.209,0.49,1.34,0.3,0.658,0.2,0.176,0.059,0.077,,,,,,-1.0,,,0.3095238095238095,4.674436761194029,14.666666666666666,11.0,8.0,6.057983193277311,5.411386625189674,0.6578947368421053,4.91,1.08,False,,,,,0.3,26,0.3,0.324,0.0349,0.364,0.0,May,7.2,2000,26,,Unknown,0.851,No confluence,False,,,,8,1,0.125,0,0.0,6.04,True,High variance — signals less reliable,,,Neutral,0.2991,True,,0.2236,,,,,0.02,306.0,False,Jose Franco,CIN,14.7,RP,False,"CH,FF,SL","CH,FF,SL",,0.0772,,,95.0,,,
681217,Chase Silseth,LAA,15.0,9.6,0.0,-0.94,,-3.84,10.54,13.44,0.333,1.0,0.0,0.203,0.038,0.153,,,,,,30074.0,,,0.2926829268292683,4.1763581285714295,15.0,2.0,0.0,-0.9420168067226892,4.6250229888260375,1.0,9.6,1.0,False,,0.2903,0.4586,0.104,0.2903,26,0.2903,0.2903,0.0004,0.465,0.0,May,107.1,2000,26,-24.8,Elite (FIP-<80),2.9,No confluence,False,,,,19,0,0.0,0,0.0,,False,,,,Neutral,6.3305,True,,0.2982,0.345,-0.0468,,,0.15,181.0,False,Chase Silseth,LAA,15.0,RP,False,"FF,FS,SI,ST","FF,FS,SI,ST",,0.1544,,,95.9,,,
676254,Ryan Walker,SF,15.0,6.6,,4.49,,4.489,2.11,2.11,0.378,,,0.233,0.033,0.056,,,,,,20423.0,,,0.3777777777777777,4.48883894520548,15.0,,,,4.491689655492704,,6.6,0.91,False,,0.2782,0.3091,0.0517,0.2782,31,0.2782,0.2532,0.059,0.49,0.0,May,209.2,1995,31,130.2,Poor (FIP->115),0.001,No confluence,False,97.8,SL,,16,0,0.0,0,0.0,,False,,0.0,,Neutral,1.2995,True,,0.2847,0.3179,-0.0332,,,23.0,322,False,Ryan Walker,SF,15.0,RP,False,"FF,SI,SL",FF,,0.0576,0.1767,-0.1191,95.4,94.67,0.73,
642232,Ryan Yarbrough,NYY,15.0,4.8,7.36,4.01,,1.358,0.79,3.44,0.261,0.303,0.143,0.138,0.011,0.091,,,,,,16502.0,,,0.2325581395348837,1.4076245846153852,15.0,7.333333333333334,6.0,4.012528647822765,3.2250229888260376,0.303030303030303,4.8,1.0,False,,0.2949,0.3059,0.0672,0.2949,35,0.3008,0.3008,0.037,0.364,0.0,May,840.0,1991,35,105.8,Below Avg (105-115),2.652,No confluence,False,,,,9,1,0.111,0,0.0,7.78,True,High variance — signals less reliable,,,Neutral,0.4773,True,,0.2749,0.2574,0.0175,,Age 35+ — monitor second half,0.3,200.0,False,Ryan Yarbrough,NYY,15.0,RP,False,"CH,FC,FF,SI,ST","CH,FC,FF,SI,ST",,0.0916,,,87.5,,,
519141,Drew Pomeranz,LAA,15.0,10.8,,6.09,,5.322,4.71,5.48,0.311,,,0.227,0.057,0.1,,,,,,11426.0,,,0.3111111111111111,5.321692166666667,15.0,,,,6.091689655492704,,10.8,1.0,False,,,,,0.3,38,0.3,0.3,0.0288,0.26,0.0,May,916.0,1988,38,160.7,Poor (FIP->115),0.768,No confluence,False,87.3,FF,,17,0,0.0,0,0.0,,False,,0.05,rv_improve +0.05,Neutral,2.8349,True,,0.2634,,,,Age 35+ — monitor second half,0.14,204.0,False,Drew Pomeranz,LAA,15.0,RP,False,"FF,KC",KC,,0.107,,,92.5,,,
623149,Paul Sewald,AZ,15.3,4.11,,4.26,,3.745,-0.15,0.37,0.188,,,0.225,0.062,0.124,,,,,,13892.0,,,0.1875,3.744525360655738,15.333333333333334,,,,4.264153423608646,,4.11,1.0,False,,0.2462,0.3482,0.0877,0.2462,36,0.256,0.256,-0.036,0.139,0.0,May,403.1,1990,36,112.4,Below Avg (105-115),0.515,No confluence,False,,,,18,0,0.0,0,0.0,,False,,,,Neutral,-0.1092,True,,0.332,0.3504,-0.0184,,Age 35+ — monitor second half,28.56,217,False,Paul Sewald,AZ,15.3,RP,False,"FF,ST","FF,ST",,0.1245,,,91.4,,,23
544150,Albert Suárez,BAL,15.0,4.73,4.73,5.46,,4.301,-0.73,0.43,0.135,0.588,0.154,0.222,0.044,0.097,,,,,,6175.0,,,0.1777777777777777,4.927512499999999,15.0,13.333333333333332,7.0,5.457983193277311,6.225022988826037,0.5882352941176471,6.0,1.0,False,,0.3009,0.3797,0.0683,0.3009,37,0.3129,0.3129,-0.0284,0.229,0.0,May,270.0,1989,37,144.1,Poor (FIP->115),1.159,No confluence,False,,,,6,0,0.0,0,0.0,3.58,False,,,,Neutral,-0.4718,True,,0.2218,0.2996,-0.0778,,Age 35+ — monitor second half,0.06,,False,Albert Suárez,BAL,15.0,RP,False,"CH,CU,FC,FF,SV","CH,CU,FC,FF,SV",,0.0973,,,93.4,,,
701719,Tyler Samaniego,BOS,15.3,1.76,0.0,3.06,,1.079,-1.3,0.68,0.176,1.0,0.0,0.232,0.029,0.069,,,,,,-1.0,,,0.25,4.389154333333332,15.333333333333334,6.0,0.0,3.0579831932773107,3.8728490757825593,1.0,1.76,1.0,False,,,,,0.3,27,0.3,0.3,-0.0508,0.488,0.0,May,7.2,1999,27,80.8,Above Avg (80-95),1.981,No confluence,False,,,,15,0,0.0,0,0.0,0.0,False,,,,Neutral,-0.8113,True,,0.2759,,,,,0.04,293.0,False,Tyler Samaniego,BOS,15.3,RP,False,"CH,FC,FF,SI,ST","CH,FC,FF,SI,ST",,0.0693,,,93.0,,,
547973,Aroldis Chapman,BOS,15.3,1.76,,1.85,,3.577,-0.09,-1.82,0.219,,,0.286,0.071,0.16,,,,,,10233.0,,,0.21875,3.5767766229508187,15.333333333333334,,,,1.8511099453477768,,1.76,1.0,False,,0.2197,0.3667,0.0711,0.2197,38,0.2329,0.2329,-0.0744,0.375,0.0,May,829.0,1988,38,48.8,Elite (FIP-<80),-1.727,No confluence,False,,,,16,0,0.0,0,0.0,,False,,,,Neutral,-0.0747,True,,0.3319,0.3615,-0.0296,,Age 35+ — monitor second half,96.0,66,False,Aroldis Chapman,BOS,15.3,RP,False,"FF,FS,SI,SL","FF,FS,SI,SL",,0.1597,,,97.4,,,5
681892,Kody Funderburk,MIN,15.3,1.76,,5.5,,5.211,-3.74,-3.45,0.186,,,0.202,0.024,0.064,,,,,,24993.0,,,0.1860465116279069,5.210863814285714,15.333333333333334,,,,5.503283858391255,,1.76,1.0,False,,0.323,0.3913,0.059,0.323,30,0.323,0.323,-0.0674,0.533,0.0,May,96.2,1996,30,145.2,Poor (FIP->115),0.289,No confluence,False,,,,19,0,0.0,0,0.0,,False,,,,Neutral,-2.2814,True,,0.2285,,,,,1.0,277.0,False,Kody Funderburk,MIN,15.3,RP,False,"CH,FC,SI,SL,ST","CH,FC,SI,SL,ST",,0.0639,,,92.2,,,
666808,Camilo Doval,NYY,15.3,6.46,,3.94,,2.421,2.52,4.04,0.286,,,0.329,0.037,0.128,,,,,,21992.0,,,0.2857142857142857,2.4206743230769234,15.333333333333334,,,,3.938066467086907,,6.46,1.0,True,Park change (SF->NYY) - career baseline less reliable,0.2681,0.4015,0.0599,0.2681,29,0.2681,0.2681,0.0486,0.578,0.0,May,295.0,1997,29,104.0,Average (95-105),1.519,No confluence,False,93.3,SL,,18,0,0.0,0,0.0,,False,,-0.05,abandonment -0.10 | rv_improve +0.05,Neutral,1.5268,True,,0.2879,0.3123,-0.0244,,,3.31,71.0,False,Camilo Doval,NYY,15.3,RP,False,"FC,SI,SL","FC,SI",,0.1284,0.1656,-0.0372,97.3,98.8,-1.5,
671212,Joe Boyle,TB,15.3,6.46,6.46,2.99,,4.57,3.47,1.89,0.233,0.342,0.1,0.238,0.025,0.11,,,,,,29608.0,,,0.2325581395348837,4.570071,15.333333333333334,15.333333333333332,11.0,2.992765801972963,2.9598055975216897,0.3424657534246575,6.46,0.94,False,,0.2652,0.4325,0.0661,0.2652,27,0.2652,0.2493,-0.0395,0.409,0.0,May,131.1,1999,27,84.0,Above Avg (80-95),-1.58,No confluence,False,,,,3,1,0.333,1,0.333,5.56,True,High variance — signals less reliable,,,Neutral,2.0697,True,,0.289,0.2752,0.0138,,,1.58,134.0,False,Joe Boyle,TB,15.3,RP,False,"FF,FS,SI,SL,ST","FF,FS,SI,SL,ST",,0.1103,,,97.1,,,
657044,Ryan Thompson,AZ,14.3,5.02,,4.7,,3.29,0.32,1.73,0.22,,,0.211,0.042,0.085,,,,,,16647.0,,,0.2195121951219512,3.2904004499999986,14.333333333333334,,,,4.6994415934772,,5.02,1.0,False,,0.2882,0.4017,0.0665,0.2882,34,0.294,0.294,0.0123,0.535,0.0,May,250.0,1992,34,,Unknown,1.41,No confluence,False,,,,20,0,0.0,0,0.0,,False,,,,Neutral,0.184,True,,0.2653,0.3043,-0.039,,,1.0,150.0,False,Ryan Thompson,AZ,14.3,RP,False,"FF,SI,SL","FF,SI,SL",,0.0867,,,89.3,,,
700249,Cade Povich,BAL,19.3,5.12,5.12,5.75,,5.314,-0.63,-0.19,0.259,0.69,0.2,0.304,0.065,0.112,,,,,,30055.0,,,0.2586206896551724,5.314143707317074,19.33333333333333,19.333333333333336,11.0,5.747638365691103,5.714678161239831,0.6896551724137931,5.12,1.0,False,,0.3205,0.4247,0.1027,0.3205,26,0.3205,0.3205,-0.0123,0.419,0.0,May,204.1,2000,26,151.8,Poor (FIP->115),0.436,No confluence,False,108.2,CU,,4,1,0.25,1,0.25,4.69,True,High variance — signals less reliable,-0.16,velo_drop -0.08 | rv_degrade -0.08,Neutral,-0.3903,True,,0.2829,0.2915,-0.0086,,,0.34,198.0,False,Cade Povich,BAL,19.3,RP,False,"CH,CU,FF,SI,SL","CH,SI,SL",,0.1118,0.1851,-0.0733,91.8,92.3,-0.5,
702056,Trey Yesavage,TOR,19.3,1.4,1.4,2.28,,0.994,-0.88,0.41,0.333,0.885,0.0,0.132,0.019,0.154,,,,,,35456.0,,,0.3333333333333333,0.9944879259259252,19.33333333333333,19.33333333333333,3.0,2.2821211243117934,2.24916091986052,0.8846153846153846,1.4,1.0,False,,,,,0.3,23,0.3,0.3,0.055,0.353,0.0,May,23.1,2003,23,60.2,Elite (FIP-<80),1.286,No confluence,False,,,,4,0,0.0,1,0.25,1.55,False,,,,Neutral,-0.5093,True,,0.2961,,,,,66.62,155,False,Trey Yesavage,TOR,19.3,RP,False,"FF,FS,SL","FF,FS,SL",,0.1541,,,93.9,,,44
656492,Foster Griffin,WSH,51.0,4.24,4.24,4.41,,4.46,-0.17,-0.22,0.239,0.694,0.2,0.221,0.07,0.1,,,,,,16432.0,,,0.2388059701492537,4.45979566197183,51.0,51.0,24.0,4.4109243697479,4.377964165296626,0.6937799043062202,4.24,1.0,False,,,,,0.3,31,0.3,0.3,-0.0278,0.441,0.0,May,23.1,1995,31,116.4,Poor (FIP->115),-0.05,No confluence,False,,,,9,1,0.111,4,0.444,5.68,True,High variance — signals less reliable,,,Neutral,-0.1181,True,,0.2914,,,,,78.0,247,False,Foster Griffin,WSH,51.0,SP,True,"CH,CU,FC,FF,FS,SI,ST","CH,CU,FC,FF,FS,SI,ST",,0.0996,,,91.2,,,40
702193,Andrew Morris,MIN,17.7,2.25,2.25,2.81,,2.093,-0.56,0.16,0.351,0.882,0.071,0.195,0.016,0.109,,,,,,-1.0,,,0.3666666666666666,3.164627536585366,17.666666666666668,12.0,3.0,2.8079831932773107,2.911815441656226,0.8823529411764706,5.09,1.0,False,,,,,0.3,25,0.3,0.3,0.0529,0.371,0.0,May,7.0,2001,25,74.2,Elite (FIP-<80),0.717,No confluence,False,,,,10,0,0.0,0,0.0,3.2,False,,,,Neutral,-0.3151,True,,0.2733,,,,,0.06,185.0,False,Andrew Morris,MIN,17.7,RP,False,"CH,CU,FC,FF,SI,ST","CH,CU,FC,FF,SI,ST",,0.1087,,,95.6,,,
