pitcher,name,Team,IP,ERA,ERA_adj_sc,FIP,xFIP,xERA,ERA_minus_FIP,ERA_minus_xERA,BABIP_allowed,lob_pct,hr_fb_rate,hard_hit_rate_allowed,barrel_rate_allowed,swstr_rate,k_pct,bb_pct,G,GS,TBF,key_fangraphs,fg_swstr_rate,fg_hr_fb_rate,BABIP_allowed_all,xERA_all,IP_sc,IP_sc_adj,RA_sc,FIP_sc,FIP_sc_all,lob_pct_sc,ERA_all_sc,park_factor,park_change,park_change_label,career_babip_allowed,career_hh_allowed,career_barrel_allowed,babip_baseline,_age_babip,age_adj_career_babip,park_adj_babip_expected,xwoba_gap,gb_pct,luck_score,conf_phase,career_ip,birth_year,age,fip_minus,pitcher_quality_tier,rtm_signal,rtm_confluence,amplification_cap_applied,stuff_plus_avg,best_pitch_type,stuff_plus_signal,total_starts,disaster_starts,disaster_rate,qs_count,qs_rate,start_variance,volatility_flag,volatility_label,pitch_mix_signal,pitch_mix_note,verdict,raw_buy_score,buy_qualified,lob_confluence_flag,curr_csw,career_csw_p,csw_gap,tier_sell,age_flag,owned_pct,fp_rank,contract_year,player_name,team,ip,player_type,role_override,curr_pitch_types,new_pitches,dropped_pitches,curr_swstr_overall,career_swstr_overall,swstr_gap,curr_primary_velo,career_primary_velo,velo_gap,cbs_rank
670990,Yohan Ramírez,PIT,25.7,4.05,4.05,3.58,,2.837,0.47,1.21,0.212,0.603,0.143,0.175,0.024,0.116,,,,,,19444.0,,,0.296875,3.2854518608695646,25.666666666666668,13.333333333333334,6.0,3.58298319327731,2.7133346771377256,0.603448275862069,5.26,1.0,False,,0.3051,0.37,0.076,0.3051,31,0.3051,0.3051,0.0143,0.492,0.0604,May,214.0,1995,31,94.5,Above Avg (80-95),0.743,No confluence,False,,,,19,0,0.0,0,0.0,4.42,True,High variance — signals less reliable,,,Neutral,0.2716,True,,0.3136,0.3219,-0.0083,,,2.0,239.0,False,Yohan Ramírez,PIT,25.7,RP,False,"CU,FA,FF,SI,ST","CU,FA,FF,SI,ST",,0.1235,,,96.0,,,
643511,Tyler Rogers,TOR,20.0,2.7,,2.18,,1.457,0.52,1.24,0.266,,,0.157,0.0,0.064,,,,,,15541.0,,,0.265625,1.4568671785714278,20.0,,,,2.1750229888260373,,2.7,1.0,True,Park change (SF->TOR) - career baseline less reliable,0.2887,0.3121,0.0309,0.2887,36,0.3002,0.3002,0.0106,0.692,0.0589,May,432.2,1990,36,57.5,Elite (FIP-<80),0.723,No confluence,False,78.3,SI,,21,0,0.0,0,0.0,,False,,-0.08,rv_degrade -0.08,Neutral,0.3095,True,,0.2622,0.315,-0.0528,,Age 35+ — monitor second half,13.02,88.0,False,Tyler Rogers,TOR,20.0,RP,False,"SI,SL",SL,,0.0664,0.1318,-0.0654,82.9,83.08,-0.18,55
669022,Mackenzie Gore,TEX,48.0,4.12,4.12,3.91,,3.943,0.21,0.18,0.264,0.708,0.167,0.23,0.049,0.104,,,,,,22201.0,,,0.2644628099173554,3.942975838235294,48.0,48.0,22.0,3.912149859943977,3.879189655492704,0.7081545064377682,4.12,1.05,True,Park change (WSH->TEX) - career baseline less reliable,0.3045,0.4224,0.0964,0.3045,27,0.3045,0.3197,-0.0151,0.344,0.0575,May,548.2,1999,27,98.3,Average (95-105),-0.033,Buy confluence,False,103.0,FF,,9,0,0.0,2,0.222,3.05,False,,0.0,,Neutral,0.1139,True,,0.2575,0.3041,-0.0466,,,91.0,162,False,Mackenzie Gore,TEX,48.0,SP,False,"CH,CU,FC,FF,SI,SL","CH,FC,SI,SL",,0.1042,0.2126,-0.1084,95.4,95.25,0.15,56
681870,Erik Sabrowski,CLE,19.7,2.29,,1.55,,1.407,0.74,0.88,0.207,,,0.161,0.034,0.173,,,,,,24978.0,,,0.2068965517241379,1.4071283421052634,19.666666666666668,,,,1.5504467176395968,,2.29,1.0,False,,,,,0.3,29,0.3,0.3,-0.0427,0.167,0.0573,May,51.0,1997,29,40.9,Elite (FIP-<80),0.143,No confluence,False,,,,23,0,0.0,0,0.0,,False,,,,Neutral,0.4194,True,,0.3343,,,,,29.0,70.0,False,Erik Sabrowski,CLE,19.7,RP,False,"CU,FF,SL","CU,FF,SL",,0.1727,,,94.2,,,
668678,Zac Gallen,AZ,42.3,5.31,5.31,4.66,,5.31,0.65,0.0,0.326,0.69,0.158,0.274,0.056,0.083,,,,,,19291.0,,,0.3262411347517731,5.309812404145077,42.333333333333336,42.333333333333336,25.0,4.664282405875736,4.631322201424462,0.6902985074626865,5.31,1.0,False,,0.2741,0.4192,0.0865,0.2741,31,0.2741,0.2741,0.0071,0.493,0.0573,May,1027.1,1995,31,123.0,Poor (FIP->115),-0.65,Buy confluence,True,105.6,SL,"FIP- override: poor outcomes, skips elite bonus (sp=106, FIP-=123)",9,1,0.111,1,0.111,4.65,True,High variance — signals less reliable,0.05,rv_improve +0.05,Neutral,0.3996,False,,0.2519,0.2968,-0.0449,,,62.0,204,False,Zac Gallen,AZ,42.3,SP,False,"CH,FF,KC,SI,SL","KC,SI",CU,0.0831,0.165,-0.0819,93.4,93.7,-0.3,107
663556,Shane Mcclanahan,TB,39.3,2.75,2.75,2.45,,3.085,0.3,-0.34,0.228,0.71,0.036,0.211,0.05,0.122,,,,,,21483.0,,,0.2277227722772277,3.085119415094339,39.333333333333336,39.333333333333336,12.0,2.447813701751887,2.414853497300614,0.7103825136612022,2.75,0.94,False,,0.2541,0.3678,0.0787,0.2541,29,0.2541,0.2389,-0.0489,0.451,0.0566,May,418.1,1997,29,68.8,Elite (FIP-<80),-0.635,Buy confluence,False,,,,8,0,0.0,0,0.0,3.38,False,,,,Neutral,0.1661,True,,0.3037,0.3829,-0.0792,,,96.0,124,False,Shane Mcclanahan,TB,39.3,SP,False,"CH,CU,FF,SL","CH,CU,FF,SL",,0.1224,,,95.2,,,45
665871,Javier Assad,CHC,26.0,6.85,6.85,5.04,,5.331,1.81,1.52,0.289,0.47,0.167,0.336,0.033,0.057,,,,,,21741.0,,,0.2682926829268293,5.123297083333332,26.0,23.666666666666664,18.0,5.043898686235058,4.755792219595268,0.4700854700854701,6.23,1.0,False,,0.2918,0.3958,0.0783,0.2918,29,0.2918,0.2918,-0.03,0.437,0.0556,May,341.0,1997,29,133.0,Poor (FIP->115),-0.291,Buy confluence,False,,,,8,2,0.25,0,0.0,11.44,True,High variance — signals less reliable,,,Neutral,1.0781,False,,0.2392,0.273,-0.0338,,,2.0,224.0,False,Javier Assad,CHC,26.0,SP,False,"CH,CU,FC,FF,SI,SL,ST","CH,CU,FC,FF,SI,SL,ST",,0.0574,,,93.0,,,
669330,Tyler Wells,BAL,19.0,3.79,1.12,2.56,,0.514,1.23,3.28,0.133,1.0,0.167,0.192,0.029,0.144,,,,,,20000.0,,,0.3269230769230769,3.480018592592592,19.0,8.0,1.0,2.5579831932773107,3.4987071993523533,1.0,3.79,1.0,False,,0.2648,0.4012,0.1032,0.2648,32,0.2648,0.2648,0.0229,0.255,0.0554,May,326.0,1994,32,67.6,Elite (FIP-<80),2.046,No confluence,True,,,,15,0,0.0,0,0.0,2.25,False,,,,Neutral,0.724,True,,0.3237,0.27,0.0537,,,0.43,174.0,False,Tyler Wells,BAL,19.0,RP,False,"CH,CU,FC,FF,SL","CH,CU,FC,FF,SL",,0.1442,,,93.4,,,
666277,George Soriano,STL,19.3,4.66,0.0,1.56,,1.872,3.1,2.79,0.1,1.0,0.0,0.255,0.069,0.125,,,,,,21863.0,,,0.2222222222222222,5.887112071428571,19.33333333333333,4.0,0.0,1.5579831932773107,4.938816092274314,1.0,4.66,1.0,True,Park change (MIA->STL) - career baseline less reliable,0.3078,0.4222,0.1119,0.3078,27,0.3078,0.3078,-0.0659,0.491,0.0527,May,126.0,1999,27,41.2,Elite (FIP-<80),-0.312,Buy confluence,False,,,,21,0,0.0,0,0.0,0.0,False,,,,Neutral,1.8124,True,,0.303,0.2531,0.0499,,,2.0,251.0,False,George Soriano,STL,19.3,RP,False,"CH,FF,SI,SL,ST","CH,FF,SI,SL,ST",,0.1273,,,96.5,,,
660761,José Suarez,ATL,19.0,3.45,3.45,2.87,,2.777,0.58,0.67,0.385,0.769,0.0,0.252,0.008,0.133,,,,,,19911.0,,,0.490566037735849,3.923117642105263,19.0,15.666666666666666,6.0,2.866493831575183,2.761865094089196,0.7692307692307693,6.63,1.0,False,,0.3107,0.4195,0.0883,0.3107,28,0.3107,0.3107,0.0655,0.473,0.0499,May,404.1,1998,28,75.7,Elite (FIP-<80),0.093,No confluence,False,,,,10,0,0.0,0,0.0,3.95,False,,,,Neutral,0.3755,True,,0.2558,0.2746,-0.0188,,,0.09,228.0,False,José Suarez,ATL,19.0,RP,False,"CH,FF,SI,SL","CH,FF,SI,SL",,0.133,,,92.9,,,
668909,Gavin Williams,CLE,54.3,3.98,3.98,3.81,,4.255,0.17,-0.27,0.273,0.726,0.258,0.274,0.069,0.138,,,,,,30122.0,,,0.2734375,4.254750466666668,54.333333333333336,54.333333333333336,24.0,3.812584420271176,3.779624215819904,0.7264957264957266,3.98,1.0,False,,0.2696,0.4279,0.0758,0.2696,27,0.2696,0.2696,-0.0184,0.463,0.0421,May,348.1,1999,27,100.6,Average (95-105),-0.445,Buy confluence,False,101.9,FF,,9,0,0.0,3,0.333,3.33,False,,0.0,,Neutral,0.0979,True,,0.3368,0.2821,0.0547,,,93.25,98,False,Gavin Williams,CLE,54.3,SP,False,"CU,FC,FF,SI,ST",SI,,0.1371,0.2342,-0.0971,96.2,96.3,-0.1,26
678394,Brayan Bello,BOS,38.3,6.1,6.1,5.59,,6.149,0.51,-0.05,0.339,0.697,0.25,0.295,0.075,0.117,,,,,,23920.0,,,0.3385826771653543,6.148752390109889,38.333333333333336,38.333333333333336,26.0,5.588417975886006,5.5554577714347335,0.6967213114754098,6.1,1.0,False,,0.3077,0.4109,0.0697,0.3077,27,0.3077,0.3077,0.0003,0.507,0.0411,May,558.0,1999,27,147.5,Poor (FIP->115),-0.559,Buy confluence,True,100.8,ST,,8,2,0.25,3,0.375,7.68,True,High variance — signals less reliable,0.1,velo_gain +0.05 | rv_improve +0.05,Neutral,0.3108,False,,0.2857,0.2739,0.0118,,,24.0,383,False,Brayan Bello,BOS,38.3,SP,False,"CH,CU,FC,FF,SI,ST","CU,FC,FF",,0.1166,0.1723,-0.0557,94.5,95.3,-0.8,
641302,Tyler Alexander,TEX,20.3,3.54,0.0,2.63,,0.487,0.91,3.05,0.333,1.0,0.0,0.2,0.008,0.068,,,,,,17735.0,,,0.3384615384615385,2.33261335164835,20.33333333333333,2.333333333333333,0.0,2.6294117647058823,3.2709246281703,1.0,3.54,1.05,True,Park change (CWS->TEX) - career baseline less reliable,0.3177,0.3844,0.0925,0.3177,32,0.3177,0.3336,0.0651,0.522,0.0406,May,555.2,1994,32,66.1,Elite (FIP-<80),2.143,No confluence,True,102.3,FF,,20,0,0.0,0,0.0,,False,,-0.05,abandonment -0.10 | velo_gain +0.05,Neutral,0.5622,True,,0.2722,0.2579,0.0143,,,5.0,170.0,False,Tyler Alexander,TEX,20.3,RP,False,"CH,FC,FF,SI,ST","CH,FC,SI,ST",,0.0682,0.2041,-0.1359,90.9,90.13,0.77,
691725,Andrew Painter,PHI,37.7,5.26,5.26,4.78,,4.923,0.48,0.34,0.357,0.73,0.206,0.233,0.053,0.098,,,,,,-1.0,,,0.3565217391304348,4.923117441860465,37.66666666666666,37.66666666666666,22.0,4.78364691009147,4.750686705640197,0.7300884955752212,5.26,1.06,False,,,,,0.3,23,0.3,0.318,0.0215,0.403,0.0402,May,14.1,2003,23,119.0,Poor (FIP->115),-0.143,Buy confluence,False,,,,8,1,0.125,0,0.0,5.64,True,High variance — signals less reliable,,,Neutral,0.2992,True,,0.2635,,,,,52.0,447,False,Andrew Painter,PHI,37.7,SP,False,"CU,FF,FS,SI,SL,ST","CU,FF,FS,SI,SL,ST",,0.0981,,,96.1,,,98
679358,Eric Orze,MIN,21.0,4.71,1.42,3.85,,2.319,0.86,2.39,0.19,0.857,0.0,0.221,0.035,0.1,,,,,,27626.0,,,0.3015873015873015,3.7146425434782606,21.0,6.333333333333334,1.0,3.847456877487837,2.834546798349847,0.8571428571428571,4.71,1.0,True,Park change (TB->MIN) - career baseline less reliable,,,,0.3,29,0.3,0.3,-0.0179,0.381,0.0386,May,51.0,1997,29,101.6,Average (95-105),1.531,No confluence,True,,,,18,0,0.0,0,0.0,2.23,False,,,,Neutral,0.495,True,,0.2991,,,,,0.07,179.0,False,Eric Orze,MIN,21.0,RP,False,"CU,FF,FS,SL","CU,FF,FS,SL",,0.1026,,,92.0,,,
676571,Pj Poulin,WSH,20.3,5.31,4.5,5.06,,3.287,0.25,2.02,0.2,0.625,0.25,0.331,0.054,0.06,,,,,,23394.0,,,0.2372881355932203,5.477153978021979,20.33333333333333,4.0,2.0,5.057983193277311,5.385678726530955,0.625,5.31,1.0,False,,,,,0.3,30,0.3,0.3,-0.0269,0.5,0.0346,May,34.2,1996,30,133.5,Poor (FIP->115),1.773,No confluence,True,,,,22,0,0.0,0,0.0,6.36,True,High variance — signals less reliable,,,Neutral,0.1283,True,,0.2569,,,,,0.3,219.0,False,Pj Poulin,WSH,20.3,RP,False,"CH,FF,SI,ST","CH,FF,SI,ST",,0.0605,,,89.5,,,
687570,Connor Prielipp,MIN,25.0,4.32,4.32,4.14,,2.585,0.18,1.73,0.19,0.61,0.211,0.261,0.051,0.098,,,,,,-1.0,,,0.1896551724137931,2.585279,25.0,25.0,12.0,4.137983193277311,4.105022988826038,0.6097560975609757,4.32,1.0,False,,,,,0.3,25,0.3,0.3,0.0106,0.387,0.033,May,9.0,2001,25,109.3,Below Avg (105-115),1.555,No confluence,True,,,,5,0,0.0,1,0.2,1.66,False,,,,Neutral,0.0942,True,,0.2798,,,,,33.0,353,False,Connor Prielipp,MIN,25.0,SP,True,"CH,CU,FF,SI,SL","CH,CU,FF,SI,SL",,0.0986,,,95.1,,,88
660825,Eduard Bazardo,SEA,19.7,3.2,,3.03,,4.156,0.17,-0.96,0.298,,,0.274,0.047,0.091,,,,,,20997.0,,,0.2982456140350877,4.156387,19.666666666666668,,,,3.0250229888260374,,3.2,1.0,False,,0.248,0.3625,0.0796,0.248,31,0.248,0.248,-0.0218,0.339,0.0328,May,149.1,1995,31,80.0,Above Avg (80-95),-1.126,Buy confluence,True,82.0,ST,,22,0,0.0,0,0.0,,False,,0.05,rv_improve +0.05,Neutral,0.104,True,,0.3302,0.27,0.0602,,,1.08,73.0,False,Eduard Bazardo,SEA,19.7,RP,False,"FF,FS,SI,ST","FF,FS",,0.0926,,,94.6,,,
687396,Brent Headrick,NYY,23.0,3.52,,2.89,,3.407,0.63,0.11,0.321,,,0.252,0.026,0.142,,,,,,27702.0,,,0.3214285714285714,3.406925404255319,23.0,,,,2.8945882062173416,,3.52,1.0,False,,,,,0.3,29,0.3,0.3,0.0091,0.377,0.0323,May,61.0,1997,29,76.3,Elite (FIP-<80),-0.517,Buy confluence,False,,,,22,0,0.0,0,0.0,,False,,,,Neutral,0.3834,True,,0.307,,,,,5.0,124.0,False,Brent Headrick,NYY,23.0,RP,False,"FF,FS,SI,SL","FF,FS,SI,SL",,0.1433,,,93.7,,,
605288,Adrian Houser,SF,41.7,5.83,5.83,5.6,,5.435,0.23,0.39,0.286,0.647,0.258,0.317,0.06,0.082,,,,,,12718.0,,,0.2857142857142857,5.435494412698413,41.66666666666666,41.66666666666666,27.0,5.601983193277311,5.569022988826037,0.6473214285714286,5.83,0.91,True,Park change (CWS->SF) - career baseline less reliable,0.3134,0.4439,0.0672,0.3134,33,0.3197,0.2909,0.0264,0.48,0.0315,May,749.2,1993,33,162.4,Poor (FIP->115),0.165,No confluence,False,96.3,SI,,8,1,0.125,2,0.25,5.27,True,High variance — signals less reliable,0.05,velo_gain +0.05,Neutral,0.1439,True,,0.2421,0.2525,-0.0104,,,7.0,190.0,False,Adrian Houser,SF,41.7,SP,True,"CH,CU,FF,SI,SL","CH,CU,FF,SL",,0.0817,0.1967,-0.115,95.0,94.33,0.67,
686218,Emmet Sheehan,LAD,40.7,3.98,3.98,3.92,,3.573,0.06,0.41,0.314,0.78,0.259,0.249,0.042,0.158,,,,,,29839.0,,,0.3142857142857143,3.572741645714286,40.66666666666666,40.66666666666666,18.0,3.9186389309822287,3.8856787265309554,0.7795698924731183,3.98,1.0,False,,0.2447,0.4179,0.1043,0.2447,27,0.2447,0.2447,0.0227,0.429,0.0307,May,148.2,1999,27,103.5,Average (95-105),0.347,No confluence,False,92.5,FF,,8,0,0.0,3,0.375,2.51,False,,0.0,,Neutral,0.0521,True,,0.3036,,,,,56.17,115,False,Emmet Sheehan,LAD,40.7,SP,True,"CH,CU,FF,SL","CH,CU",,0.1588,0.2318,-0.073,94.2,95.5,-1.3,39
690953,Mick Abel,MIN,20.0,4.05,4.05,2.56,,5.017,1.49,-0.97,0.386,0.735,0.0,0.216,0.026,0.122,,,,,,27756.0,,,0.3859649122807017,5.016588064516129,20.0,20.0,9.0,2.5579831932773107,2.5250229888260374,0.7352941176470589,4.05,1.0,True,Park change (PHI->MIN) - career baseline less reliable,,,,0.3,25,0.3,0.3,-0.0207,0.404,0.0304,May,52.1,2001,25,67.6,Elite (FIP-<80),-2.457,Buy confluence,True,,,,4,1,0.25,2,0.5,7.35,True,High variance — signals less reliable,,,Neutral,0.9017,True,,0.3165,,,,,51.0,450,False,Mick Abel,MIN,20.0,RP,False,"CH,CU,FF,SI,SL,ST","CH,CU,FF,SI,SL,ST",,0.1232,,,94.7,,,87
663992,Richard Lovelady,WSH,18.0,4.5,2.25,4.31,,2.23,0.19,2.27,0.111,,0.333,0.194,0.022,0.096,,,,,,19337.0,,,0.3541666666666667,4.159186499999999,18.0,4.0,1.0,4.307983193277311,3.580578544381593,,4.5,1.0,True,Park change (NYM->WSH) - career baseline less reliable,0.2871,0.4606,0.0989,0.2871,31,0.2871,0.2871,0.0133,0.529,0.0272,May,118.1,1995,31,113.8,Below Avg (105-115),2.08,No confluence,True,,,,17,0,0.0,0,0.0,3.18,False,,,,Neutral,0.0909,True,,0.2981,,,,,0.11,236.0,False,Richard Lovelady,WSH,18.0,RP,False,"FF,SI,SL,ST","FF,SI,SL,ST",,0.0997,,,91.4,,,
695418,Brad Lord,WSH,27.7,3.91,3.91,3.54,,3.938,0.37,-0.03,0.26,0.66,0.143,0.249,0.028,0.094,,,,,,31972.0,,,0.2674418604651162,3.746268268907562,27.666666666666668,23.0,10.0,3.536244062842528,3.5671916635248326,0.6603773584905661,5.2,1.0,False,,0.303,0.418,0.071,0.303,26,0.303,0.303,-0.0039,0.596,0.0249,May,143.1,2000,26,93.4,Above Avg (80-95),-0.398,Buy confluence,False,106.1,SL,,13,2,0.154,0,0.0,4.7,True,High variance — signals less reliable,0.0,,Neutral,0.2146,True,,0.2716,0.2527,0.0189,,,0.62,161.0,False,Brad Lord,WSH,27.7,RP,False,"CH,FF,SI,SL,ST","CH,ST",,0.0947,,,94.5,,,
656605,Mitch Keller,PIT,52.0,3.46,3.46,3.27,,4.21,0.19,-0.75,0.255,0.689,0.094,0.242,0.029,0.092,,,,,,17594.0,,,0.2549019607843137,4.210336814285713,52.0,52.0,20.0,3.2695216548157724,3.236561450364499,0.6889763779527559,3.46,1.0,False,,0.3039,0.3903,0.077,0.3039,30,0.3039,0.3039,-0.058,0.397,0.0241,May,897.0,1996,30,86.3,Above Avg (80-95),-0.94,Buy confluence,False,101.2,SL,,9,1,0.111,6,0.667,4.21,True,High variance — signals less reliable,-0.03,velo_gain +0.05 | rv_degrade -0.08,Neutral,0.0922,True,,0.2702,0.2831,-0.0129,,,86.0,251,False,Mitch Keller,PIT,52.0,SP,False,"CH,CU,FC,FF,SI,SL,ST","CH,CU,FC",,0.0923,0.2341,-0.1418,93.0,94.85,-1.85,104
641835,Tim Mayza,PHI,23.3,3.86,0.9,3.36,,0.582,0.5,3.28,0.16,1.0,0.2,0.302,0.028,0.101,,,,,,15042.0,,,0.1896551724137931,2.8588184838709663,23.33333333333333,10.0,1.0,3.3579831932773105,4.182165845968894,1.0,3.86,1.06,False,,0.3139,0.3952,0.0682,0.3139,34,0.3202,0.3394,-0.0128,0.548,0.0224,May,327.1,1992,34,83.7,Above Avg (80-95),2.778,No confluence,True,,,,20,0,0.0,0,0.0,2.01,False,,,,Neutral,0.2699,True,,0.3105,0.3056,0.0049,,,0.11,180.0,False,Tim Mayza,PHI,23.3,RP,False,"FF,FS,SI,SL","FF,FS,SI,SL",,0.1026,,,94.2,,,
669467,Andre Pallante,STL,42.0,4.71,4.71,4.61,,4.209,0.1,0.5,0.27,0.694,0.172,0.246,0.049,0.096,,,,,,26108.0,,,0.2698412698412698,4.208756758064516,42.0,42.0,22.0,4.605602240896358,4.572642036445085,0.6938775510204082,4.71,1.0,False,,0.3139,0.402,0.0447,0.3139,28,0.3139,0.3139,-0.0024,0.557,0.0199,May,475.0,1998,28,121.7,Poor (FIP->115),0.401,No confluence,False,105.1,FF,"FIP- override: poor outcomes, skips elite bonus (sp=105, FIP-=122)",8,1,0.125,1,0.125,4.06,True,High variance — signals less reliable,-0.08,rv_degrade -0.08,Neutral,0.0528,True,,0.2871,0.2494,0.0377,,,5.97,385,False,Andre Pallante,STL,42.0,SP,False,"FF,FS,KC,SI,SL","FS,KC",,0.0962,0.1421,-0.0459,94.8,95.08,-0.28,
670329,Rico Garcia,BAL,19.0,0.47,0.0,0.06,,-0.461,0.41,0.93,0.0,,0.0,0.13,0.014,0.183,,,,,,20023.0,,,0.0,0.6067961406249998,19.0,2.0,0.0,0.0579831932773107,2.4987071993523533,,0.47,1.0,False,,,,,0.3,32,0.3,0.3,-0.1094,0.543,0.0184,May,79.0,1994,32,1.6,Elite (FIP-<80),0.521,No confluence,True,,,,20,0,0.0,0,0.0,,False,,,,Neutral,0.1736,True,,0.3506,,,,,50.0,362,False,Rico Garcia,BAL,19.0,RP,False,"CH,CU,FF,SL","CH,CU,FF,SL",,0.1833,,,95.4,,,31
681895,Evan Sisk,PIT,18.0,3.5,0.0,3.06,,2.776,0.44,0.72,0.25,1.0,,0.194,0.0,0.106,,,,,,24995.0,,,0.3181818181818182,0.7353095657894726,18.0,2.0,0.0,3.0579831932773107,1.691689655492704,1.0,3.5,1.0,False,,,,,0.3,29,0.3,0.3,0.0368,0.386,0.0181,May,26.0,1997,29,80.8,Above Avg (80-95),0.284,No confluence,False,,,,15,0,0.0,0,0.0,,False,,,,Neutral,0.2657,True,,0.2991,,,,,0.06,156.0,False,Evan Sisk,PIT,18.0,RP,False,"CH,CU,FF,SI,ST","CH,CU,FF,SI,ST",,0.1061,,,90.7,,,
623454,Drew Anderson,DET,27.0,1.86,1.86,2.49,,0.483,-0.63,1.38,0.239,0.833,0.125,0.271,0.043,0.137,,,,,,15130.0,,,0.3088235294117647,3.4530286666666656,27.0,19.33333333333333,4.0,2.489017676035932,3.61761558141863,0.8333333333333334,4.33,1.0,False,,,,,0.3,32,0.3,0.3,0.0132,0.528,0.0176,May,54.0,1994,32,65.7,Elite (FIP-<80),2.007,Sell confluence,False,,,,15,1,0.067,0,0.0,5.05,True,High variance — signals less reliable,,,Neutral,-0.3838,True,,0.2919,,,,,0.16,77.0,False,Drew Anderson,DET,27.0,RP,False,"CH,CU,FF,SL","CH,CU,FF,SL",,0.1373,,,95.1,,,
700712,Walbert Urena,LAA,27.0,2.84,2.84,3.85,,2.008,-1.01,0.83,0.234,0.802,0.118,0.181,0.034,0.102,,,,,,-1.0,,,0.2702702702702703,2.578300378151261,27.0,25.333333333333336,8.0,3.847456877487837,3.839837803640852,0.8015267175572519,4.33,1.0,False,,,,,0.3,22,0.3,0.3,0.0323,0.526,0.0172,May,7.2,2004,22,101.6,Average (95-105),1.842,Sell confluence,False,,,,7,1,0.143,2,0.286,4.29,True,High variance — signals less reliable,,,Neutral,-0.6078,True,,0.2505,,,,,15.0,398.0,False,Walbert Urena,LAA,27.0,RP,False,"CH,FF,PO,SI,ST","CH,FF,PO,SI,ST",,0.1033,,,98.0,,,
682254,Mason Montgomery,PIT,18.0,3.0,,2.91,,3.461,0.09,-0.46,0.3,,,0.242,0.042,0.185,,,,,,29770.0,,,0.3,3.461401789473685,18.0,,,,2.913911877714926,,3.0,1.0,True,Park change (TB->PIT) - career baseline less reliable,,,,0.3,26,0.3,0.3,-0.026,0.476,0.0163,May,64.0,2000,26,76.8,Elite (FIP-<80),-0.551,Buy confluence,True,116.3,FF,Elite stuff+buy x1.15 (sp=116),18,0,0.0,0,0.0,,False,,0.0,,Neutral,0.0475,True,,0.3255,,,,,0.89,158.0,False,Mason Montgomery,PIT,18.0,RP,False,"CH,CU,FF,SI,SL","CH,CU,SI,SL",,0.1846,,,98.3,,,
518876,Merrill Kelly,AZ,33.7,5.88,5.88,5.82,,7.303,0.06,-1.42,0.274,0.653,0.219,0.33,0.108,0.115,,,,,,11156.0,,,0.2735849056603773,7.303429870967742,33.666666666666664,33.666666666666664,22.0,5.820359430901073,5.7873992264498,0.6534090909090908,5.88,1.0,False,,0.2749,0.4051,0.0873,0.2749,38,0.2914,0.2914,-0.0475,0.377,0.0159,May,1023.0,1988,38,153.6,Poor (FIP->115),-1.483,Buy confluence,True,100.9,SI,,6,3,0.5,2,0.333,5.95,True,High variance — signals less reliable,0.05,rv_improve +0.05,Neutral,0.0215,True,,0.26,0.2838,-0.0238,,Age 35+ — monitor second half,62.0,357,False,Merrill Kelly,AZ,33.7,SP,False,"CH,CU,FC,FF,PO,SI,SL","CU,PO,SL",,0.1157,0.2424,-0.1267,91.9,92.15,-0.25,76
669084,Dl Hall,MIL,19.0,3.79,4.26,3.06,,4.593,0.73,-0.8,0.133,0.5,0.0,0.22,0.044,0.103,,,,,,22207.0,,,0.2045454545454545,3.37395421686747,19.0,6.333333333333334,3.0,3.0579831932773107,3.9197598309313006,0.5,3.79,1.0,False,,0.2883,0.3059,0.0698,0.2883,28,0.2883,0.2883,-0.0101,0.511,0.014,May,123.1,1998,28,80.8,Above Avg (80-95),-1.533,Buy confluence,True,,,,18,1,0.056,0,0.0,6.68,True,High variance — signals less reliable,,,Neutral,0.4122,True,,0.3008,0.2824,0.0184,,,0.17,183.0,False,Dl Hall,MIL,19.0,RP,False,"CH,CU,FC,FF,SI,SL,ST","CH,CU,FC,FF,SI,SL,ST",,0.1031,,,94.6,,,
672782,Yoendrys Gómez,TB,20.3,6.23,6.23,6.13,,7.697,0.1,-1.47,0.3,0.676,0.188,0.223,0.071,0.09,,,,,,22872.0,,,0.2333333333333333,6.267569891304348,20.33333333333333,13.0,9.0,6.134906270200387,6.3201049560391525,0.6756756756756757,7.08,0.94,False,,0.2955,0.3943,0.1256,0.2955,27,0.2955,0.2778,-0.0485,0.273,0.0139,May,86.1,1999,27,172.1,Poor (FIP->115),-1.567,Buy confluence,True,,,,14,1,0.071,0,0.0,5.06,True,High variance — signals less reliable,,,Neutral,0.0512,True,,0.2462,0.2564,-0.0102,,,1.0,212.0,False,Yoendrys Gómez,TB,20.3,RP,False,"CH,FC,FF,SI,ST","CH,FC,FF,SI,ST",,0.0921,,,94.7,,,
