batter,name,apr_PA,apr_BABIP,apr_hard_hit_rate,apr_barrel_rate,apr_z_contact_rate,apr_hr_fb_rate,apr_BA,apr_wOBA,apr_HR_rate,apr_xBA,apr_xwOBA,luck_score,verdict,mj_PA,mj_BABIP,mj_BA,mj_wOBA,mj_HR_rate,year,delta_BABIP,delta_BA,delta_wOBA,delta_HR_rate,xwOBA_gap,xBA_gap
605204,J. d. Davis,93,0.3529,0.2672413793103448,0.08771929824561403,0.7591,0.4615,0.2892,0.378494623655914,0.0645,0.377625,0.38435525227460715,-0.279,Sell high,286,0.3272,0.247,0.32867132867132864,0.028,2023,-0.0258,-0.0422,-0.0498,-0.0365,0.0059,0.0885
606115,Orlando Arcia,50,0.3939,0.31666666666666665,0.08823529411764706,0.7419,0.4,0.3333,0.434,0.04,0.3646764705882353,0.3720972093023256,-0.4801,Sell high,269,0.3351,0.288,0.34070631970260223,0.0297,2023,-0.0589,-0.0453,-0.0933,-0.0103,-0.0619,0.0313
606192,Teoscar Hernández,117,0.2424,0.2356687898089172,0.1506849315068493,0.8025,0.35,0.2091,0.2935897435897436,0.0598,0.37519444444444444,0.3687396320525353,0.2787,Buy low,328,0.3474,0.2475,0.3128048780487805,0.0274,2023,0.1049,0.0384,0.0192,-0.0324,0.0751,0.1661
606466,Ketel Marte,107,0.2716,0.3088235294117647,0.09523809523809523,0.9091,0.1667,0.2525,0.3313084112149533,0.028,0.298855421686747,0.3309754701297226,0.1392,Buy low,333,0.3394,0.308,0.40750750750750747,0.042,2023,0.0678,0.0554,0.0762,0.014,-0.0003,0.0463
606992,Eric Haase,70,0.3556,0.23170731707317074,0.022222222222222223,0.6923,0.0,0.2462,0.2892857142857143,0.0,0.34424444444444446,0.2771005952380952,-0.2758,Sell high,189,0.2339,0.1778,0.22566137566137565,0.0159,2023,-0.1217,-0.0684,-0.0636,0.0159,-0.0122,0.0981
607043,Brandon Nimmo,116,0.3718,0.36496350364963503,0.06172839506172839,0.8467,0.1538,0.3298,0.4017241379310345,0.0172,0.36682051282051287,0.3948642109233844,-0.3602,Sell high,350,0.2829,0.2328,0.33099999999999996,0.0371,2023,-0.0889,-0.097,-0.0707,0.0199,-0.0069,0.037
607054,Jace Peterson,88,0.2642,0.1487603305785124,0.05555555555555555,0.9008,0.0476,0.2,0.2772727272727273,0.0114,0.29571698113207545,0.30288157902064533,0.1762,Buy low,236,0.2838,0.2271,0.2925847457627119,0.0212,2023,0.0196,0.0271,0.0153,0.0098,0.0256,0.0957
607208,Trea Turner,130,0.3371,0.22875816993464052,0.03296703296703297,0.7534,0.0714,0.256,0.29307692307692307,0.0154,0.32246153846153847,0.2907298461794615,-0.1866,Sell high,337,0.2915,0.2347,0.31231454005934717,0.0237,2023,-0.0456,-0.0213,0.0192,0.0084,-0.0023,0.0665
608070,José Ramírez,125,0.2903,0.3155080213903743,0.0625,0.9226,0.0968,0.2679,0.358,0.024,0.341936170212766,0.37772981520467835,0.0475,Neutral,336,0.2891,0.2899,0.37455357142857143,0.0446,2023,-0.0013,0.022,0.0166,0.0206,0.0197,0.0741
608324,Alex Bregman,127,0.2299,0.2654320987654321,0.06666666666666667,0.8954,0.0938,0.219,0.33543307086614177,0.0236,0.29336666666666666,0.38539097388034393,0.349,Buy low,343,0.2621,0.2623,0.3489795918367347,0.0437,2023,0.0322,0.0432,0.0135,0.0201,0.05,0.0743
608336,Joey Gallo,65,0.2308,0.3409090909090909,0.30303030303030304,0.757,0.3684,0.2364,0.4576923076923077,0.1077,0.372,0.4543168997668997,0.3439,Buy low,202,0.2466,0.1591,0.28168316831683166,0.0495,2023,0.0158,-0.0773,-0.176,-0.0582,-0.0034,0.1356
608385,Jesse Winker,63,0.2857,0.17777777777777778,0.047619047619047616,0.8333,0.0,0.2264,0.28809523809523807,0.0,0.27973170731707314,0.2907782816830436,0.0714,Slight buy,134,0.274,0.1858,0.2708955223880597,0.0075,2023,-0.0117,-0.0406,-0.0172,0.0075,0.0027,0.0533
608671,Travis Jankowski,61,0.3902,0.16901408450704225,0.0,0.9067,0.0,0.3019,0.37131147540983606,0.0,0.32378048780487806,0.2995071038251366,-0.4536,Sell high,142,0.3524,0.3115,0.375,0.007,2023,-0.0379,0.0096,0.0037,0.007,-0.0718,0.0219
608701,Rob Refsnyder,56,0.2424,0.23809523809523808,0.11764705882352941,0.871,0.125,0.1957,0.31160714285714286,0.0179,0.3847058823529412,0.4065823195028067,0.2861,Buy low,128,0.3951,0.3048,0.360546875,0.0,2023,0.1526,0.1091,0.0489,-0.0179,0.095,0.1891
608841,Joey Meneses,117,0.3563,0.32894736842105265,0.06818181818181818,0.8707,0.0833,0.2857,0.3111111111111111,0.0085,0.35854545454545456,0.3216487043820377,-0.2809,Sell high,309,0.3348,0.2822,0.3346278317152104,0.0227,2023,-0.0215,-0.0035,0.0235,0.0141,0.0105,0.0728
621020,Dansby Swanson,119,0.3857,0.22727272727272727,0.09859154929577464,0.7421,0.0769,0.2857,0.3533613445378151,0.0084,0.33611267605633804,0.3723139275237547,-0.428,Sell high,286,0.3034,0.2548,0.3414335664335664,0.042,2023,-0.0823,-0.0309,-0.0119,0.0336,0.019,0.0504
621028,Kevin Newman,65,0.24,0.18888888888888888,0.019230769230769232,0.9231,0.1429,0.2295,0.2792307692307692,0.0308,0.33968627450980393,0.3468923076923077,0.2928,Buy low,163,0.304,0.2766,0.32883435582822085,0.0061,2023,0.064,0.0471,0.0496,-0.0246,0.0677,0.1102
621035,Chris Taylor,72,0.1875,0.23684210526315788,0.16216216216216217,0.6981,0.3125,0.1667,0.2798611111111111,0.0694,0.3829444444444444,0.3299304261559696,0.5563,Buy low,155,0.2989,0.234,0.33548387096774196,0.0452,2023,0.1114,0.0674,0.0556,-0.0243,0.0501,0.2163
621043,Carlos Correa,106,0.2319,0.24031007751937986,0.09722222222222222,0.8443,0.1667,0.2021,0.2816037735849057,0.0283,0.2803380281690141,0.32484436979904563,0.3368,Buy low,309,0.2879,0.2357,0.32103559870550163,0.0291,2023,0.056,0.0336,0.0394,0.0008,0.0432,0.0782
621439,Byron Buxton,108,0.3158,0.27564102564102566,0.15625,0.8344,0.3333,0.2577,0.37037037037037035,0.0648,0.3452698412698412,0.37528890776427004,-0.0866,Slight sell,235,0.2213,0.1805,0.2948936170212766,0.0426,2023,-0.0945,-0.0772,-0.0755,-0.0223,0.0049,0.0875
621493,Taylor Ward,125,0.2436,0.20245398773006135,0.07407407407407407,0.9054,0.1071,0.2075,0.30560000000000004,0.024,0.294925,0.3374639671042471,0.2784,Buy low,284,0.3,0.272,0.35563380281690143,0.0387,2023,0.0564,0.0645,0.05,0.0147,0.0319,0.0874
621550,Patrick Wisdom,102,0.2708,0.2971014492753623,0.22413793103448276,0.7879,0.4545,0.25,0.39999999999999997,0.098,0.39732758620689657,0.44292280918181226,0.1364,Buy low,145,0.1897,0.1545,0.2962068965517241,0.0552,2023,-0.0812,-0.0955,-0.1038,-0.0429,0.0429,0.1473
621566,Matt Olson,122,0.3462,0.31851851851851853,0.23333333333333334,0.7047,0.3333,0.2524,0.39590163934426226,0.0656,0.35525,0.3886569522112862,-0.2337,Sell high,342,0.2674,0.2635,0.4068713450292398,0.0819,2023,-0.0788,0.0111,0.011,0.0163,-0.0072,0.1028
622534,Manuel Margot,83,0.254,0.27450980392156865,0.0625,0.8687,0.1053,0.24,0.28493975903614455,0.0241,0.26846774193548384,0.316072350784211,0.2284,Buy low,175,0.3178,0.2609,0.3177142857142857,0.0057,2023,0.0639,0.0209,0.0328,-0.0184,0.0311,0.0285
622761,Jorge Mateo,83,0.3393,0.30275229357798167,0.078125,0.8416,0.375,0.3472,0.44638554216867465,0.0723,0.3560833333333333,0.4294700990976894,-0.2075,Sell high,192,0.2295,0.1573,0.1981770833333333,0.0,2023,-0.1098,-0.1899,-0.2482,-0.0723,-0.0169,0.0089
623912,Harold Ramírez,81,0.3585,0.2826086956521739,0.07017543859649122,0.8537,0.5,0.3288,0.4296296296296296,0.0617,0.3554912280701754,0.4106343779677113,-0.3094,Sell high,204,0.3151,0.266,0.32083333333333336,0.0196,2023,-0.0434,-0.0628,-0.1088,-0.0421,-0.019,0.0267
623993,Anthony Santander,107,0.2769,0.2808219178082192,0.07462686567164178,0.7769,0.1176,0.2128,0.2803738317757009,0.0187,0.305953125,0.29968996424136607,0.1146,Slight buy,330,0.3033,0.2694,0.3715151515151515,0.0485,2023,0.0264,0.0566,0.0911,0.0298,0.0193,0.0932
624413,Pete Alonso,116,0.25,0.296,0.16666666666666666,0.8537,0.4,0.2571,0.38448275862068965,0.0862,0.3809230769230769,0.42887404547478,0.2403,Buy low,295,0.1751,0.2016,0.3411864406779661,0.0678,2023,-0.0749,-0.0556,-0.0433,-0.0184,0.0444,0.1238
624414,Christian Arroyo,70,0.3265,0.17,0.02,0.8367,0.0,0.2462,0.26857142857142857,0.0,0.2586122448979592,0.23054174107142858,-0.1337,Sell high,129,0.2872,0.2439,0.2864341085271318,0.0233,2023,-0.0393,-0.0023,0.0179,0.0233,-0.038,0.0125
624424,Michael Conforto,91,0.2727,0.3333333333333333,0.13043478260869565,0.7477,0.3636,0.2051,0.3203296703296703,0.044,0.34652173913043477,0.3323541601255887,0.129,Buy low,265,0.289,0.2521,0.3333962264150943,0.034,2023,0.0163,0.047,0.0131,-0.01,0.012,0.1414
624428,Adam Frazier,91,0.2206,0.18439716312056736,0.04225352112676056,0.9055,0.1667,0.2195,0.30494505494505497,0.033,0.2903943661971831,0.34094945054945053,0.3897,Buy low,246,0.2446,0.2477,0.3353658536585366,0.0407,2023,0.024,0.0282,0.0304,0.0077,0.036,0.0709
624431,Jose Trevino,61,0.25,0.1744186046511628,0.02,0.9167,0.2,0.2373,0.27704918032786885,0.0328,0.2991,0.3179596469104666,0.2402,Buy low,107,0.2048,0.1939,0.28130841121495326,0.0187,2023,-0.0452,-0.0434,0.0043,-0.0141,0.0409,0.0618
624585,Jorge Soler,107,0.2462,0.3247863247863248,0.17142857142857143,0.7857,0.2381,0.2188,0.3299065420560747,0.0467,0.3465142857142857,0.39023614481536656,0.2676,Buy low,323,0.2732,0.2491,0.36640866873065014,0.0619,2023,0.0271,0.0304,0.0365,0.0152,0.0603,0.1278
624641,Edmundo Sosa,62,0.3947,0.1686746987951807,0.1951219512195122,0.75,0.3333,0.3051,0.37983870967741934,0.0484,0.341075,0.3329536482334869,-0.482,Sell high,145,0.2621,0.2263,0.27482758620689657,0.0276,2023,-0.1326,-0.0788,-0.105,-0.0208,-0.0469,0.036
630105,Jake Cronenworth,115,0.2568,0.20958083832335328,0.06578947368421052,0.9198,0.15,0.22,0.31652173913043474,0.0261,0.33591891891891895,0.3522007378807379,0.2107,Buy low,319,0.257,0.2166,0.3023510971786834,0.0157,2023,0.0003,-0.0034,-0.0142,-0.0104,0.0357,0.1159
641355,Cody Bellinger,105,0.2899,0.2323943661971831,0.10666666666666667,0.8511,0.2593,0.2967,0.43380952380952376,0.0667,0.30839726027397263,0.40192962828730266,0.0433,Neutral,213,0.3462,0.3179,0.3762910798122066,0.0376,2023,0.0563,0.0212,-0.0575,-0.0291,-0.0319,0.0117
641487,J. p. Crawford,103,0.3115,0.2265625,0.03225806451612903,0.944,0.0588,0.2381,0.3422330097087379,0.0097,0.34842622950819674,0.34395348281707505,-0.0601,Slight sell,319,0.3204,0.2731,0.3630094043887147,0.0251,2023,0.0089,0.035,0.0208,0.0154,0.0017,0.1103
641584,Jake Fraley,91,0.2759,0.16279069767441862,0.06779661016949153,0.8273,0.1333,0.2308,0.3241758241758242,0.022,0.2973275862068966,0.3379701172701173,0.1156,Slight buy,230,0.2903,0.2788,0.37695652173913047,0.0565,2023,0.0145,0.0481,0.0528,0.0345,0.0138,0.0666
641680,Jonah Heim,88,0.3103,0.29365079365079366,0.14285714285714285,0.872,0.2174,0.3026,0.41306818181818183,0.0568,0.38501612903225807,0.46573842442279945,-0.0551,Slight sell,271,0.3061,0.2717,0.34059040590405903,0.0332,2023,-0.0042,-0.031,-0.0725,-0.0236,0.0527,0.0824
641820,Trey Mancini,97,0.3333,0.28346456692913385,0.03225806451612903,0.8372,0.3333,0.2614,0.30876288659793816,0.0309,0.3265081967213115,0.30921711340206187,-0.1779,Sell high,166,0.3229,0.2162,0.27319277108433737,0.006,2023,-0.0104,-0.0451,-0.0356,-0.0249,0.0005,0.0651
641857,Ryan Mcmahon,112,0.3276,0.23972602739726026,0.1935483870967742,0.7841,0.25,0.23,0.3178571428571429,0.0357,0.3982295081967213,0.37453673051887254,-0.1415,Sell high,313,0.3543,0.2688,0.37492012779552714,0.0415,2023,0.0267,0.0388,0.0571,0.0058,0.0567,0.1682
642086,Dominic Smith,106,0.28,0.17293233082706766,0.013157894736842105,0.8321,0.0435,0.2316,0.2816037735849057,0.0094,0.24953947368421053,0.26937421383647797,0.0971,Slight buy,304,0.3114,0.2737,0.3194078947368421,0.0132,2023,0.0314,0.0421,0.0378,0.0037,-0.0122,0.018
642133,Rowdy Tellez,99,0.2364,0.32673267326732675,0.11290322580645161,0.8586,0.5,0.2442,0.3686868686868687,0.0808,0.32139999999999996,0.40251301476301476,0.3036,Buy low,189,0.24,0.1954,0.2616402116402117,0.0212,2023,0.0036,-0.0488,-0.107,-0.0596,0.0338,0.0772
642336,Francisco Mejía,50,0.25,0.21686746987951808,0.030303030303030304,0.8254,0.125,0.2,0.272,0.02,0.29196875,0.27672,0.2455,Buy low,110,0.2727,0.2381,0.30227272727272725,0.0364,2023,0.0227,0.0381,0.0303,0.0164,0.0047,0.092
642708,Amed Rosario,104,0.3,0.26119402985074625,0.07042253521126761,0.8145,0.0625,0.2268,0.25817307692307695,0.0096,0.35095652173913044,0.3106601020024173,0.0004,Neutral,313,0.3333,0.2833,0.33338658146964856,0.0064,2023,0.0333,0.0565,0.0752,-0.0032,0.0525,0.1242
642715,Willy Adames,121,0.2879,0.1917808219178082,0.1267605633802817,0.8108,0.2273,0.24,0.34545454545454546,0.0413,0.31333333333333335,0.3550817140347575,0.0545,Slight buy,296,0.2191,0.1925,0.28614864864864864,0.0405,2023,-0.0688,-0.0475,-0.0593,-0.0008,0.0096,0.0733
642731,Thairo Estrada,112,0.4156,0.2323943661971831,0.075,0.8862,0.2105,0.3462,0.4165178571428571,0.0357,0.349375,0.3433299107142857,-0.5847,Sell high,203,0.2969,0.2299,0.3096059113300493,0.0246,2023,-0.1187,-0.1162,-0.1069,-0.0111,-0.0732,0.0032
643217,Andrew Benintendi,104,0.3418,0.11688311688311688,0.02564102564102564,0.863,0.0,0.2784,0.30144230769230773,0.0,0.3058461538461539,0.277781527505478,-0.2113,Sell high,312,0.322,0.2766,0.3334935897435897,0.0064,2023,-0.0197,-0.0018,0.0321,0.0064,-0.0237,0.0275
643265,Garrett Cooper,98,0.3607,0.2689655172413793,0.0625,0.8145,0.1875,0.2717,0.32244897959183677,0.0306,0.33744444444444444,0.30743832533013205,-0.3079,Sell high,226,0.3185,0.2488,0.31792035398230084,0.0442,2023,-0.0421,-0.0229,-0.0045,0.0136,-0.015,0.0657
643289,Mauricio Dubón,101,0.3295,0.18633540372670807,0.022727272727272728,0.8993,0.0,0.3021,0.3495049504950495,0.0,0.33295402298850574,0.3230685753129569,-0.1489,Sell high,256,0.2772,0.248,0.290234375,0.0195,2023,-0.0523,-0.0541,-0.0593,0.0195,-0.0264,0.0309
643376,Danny Jansen,61,0.1842,0.23076923076923078,0.14634146341463414,0.8391,0.1579,0.1754,0.28032786885245903,0.0492,0.2730487804878049,0.34643777850916935,0.5769,Buy low,174,0.25,0.2438,0.3580459770114942,0.0632,2023,0.0658,0.0683,0.0777,0.014,0.0661,0.0976
643393,Tony Kemp,98,0.1781,0.14782608695652175,0.02702702702702703,0.9098,0.0556,0.1628,0.22551020408163264,0.0102,0.2789178082191781,0.3033154081632653,0.6052,Buy low,215,0.25,0.2378,0.3051162790697674,0.0093,2023,0.0719,0.075,0.0796,-0.0009,0.0778,0.1161
643396,Isiah Kiner-falefa,53,0.2381,0.24324324324324326,0.023809523809523808,0.8889,0.0,0.2,0.20943396226415092,0.0,0.2919047619047619,0.277677897574124,0.3099,Buy low,187,0.3077,0.2744,0.3406417112299465,0.0267,2023,0.0696,0.0744,0.1312,0.0267,0.0682,0.0919
643446,Jeff Mcneil,113,0.3214,0.21232876712328766,0.023809523809523808,0.9398,0.0769,0.2979,0.3831858407079646,0.0088,0.26776190476190476,0.3445033712600084,-0.1111,Slight sell,312,0.2653,0.2367,0.2826923076923077,0.0064,2023,-0.0561,-0.0611,-0.1005,-0.0024,-0.0387,-0.0301
645277,Ozzie Albies,111,0.2405,0.22560975609756098,0.13953488372093023,0.8626,0.28,0.25,0.34234234234234234,0.0631,0.31436470588235293,0.403768580916796,0.2899,Buy low,335,0.2554,0.2559,0.351044776119403,0.0507,2023,0.0149,0.0059,0.0087,-0.0123,0.0614,0.0644
646240,Rafael Devers,123,0.2051,0.3128834355828221,0.1590909090909091,0.8311,0.3448,0.2281,0.3532520325203252,0.0813,0.3425813953488372,0.41276224337502176,0.4673,Buy low,307,0.3069,0.277,0.36840390879478824,0.0489,2023,0.1018,0.0489,0.0152,-0.0324,0.0595,0.1145
647304,Josh Naylor,96,0.2174,0.27007299270072993,0.09859154929577464,0.9009,0.15,0.2093,0.265625,0.0312,0.36064705882352943,0.37529658387947745,0.4102,Buy low,294,0.3571,0.3274,0.3974489795918367,0.0408,2023,0.1398,0.1181,0.1318,0.0096,0.1097,0.1513
649557,Aledmys Díaz,93,0.1875,0.20168067226890757,0.03076923076923077,0.9151,0.0909,0.1529,0.2247311827956989,0.0108,0.2850923076923077,0.2849073913436342,0.5581,Buy low,159,0.2857,0.2397,0.2738993710691824,0.0063,2023,0.0982,0.0868,0.0492,-0.0045,0.0602,0.1322
650333,Luis Arráez,102,0.4524,0.14,0.03529411764705882,0.9725,0.0435,0.4239,0.45245098039215687,0.0098,0.3653452380952381,0.40403742225095163,-0.7664,Sell high,328,0.3816,0.3583,0.3815548780487805,0.0061,2023,-0.0708,-0.0656,-0.0709,-0.0037,-0.0484,-0.0586
650391,Eloy Jiménez,88,0.2963,0.28,0.125,0.7766,0.1667,0.225,0.3090909090909091,0.0227,0.3035535714285714,0.29717494588744586,0.0173,Neutral,209,0.3425,0.3081,0.37272727272727274,0.0526,2023,0.0462,0.0831,0.0636,0.0299,-0.0119,0.0786
650402,Gleyber Torres,112,0.2533,0.17721518987341772,0.10256410256410256,0.8652,0.1739,0.2447,0.34598214285714285,0.0357,0.31315584415584413,0.385617509469697,0.2277,Buy low,330,0.264,0.2583,0.32075757575757574,0.0364,2023,0.0107,0.0136,-0.0252,0.0006,0.0396,0.0685
650490,Yandy Díaz,112,0.3194,0.36764705882352944,0.13924050632911392,0.907,0.3182,0.3191,0.42857142857142855,0.0625,0.3779230769230769,0.4744873818791941,-0.1032,Slight sell,279,0.3698,0.3171,0.38405017921146956,0.0251,2023,0.0503,-0.0021,-0.0445,-0.0374,0.0459,0.0588
650559,Bryan De la cruz,98,0.3621,0.2631578947368421,0.06666666666666667,0.75,0.2,0.2527,0.29438775510204085,0.0204,0.386,0.3114925986115567,-0.3148,Sell high,328,0.3136,0.2691,0.3434451219512195,0.0366,2023,-0.0484,0.0164,0.0491,0.0162,0.0171,0.1333
650859,Luis Rengifo,84,0.2453,0.16535433070866143,0.018518518518518517,0.8839,0.0714,0.2,0.29464285714285715,0.0119,0.31737037037037036,0.3388985119047619,0.269,Buy low,225,0.2685,0.2438,0.3382222222222222,0.04,2023,0.0232,0.0438,0.0436,0.0281,0.0443,0.1174
656305,Matt Chapman,114,0.4853,0.38028169014084506,0.3333333333333333,0.8516,0.2273,0.38,0.4837719298245614,0.0439,0.4419444444444445,0.5051823017015442,-0.9221,Sell high,324,0.2833,0.2143,0.31790123456790126,0.0278,2023,-0.202,-0.1657,-0.1659,-0.0161,0.0214,0.0619
656413,Stuart Fairchild,60,0.3,0.14754098360655737,0.0967741935483871,0.7805,0.0909,0.2174,0.3408333333333333,0.0167,0.30517241379310345,0.33028070175438595,-0.0024,Neutral,127,0.3288,0.2432,0.3240157480314961,0.0236,2023,0.0288,0.0259,-0.0168,0.007,-0.0106,0.0878
656582,Connor Joe,93,0.3585,0.2909090909090909,0.14285714285714285,0.8293,0.3077,0.2875,0.40913978494623654,0.043,0.3721607142857143,0.391142835930071,-0.299,Sell high,206,0.3089,0.2228,0.2980582524271845,0.0146,2023,-0.0495,-0.0647,-0.1111,-0.0284,-0.018,0.0847
656716,Zach Mckinstry,64,0.3415,0.18681318681318682,0.13636363636363635,0.8488,0.1818,0.2712,0.34765625,0.0312,0.38058139534883717,0.37319048859126985,-0.2119,Sell high,277,0.2742,0.2295,0.2967509025270758,0.0181,2023,-0.0673,-0.0417,-0.0509,-0.0132,0.0255,0.1094
656775,Cedric Mullins,117,0.2933,0.24375,0.05,0.848,0.1111,0.2551,0.34957264957264955,0.0256,0.2956923076923077,0.3326999050332383,0.0305,Neutral,173,0.3063,0.2614,0.34739884393063586,0.0347,2023,0.013,0.0063,-0.0022,0.009,-0.0169,0.0406
656941,Kyle Schwarber,123,0.2381,0.3656716417910448,0.13043478260869565,0.8243,0.3333,0.2039,0.33252032520325203,0.0488,0.3169420289855072,0.36464505099472666,0.3035,Buy low,350,0.179,0.1718,0.3267142857142857,0.06,2023,-0.0591,-0.0321,-0.0058,0.0112,0.0321,0.1131
656976,Pavin Smith,52,0.3333,0.32786885245901637,0.09375,0.8644,0.3333,0.2791,0.3913461538461539,0.0385,0.3265625,0.38246821581196583,-0.1752,Sell high,165,0.1731,0.1631,0.2703030303030303,0.0303,2023,-0.1603,-0.1159,-0.121,-0.0082,-0.0089,0.0475
657041,Lane Thomas,107,0.3623,0.171875,0.014492753623188406,0.8607,0.0,0.2604,0.305607476635514,0.0,0.2970441176470588,0.2534093457943925,-0.313,Sell high,348,0.3604,0.2954,0.37758620689655176,0.046,2023,-0.002,0.035,0.072,0.046,-0.0522,0.0366
657077,Alex Verdugo,129,0.3333,0.2754491017964072,0.07,0.9586,0.16,0.3077,0.37906976744186044,0.031,0.36266,0.40196512643053645,-0.1712,Sell high,287,0.2938,0.2539,0.32351916376306616,0.0105,2023,-0.0395,-0.0538,-0.0556,-0.0206,0.0229,0.055
657136,Connor Wong,65,0.3333,0.22077922077922077,0.0975609756097561,0.8125,0.1111,0.2414,0.3,0.0154,0.30922499999999997,0.30105233795190317,-0.1683,Sell high,205,0.375,0.2474,0.31097560975609756,0.0244,2023,0.0417,0.006,0.011,0.009,0.0011,0.0678
657656,Ramón Laureano,69,0.3095,0.16521739130434782,0.11363636363636363,0.8319,0.1538,0.2419,0.3471014492753623,0.029,0.3302727272727273,0.33624804386355966,-0.0521,Slight sell,168,0.2959,0.2115,0.2824404761904762,0.0238,2023,-0.0136,-0.0304,-0.0647,-0.0052,-0.0109,0.0883
657757,Gavin Sheets,54,0.2895,0.275,0.025,0.9155,0.1429,0.2766,0.3351851851851852,0.037,0.28607692307692306,0.3441740740740741,0.0478,Neutral,170,0.2087,0.1935,0.2776470588235294,0.0353,2023,-0.0808,-0.083,-0.0575,-0.0017,0.009,0.0095
658668,Edward Olivares,90,0.3438,0.2909090909090909,0.10606060606060606,0.9029,0.125,0.2857,0.3644444444444444,0.0222,0.38651515151515153,0.395102237465493,-0.2199,Sell high,184,0.2464,0.2249,0.3035326086956522,0.0217,2023,-0.0974,-0.0609,-0.0609,-0.0005,0.0307,0.1008
660271,Shohei Ohtani,124,0.3247,0.30357142857142855,0.14285714285714285,0.8218,0.3182,0.2909,0.3951612903225806,0.0565,0.3843253012048193,0.4231336888574792,-0.13,Sell high,348,0.3256,0.2963,0.46824712643678157,0.092,2023,0.0009,0.0054,0.0731,0.0355,0.028,0.0934
660670,Ronald Acuña,125,0.3953,0.34810126582278483,0.14444444444444443,0.8117,0.2222,0.3486,0.44839999999999997,0.032,0.4094222222222222,0.4562190395282878,-0.4783,Sell high,352,0.3213,0.3247,0.4268465909090909,0.0568,2023,-0.0741,-0.0239,-0.0216,0.0248,0.0078,0.0608
660688,Keibert Ruiz,99,0.2875,0.25,0.04878048780487805,0.9612,0.0952,0.2809,0.3434343434343434,0.0202,0.3185,0.3647940689533028,0.0592,Slight buy,262,0.2227,0.2286,0.2870229007633588,0.0344,2023,-0.0648,-0.0523,-0.0564,0.0141,0.0214,0.0376
660821,Jesús Sánchez,52,0.36,0.25,0.07692307692307693,0.6842,0.3333,0.2273,0.32211538461538464,0.0192,0.39230769230769236,0.3226769230769231,-0.3092,Sell high,187,0.3083,0.2614,0.3516042780748663,0.0481,2023,-0.0517,0.0341,0.0295,0.0289,0.0006,0.165
661388,William Contreras,89,0.3607,0.30097087378640774,0.08196721311475409,0.8318,0.0909,0.2949,0.351123595505618,0.0112,0.34299999999999997,0.34877686228934013,-0.3028,Sell high,275,0.3152,0.2742,0.36272727272727273,0.0364,2023,-0.0454,-0.0207,0.0116,0.0251,-0.0023,0.0481
662139,Daulton Varsho,113,0.2464,0.16071428571428573,0.056338028169014086,0.8678,0.125,0.1939,0.2778761061946903,0.0177,0.27872857142857144,0.29757331691297206,0.2626,Buy low,287,0.2593,0.2226,0.2912891986062718,0.0348,2023,0.0129,0.0288,0.0134,0.0171,0.0197,0.0849
663457,Lars Nootbaar,65,0.3125,0.2631578947368421,0.08823529411764706,0.8028,0.6667,0.2308,0.37153846153846154,0.0308,0.33697058823529413,0.36078571428571427,-0.0855,Slight sell,262,0.3293,0.28,0.3549618320610687,0.0305,2023,0.0168,0.0492,-0.0166,-0.0002,-0.0108,0.1062
663538,Nico Hoerner,128,0.3491,0.25,0.027777777777777776,0.9583,0.0952,0.3277,0.37539062500000003,0.0156,0.357196261682243,0.3670851206140351,-0.2491,Sell high,323,0.2834,0.2542,0.32120743034055727,0.0155,2023,-0.0657,-0.0735,-0.0542,-0.0001,-0.0083,0.0295
663586,Austin Riley,117,0.3279,0.2361111111111111,0.07692307692307693,0.8394,0.3846,0.2525,0.347008547008547,0.0427,0.3767936507936508,0.3563580993080993,-0.1525,Sell high,341,0.3026,0.2794,0.36642228739002936,0.0557,2023,-0.0252,0.0268,0.0194,0.013,0.0093,0.1243
663624,Ryan Mountcastle,125,0.2584,0.28421052631578947,0.14893617021276595,0.8675,0.2222,0.2437,0.3008,0.048,0.3882826086956522,0.40498434976332687,0.2043,Buy low,180,0.292,0.2454,0.3286111111111111,0.0389,2023,0.0336,0.0017,0.0278,-0.0091,0.1042,0.1446
663647,Ke'bryan Hayes,119,0.2526,0.29012345679012347,0.06315789473684211,0.9624,0.0417,0.2315,0.2924369747899159,0.0084,0.3255851063829787,0.34939207115363136,0.2371,Buy low,188,0.3411,0.2637,0.31117021276595747,0.0213,2023,0.0885,0.0323,0.0187,0.0129,0.057,0.0941
663656,Kyle Tucker,119,0.2987,0.2654320987654321,0.09876543209876543,0.8896,0.2381,0.2828,0.38361344537815123,0.042,0.3985569620253165,0.4631486496202759,0.0001,Neutral,327,0.3136,0.3021,0.38547400611620797,0.0398,2023,0.0149,0.0193,0.0019,-0.0023,0.0795,0.1157
663697,Jonathan India,122,0.3333,0.2875,0.03571428571428571,0.8867,0.0588,0.2871,0.3549180327868852,0.0082,0.33119512195121953,0.35707226858751445,-0.1672,Sell high,331,0.2701,0.2389,0.32628398791540786,0.0393,2023,-0.0632,-0.0482,-0.0286,0.0311,0.0022,0.0441
663728,Cal Raleigh,96,0.3,0.24087591240875914,0.16666666666666666,0.7868,0.3333,0.2299,0.3494791666666666,0.0521,0.37516666666666665,0.3799407146583203,-0.0077,Neutral,250,0.268,0.2301,0.32539999999999997,0.044,2023,-0.032,0.0002,-0.0241,-0.0081,0.0305,0.1453
