batter,name,apr_PA,apr_BABIP,apr_hard_hit_rate,apr_barrel_rate,apr_z_contact_rate,apr_hr_fb_rate,apr_BA,apr_wOBA,apr_HR_rate,apr_xBA,apr_xwOBA,luck_score,verdict,mj_PA,mj_BABIP,mj_BA,mj_wOBA,mj_HR_rate,year,delta_BABIP,delta_BA,delta_wOBA,delta_HR_rate,xwOBA_gap,xBA_gap
663743,Nick Fortes,55,0.2571,0.24561403508771928,0.05555555555555555,0.8148,0.1429,0.2,0.24727272727272726,0.0182,0.25677777777777777,0.2528818181818182,0.2107,Buy low,174,0.2519,0.2209,0.26091954022988506,0.0172,2023,-0.0052,0.0209,0.0136,-0.0009,0.0056,0.0568
663757,Trent Grisham,114,0.25,0.2605633802816901,0.1875,0.7834,0.1667,0.1979,0.3236842105263158,0.0351,0.32006249999999997,0.3640776822807395,0.2501,Buy low,277,0.2792,0.2119,0.32148014440433215,0.0253,2023,0.0292,0.0139,-0.0022,-0.0098,0.0404,0.1221
663837,Matt Vierling,88,0.3929,0.21374045801526717,0.017543859649122806,0.9298,0.0556,0.284,0.33749999999999997,0.0114,0.3919122807017544,0.31836025432900433,-0.4675,Sell high,229,0.2882,0.2632,0.3301310043668122,0.0262,2023,-0.1046,-0.0208,-0.0074,0.0148,-0.0191,0.108
663886,Tyler Stephenson,111,0.403,0.26356589147286824,0.07462686567164178,0.854,0.0,0.2727,0.3333333333333333,0.0,0.3762686567164179,0.3291066320687373,-0.5122,Sell high,269,0.3067,0.2385,0.32118959107806694,0.026,2023,-0.0962,-0.0342,-0.0121,0.026,-0.0042,0.1035
663993,Nathaniel Lowe,124,0.2963,0.25149700598802394,0.09411764705882353,0.8712,0.2105,0.2569,0.3532258064516129,0.0323,0.38002380952380954,0.3889407178644207,0.0129,Neutral,352,0.3716,0.2957,0.38181818181818183,0.0227,2023,0.0753,0.0388,0.0286,-0.0095,0.0357,0.1231
664023,Ian Happ,116,0.3714,0.21621621621621623,0.11428571428571428,0.8239,0.1333,0.2887,0.3754310344827586,0.0172,0.3806231884057971,0.39330565869628387,-0.3594,Sell high,332,0.2951,0.2279,0.3355421686746988,0.0241,2023,-0.0763,-0.0607,-0.0399,0.0069,0.0179,0.092
664034,Ty France,118,0.2791,0.2,0.046511627906976744,0.9155,0.0556,0.2451,0.3233050847457627,0.0085,0.30565882352941176,0.33603456977100526,0.1021,Slight buy,321,0.3036,0.2517,0.30327102803738315,0.0187,2023,0.0245,0.0066,-0.02,0.0102,0.0127,0.0606
664040,Brandon Lowe,99,0.2708,0.3,0.21818181818181817,0.8129,0.2917,0.2326,0.3747474747474748,0.0707,0.3421818181818182,0.4069632801443048,0.1425,Buy low,179,0.2667,0.2229,0.3206703910614525,0.0391,2023,-0.0042,-0.0096,-0.0541,-0.0316,0.0322,0.1096
664702,Myles Straw,104,0.3333,0.0896551724137931,0.0,0.9191,0.0,0.2667,0.3110576923076923,0.0,0.31705555555555553,0.2941730769230769,-0.1712,Sell high,280,0.2908,0.2244,0.2646428571428571,0.0,2023,-0.0425,-0.0423,-0.0464,0.0,-0.0169,0.0504
664761,Alec Bohm,119,0.3214,0.25862068965517243,0.05747126436781609,0.9034,0.1875,0.2752,0.33403361344537813,0.0252,0.32755172413793104,0.33677246995964377,-0.113,Slight sell,263,0.3264,0.2929,0.3496197718631179,0.0266,2023,0.005,0.0177,0.0156,0.0014,0.0027,0.0523
664774,Lamonte Wade,94,0.2609,0.26666666666666666,0.17647058823529413,0.8966,0.2632,0.2429,0.4228723404255319,0.0532,0.35302,0.4512100120401261,0.1906,Buy low,264,0.3313,0.267,0.3458333333333333,0.0152,2023,0.0705,0.0241,-0.077,-0.038,0.0283,0.1102
664983,Jake Mccarthy,70,0.16,0.1686746987951807,0.058823529411764705,0.9518,0.0769,0.1429,0.24214285714285713,0.0143,0.30192156862745095,0.3219888198757764,0.6958,Buy low,190,0.381,0.2917,0.34236842105263154,0.0053,2023,0.221,0.1488,0.1002,-0.009,0.0798,0.1591
665155,Nick Maton,94,0.1923,0.24528301886792453,0.125,0.7982,0.1538,0.1687,0.28191489361702127,0.0426,0.23348214285714283,0.30390161431948665,0.5367,Buy low,177,0.217,0.1769,0.2796610169491525,0.0169,2023,0.0247,0.0082,-0.0023,-0.0256,0.022,0.0648
665161,Jeremy Peña,122,0.2763,0.20689655172413793,0.06172839506172839,0.9026,0.2727,0.2411,0.33811475409836067,0.0492,0.3518024691358025,0.36382244216937726,0.108,Slight buy,284,0.2886,0.2357,0.2913732394366197,0.0141,2023,0.0122,-0.0053,-0.0467,-0.0351,0.0257,0.1107
665489,Vladimir Guerrero,127,0.3152,0.379746835443038,0.13402061855670103,0.8726,0.2,0.3091,0.3862204724409449,0.0394,0.37528125,0.44904953691414007,-0.0768,Slight sell,328,0.2756,0.2508,0.336280487804878,0.0366,2023,-0.0397,-0.0582,-0.0499,-0.0028,0.0628,0.0662
665742,Juan Soto,126,0.2381,0.33064516129032256,0.14705882352941177,0.8219,0.2632,0.1961,0.33769841269841266,0.0397,0.3572794117647059,0.39202644972084993,0.3059,Buy low,343,0.3368,0.2941,0.4309037900874636,0.0437,2023,0.0987,0.098,0.0932,0.004,0.0543,0.1612
665750,Leody Taveras,59,0.2895,0.22535211267605634,0.05263157894736842,0.8784,0.0,0.2037,0.27796610169491526,0.0,0.2805263157894737,0.25102795885846735,0.0535,Slight buy,297,0.3333,0.2924,0.35185185185185186,0.037,2023,0.0439,0.0887,0.0739,0.037,-0.0269,0.0768
665828,Oswaldo Cabrera,91,0.2424,0.26495726495726496,0.058823529411764705,0.8929,0.0526,0.1977,0.22527472527472528,0.011,0.25649999999999995,0.2551330850630851,0.2877,Buy low,124,0.2469,0.2091,0.2854838709677419,0.0242,2023,0.0045,0.0114,0.0602,0.0132,0.0299,0.0588
665923,Esteury Ruiz,122,0.3176,0.1773049645390071,0.034482758620689655,0.8082,0.0,0.2547,0.29713114754098363,0.0,0.29112941176470586,0.2998417663757008,-0.0884,Slight sell,247,0.3204,0.2576,0.30080971659919026,0.004,2023,0.0028,0.0029,0.0037,0.004,0.0027,0.0364
665926,Andrés Giménez,112,0.3067,0.1780821917808219,0.01282051282051282,0.8254,0.1818,0.25,0.340625,0.0179,0.31623376623376626,0.31751441102756894,-0.0416,Neutral,300,0.2559,0.2259,0.2971666666666667,0.0233,2023,-0.0507,-0.0241,-0.0435,0.0055,-0.0231,0.0662
666139,Josh Lowe,83,0.3889,0.22115384615384615,0.1206896551724138,0.8269,0.2778,0.3421,0.4367469879518072,0.0602,0.35994827586206896,0.4116210502386906,-0.4522,Sell high,238,0.3151,0.2466,0.31743697478991595,0.0378,2023,-0.0738,-0.0955,-0.1193,-0.0224,-0.0251,0.0178
666165,Blake Sabol,65,0.3333,0.2923076923076923,0.15625,0.6979,0.4545,0.2333,0.3323076923076923,0.0769,0.33415625,0.31629807692307693,-0.1774,Sell high,192,0.3578,0.2586,0.33437500000000003,0.0312,2023,0.0245,0.0253,0.0021,-0.0457,-0.016,0.1008
666182,Bo Bichette,127,0.3368,0.22815533980582525,0.09090909090909091,0.8983,0.3333,0.3167,0.37362204724409454,0.0472,0.40164646464646464,0.4236982167001852,-0.1956,Sell high,344,0.3785,0.3222,0.3784883720930232,0.032,2023,0.0416,0.0055,0.0049,-0.0153,0.0501,0.085
666185,Dylan Carlson,64,0.3191,0.25,0.0425531914893617,0.8095,0.0,0.2542,0.2765625,0.0,0.33417391304347827,0.2995206304112554,-0.0939,Slight sell,168,0.2549,0.2199,0.3261904761904762,0.0298,2023,-0.0642,-0.0344,0.0496,0.0298,0.023,0.0799
666801,Rodolfo Castro,91,0.3585,0.30927835051546393,0.12727272727272726,0.775,0.1875,0.2857,0.382967032967033,0.033,0.31433333333333335,0.36113584656598713,-0.2937,Sell high,133,0.2597,0.1901,0.26541353383458643,0.0226,2023,-0.0988,-0.0956,-0.1176,-0.0104,-0.0218,0.0286
666969,Adolis García,118,0.274,0.31654676258992803,0.13580246913580246,0.8333,0.2759,0.2667,0.36694915254237287,0.0678,0.3427179487179487,0.3868237871530336,0.1252,Buy low,328,0.3,0.2561,0.3692073170731707,0.0518,2023,0.026,-0.0106,0.0023,-0.016,0.0199,0.0761
666971,Lourdes Gurriel,105,0.3171,0.271523178807947,0.060240963855421686,0.8913,0.0588,0.2727,0.3138095238095238,0.0095,0.32358536585365855,0.32835457184085753,-0.0856,Slight sell,283,0.2376,0.2357,0.3296819787985866,0.0495,2023,-0.0794,-0.037,0.0159,0.0399,0.0145,0.0509
667452,Corey Julks,76,0.3846,0.28865979381443296,0.037037037037037035,0.7822,0.2222,0.2973,0.32894736842105265,0.0263,0.3788867924528302,0.2962105263157895,-0.429,Sell high,231,0.2857,0.2297,0.2902597402597403,0.0173,2023,-0.0989,-0.0676,-0.0387,-0.009,-0.0327,0.0816
667670,Brent Rooker,86,0.3333,0.3125,0.24074074074074073,0.7323,0.4286,0.3478,0.5011627906976744,0.1047,0.3919615384615385,0.5316794310601963,-0.1736,Sell high,251,0.3125,0.2162,0.300597609561753,0.0319,2023,-0.0208,-0.1316,-0.2006,-0.0728,0.0305,0.0441
668227,Randy Arozarena,125,0.3816,0.3561643835616438,0.20481927710843373,0.78,0.28,0.3273,0.4176,0.056,0.3754814814814815,0.4446377976592658,-0.4094,Sell high,313,0.2784,0.2269,0.3306709265175719,0.0319,2023,-0.1032,-0.1003,-0.0869,-0.0241,0.027,0.0482
668670,Jake Rogers,56,0.28,0.265625,0.14285714285714285,0.8133,0.375,0.2128,0.3607142857142857,0.0536,0.3573928571428571,0.3777113095238095,0.0902,Slight buy,170,0.2697,0.2157,0.3144117647058824,0.0529,2023,-0.0103,0.0029,-0.0463,-0.0006,0.017,0.1446
668715,Spencer Steer,104,0.3182,0.24615384615384617,0.05970149253731343,0.8562,0.1111,0.2527,0.33653846153846156,0.0192,0.2821666666666667,0.3031603875020775,-0.0935,Slight sell,332,0.3116,0.2768,0.3686746987951807,0.0392,2023,-0.0066,0.0241,0.0321,0.0199,-0.0334,0.0294
668731,Akil Baddoo,64,0.3243,0.19230769230769232,0.0,0.8652,0.0,0.2182,0.28203125,0.0,0.318,0.2856726762820513,-0.123,Sell high,152,0.2292,0.2015,0.2944078947368421,0.0329,2023,-0.0952,-0.0167,0.0124,0.0329,0.0036,0.0998
668804,Bryan Reynolds,116,0.3373,0.32894736842105265,0.17045454545454544,0.8282,0.1923,0.3204,0.38491379310344825,0.0431,0.3886024096385542,0.4225470937573474,-0.1869,Sell high,278,0.2787,0.232,0.3151079136690647,0.0252,2023,-0.0587,-0.0884,-0.0698,-0.0179,0.0376,0.0682
668930,Brice Turang,80,0.2857,0.1875,0.0392156862745098,0.8571,0.2,0.2133,0.26,0.025,0.2896470588235294,0.26415535714285715,0.0632,Slight buy,192,0.2519,0.2023,0.2791666666666667,0.0104,2023,-0.0338,-0.011,0.0192,-0.0146,0.0042,0.0763
668939,Adley Rutschman,127,0.3095,0.2236024844720497,0.09090909090909091,0.9155,0.1333,0.2857,0.3791338582677165,0.0315,0.3646860465116279,0.4149544945412558,-0.0513,Slight sell,322,0.2903,0.257,0.33975155279503105,0.0311,2023,-0.0192,-0.0287,-0.0394,-0.0004,0.0358,0.079
668942,Josh Rojas,96,0.3571,0.211864406779661,0.05714285714285714,0.9027,0.0,0.2874,0.3333333333333333,0.0,0.3226617647058823,0.30686401703042326,-0.2853,Sell high,120,0.25,0.1765,0.24208333333333334,0.0,2023,-0.1071,-0.1109,-0.0912,0.0,-0.0265,0.0353
669004,Mj Melendez,105,0.2593,0.33,0.16071428571428573,0.6911,0.0769,0.1739,0.27,0.019,0.32889090909090907,0.32345355765588846,0.2092,Buy low,302,0.3048,0.2308,0.30562913907284767,0.0199,2023,0.0456,0.0569,0.0356,0.0008,0.0535,0.155
669016,Brandon Marsh,98,0.4528,0.2689075630252101,0.10526315789473684,0.8707,0.2667,0.3294,0.4576530612244898,0.0408,0.354280701754386,0.3587311305474571,-0.7712,Sell high,249,0.3796,0.2535,0.3301204819277109,0.012,2023,-0.0733,-0.076,-0.1275,-0.0288,-0.0989,0.0249
669127,Shea Langeliers,98,0.2414,0.21551724137931033,0.109375,0.7111,0.3,0.2198,0.3193877551020408,0.0612,0.30725,0.33636527961834084,0.2851,Buy low,238,0.2714,0.1927,0.2705882352941177,0.0168,2023,0.03,-0.0271,-0.0488,-0.0444,0.017,0.0875
669221,Sean Murphy,96,0.2857,0.3076923076923077,0.21818181818181817,0.8264,0.3333,0.2564,0.41302083333333334,0.0625,0.4033636363636363,0.4558066123188405,0.0665,Slight buy,218,0.3411,0.2865,0.3805045871559633,0.0505,2023,0.0554,0.03,-0.0325,-0.012,0.0428,0.147
669222,Nick Senzel,61,0.3171,0.20512820512820512,0.046511627906976744,0.8214,0.2857,0.2778,0.42295081967213116,0.0328,0.37769767441860463,0.40219476560253087,-0.096,Slight sell,178,0.2456,0.2138,0.30280898876404494,0.0337,2023,-0.0715,-0.0639,-0.1201,0.0009,-0.0208,0.0999
669242,Tommy Edman,98,0.2794,0.23684210526315788,0.041666666666666664,0.9485,0.2667,0.2644,0.3642857142857143,0.0408,0.2892676056338028,0.3616888818027211,0.0924,Slight buy,209,0.2566,0.2234,0.29449760765550237,0.0144,2023,-0.0228,-0.041,-0.0698,-0.0265,-0.0026,0.0249
669257,Will Smith,62,0.2667,0.27906976744186046,0.0625,0.9583,0.1765,0.3,0.3951612903225806,0.0484,0.3186,0.4395698440146089,0.1613,Buy low,286,0.2973,0.2743,0.3777972027972028,0.035,2023,0.0306,-0.0257,-0.0174,-0.0134,0.0444,0.0186
669261,Jack Suwinski,84,0.3333,0.32222222222222224,0.22727272727272727,0.7436,0.3333,0.2794,0.41964285714285715,0.0714,0.39052380952380955,0.44848454725825215,-0.1701,Sell high,252,0.2632,0.2123,0.35138888888888886,0.0595,2023,-0.0702,-0.0671,-0.0683,-0.0119,0.0288,0.1111
669357,Nolan Gorman,104,0.3214,0.3305084745762712,0.16129032258064516,0.8286,0.3333,0.2637,0.37259615384615385,0.0577,0.3864262295081967,0.40265003033821883,-0.1132,Slight sell,262,0.2815,0.2318,0.34561068702290076,0.0611,2023,-0.0399,-0.032,-0.027,0.0034,0.0301,0.1227
669394,Jake Burger,72,0.2286,0.30526315789473685,0.2619047619047619,0.8095,0.4667,0.2419,0.40625,0.0972,0.41248780487804876,0.4864153474343691,0.3483,Buy low,251,0.2239,0.2069,0.3322709163346614,0.0717,2023,-0.0047,-0.035,-0.074,-0.0255,0.0802,0.1706
669720,Austin Hays,102,0.3846,0.26548672566371684,0.15942028985507245,0.8482,0.1818,0.3118,0.4024509803921568,0.0392,0.3943529411764706,0.39199200902583253,-0.425,Sell high,274,0.3439,0.2734,0.32043795620437954,0.0182,2023,-0.0407,-0.0384,-0.082,-0.021,-0.0105,0.0825
669743,Alex Call,102,0.2969,0.24107142857142858,0.045454545454545456,0.8938,0.1,0.25,0.3323529411764706,0.0196,0.310234375,0.3385704429920116,0.0125,Neutral,231,0.2174,0.1912,0.27900432900432903,0.0173,2023,-0.0795,-0.0588,-0.0533,-0.0023,0.0062,0.0602
670032,Nicky Lopez,67,0.2558,0.09195402298850575,0.0,0.8824,0.0,0.2,0.2947761194029851,0.0,0.28423255813953485,0.3009402985074627,0.2169,Buy low,123,0.2644,0.219,0.2869918699186992,0.0,2023,0.0086,0.019,-0.0078,0.0,0.0062,0.0842
670042,Luke Raley,70,0.2188,0.2777777777777778,0.2564102564102564,0.7634,0.5833,0.2258,0.375,0.1,0.34713157894736846,0.388135599485056,0.3924,Buy low,225,0.3821,0.2821,0.3933333333333333,0.0356,2023,0.1634,0.0562,0.0183,-0.0644,0.0131,0.1213
670541,Yordan Álvarez,98,0.32,0.25396825396825395,0.17857142857142858,0.8974,0.3,0.2683,0.413265306122449,0.0612,0.34316363636363634,0.3982249450519124,-0.1068,Slight sell,165,0.2947,0.2929,0.4336363636363636,0.0788,2023,-0.0253,0.0246,0.0204,0.0176,-0.015,0.0749
670623,Isaac Paredes,102,0.3043,0.1935483870967742,0.0410958904109589,0.9407,0.2105,0.2688,0.35147058823529415,0.0392,0.3033835616438356,0.3350386996904025,-0.031,Neutral,256,0.2434,0.2535,0.3962890625,0.0664,2023,-0.0609,-0.0153,0.0448,0.0272,-0.0164,0.0346
670764,Taylor Walls,73,0.3333,0.21212121212121213,0.0,0.8962,0.2353,0.3016,0.4143835616438356,0.0548,0.3292857142857143,0.41457436399217223,-0.1773,Sell high,206,0.2437,0.1788,0.2689320388349514,0.0146,2023,-0.0896,-0.1228,-0.1455,-0.0402,0.0002,0.0277
670770,Tj Friedl,106,0.3768,0.15873015873015872,0.02666666666666667,0.8974,0.1818,0.3011,0.33867924528301885,0.0189,0.3374714285714286,0.3035943396226415,-0.3931,Sell high,240,0.3077,0.2676,0.35270833333333335,0.0208,2023,-0.0691,-0.0335,0.014,0.002,-0.0351,0.0364
671213,Triston Casas,92,0.1522,0.20689655172413793,0.08163265306122448,0.8534,0.1875,0.1333,0.2668478260869565,0.0326,0.26285416666666667,0.3063904682274248,0.7332,Buy low,253,0.3586,0.2955,0.40197628458498025,0.0514,2023,0.2064,0.1621,0.1351,0.0188,0.0395,0.1295
671277,Luis García,88,0.2162,0.2047244094488189,0.06578947368421052,0.8908,0.2,0.2222,0.27499999999999997,0.0227,0.29777027027027025,0.3345060966810967,0.4116,Buy low,314,0.304,0.273,0.3004777070063694,0.0127,2023,0.0878,0.0508,0.0255,-0.01,0.0595,0.0755
672284,Jarred Kelenic,101,0.3684,0.29457364341085274,0.15625,0.8264,0.3684,0.3077,0.4212871287128713,0.0693,0.42676190476190473,0.440012589724018,-0.3506,Sell high,261,0.3521,0.2269,0.30517241379310345,0.0153,2023,-0.0163,-0.0808,-0.1161,-0.054,0.0187,0.1191
672386,Alejandro Kirk,79,0.3061,0.18867924528301888,0.09803921568627451,0.907,0.1429,0.2698,0.3639240506329114,0.0253,0.30868,0.36839848503114325,-0.0353,Neutral,189,0.2614,0.2514,0.2986772486772487,0.0212,2023,-0.0447,-0.0184,-0.0652,-0.0042,0.0045,0.0388
672515,Gabriel Moreno,77,0.3684,0.27956989247311825,0.05263157894736842,0.8876,0.1667,0.3014,0.3194805194805195,0.013,0.3750909090909091,0.31124599357631616,-0.3466,Sell high,167,0.3186,0.255,0.3062874251497006,0.012,2023,-0.0498,-0.0463,-0.0132,-0.001,-0.0082,0.0737
672695,Geraldo Perdomo,71,0.4773,0.09782608695652174,0.02040816326530612,0.9022,0.25,0.3833,0.4591549295774648,0.0282,0.30863043478260865,0.33892957746478874,-0.8999,Sell high,262,0.2816,0.2419,0.3202290076335878,0.0115,2023,-0.1957,-0.1415,-0.1389,-0.0167,-0.1202,-0.0747
673357,Luis Robert,115,0.2571,0.21739130434782608,0.10810810810810811,0.8163,0.2778,0.213,0.2965217391304348,0.0435,0.34291891891891896,0.3370822004942229,0.2061,Buy low,324,0.3486,0.2862,0.4174382716049383,0.0741,2023,0.0914,0.0732,0.1209,0.0306,0.0406,0.13
673490,Ha-seong Kim,98,0.2667,0.1925925925925926,0.06349206349206349,0.8385,0.1053,0.2093,0.2826530612244898,0.0204,0.2874516129032258,0.30517105945826606,0.1632,Buy low,298,0.3441,0.3028,0.40184563758389263,0.0403,2023,0.0774,0.0935,0.1192,0.0199,0.0225,0.0781
673548,Seiya Suzuki,66,0.3333,0.3076923076923077,0.046511627906976744,0.8718,0.1111,0.2542,0.31666666666666665,0.0152,0.37862790697674414,0.33534848484848484,-0.1683,Sell high,310,0.3158,0.2472,0.3241935483870968,0.0226,2023,-0.0175,-0.007,0.0075,0.0074,0.0187,0.1244
673962,Josh Jung,108,0.3559,0.2457627118644068,0.12307692307692308,0.8167,0.2857,0.27,0.3541666666666667,0.0556,0.37733846153846157,0.37027830383840027,-0.287,Sell high,331,0.3483,0.2727,0.35347432024169184,0.0423,2023,-0.0077,0.0027,-0.0007,-0.0133,0.0161,0.1073
676116,Ryan Noda,85,0.3824,0.26666666666666666,0.10810810810810811,0.72,0.3,0.2388,0.3811764705882353,0.0353,0.3981621621621622,0.3831056067832539,-0.4186,Sell high,256,0.3391,0.2249,0.3509765625,0.0312,2023,-0.0432,-0.0139,-0.0302,-0.004,0.0019,0.1594
676475,Alec Burleson,87,0.2308,0.27049180327868855,0.043478260869565216,0.9231,0.1429,0.2308,0.31896551724137934,0.0345,0.3090147058823529,0.3712692093347266,0.3417,Buy low,147,0.2542,0.2444,0.3020408163265306,0.0204,2023,0.0235,0.0137,-0.0169,-0.0141,0.0523,0.0782
676694,Jake Meyers,74,0.3636,0.1702127659574468,0.08695652173913043,0.7736,0.1818,0.2647,0.31959459459459455,0.027,0.2912608695652174,0.28815196121446124,-0.3239,Sell high,194,0.2712,0.2176,0.31391752577319587,0.0258,2023,-0.0924,-0.0471,-0.0057,-0.0013,-0.0314,0.0266
677551,Wander Franco,121,0.3294,0.23529411764705882,0.12222222222222222,0.9091,0.2,0.2973,0.4016528925619835,0.0413,0.3422,0.39232418858721063,-0.1522,Sell high,325,0.2694,0.2526,0.33399999999999996,0.0246,2023,-0.06,-0.0447,-0.0677,-0.0167,-0.0093,0.0449
677594,Julio Rodríguez,123,0.2973,0.25477707006369427,0.10126582278481013,0.8456,0.25,0.2389,0.3365853658536585,0.0407,0.37039240506329113,0.35708553500699847,0.0069,Neutral,347,0.318,0.2547,0.33530259365994236,0.0346,2023,0.0207,0.0158,-0.0013,-0.0061,0.0205,0.1315
677649,Ezequiel Duran,66,0.3953,0.2717391304347826,0.044444444444444446,0.8072,0.2,0.3016,0.34015151515151515,0.0303,0.35746666666666665,0.31419377990430625,-0.4822,Sell high,244,0.351,0.2819,0.36352459016393446,0.0451,2023,-0.0444,-0.0196,0.0234,0.0148,-0.026,0.0559
677950,Alek Thomas,93,0.2295,0.25806451612903225,0.09523809523809523,0.8409,0.125,0.1928,0.27634408602150534,0.0215,0.35470967741935483,0.35394530209933434,0.3508,Buy low,138,0.3299,0.2647,0.32934782608695656,0.029,2023,0.1004,0.0719,0.053,0.0075,0.0776,0.1619
677951,Bobby Witt,124,0.25,0.25146198830409355,0.09782608695652174,0.8301,0.1481,0.2222,0.2862903225806452,0.0323,0.29241304347826086,0.3303603810080892,0.2474,Buy low,332,0.309,0.2783,0.3460843373493976,0.0422,2023,0.059,0.0561,0.0598,0.0099,0.0441,0.0702
678225,Ji hwan Bae,87,0.3158,0.15447154471544716,0.03389830508474576,0.8547,0.1818,0.25,0.30919540229885056,0.023,0.29751724137931035,0.285618492224476,-0.0874,Slight sell,152,0.3131,0.2313,0.27269736842105263,0.0,2023,-0.0027,-0.0187,-0.0365,-0.023,-0.0236,0.0475
678246,Miguel Vargas,100,0.2623,0.13821138211382114,0.03225806451612903,0.8538,0.0625,0.2125,0.33049999999999996,0.01,0.3268524590163934,0.3610138734683671,0.1844,Buy low,204,0.2061,0.1864,0.296078431372549,0.0294,2023,-0.0562,-0.0261,-0.0344,0.0194,0.0305,0.1144
678662,Ezequiel Tovar,95,0.322,0.12408759124087591,0.05084745762711865,0.8,0.0,0.2135,0.2631578947368421,0.0,0.29327118644067796,0.2354684884649955,-0.1111,Slight sell,290,0.3368,0.2698,0.32879310344827584,0.0345,2023,0.0148,0.0563,0.0656,0.0345,-0.0277,0.0798
679529,Spencer Torkelson,109,0.24,0.29333333333333333,0.09090909090909091,0.8581,0.0952,0.2041,0.2697247706422018,0.0183,0.33191891891891895,0.325482873606934,0.3001,Buy low,338,0.2808,0.2333,0.33505917159763315,0.0385,2023,0.0408,0.0293,0.0653,0.0201,0.0558,0.1278
680757,Steven Kwan,130,0.3131,0.12834224598930483,0.0,0.9581,0.0,0.2743,0.31769230769230766,0.0,0.3097422680412371,0.3166969230769231,-0.0696,Slight sell,353,0.3007,0.2776,0.3393767705382436,0.0142,2023,-0.0124,0.0033,0.0217,0.0142,-0.001,0.0354
680776,Jarren Duran,53,0.4865,0.32,0.13157894736842105,0.9103,0.0909,0.3958,0.45943396226415095,0.0189,0.35536111111111107,0.36946915108933287,-0.9308,Sell high,253,0.3951,0.2961,0.36640316205533596,0.0198,2023,-0.0914,-0.0997,-0.093,0.0009,-0.09,-0.0405
680977,Brendan Donovan,91,0.3182,0.22137404580152673,0.058823529411764705,0.9135,0.1538,0.2771,0.3269230769230769,0.022,0.29307462686567165,0.31104884004884004,-0.0964,Slight sell,280,0.3081,0.2846,0.3705357142857143,0.0321,2023,-0.0101,0.0074,0.0436,0.0102,-0.0159,0.016
681082,Bryson Stott,128,0.3814,0.19004524886877827,0.020202020202020204,0.907,0.1333,0.3171,0.344921875,0.0156,0.340060606060606,0.3173408914109983,-0.4138,Sell high,295,0.3243,0.2948,0.3445762711864407,0.0237,2023,-0.0571,-0.0223,-0.0003,0.0081,-0.0276,0.023
681481,Kerry Carpenter,75,0.2558,0.27906976744186046,0.1956521739130435,0.7955,0.2857,0.2174,0.32733333333333337,0.0533,0.34067391304347827,0.3875954275347294,0.2168,Buy low,155,0.3168,0.2766,0.3487096774193548,0.0452,2023,0.061,0.0592,0.0214,-0.0082,0.0603,0.1233
681546,James Outman,109,0.3962,0.3076923076923077,0.18333333333333332,0.766,0.3182,0.2917,0.41743119266055045,0.0642,0.40709999999999996,0.4063935639468747,-0.4859,Sell high,249,0.3385,0.2279,0.3056224899598393,0.0201,2023,-0.0578,-0.0638,-0.1118,-0.0441,-0.011,0.1154
682928,Cj Abrams,99,0.2769,0.19858156028368795,0.029411764705882353,0.8438,0.1,0.2247,0.3252525252525253,0.0202,0.27125373134328357,0.2921400825295562,0.1112,Slight buy,282,0.3131,0.2682,0.3294326241134752,0.0284,2023,0.0362,0.0435,0.0042,0.0082,-0.0331,0.0465
682985,Riley Greene,116,0.3382,0.19205298013245034,0.08571428571428572,0.8299,0.1538,0.2336,0.28706896551724137,0.0172,0.3476285714285714,0.3079576159472711,-0.1958,Sell high,182,0.4727,0.3558,0.42994505494505497,0.033,2023,0.1345,0.1222,0.1429,0.0157,0.0209,0.114
682998,Corbin Carroll,107,0.3768,0.2631578947368421,0.1111111111111111,0.8333,0.2222,0.3093,0.39999999999999997,0.0374,0.34418055555555555,0.35241739468597943,-0.3889,Sell high,311,0.2917,0.2704,0.38569131832797426,0.0547,2023,-0.0851,-0.0389,-0.0143,0.0173,-0.0476,0.0349
683002,Gunnar Henderson,92,0.2791,0.2261904761904762,0.08888888888888889,0.7885,0.1818,0.1892,0.31902173913043474,0.0217,0.3232888888888889,0.33641557826081586,0.1003,Slight buy,282,0.303,0.2559,0.36365248226950353,0.0532,2023,0.024,0.0667,0.0446,0.0315,0.0174,0.1341
683011,Anthony Volpe,108,0.3051,0.20930232558139536,0.04918032786885246,0.7895,0.087,0.2174,0.3069444444444444,0.0185,0.300344262295082,0.31333342671731557,-0.0276,Neutral,285,0.2544,0.2069,0.2943859649122807,0.0386,2023,-0.0506,-0.0105,-0.0126,0.0201,0.0064,0.083
683734,Andrew Vaughn,123,0.3038,0.3082706766917293,0.10975609756097561,0.8438,0.1667,0.2547,0.34959349593495936,0.0244,0.31428048780487805,0.3616074489661705,-0.0206,Neutral,286,0.2727,0.2443,0.3208041958041958,0.035,2023,-0.0311,-0.0104,-0.0288,0.0106,0.012,0.0596
686469,Vinnie Pasquantino,121,0.2892,0.3674698795180723,0.06818181818181818,0.9111,0.2273,0.2736,0.37768595041322317,0.0413,0.3774659090909091,0.44370219113412407,0.0497,Neutral,139,0.2202,0.2205,0.29100719424460436,0.0288,2023,-0.069,-0.0531,-0.0867,-0.0125,0.066,0.1039
