pitcher,game_pk,start_ip,start_ra,start_era,qualifying,is_qs,is_disaster
605130,822839,1.6666666666666667,0.0,0.0,False,False,False
605130,822910,1.0,0.0,0.0,False,False,False
605130,823148,1.3333333333333333,0.0,0.0,False,False,False
605130,823564,1.6666666666666667,0.0,0.0,False,False,False
605130,823642,1.0,0.0,0.0,False,False,False
605130,823643,0.6666666666666666,0.0,0.0,False,False,False
605130,824942,1.0,0.0,0.0,False,False,False
605130,825018,1.0,0.0,0.0,False,False,False
605130,825021,1.0,0.0,0.0,False,False,False
605130,825023,0.6666666666666666,2.0,27.0,False,False,False
605130,825025,0.0,2.0,,False,False,False
605135,823405,2.0,6.0,27.0,True,False,True
605135,824123,5.333333333333333,4.0,6.75,True,False,False
605135,824454,4.666666666666667,0.0,0.0,True,False,False
605135,824857,4.666666666666667,2.0,3.86,True,False,False
605135,824863,4.333333333333333,4.0,8.31,True,False,False
605218,823637,3.3333333333333335,0.0,0.0,True,False,False
605280,823080,5.666666666666667,2.0,3.18,True,False,False
605280,823239,7.0,0.0,0.0,True,True,False
605280,823641,7.0,2.0,2.57,True,True,False
605280,823643,5.333333333333333,1.0,1.69,True,False,False
605280,823963,5.0,2.0,3.6,True,False,False
605288,822751,5.333333333333333,5.0,8.44,True,False,False
605288,823232,4.0,8.0,18.0,True,False,True
605288,823237,6.0,2.0,3.0,True,True,False
605288,823321,5.333333333333333,3.0,5.06,True,False,False
605288,824859,4.666666666666667,4.0,7.71,True,False,False
605400,823234,6.0,3.0,4.5,True,True,False
605400,823478,4.666666666666667,3.0,5.79,True,False,False
605400,823488,5.0,3.0,5.4,True,False,False
605400,824377,6.333333333333333,1.0,1.42,True,True,False
605400,824692,4.333333333333333,5.0,10.38,True,False,True
605400,824934,4.666666666666667,6.0,11.57,True,False,True
605441,823959,1.6666666666666667,0.0,0.0,False,False,False
605447,823561,0.3333333333333333,0.0,0.0,False,False,False
605447,823563,0.0,2.0,,False,False,False
605447,824044,1.0,0.0,0.0,False,False,False
605447,824048,1.0,0.0,0.0,False,False,False
605447,824052,0.3333333333333333,0.0,0.0,False,False,False
605447,824054,1.0,0.0,0.0,False,False,False
605447,824056,1.0,0.0,0.0,False,False,False
605447,824121,0.6666666666666666,2.0,27.0,False,False,False
605447,824216,1.0,0.0,0.0,False,False,False
605447,824218,1.0,0.0,0.0,False,False,False
605447,824699,0.6666666666666666,0.0,0.0,False,False,False
605452,823973,1.0,0.0,0.0,False,False,False
605452,825105,2.0,2.0,9.0,True,False,False
605452,825108,0.6666666666666666,5.0,67.5,False,False,False
605488,822838,5.0,1.0,1.8,True,False,False
605488,822910,6.0,4.0,6.0,True,False,False
605488,823565,7.0,0.0,0.0,True,True,False
605488,825018,5.0,7.0,12.6,True,False,True
605488,825022,6.333333333333333,1.0,1.42,True,True,False
605488,825026,6.0,1.0,1.5,True,True,False
605540,823800,4.666666666666667,3.0,5.79,True,False,False
605540,823804,6.0,2.0,3.0,True,True,False
605540,823807,5.0,2.0,3.6,True,False,False
605540,823882,6.666666666666667,1.0,1.35,True,True,False
605540,824783,5.333333333333333,5.0,8.44,True,False,False
606303,822747,1.0,3.0,27.0,False,False,False
606303,822749,1.0,0.0,0.0,False,False,False
606303,824050,0.3333333333333333,0.0,0.0,False,False,False
606303,824052,1.0,0.0,0.0,False,False,False
606303,824932,1.0,0.0,0.0,False,False,False
606303,824934,1.0,0.0,0.0,False,False,False
606303,824939,0.3333333333333333,0.0,0.0,False,False,False
606303,824941,0.3333333333333333,0.0,0.0,False,False,False
606303,824942,1.0,1.0,9.0,False,False,False
606303,824945,0.3333333333333333,0.0,0.0,False,False,False
606303,825102,0.0,0.0,,False,False,False
606996,823317,2.3333333333333335,2.0,7.71,True,False,False
606996,823318,0.6666666666666666,0.0,0.0,False,False,False
606996,823322,2.0,1.0,4.5,True,False,False
606996,823323,2.0,0.0,0.0,True,False,False
606996,823403,1.0,2.0,18.0,False,False,False
606996,824047,0.3333333333333333,0.0,0.0,False,False,False
606996,824048,1.0,0.0,0.0,False,False,False
606996,824367,2.3333333333333335,1.0,3.86,True,False,False
606996,824781,2.3333333333333335,1.0,3.86,True,False,False
607067,823000,5.0,1.0,1.8,True,False,False
607067,823478,6.0,3.0,4.5,True,True,False
607067,823960,3.3333333333333335,4.0,10.8,True,False,True
607067,824458,3.3333333333333335,0.0,0.0,True,False,False
607067,824692,6.666666666666667,1.0,1.35,True,True,False
607067,824702,3.0,2.0,6.0,True,False,False
607192,822757,6.0,2.0,3.0,True,True,False
607192,823233,8.0,0.0,0.0,True,True,False
607192,823968,6.0,4.0,6.0,True,False,False
607192,823973,6.0,2.0,3.0,True,True,False
607192,824373,7.0,1.0,1.29,True,True,False
607200,823888,4.666666666666667,4.0,7.71,True,False,False
607200,824129,5.0,1.0,1.8,True,False,False
607200,824611,5.333333333333333,3.0,5.06,True,False,False
607200,824619,6.0,2.0,3.0,True,True,False
607200,825020,4.666666666666667,2.0,3.86,True,False,False
607259,822993,8.0,1.0,1.12,True,True,False
607259,822996,4.666666666666667,1.0,1.93,True,False,False
607259,823397,5.0,1.0,1.8,True,False,False
607259,823729,6.0,1.0,1.5,True,True,False
607259,823809,6.0,2.0,3.0,True,True,False
607455,822829,1.6666666666666667,3.0,16.2,False,False,False
607455,822991,0.6666666666666666,0.0,0.0,False,False,False
607455,822992,0.6666666666666666,0.0,0.0,False,False,False
607455,823639,0.3333333333333333,3.0,81.0,False,False,False
607455,823640,1.0,0.0,0.0,False,False,False
607455,823722,1.0,2.0,18.0,False,False,False
607455,823726,0.6666666666666666,3.0,40.5,False,False,False
607455,823728,1.0,0.0,0.0,False,False,False
607455,823730,1.0,0.0,0.0,False,False,False
607455,823732,1.0,1.0,9.0,False,False,False
607455,824136,1.0,0.0,0.0,False,False,False
607455,824862,0.6666666666666666,0.0,0.0,False,False,False
607455,824864,0.3333333333333333,0.0,0.0,False,False,False
607481,822747,1.0,0.0,0.0,False,False,False
607481,822749,0.3333333333333333,0.0,0.0,False,False,False
607481,823475,0.3333333333333333,0.0,0.0,False,False,False
607481,824051,0.3333333333333333,0.0,0.0,False,False,False
607481,824052,1.0,0.0,0.0,False,False,False
607481,824932,1.0,0.0,0.0,False,False,False
607481,824934,1.0,2.0,18.0,False,False,False
607481,824937,1.0,3.0,27.0,False,False,False
607481,824939,0.6666666666666666,1.0,13.5,False,False,False
607481,824941,0.3333333333333333,0.0,0.0,False,False,False
607481,824943,1.0,0.0,0.0,False,False,False
607481,824945,0.6666666666666666,1.0,13.5,False,False,False
607536,822835,5.0,1.0,1.8,True,False,False
607536,823893,4.333333333333333,2.0,4.15,True,False,False
607536,824375,6.333333333333333,1.0,1.42,True,True,False
607625,824122,6.333333333333333,7.0,9.95,True,False,False
607625,824125,6.666666666666667,0.0,0.0,True,True,False
607625,824130,6.333333333333333,1.0,1.42,True,True,False
607625,824134,5.0,2.0,3.6,True,False,False
607625,824291,6.333333333333333,1.0,1.42,True,True,False
607625,824944,6.333333333333333,0.0,0.0,True,True,False
608032,824945,0.3333333333333333,2.0,54.0,False,False,False
608331,822906,5.666666666666667,0.0,0.0,True,False,False
608331,822996,8.0,3.0,3.38,True,True,False
608331,823158,7.0,0.0,0.0,True,True,False
608331,823560,5.333333333333333,3.0,5.06,True,False,False
608331,823566,6.333333333333333,3.0,4.26,True,True,False
608331,824774,8.0,0.0,0.0,True,True,False
608371,823889,2.0,0.0,0.0,True,False,False
608371,824126,1.0,0.0,0.0,False,False,False
608371,824614,0.6666666666666666,2.0,27.0,False,False,False
608371,824616,1.3333333333333333,2.0,13.5,False,False,False
608371,824617,0.3333333333333333,0.0,0.0,False,False,False
608371,824619,1.6666666666666667,0.0,0.0,False,False,False
608371,825020,0.6666666666666666,0.0,0.0,False,False,False
608371,825097,1.0,2.0,18.0,False,False,False
608372,822834,4.666666666666667,1.0,1.93,True,False,False
608372,823318,6.0,2.0,3.0,True,True,False
608372,824367,5.666666666666667,1.0,1.59,True,False,False
608372,824373,4.0,5.0,11.25,True,False,True
608372,824379,6.0,1.0,1.5,True,True,False
608379,823559,6.0,2.0,3.0,True,True,False
608379,824123,5.333333333333333,5.0,8.44,True,False,False
608379,824129,8.0,0.0,0.0,True,True,False
608379,824456,7.0,1.0,1.29,True,True,False
608379,824945,6.0,0.0,0.0,True,True,False
