pitcher,name,Team,IP,ERA,ERA_adj_sc,FIP,xFIP,xERA,ERA_minus_FIP,ERA_minus_xERA,BABIP_allowed,lob_pct,hr_fb_rate,hard_hit_rate_allowed,barrel_rate_allowed,swstr_rate,k_pct,bb_pct,G,GS,TBF,key_fangraphs,fg_swstr_rate,fg_hr_fb_rate,BABIP_allowed_all,xERA_all,IP_sc,IP_sc_adj,RA_sc,FIP_sc,FIP_sc_all,lob_pct_sc,ERA_all_sc
657756,Connor Seabold,,10.7,9.28,0.0,1.41,,0.696,7.87,8.58,0.273,1.0,0.0,0.151,0.027,0.11,,,,,,19695,,,0.3225806451612903,2.1409227755102034,10.666666666666666,4.333333333333334,0.0,1.4092740355222524,4.758091807376663,1.0,9.28
687064,Brandon Young,,10.7,2.53,2.53,3.77,,2.975,-1.24,-0.45,0.25,0.833,0.125,0.298,0.053,0.094,,,,,,-1,,,0.25,2.975156604651163,10.666666666666666,10.666666666666668,3.0,3.7746586509068676,3.7268418073766627,0.8333333333333334,2.53
657514,Brennan Bernardino,,10.7,3.38,,1.95,,2.299,1.43,1.08,0.3,,,0.106,0.015,0.123,,,,,,16835,,,0.3,2.2991995,10.666666666666666,,,,1.9455918073766627,,3.38
641401,Connor Brogdon,,10.7,5.91,,5.13,,4.491,0.78,1.42,0.231,,,0.268,0.089,0.144,,,,,,21205,,,0.23076923076923078,4.491325266666666,10.666666666666666,,,,5.133091807376663,,5.91
542888,Shawn Armstrong,,10.7,1.69,,5.23,,4.786,-3.54,-3.1,0.25,,,0.286,0.054,0.09,,,,,,12857,,,0.25,4.78566329787234,10.666666666666666,,,,5.226841807376663,,1.69
690925,Clayton Beeter,,10.7,4.22,,5.7,,4.793,-1.48,-0.57,0.115,,,0.296,0.056,0.081,,,,,,27494,,,0.11538461538461539,4.793094739130435,10.666666666666666,,,,5.695591807376663,,4.22
592773,Ryne Stanek,,10.7,10.97,,4.38,,5.349,6.59,5.62,0.452,,,0.227,0.04,0.163,,,,,,15947,,,0.45161290322580644,5.348692631578947,10.666666666666666,,,,4.383091807376663,,10.97
677955,Jaden Hill,,10.3,5.23,,3.85,,4.626,1.38,0.6,0.31,,,0.2,0.018,0.114,,,,,,-1,,,0.3103448275862069,4.626421489795916,10.333333333333334,,,,3.8478095493121467,,5.23
681402,Gus Varland,,10.3,8.71,,2.78,,4.94,5.93,3.77,0.4,,,0.344,0.082,0.133,,,,,,24737,,,0.4,4.940111021276595,10.333333333333334,,,,2.7832934202798887,,8.71
681217,Chase Silseth,,10.3,9.58,,4.62,,4.213,4.96,5.37,0.286,,,0.19,0.034,0.158,,,,,,30074,,,0.2857142857142857,4.212840375000001,10.333333333333334,,,,4.622003097699244,,9.58
674370,Osvaldo Bido,,10.3,3.52,3.52,4.2,,3.377,-0.68,0.14,0.182,0.667,0.0,0.296,0.056,0.086,,,,,,23150,,,0.21428571428571427,4.620340285714286,10.333333333333334,7.666666666666666,3.0,4.198571694385128,5.105874065441179,0.6666666666666666,4.35
694361,Will Klein,,10.3,3.48,0.0,1.02,,5.753,2.46,-2.27,0.333,1.0,,0.172,0.016,0.063,,,,,,-1,,,0.36666666666666664,1.9077369333333318,10.333333333333334,2.0,0.0,1.0246586509068676,1.234906323505695,1.0,3.48
607455,Anthony Banda,,10.3,10.45,,4.33,,4.542,6.12,5.91,0.375,,,0.203,0.047,0.108,,,,,,14706,,,0.375,4.542360823529414,10.333333333333334,,,,4.331680517054082,,10.45
663738,Daniel Lynch,,10.3,2.61,0.0,0.02,,-1.454,2.59,4.06,0.25,1.0,0.0,0.206,0.029,0.2,,,,,,21537,,,0.09523809523809523,0.6772577894736842,10.333333333333334,2.0,0.0,0.024658650906867585,1.6220030976992434,1.0,2.61
676263,Jack Dreyer,,10.3,6.97,0.0,1.52,,-2.544,5.45,9.51,0.0,1.0,0.0,0.255,0.059,0.12,,,,,,-1,,,0.2608695652173913,3.0658045348837213,10.333333333333334,2.0,0.0,1.5246586509068676,3.1703901944734367,1.0,6.97
656464,Kevin Ginkel,,10.3,6.1,4.5,-0.98,,-5.166,7.08,11.27,0.5,0.5,0.0,0.25,0.036,0.14,,,,,,19876,,,0.39285714285714285,2.0764490666666666,10.333333333333334,2.0,1.0,-0.9753413490931324,1.138132129957308,0.5,6.1
663485,Cole Sands,,10.3,4.35,0.0,1.02,,-0.007,3.33,4.36,0.125,1.0,0.0,0.327,0.018,0.099,,,,,,21461,,,0.2962962962962963,3.466469046511628,10.333333333333334,4.0,0.0,1.0246586509068676,3.460712775118598,1.0,4.35
656638,Alex Lange,,10.3,8.71,2.25,0.77,,3.33,7.94,5.38,0.4,0.8,0.0,0.258,0.081,0.152,,,,,,19883,,,0.4166666666666667,4.808357439999999,10.333333333333334,4.0,1.0,0.7746586509068676,4.234906323505695,0.8,8.71
676428,Brant Hurter,,10.0,6.3,3.86,4.95,,4.484,1.35,1.82,0.2,0.625,0.333,0.222,0.044,0.056,,,,,,-1,,,0.2413793103448276,5.041868574999999,10.0,4.666666666666666,2.0,4.953230079478296,3.7768418073766625,0.625,6.3
682842,Abner Uribe,,10.0,3.6,,2.98,,3.087,0.62,0.51,0.296,,,0.302,0.047,0.078,,,,,,25327,,,0.2962962962962963,3.0868436428571426,10.0,,,,2.9768418073766627,,3.6
677961,Cole Wilcox,,10.0,7.2,4.5,0.77,,5.463,6.43,1.74,0.5,0.714,0.0,0.317,0.083,0.134,,,,,,-1,,,0.4482758620689655,7.084523588235294,10.0,4.0,2.0,0.7746586509068676,3.7768418073766625,0.7142857142857143,7.2
689254,Mason Fluharty,,10.0,2.7,,2.18,,0.76,0.52,1.94,0.381,,,0.164,0.036,0.164,,,,,,-1,,,0.38095238095238093,0.7604575714285713,10.0,,,,2.176841807376663,,2.7
664991,Grant Wolfram,,10.0,2.7,,0.68,,1.917,2.02,0.78,0.44,,,0.189,0.019,0.116,,,,,,-1,,,0.44,1.9170436666666655,10.0,,,,0.6768418073766629,,2.7
642100,Gabe Speier,,10.0,3.6,,3.18,,4.206,0.42,-0.61,0.357,,,0.185,0.056,0.131,,,,,,17170,,,0.35714285714285715,4.2060925,10.0,,,,3.176841807376663,,3.6
666374,Matt Brash,,10.0,0.9,,2.38,,4.396,-1.48,-3.5,0.12,,,0.324,0.054,0.112,,,,,,25756,,,0.12,4.3963846857142865,10.0,,,,2.3768418073766626,,0.9
519141,Drew Pomeranz,,10.0,9.0,,3.78,,5.718,5.22,3.28,0.323,,,0.2,0.05,0.086,,,,,,11426,,,0.3225806451612903,5.717774108695652,10.0,,,,3.7768418073766625,,9.0
694918,Blade Tidwell,,10.0,0.0,0.0,2.02,,1.449,-2.02,-1.45,0.25,1.0,0.0,0.359,0.051,0.141,,,,,,-1,,,0.20833333333333334,3.4035570833333333,10.0,5.0,0.0,2.0246586509068676,3.576841807376663,1.0,1.8
623149,Paul Sewald,,10.0,4.5,,5.38,,3.831,-0.88,0.67,0.15,,,0.241,0.074,0.114,,,,,,13892,,,0.15,3.830850461538461,10.0,,,,5.376841807376662,,4.5
621383,Tanner Banks,,10.0,8.1,,3.68,,5.175,4.42,2.92,0.5,,,0.154,0.013,0.101,,,,,,16990,,,0.5,5.1750725555555555,10.0,,,,3.676841807376663,,8.1
669622,Anthony Bender,,10.0,9.0,,2.88,,3.364,6.12,5.64,0.407,,,0.255,0.02,0.065,,,,,,19742,,,0.4074074074074074,3.3638939411764692,10.0,,,,2.8768418073766626,,9.0
622554,Seranthony Domínguez,,10.0,6.3,,5.48,,5.108,0.82,1.19,0.227,,,0.2,0.036,0.111,,,,,,19249,,,0.22727272727272727,5.107696562499998,10.0,,,,5.476841807376663,,6.3
596133,Luke Weaver,,10.0,7.2,,4.08,,4.914,3.12,2.29,0.207,,,0.208,0.075,0.112,,,,,,16918,,,0.20689655172413793,4.913709499999999,10.0,,,,4.076841807376663,,7.2
665622,Luis Medina,,10.0,1.8,2.25,5.27,,5.984,-3.47,-4.18,0.222,1.0,0.25,0.277,0.106,0.134,,,,,,21649,,,0.2,4.517991341463415,10.0,4.0,1.0,5.274658650906868,3.4768418073766627,1.0,1.8
621381,Matt Strahm,,9.7,4.66,,5.15,,1.647,-0.49,3.01,0.24,,,0.31,0.017,0.078,,,,,,13799,,,0.24,1.6473710714285716,9.666666666666666,,,,5.149255600480111,,4.66
664854,Ryan Helsley,,9.7,0.93,,1.74,,2.509,-0.81,-1.58,0.333,,,0.273,0.023,0.174,,,,,,18138,,,0.3333333333333333,2.508650953488371,9.666666666666666,,,,1.735462497031835,,0.93
573009,Joe Mantiply,,9.7,4.66,,2.87,,3.037,1.79,1.62,0.381,,,0.271,0.042,0.097,,,,,,14857,,,0.38095238095238093,3.0372749024390244,9.666666666666666,,,,2.8733935315145938,,4.66
676775,Keaton Winn,,9.7,0.93,,1.01,,-1.948,-0.08,2.88,0.182,,,0.2,0.0,0.148,,,,,,23499,,,0.18181818181818182,-1.9478064411764713,9.666666666666666,,,,1.0113245659973522,,0.93
657044,Ryan Thompson,,9.7,3.72,,4.01,,3.26,-0.29,0.46,0.154,,,0.178,0.044,0.085,,,,,,16647,,,0.15384615384615385,3.2596815675675663,9.666666666666666,,,,4.011324565997352,,3.72
679775,Kyle Backhus,,9.7,6.52,,3.91,,3.0,2.61,3.52,0.321,,,0.214,0.036,0.068,,,,,,-1,,,0.32142857142857145,2.9995019756097556,9.666666666666666,,,,3.9078762901352837,,6.52
669212,Eli Morgan,,9.7,0.0,0.0,1.82,,1.015,-1.82,-1.02,0.167,1.0,0.0,0.283,0.022,0.098,,,,,,20203,,,0.19230769230769232,4.952201186046512,9.666666666666666,5.0,0.0,1.8246586509068676,5.666496979790455,1.0,3.72
678022,Jack Perkins,,9.3,0.0,0.0,1.97,,3.51,-1.97,-3.51,0.267,1.0,0.0,0.22,0.02,0.182,,,,,,-1,,,0.375,3.7131309999999997,9.333333333333334,6.666666666666667,0.0,1.9746586509068675,2.0125560930909483,1.0,3.86
660853,Enyel De los santos,,9.3,1.93,4.5,9.02,,-0.202,-7.09,2.13,0.2,1.0,0.333,0.161,0.018,0.127,,,,,,18403,,,0.25925925925925924,1.0748089230769233,9.333333333333334,2.0,1.0,9.024658650906868,3.6196989502338055,1.0,1.93
665660,Elvis Alvarado,,9.3,11.57,13.5,6.02,,8.532,5.55,3.04,0.429,0.4,0.0,0.296,0.13,0.143,,,,,,-1,,,0.37037037037037035,7.0484455,9.333333333333334,2.0,3.0,6.024658650906868,4.691127521662377,0.4,11.57
686610,Ken Waldichuk,,9.3,5.68,5.68,9.5,,6.479,-3.82,-0.8,0.077,1.0,0.375,0.25,0.125,0.107,,,,,,27681,,,0.18181818181818182,6.612459024999998,9.333333333333334,6.333333333333334,4.0,9.498342861433184,8.762556093090948,1.0,7.71
664299,Cristian Javier,,9.3,10.8,10.8,9.38,,6.698,1.42,4.1,0.308,0.556,0.182,0.232,0.071,0.091,,,,,,17606,,,0.3548387096774194,6.8760029375,9.333333333333334,8.333333333333334,10.0,9.384658650906868,8.441127521662377,0.5555555555555556,10.61
681911,Alex Vesia,,9.3,2.89,,1.91,,2.526,0.98,0.36,0.19,,,0.167,0.024,0.161,,,,,,25007,,,0.19047619047619047,2.5255920833333336,9.333333333333334,,,,1.9054132359480913,,2.89
621237,José Alvarado,,9.3,6.75,,2.55,,3.818,4.2,2.93,0.467,,,0.246,0.0,0.127,,,,,,17780,,,0.4666666666666667,3.817778714285713,9.333333333333334,,,,2.5482703788052343,,6.75
668674,Lucas Erceg,,9.3,4.82,,4.05,,5.34,0.77,-0.52,0.321,,,0.23,0.033,0.054,,,,,,19360,,,0.32142857142857145,5.340287325581395,9.333333333333334,,,,4.048270378805234,,4.82
656730,Trevor Megill,,9.3,7.71,,2.44,,5.519,5.27,2.19,0.36,,,0.319,0.064,0.149,,,,,,17722,,,0.36,5.518577499999999,9.333333333333334,,,,2.441127521662377,,7.71
642232,Ryan Yarbrough,,9.3,5.79,8.31,6.49,,2.527,-0.7,3.26,0.214,0.278,0.167,0.208,0.019,0.063,,,,,,16502,,,0.2413793103448276,2.8094385714285703,9.333333333333334,4.333333333333334,4.0,6.486197112445328,4.691127521662377,0.2777777777777778,5.79
641329,Bryan Baker,,9.3,3.86,,3.19,,1.717,0.67,2.14,0.25,,,0.125,0.021,0.179,,,,,,19804,,,0.25,1.7170252631578937,9.333333333333334,,,,3.191127521662377,,3.86
683232,Nick Mears,,9.0,6.0,,3.64,,5.057,2.36,0.94,0.24,,,0.312,0.062,0.087,,,,,,25376,,,0.24,5.057194947368421,9.0,,,,3.6435084740433292,,6.0
676467,Colton Gordon,,9.0,14.62,14.62,11.4,,7.17,3.22,7.45,0.52,0.395,0.667,0.234,0.052,0.078,,,,,,-1,,,0.5172413793103449,6.981823899999998,9.0,8.0,13.0,11.399658650906868,10.199064029598885,0.3947368421052631,13.0
677161,Zack Kelly,,9.0,6.0,4.5,7.52,,6.027,-1.52,-0.03,0.0,,0.5,0.234,0.085,0.067,,,,,,20349,,,0.19230769230769232,5.930458264705882,9.0,2.0,1.0,7.524658650906868,3.4212862518211073,,6.0
643377,Griffin Jax,,9.0,9.0,,7.09,,6.507,1.91,2.49,0.318,,,0.275,0.059,0.115,,,,,,20253,,,0.3181818181818182,6.506859249999998,9.0,,,,7.087952918487773,,9.0
669062,Erik Miller,,9.0,7.0,,1.64,,1.376,5.36,5.62,0.4,,,0.146,0.024,0.132,,,,,,26252,,,0.4,1.375734560975609,9.0,,,,1.6435084740433294,,7.0
670167,John Schreiber,,9.0,7.0,,6.42,,5.587,0.58,1.41,0.25,,,0.306,0.032,0.043,,,,,,20020,,,0.25,5.586892488372092,9.0,,,,6.421286251821107,,7.0
676477,Garrett Whitlock,,9.0,3.0,,3.42,,5.39,-0.42,-2.39,0.211,,,0.148,0.056,0.113,,,,,,20191,,,0.21052631578947367,5.390334594594593,9.0,,,,3.4212862518211073,,3.0
689147,Orion Kerkering,,9.0,4.0,,5.09,,1.432,-1.09,2.57,0.231,,,0.094,0.038,0.083,,,,,,31776,,,0.23076923076923078,1.4324366499999996,9.0,,,,5.087952918487774,,4.0
657097,Jacob Webb,,9.0,8.0,,5.42,,6.493,2.58,1.51,0.448,,,0.404,0.035,0.131,,,,,,19274,,,0.4482758620689655,6.492749187500001,9.0,,,,5.421286251821107,,8.0
608371,Lucas Sims,,8.7,6.23,0.0,5.02,,5.822,1.21,0.41,0.167,1.0,0.0,0.236,0.036,0.084,,,,,,13470,,,0.34782608695652173,3.808556536585366,8.666666666666666,2.0,0.0,5.024658650906868,4.476841807376663,1.0,6.23
573204,Caleb Thielbar,,8.7,4.15,,4.48,,1.822,-0.33,2.33,0.2,,,0.167,0.033,0.114,,,,,,10078,,,0.2,1.821951837837838,8.666666666666666,,,,4.476841807376663,,4.15
621366,Ryan Borucki,,8.7,8.31,,5.17,,4.025,3.14,4.28,0.346,,,0.326,0.043,0.183,,,,,,16350,,,0.34615384615384615,4.025044461538462,8.666666666666666,,,,5.169149499684355,,8.31
663362,Matt Waldron,,8.7,10.38,10.38,6.14,,4.603,4.24,5.78,0.438,0.556,0.286,0.203,0.029,0.067,,,,,,25550,,,0.4375,4.6033832340425525,8.666666666666666,8.666666666666666,10.0,6.1400432662914834,6.092226422761279,0.5555555555555556,10.38
681892,Kody Funderburk,,8.7,2.08,,5.75,,6.371,-3.67,-4.29,0.25,,,0.25,0.038,0.061,,,,,,24993,,,0.25,6.371201642857141,8.666666666666666,,,,5.746072576607432,,2.08
837227,Tatsuya Imai,,8.7,4.32,4.32,2.42,,2.467,1.9,1.85,0.353,0.692,0.0,0.222,0.0,0.112,,,,,,,,,0.3684210526315789,4.048269250000001,8.666666666666666,8.333333333333334,4.0,2.4246586509068675,4.130687961222817,0.6923076923076923,7.27
518585,Fernando Cruz,,8.7,6.23,,5.63,,5.427,0.6,0.8,0.312,,,0.154,0.077,0.172,,,,,,7048,,,0.3125,5.426951428571428,8.666666666666666,,,,5.630687961222817,,6.23
666974,Yennier Cano,,8.7,3.12,,2.75,,4.077,0.37,-0.96,0.19,,,0.333,0.091,0.128,,,,,,25911,,,0.19047619047619047,4.077263312500001,8.666666666666666,,,,2.746072576607432,,3.12
664126,Pete Fairbanks,,8.7,7.27,,2.17,,1.12,5.1,6.15,0.35,,,0.302,0.07,0.13,,,,,,17998,,,0.35,1.1195665833333326,8.666666666666666,,,,2.169149499684355,,7.27
628452,Raisel Iglesias,,8.7,0.0,,0.78,,-0.996,-0.78,1.0,0.263,,,0.205,0.0,0.217,,,,,,17130,,,0.2631578947368421,-0.9958199677419364,8.666666666666666,,,,0.7845341150689702,,0.0
548384,Brooks Raley,,8.7,5.19,,3.21,,4.648,1.98,0.54,0.25,,,0.225,0.075,0.09,,,,,,10061,,,0.25,4.648102583333332,8.666666666666666,,,,3.2076110381458935,,5.19
677053,Andrew Nardi,,8.3,6.48,,3.94,,5.273,2.54,1.21,0.333,,,0.318,0.068,0.129,,,,,,25942,,,0.3333333333333333,5.272537972972973,8.333333333333334,,,,3.9368418073766627,,6.48
702303,Riley Martin,,8.3,2.16,,3.22,,1.691,-1.06,0.47,0.235,,,0.268,0.024,0.093,,,,,,,,,0.23529411764705882,1.6910632187499992,8.333333333333334,,,,3.216841807376663,,2.16
666808,Camilo Doval,,8.3,7.56,,4.66,,2.683,2.9,4.88,0.292,,,0.341,0.023,0.127,,,,,,21992,,,0.2916666666666667,2.6825677567567556,8.333333333333334,,,,4.656841807376662,,7.56
675989,Cody Bolton,,8.3,1.23,1.23,3.3,,1.648,-2.07,-0.42,0.333,1.0,0.25,0.255,0.021,0.077,,,,,,23265,,,0.3333333333333333,4.038127692307692,8.333333333333334,7.333333333333333,1.0,3.2973859236341405,4.7768418073766625,1.0,2.16
663465,Kolby Allard,,8.3,12.27,12.27,5.62,,5.949,6.65,6.32,0.44,0.357,0.4,0.254,0.07,0.066,,,,,,18694,,,0.4666666666666667,6.173570666666666,8.333333333333334,7.333333333333333,10.0,5.615567741815958,5.016841807376663,0.35714285714285715,12.96
680730,Mitchell Parker,,8.3,3.86,3.86,3.31,,2.652,0.55,1.21,0.35,0.758,0.333,0.273,0.045,0.207,,,,,,-1,,,0.36363636363636365,2.9798736756756763,8.333333333333334,7.0,3.0,3.310372936621153,3.576841807376663,0.7575757575757576,3.24
685299,Tanner Gordon,,8.3,7.56,7.56,6.38,,4.711,1.18,2.85,0.353,0.417,0.429,0.208,0.062,0.095,,,,,,-1,,,0.35294117647058826,4.710559666666668,8.333333333333334,8.333333333333332,7.0,6.384658650906868,6.336841807376663,0.41666666666666663,7.56
650556,Bryan Abreu,,8.0,9.0,,11.1,,7.101,-2.1,1.9,0.312,,,0.304,0.065,0.107,,,,,,16609,,,0.3125,7.100985608695652,8.0,,,,11.101841807376662,,9.0
676395,Robert Garcia,,8.0,3.38,,4.1,,4.5,-0.72,-1.12,0.238,,,0.2,0.0,0.111,,,,,,23363,,,0.23809523809523808,4.499633588235294,8.0,,,,4.101841807376663,,3.38
687606,Paxton Schultz,,8.0,3.18,3.18,5.85,,5.194,-2.67,-2.01,0.143,,0.25,0.268,0.098,0.09,,,,,,-1,,,0.2608695652173913,6.545515342857143,8.0,5.666666666666666,2.0,5.848188062671573,5.226841807376663,,3.38
646241,Enmanuel De jesus,,8.0,12.38,9.0,1.02,,2.032,11.36,10.35,0.286,0.0,0.0,0.203,0.034,0.062,,,,,,18554,,,0.5161290322580645,5.936300978723404,8.0,3.0,3.0,1.0246586509068676,2.9768418073766627,0.0,12.38
573124,Taylor Rogers,,8.0,6.75,,3.1,,6.163,3.65,0.59,0.414,,,0.224,0.034,0.083,,,,,,13449,,,0.41379310344827586,6.1634317073170735,8.0,,,,3.1018418073766627,,6.75
676534,Calvin Faucher,,8.0,9.0,,2.98,,4.504,6.02,4.5,0.316,,,0.286,0.057,0.101,,,,,,20116,,,0.3157894736842105,4.504012384615385,8.0,,,,2.9768418073766627,,9.0
605447,Jordan Romano,,8.0,4.5,,4.23,,4.278,0.27,0.22,0.455,,,0.265,0.041,0.13,,,,,,16122,,,0.45454545454545453,4.278267,8.0,,,,4.226841807376663,,4.5
621112,Paul Blackburn,,8.0,5.62,9.0,3.52,,5.131,2.1,0.49,0.286,0.333,0.0,0.306,0.0,0.076,,,,,,14739,,,0.3870967741935484,4.338857538461539,8.0,2.0,2.0,3.5246586509068676,2.8518418073766627,0.3333333333333333,5.62
681343,Shane Smith,,8.0,11.37,11.37,6.02,,4.507,5.35,6.86,0.4,0.548,0.2,0.172,0.0,0.102,,,,,,-1,,,0.4230769230769231,4.743149897959182,8.0,6.333333333333333,8.0,6.024658650906868,5.601841807376663,0.547945205479452,13.5
685801,Hunter Bigge,,8.0,5.62,,5.6,,4.832,0.02,0.79,0.091,,,0.278,0.056,0.092,,,,,,-1,,,0.09090909090909091,4.831517028571429,8.0,,,,5.601841807376663,,5.62
701719,Tyler Samaniego,,7.7,0.0,0.0,3.02,,-0.565,-3.02,0.57,0.0,,0.0,0.194,0.032,0.044,,,,,,,,,0.17647058823529413,3.5457811724137915,7.666666666666667,2.0,0.0,3.0246586509068676,2.45510267694188,,0.0
607481,Aaron Bummer,,7.7,5.87,,4.67,,5.724,1.2,0.15,0.25,,,0.373,0.059,0.086,,,,,,16258,,,0.25,5.724205685714286,7.666666666666667,,,,4.672493981289707,,5.87
669270,Joel Kuhnel,,7.7,2.35,,2.19,,5.825,0.16,-3.47,0.296,,,0.359,0.0,0.092,,,,,,19995,,,0.2962962962962963,5.8249,7.666666666666667,,,,2.194233111724489,,2.35
681252,Jack Anderson,,7.7,3.52,3.52,3.94,,5.755,-0.42,-2.24,0.304,0.789,0.125,0.24,0.06,0.095,,,,,,,,,0.30434782608695654,5.755176156249999,7.666666666666667,7.666666666666666,3.0,3.937702129167737,3.8898852856375323,0.7894736842105263,3.52
685005,Christian Roa,,7.7,8.22,7.71,3.88,,6.528,4.34,1.69,0.444,0.667,,0.298,0.035,0.084,,,,,,-1,,,0.34615384615384615,7.2320269069767456,7.666666666666667,2.3333333333333335,2.0,3.881801508049725,7.020320068246228,0.6666666666666666,8.22
690990,Cade Horton,,7.3,2.84,2.84,4.29,,2.804,-1.45,0.04,0.188,0.769,1.0,0.267,0.033,0.098,,,,,,-1,,,0.15789473684210525,2.438737,7.333333333333333,6.333333333333333,2.0,4.28781654564371,4.476841807376663,0.7692307692307692,2.45
445276,Kenley Jansen,,7.3,3.68,,5.3,,3.705,-1.62,-0.03,0.278,,,0.146,0.049,0.123,,,,,,3096,,,0.2777777777777778,3.7050841562500008,7.333333333333333,,,,5.295023625558481,,3.68
656234,Jake Bird,,7.3,7.36,,3.11,,3.825,4.25,3.54,0.381,,,0.333,0.1,0.124,,,,,,21267,,,0.38095238095238093,3.8247889999999996,7.333333333333333,,,,3.113205443740299,,7.36
647315,Zach Pop,,7.3,4.91,4.5,2.02,,8.613,2.89,-3.7,0.375,0.667,0.0,0.316,0.026,0.054,,,,,,20185,,,0.23809523809523808,3.967759,7.333333333333333,2.0,1.0,2.0246586509068676,2.9768418073766627,0.6666666666666666,4.91
693312,Kyle Nicolas,,7.3,12.27,4.5,7.52,,4.39,4.75,7.88,0.143,0.75,0.0,0.225,0.025,0.051,,,,,,27775,,,0.3333333333333333,7.208846928571426,7.333333333333333,2.0,1.0,7.524658650906868,8.158659989194845,0.75,12.27
683618,Edgardo Henriquez,,7.3,4.91,,4.2,,2.676,0.71,2.23,0.333,,,0.162,0.027,0.129,,,,,,-1,,,0.3333333333333333,2.675649322580644,7.333333333333333,,,,4.20411453464939,,4.91
547973,Aroldis Chapman,,7.3,3.68,,2.43,,4.829,1.25,-1.15,0.278,,,0.294,0.088,0.157,,,,,,10233,,,0.2777777777777778,4.828946800000001,7.333333333333333,,,,2.4313872619221173,,3.68
595014,Blake Treinen,,7.3,4.91,,5.57,,7.421,-0.66,-2.51,0.364,,,0.302,0.116,0.119,,,,,,12572,,,0.36363636363636365,7.420564085714285,7.333333333333333,,,,5.5677508982857535,,4.91
806960,Luis Morales,,7.3,9.82,9.82,12.43,,9.214,-2.61,0.61,0.375,0.806,0.571,0.356,0.089,0.061,,,,,,-1,,,0.375,9.214383428571427,7.333333333333333,7.333333333333333,8.0,12.433749559997779,12.385932716467572,0.8064516129032258,9.82
543056,Danny Coulombe,,7.3,4.91,,5.02,,4.342,-0.11,0.57,0.304,,,0.188,0.021,0.071,,,,,,13293,,,0.30434782608695654,4.341916999999999,7.333333333333333,,,,5.022296352831209,,4.91
669371,Cole Henry,,7.0,9.0,0.0,1.02,,0.139,7.98,8.86,0.2,1.0,0.0,0.196,0.022,0.101,,,,,,-1,,,0.35,4.466551171428571,7.0,2.0,0.0,1.0246586509068676,5.119698950233806,1.0,9.0
682995,Hunter Barco,,7.0,4.15,4.15,9.95,,5.914,-5.8,-1.76,0.182,1.0,0.667,0.256,0.047,0.041,,,,,,-1,,,0.23809523809523808,6.580904135135135,7.0,4.333333333333334,2.0,9.94773557398379,10.548270378805235,1.0,5.14
702193,Andrew Morris,,7.0,1.59,1.59,0.91,,0.641,0.68,0.95,0.444,0.875,0.0,0.179,0.0,0.126,,,,,,,,,0.4782608695652174,2.305269470588237,7.0,5.666666666666666,1.0,0.9070115920833381,1.548270378805234,0.875,5.14
800311,Didier Fuentes,,7.0,6.43,6.43,2.6,,3.805,3.83,2.63,0.421,0.581,0.167,0.19,0.071,0.138,,,,,,-1,,,0.42105263157894735,3.804989,7.0,7.0,5.0,2.596087222335439,2.5482703788052343,0.5813953488372093,6.43
615698,Cal Quantrill,,7.0,7.5,7.5,3.86,,5.562,3.64,1.94,0.333,0.357,0.25,0.275,0.1,0.098,,,,,,19312,,,0.3333333333333333,5.205629071428572,7.0,6.0,5.0,3.857991984240201,3.691127521662377,0.35714285714285715,6.43
642207,Devin Williams,,7.0,10.29,,3.69,,5.357,6.6,4.93,0.65,,,0.2,0.067,0.149,,,,,,15816,,,0.65,5.356901243902439,7.0,,,,3.691127521662377,,10.29
669093,Jeremiah Estrada,,7.0,3.86,,2.83,,6.041,1.03,-2.18,0.312,,,0.242,0.091,0.136,,,,,,22210,,,0.3125,6.041363499999998,7.0,,,,2.83398466451952,,3.86
