pitcher,name,Team,IP,ERA,ERA_adj_sc,FIP,xFIP,xERA,ERA_minus_FIP,ERA_minus_xERA,BABIP_allowed,lob_pct,hr_fb_rate,hard_hit_rate_allowed,barrel_rate_allowed,swstr_rate,k_pct,bb_pct,G,GS,TBF,key_fangraphs,fg_swstr_rate,fg_hr_fb_rate,BABIP_allowed_all,xERA_all,IP_sc,IP_sc_adj,RA_sc,FIP_sc,FIP_sc_all,lob_pct_sc,ERA_all_sc
641793,Zack Littell,,24.7,8.39,8.39,8.58,,7.444,-0.19,0.95,0.277,0.513,0.324,0.314,0.088,0.064,,,,,,15823,,,0.27710843373493976,7.444063615384615,24.666666666666668,24.666666666666664,23.0,8.578712704960921,8.530895861430716,0.5128205128205128,8.39
669387,Carmen Mlodzinski,,24.7,2.92,2.92,2.25,,3.509,0.67,-0.59,0.352,0.778,0.0,0.331,0.015,0.083,,,,,,27572,,,0.352112676056338,3.5085114444444443,24.666666666666668,24.666666666666664,8.0,2.2543883806365974,2.2065715371063925,0.7777777777777778,2.92
677944,Slade Cecconi,,24.7,6.57,6.57,5.86,,6.24,0.71,0.33,0.293,0.633,0.263,0.253,0.067,0.083,,,,,,27500,,,0.29333333333333333,6.239857782608696,24.666666666666668,24.666666666666664,18.0,5.862496488744705,5.8146796452145,0.6333333333333333,6.57
680694,Kyle Bradish,,24.3,5.55,5.55,3.39,,3.458,2.16,2.09,0.403,0.689,0.133,0.252,0.044,0.113,,,,,,24586,,,0.4027777777777778,3.458464547826085,24.333333333333332,24.333333333333332,15.0,3.394521664605498,3.346704821075293,0.6887755102040816,5.55
680736,Justin Wrobleski,,24.3,1.85,1.85,2.9,,3.711,-1.05,-1.86,0.205,0.762,0.0,0.245,0.028,0.058,,,,,,-1,,,0.20512820512820512,3.710814184782609,24.333333333333332,24.333333333333332,5.0,2.901370979673991,2.853554136143786,0.7619047619047619,1.85
594798,Jacob Degrom,,24.3,2.22,2.22,3.02,,2.618,-0.8,-0.4,0.291,0.976,0.211,0.218,0.042,0.16,,,,,,10954,,,0.2909090909090909,2.617906742574258,24.333333333333332,24.333333333333336,6.0,3.0246586509068676,2.9768418073766627,0.9756097560975611,2.22
663978,Chris Paddack,,24.0,6.75,6.75,4.52,,3.676,2.23,3.07,0.356,0.577,0.227,0.281,0.039,0.112,,,,,,20099,,,0.3561643835616438,3.675524972972972,24.0,24.0,18.0,4.524658650906868,4.476841807376663,0.5769230769230769,6.75
571927,Steven Matz,,24.0,4.5,4.5,5.02,,5.067,-0.52,-0.57,0.246,0.737,0.238,0.217,0.065,0.106,,,,,,13361,,,0.2459016393442623,5.0673782058823535,24.0,24.0,12.0,5.024658650906868,4.976841807376663,0.7368421052631579,4.5
691725,Andrew Painter,,24.0,4.12,4.12,3.23,,3.802,0.89,0.32,0.364,0.745,0.1,0.204,0.031,0.088,,,,,,,,,0.36363636363636365,3.801735083333332,24.0,24.0,11.0,3.232991984240201,3.185175140709996,0.7453416149068323,4.12
660271,Shohei Ohtani,,24.0,0.75,0.75,1.82,,0.941,-1.07,-0.19,0.2,0.895,0.0,0.204,0.018,0.146,,,,,,19755,,,0.2,0.9413031739130435,24.0,24.0,2.0,1.8163253175735343,1.7685084740433294,0.8947368421052632,0.75
696149,Bubba Chandler,,24.0,4.88,4.88,5.57,,5.294,-0.69,-0.41,0.242,0.73,0.19,0.213,0.043,0.099,,,,,,-1,,,0.24242424242424243,5.293558444444445,24.0,24.0,13.0,5.5663253175735345,5.51850847404333,0.7299270072992701,4.88
608566,Germán Márquez,,23.7,4.56,4.56,5.9,,5.04,-1.34,-0.48,0.27,0.816,0.231,0.317,0.056,0.099,,,,,,15038,,,0.2702702702702703,5.040302685714286,23.666666666666668,23.666666666666668,12.0,5.897898087526586,5.850081243996381,0.8163265306122448,4.56
681517,Kyle Leahy,,23.3,5.4,5.4,5.64,,5.772,-0.24,-0.37,0.321,0.741,0.25,0.329,0.063,0.069,,,,,,24763,,,0.32051282051282054,5.771991783783784,23.333333333333332,23.333333333333332,14.0,5.638944365192582,5.5911275216623775,0.7407407407407408,5.4
527048,Martín Pérez,,23.3,2.31,2.31,4.52,,4.528,-2.21,-2.22,0.2,0.893,0.176,0.279,0.033,0.073,,,,,,6902,,,0.2,4.527769362637363,23.333333333333332,23.333333333333332,6.0,4.524658650906868,4.476841807376663,0.8928571428571428,2.31
571945,Miles Mikolas,,23.0,8.61,8.61,6.89,,5.595,1.72,3.01,0.333,0.534,0.25,0.301,0.074,0.082,,,,,,9803,,,0.3333333333333333,5.595214054054054,23.0,23.0,22.0,6.894223868298171,6.8464070247679665,0.5343511450381678,8.61
682052,Jacob Lopez,,23.0,5.09,5.09,6.29,,3.555,-1.2,1.54,0.297,0.791,0.16,0.191,0.028,0.08,,,,,,25098,,,0.2972972972972973,3.5548216052631565,23.0,23.0,13.0,6.285528216124259,6.237711372594054,0.7909604519774012,5.09
676917,Cade Cavalli,,23.0,4.57,4.57,2.29,,3.141,2.28,1.43,0.394,0.711,0.0,0.191,0.021,0.096,,,,,,27473,,,0.4027777777777778,3.7820062672413792,23.0,21.666666666666668,11.0,2.286197112445329,2.629015720420141,0.7105263157894737,5.87
663556,Shane Mcclanahan,,23.0,4.7,4.7,3.11,,4.431,1.59,0.27,0.246,0.602,0.056,0.238,0.063,0.113,,,,,,21483,,,0.2459016393442623,4.430852900990099,23.0,23.0,12.0,3.111615172645998,3.063798329115793,0.6015037593984962,4.7
694477,Chad Patrick,,22.7,2.38,2.38,4.26,,3.933,-1.88,-1.55,0.26,0.868,0.08,0.318,0.054,0.1,,,,,,-1,,,0.2602739726027397,3.9325539680851054,22.666666666666668,22.666666666666668,6.0,4.2599527685539265,4.212135925023722,0.8677685950413223,2.38
808963,Roki Sasaki,,22.7,6.35,6.35,7.08,,5.814,-0.73,0.54,0.333,0.763,0.292,0.309,0.057,0.125,,,,,,-1,,,0.3333333333333333,5.8138110833333325,22.666666666666668,22.666666666666668,16.0,7.083482180318632,7.035665336788427,0.7633587786259541,6.35
543243,Sonny Gray,,22.3,4.84,4.84,4.41,,5.318,0.43,-0.48,0.286,0.672,0.176,0.269,0.076,0.077,,,,,,12768,,,0.2857142857142857,5.317905666666665,22.333333333333332,22.333333333333332,12.0,4.412718352399405,4.3649015088692,0.6722689075630252,4.84
641778,Eric Lauer,,22.3,6.45,6.45,6.43,,4.673,0.02,1.78,0.262,0.631,0.231,0.19,0.058,0.069,,,,,,19316,,,0.26153846153846155,4.673327834951457,22.333333333333332,22.333333333333332,16.0,6.427643725533733,6.379826882003528,0.6310679611650485,6.45
622491,Luis Castillo,,22.3,6.45,6.45,3.47,,5.201,2.98,1.25,0.397,0.635,0.143,0.242,0.055,0.11,,,,,,15689,,,0.3972602739726027,5.200911174311926,22.333333333333332,22.333333333333332,16.0,3.4724198449367183,3.4246030014065134,0.6353591160220994,6.45
669160,Dustin May,,22.3,6.45,6.45,3.92,,4.506,2.53,1.94,0.395,0.64,0.2,0.299,0.034,0.065,,,,,,19716,,,0.39473684210526316,4.50637379245283,22.333333333333332,22.333333333333332,16.0,3.920181038966569,3.872364195436364,0.6402439024390244,6.45
592836,Taijuan Walker,,22.0,10.23,10.23,7.84,,6.924,2.39,3.31,0.359,0.521,0.276,0.233,0.075,0.061,,,,,,11836,,,0.358974358974359,6.924328860869565,22.0,22.0,25.0,7.842840469088686,7.795023625558481,0.5208333333333334,10.23
669372,J. t. Ginn,,21.7,3.54,3.54,4.55,,2.512,-1.01,1.03,0.189,0.725,0.188,0.217,0.038,0.108,,,,,,-1,,,0.19298245614035087,2.6961396860465117,21.666666666666668,20.333333333333332,8.0,4.5492488148412935,4.915303345838201,0.7246376811594203,4.15
678394,Brayan Bello,,21.7,8.72,8.72,8.24,,7.583,0.48,1.14,0.372,0.682,0.4,0.304,0.104,0.136,,,,,,23920,,,0.3717948717948718,7.582636104347824,21.666666666666668,21.666666666666668,21.0,8.240043266291483,8.192226422761278,0.6818181818181818,8.72
672456,Keider Montero,,21.7,2.91,2.91,1.78,,0.982,1.13,1.93,0.266,0.65,0.0,0.248,0.019,0.073,,,,,,-1,,,0.265625,0.9822008588235298,21.666666666666668,21.666666666666664,7.0,1.7785048047530212,1.7306879612228165,0.65,2.91
605135,Chris Bassitt,,21.0,6.86,6.86,6.22,,6.145,0.64,0.72,0.354,0.704,0.188,0.22,0.02,0.077,,,,,,12304,,,0.35443037974683544,6.144678249999999,21.0,21.0,16.0,6.215134841383058,6.167317997852853,0.7035175879396985,6.86
687075,Brandon Sproat,,21.0,5.57,5.57,6.07,,5.138,-0.5,0.43,0.309,0.739,0.217,0.262,0.049,0.091,,,,,,-1,,,0.3090909090909091,5.138089410526316,21.0,21.0,13.0,6.072277698525915,6.02446085499571,0.7391304347826086,5.57
641743,Anthony Kay,,21.0,5.14,5.14,6.41,,7.138,-1.27,-2.0,0.25,0.758,0.267,0.316,0.053,0.081,,,,,,20387,,,0.25,7.1381053,21.0,21.0,12.0,6.405611031859248,6.357794188329043,0.7575757575757576,5.14
669194,Ryne Nelson,,20.7,4.87,4.87,4.89,,4.601,-0.02,0.27,0.167,0.526,0.211,0.316,0.051,0.116,,,,,,26253,,,0.27419354838709675,5.263155093749999,20.666666666666668,20.333333333333336,11.0,4.893511109923261,4.863938581570211,0.5263157894736842,8.27
625643,Reynaldo López,,20.7,3.66,3.66,4.45,,3.558,-0.79,0.1,0.226,0.774,0.188,0.19,0.032,0.084,,,,,,16400,,,0.2711864406779661,4.778318547368421,20.666666666666668,19.666666666666668,8.0,4.448387464466189,5.299422452537953,0.7738095238095237,5.23
677958,Kumar Rocker,,20.7,3.48,3.48,3.75,,3.652,-0.27,-0.17,0.283,0.776,0.167,0.274,0.032,0.115,,,,,,-1,,,0.2833333333333333,3.6522965999999992,20.666666666666668,20.666666666666668,8.0,3.7504651025197706,3.7026482589895657,0.7758620689655172,3.48
680732,Sean Burke,,20.3,4.87,4.87,3.66,,4.639,1.21,0.23,0.3,0.631,0.143,0.248,0.022,0.069,,,,,,-1,,,0.3,4.639441,20.333333333333332,20.333333333333332,11.0,3.6640029132019496,3.6161860696717447,0.6306306306306306,4.87
621111,Walker Buehler,,20.0,4.95,4.95,3.17,,4.981,1.78,-0.03,0.377,0.696,0.091,0.265,0.027,0.089,,,,,,19374,,,0.3770491803278688,4.981175010869567,20.0,20.0,11.0,3.1746586509068675,3.1268418073766626,0.6962025316455696,4.95
690953,Mick Abel,,20.0,4.05,4.05,2.52,,5.039,1.53,-0.99,0.386,0.735,0.0,0.216,0.026,0.122,,,,,,-1,,,0.38596491228070173,5.038623193548387,20.0,20.0,9.0,2.5246586509068676,2.4768418073766627,0.7352941176470589,4.05
695418,Brad Lord,,19.3,4.5,4.5,4.27,,4.454,0.23,0.05,0.235,0.606,0.182,0.302,0.04,0.104,,,,,,-1,,,0.25,4.567626158536586,19.333333333333332,16.0,8.0,4.274658650906868,4.425117669445628,0.6060606060606061,6.52
640455,Sean Manaea,,19.3,5.5,5.5,3.75,,4.379,1.75,1.12,0.314,0.594,0.125,0.227,0.05,0.095,,,,,,15873,,,0.3148148148148148,4.6431731058823535,19.333333333333332,18.0,11.0,3.74688087312909,3.75270387634218,0.594059405940594,5.12
663372,Ryan Feltner,,19.3,6.52,6.52,5.87,,6.018,0.65,0.5,0.293,0.611,0.238,0.283,0.088,0.113,,,,,,21446,,,0.29310344827586204,6.0175948749999995,19.333333333333332,19.333333333333336,14.0,5.8694862371137635,5.8216693935835595,0.6111111111111112,6.52
665871,Javier Assad,,19.0,8.5,8.5,4.97,,5.136,3.53,3.36,0.317,0.385,0.188,0.336,0.034,0.056,,,,,,21741,,,0.30158730158730157,5.331271857142857,19.0,18.0,17.0,4.969103095351312,4.818947070534557,0.3846153846153846,8.05
676962,Ben Brown,,18.7,3.86,3.86,2.54,,2.483,1.32,1.38,0.28,0.645,0.091,0.216,0.023,0.107,,,,,,23590,,,0.28,2.482546,18.666666666666668,18.666666666666668,8.0,2.5425157937640104,2.4946989502338055,0.6451612903225806,3.86
453286,Max Scherzer,,18.3,8.84,8.84,8.37,,6.54,0.47,2.3,0.259,0.423,0.368,0.229,0.062,0.064,,,,,,3137,,,0.25862068965517243,6.539628928571429,18.333333333333332,18.333333333333336,18.0,8.370113196361412,8.32229635283121,0.4225352112676056,8.84
622608,Antonio Senzatela,,18.0,1.23,1.23,1.52,,0.458,-0.29,0.77,0.211,0.8,0.0,0.195,0.023,0.124,,,,,,15488,,,0.19047619047619047,1.1629812343749997,18.0,14.666666666666666,2.0,1.5246586509068676,1.6435084740433294,0.8,1.0
680802,Ryan Weiss,,17.7,8.1,8.1,6.08,,5.568,2.02,2.53,0.396,0.644,0.333,0.274,0.048,0.097,,,,,,,,,0.4,5.715400197802198,17.666666666666668,16.666666666666668,15.0,6.084658650906867,6.54287954322572,0.6439393939393939,8.15
670990,Yohan Ramírez,,17.3,2.89,2.89,3.67,,1.597,-0.78,1.29,0.174,0.714,0.2,0.2,0.025,0.115,,,,,,19444,,,0.23809523809523808,2.6119957083333336,17.333333333333332,9.333333333333334,3.0,3.6675157937640104,2.572995653530509,0.7142857142857143,4.15
676879,Aaron Ashby,,17.3,4.15,4.26,1.6,,3.021,2.55,1.13,0.417,0.556,0.25,0.299,0.045,0.144,,,,,,23550,,,0.3888888888888889,2.255362689189189,17.333333333333332,6.333333333333334,3.0,1.6036060193279202,2.0537648842997394,0.5555555555555556,4.15
805123,Aj Blubaugh,,17.3,5.71,4.32,5.66,,4.279,0.05,1.43,0.292,0.854,0.167,0.243,0.056,0.128,,,,,,-1,,,0.26,4.665886113924051,17.333333333333332,8.333333333333334,4.0,5.664658650906867,5.515303345838202,0.853658536585366,5.71
668964,Tobias Myers,,17.3,3.14,3.14,3.65,,3.075,-0.51,0.07,0.22,0.694,0.2,0.237,0.022,0.087,,,,,,-1,,,0.21739130434782608,2.331930953124999,17.333333333333332,14.333333333333334,5.0,3.652565627651054,3.03453411506897,0.6944444444444444,2.6
673540,Kodai Senga,,17.0,9.0,9.0,5.26,,3.879,3.74,5.12,0.413,0.513,0.25,0.258,0.054,0.126,,,,,,31838,,,0.41304347826086957,3.879052987804878,17.0,17.0,17.0,5.2599527685539265,5.212135925023722,0.5128205128205129,9.0
690986,Kyle Harrison,,16.7,2.7,2.7,4.22,,4.381,-1.52,-1.68,0.298,0.896,0.133,0.182,0.027,0.12,,,,,,27758,,,0.2978723404255319,4.381493714285716,16.666666666666668,16.666666666666664,5.0,4.224658650906868,4.176841807376663,0.8962264150943396,2.7
678906,Kai-wei Teng,,16.7,0.79,0.79,2.05,,3.091,-1.26,-2.3,0.179,0.875,0.0,0.205,0.012,0.097,,,,,,24282,,,0.15384615384615385,2.10141821875,16.666666666666668,11.333333333333334,1.0,2.05407041561275,4.476841807376663,0.875,2.7
683175,Connor Phillips,,16.7,2.7,3.0,5.36,,3.849,-2.66,-1.15,0.143,0.833,0.167,0.198,0.037,0.101,,,,,,27649,,,0.2,5.056183986301369,16.666666666666668,6.0,2.0,5.357991984240201,4.716841807376662,0.8333333333333333,2.7
663969,Tyler Phillips,,16.3,2.7,2.7,3.92,,3.334,-1.22,-0.63,0.25,0.843,0.083,0.343,0.071,0.13,,,,,,-1,,,0.23809523809523808,4.397436391891892,16.333333333333332,13.333333333333334,4.0,3.9246586509068675,3.956433644111357,0.8433734939759036,2.2
670245,Ryan Watson,,16.0,6.19,4.26,6.97,,6.658,-0.78,-0.47,0.222,0.952,1.0,0.293,0.091,0.096,,,,,,,,,0.32727272727272727,7.35254542857143,16.0,6.333333333333334,3.0,6.972027071959499,5.664341807376663,0.9523809523809523,6.19
669330,Tyler Wells,,16.0,1.12,1.12,2.52,,0.52,-1.4,0.6,0.133,1.0,0.167,0.192,0.038,0.153,,,,,,20000,,,0.3,3.511935076923077,16.0,8.0,1.0,2.5246586509068676,3.4143418073766627,1.0,3.94
601713,Nick Pivetta,,16.0,4.5,4.5,1.15,,0.468,3.35,4.03,0.333,0.556,0.0,0.137,0.011,0.117,,,,,,15454,,,0.3333333333333333,0.46788600000000047,16.0,16.0,8.0,1.1496586509068676,1.1018418073766627,0.5555555555555556,4.5
688642,Zach Agnos,,16.0,3.48,3.48,4.38,,3.632,-0.9,-0.15,0.222,0.769,0.222,0.202,0.048,0.136,,,,,,-1,,,0.3673469387755102,4.594344079999999,16.0,10.333333333333334,4.0,4.379497360584287,3.7268418073766627,0.7692307692307692,5.62
641312,Shaun Anderson,,16.0,5.11,5.11,6.19,,4.916,-1.08,0.19,0.235,0.714,0.429,0.247,0.045,0.106,,,,,,19453,,,0.2916666666666667,5.594078561643836,16.0,12.333333333333334,7.0,6.18682081306903,5.601841807376663,0.7142857142857142,6.19
607536,Kyle Freeland,,15.7,2.3,2.3,3.73,,3.807,-1.43,-1.51,0.267,0.86,0.1,0.253,0.012,0.124,,,,,,16256,,,0.26666666666666666,3.8074947462686555,15.666666666666666,15.666666666666666,4.0,3.7267863104813355,3.6789694669511306,0.8602150537634408,2.3
663558,Jovani Morán,,15.7,1.84,1.84,4.12,,1.297,-2.28,0.54,0.143,0.976,0.154,0.222,0.048,0.131,,,,,,20422,,,0.18421052631578946,1.9875762307692293,15.666666666666666,14.666666666666668,3.0,4.115567741815958,4.125777977589429,0.9756097560975611,2.3
656794,Sean Newcomb,,15.7,4.15,4.15,2.1,,3.828,2.05,0.32,0.385,0.667,0.0,0.211,0.021,0.081,,,,,,16943,,,0.38,3.5784203521126745,15.666666666666666,8.666666666666666,4.0,2.1015817278299442,2.1470545733341098,0.6666666666666666,4.6
608718,Brent Suter,,15.7,3.86,3.86,3.02,,2.495,0.84,1.36,0.273,0.658,0.143,0.218,0.051,0.114,,,,,,13942,,,0.28205128205128205,3.053576500000001,15.666666666666666,9.333333333333334,4.0,3.0246586509068676,3.8066290414192157,0.6578947368421053,4.6
671212,Joe Boyle,,15.3,6.46,6.46,2.96,,4.585,3.5,1.87,0.233,0.342,0.1,0.238,0.025,0.11,,,,,,29608,,,0.23255813953488372,4.585370999999999,15.333333333333334,15.333333333333332,11.0,2.95944125960252,2.911624416072315,0.3424657534246575,6.46
660761,José Suarez,,15.3,3.29,3.29,2.59,,2.543,0.7,0.75,0.361,0.762,0.0,0.255,0.01,0.131,,,,,,19911,,,0.45454545454545453,3.696463287671233,15.333333333333334,13.666666666666666,5.0,2.585634260662965,2.45510267694188,0.7619047619047619,7.04
672782,Yoendrys Gómez,,15.3,7.36,7.36,6.84,,8.347,0.52,-0.99,0.303,0.625,0.188,0.271,0.094,0.09,,,,,,22872,,,0.26666666666666666,7.738347918918918,15.333333333333334,11.0,9.0,6.842840469088686,7.411624416072315,0.625,9.39
663687,Hogan Harris,,15.3,4.11,0.0,1.02,,-3.431,3.09,7.54,0.0,,0.0,0.124,0.011,0.092,,,,,,21520,,,0.225,2.7259269130434776,15.333333333333334,2.0,0.0,1.0246586509068676,4.215972242159271,,4.11
661563,Luis Gil,,15.3,4.11,4.11,7.2,,5.242,-3.09,-1.13,0.143,0.865,0.267,0.352,0.07,0.055,,,,,,21052,,,0.14285714285714285,5.242032169230768,15.333333333333334,15.333333333333332,7.0,7.198571694385128,7.1507548508549235,0.8653846153846153,4.11
669947,Jesse Scholtens,,15.3,2.93,2.93,3.16,,4.249,-0.23,-1.32,0.256,0.753,0.1,0.222,0.037,0.107,,,,,,19205,,,0.2558139534883721,4.249476806451612,15.333333333333334,15.333333333333334,5.0,3.1550934335155634,3.1072765899853585,0.7534246575342466,2.93
