Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Art Warren,,0.0451,0.052700002,0,4.835520208,1,0,0,0,,1,4.427000046,0.997099996,0.573199987,0.537280023,0.147,0.474900007,0.0264,0.0451,0.853600025,7.682400227,4.274100065,1.797431064,1.322999999,0.19281681,0.107273549,0.08554326,0.255208596,1.472000003,0.292492428,0.709840478,0.380005243,,4.930279747,-0.006793534,,,,,,,,,3.146640042,3.146640042,3.236200031,3.236200031,,,,,,,,,,,,,,,,,,,Art Warren,18251,605521
Jacob DeLabio,,0.045400001,0.052499998,0,4.76819998,1,0,0,0,,1,4.458000183,0.991599977,0.567700028,0.529799998,0.137333333,0.514100015,0.025800001,0.0504,0.857500017,7.71750015,4.626900136,1.667963415,1.236000001,0.192350826,0.11532077,0.077030056,0.254680862,1.505699992,0.294710188,0.714158797,0.407010115,,4.930313126,-0.006793911,,,,,,,,,3.154140045,3.154140045,3.236166652,3.236166652,,,,,,,,,,,,,,,,,,,Jacob DeLabio,sa3017011,700832
Alimber Santa,HOU,0.045499999,0.061900001,0.022500001,5.124419868,0.67019999,0.070200004,0,0,,1,4.513999939,1.013599992,0.609300017,0.569379985,0.145555556,0.570299983,0.0167,0.042599998,0.820599973,7.385399759,5.132699847,1.438891807,1.310000002,0.181789983,0.126340273,0.055449711,0.259824153,1.583899975,0.295761796,0.706169323,0.419310509,,5.256202002,-0.006794104,,,,,,,,,2.776806687,2.776806687,2.910277776,2.910277776,,,,,,,,,,,,,,,,,,,Alimber Santa,sa3015478,695001
Logan Gragg,,0.045600001,0.054400001,0.0053,4.806270182,0.925800025,0.015799999,0,0,,1,4.368000031,1.064499974,0.571099997,0.53403002,0.15755555,0.335299999,0.0232,0.054000001,0.690199971,6.211799741,3.017699987,2.058455038,1.417999953,0.158012813,0.07676282,0.081249993,0.267549694,1.399799973,0.289671191,0.702751334,0.395978063,,5.00220199,-0.006800077,,,,,,,,,2.90686674,2.90686674,3.164277788,3.164277788,,,,,,,,,,,,,,,,,,,Logan Gragg,sa3010306,685401
Connor Lunn,TBR,0.045899998,0.051899999,0,4.676220059,1,0,0,0,,1,4.301000118,1.06280005,0.5546,0.519580007,0.166555554,0.281100005,0.024800001,0.038400002,0.744499981,6.700499833,2.529900044,2.648523545,1.498999983,0.17309927,0.065356893,0.107742377,0.266934577,1.343900055,0.291894048,0.710618729,0.384165215,,4.801202033,-0.006821315,,,,,,,,,3.118586503,3.118586503,3.365277745,3.365277745,,,,,,,,,,,,,,,,,,,Connor Lunn,sa3011189,674086
Mitchell Tyranski,CHC,0.046500001,0.0513,0,4.510979891,1,0,0,0,,1,4.401000023,0.976700008,0.537899971,0.501219988,0.139333338,0.476000011,0.0254,0.0416,0.837800026,7.540200233,4.284000099,1.760084048,1.254000038,0.190365831,0.108157239,0.082208592,0.251506413,1.452700019,0.288124516,0.727398053,0.389968013,,4.855013148,-0.006826482,,,,,,,,,3.269579946,3.269579946,3.311466631,3.311466631,,,,,,,,,,,,,,,,,,,Mitchell Tyranski,sa3011235,680454
Eliazar Dishmey,MIA,0.035700001,0.086300001,0.047200002,5.942339659,0.186199993,0.173199996,0,0,,1,4.623000145,1.144199967,0.701699972,0.660259962,0.170000002,0.539200008,0.0034,0.047800001,0.603999972,5.435999751,4.852800071,1.120177974,1.530000016,0.130651082,0.116634218,0.014016864,0.283498496,1.683399975,0.298651109,0.679189167,0.406957652,,5.929479883,-0.006834626,,,,,,,,,1.781079981,1.781079981,2.236999895,2.236999895,,,,,,,,,,,,,,,,,,,Eliazar Dishmey,sa3019181,803244
Jackson Fristoe,NYY,0.043699998,0.078100003,0.050099999,5.827139854,0.175400004,0.175400004,0,0,,1,4.633999825,1.09739995,0.688499987,0.647459984,0.180333331,0.585300028,0.0031,0.046,0.68779999,6.190199912,5.267700255,1.175123794,1.622999981,0.148424691,0.126305578,0.022119112,0.27416494,1.682699978,0.292565695,0.695131334,0.405622016,,6.029113189,-0.006845668,,,,,,,,,1.810360051,1.810360051,2.137366589,2.137366589,,,,,,,,,,,,,,,,,,,Jackson Fristoe,sa3022104,690977
Cale Lansville,SFG,0.0427,0.077299997,0.052999999,5.434559941,0.238100007,0.162100002,0,0,,1,4.548999786,1.149700046,0.647899985,0.603839993,0.147333339,0.448900014,0.0048,0.048300002,0.548600018,4.937400162,4.040100127,1.222098465,1.32600005,0.120597943,0.098681037,0.021916907,0.283750459,1.59860006,0.298690884,0.682810658,0.455845593,,5.476213195,-0.006850546,,,,,,,,,2.204179802,2.204179802,2.690266583,2.690266583,,,,,,,,,,,,,,,,,,,Cale Lansville,sa3023176,695746
Alexander Cornielle,MIL,0.042100001,0.079400003,0.050799999,5.726789832,0.1919,0.171900004,0,0,,1,4.541999817,1.094499946,0.673799992,0.636309981,0.193555549,0.471399993,0.0035,0.057100002,0.675100029,6.075900257,4.242599934,1.432117181,1.741999939,0.148634975,0.103786881,0.044848094,0.27270462,1.565899938,0.286482995,0.688921672,0.361395878,,5.918001839,-0.006856826,,,,,,,,,1.938266965,1.938266965,2.24847794,2.24847794,,,,,,,,,,,,,,,,,,,Alexander Cornielle,sa3011779,529017
Parker Caracci,,0.045200001,0.0526,0,4.802760243,1,0,0,0,,1,4.441999912,1.013499975,0.571399987,0.533640027,0.141111106,0.479900002,0.025699999,0.046300001,0.82160002,7.394400179,4.319100022,1.712023371,1.269999951,0.184961737,0.108036923,0.076924814,0.258823229,1.493399978,0.295415727,0.711505154,0.405997028,,4.936324124,-0.006861849,,,,,,,,,3.093833493,3.093833493,3.230155654,3.230155654,,,,,,,,,,,,,,,,,,,Parker Caracci,sa3010619,674178
Jonathan Brand,BOS,0.0451,0.052700002,0,5.021190226,1,0,0,0,,1,4.436999798,1.057299972,0.596099973,0.557910025,0.146111116,0.442200005,0.025599999,0.047600001,0.757399976,6.816599786,3.979800045,1.712799565,1.315000042,0.170700926,0.099661939,0.071038987,0.267860769,1.499499977,0.299369924,0.697636125,0.411496289,,5.02052435,-0.006862322,,,,,,,,,2.899253283,2.899253283,3.145955428,3.145955428,,,,,,,,,,,,,,,,,,,Jonathan Brand,sa3020567,701213
Micah Dallas,OAK,0.045600001,0.052299999,0,4.611779988,1,0,0,0,,1,4.342000008,1.032500029,0.549399972,0.512419999,0.148777783,0.365799993,0.0251,0.041099999,0.757700026,6.819300234,3.292199939,2.071350574,1.339000046,0.174504842,0.084246889,0.090257953,0.262382157,1.398300022,0.291790189,0.713354717,0.407089689,,4.805890881,-0.006869661,,,,,,,,,3.180233271,3.180233271,3.360588897,3.360588897,,,,,,,,,,,,,,,,,,,Micah Dallas,sa3020391,690921
Kyle Whitten,TBR,0.0458,0.055300001,0.0084,4.77504015,0.886200011,0.0242,0,0,,1,4.394000053,1.058500051,0.569999993,0.530560017,0.147,0.401600003,0.0222,0.0381,0.741900027,6.677100241,3.614400029,1.84736061,1.322999999,0.168843882,0.09139736,0.077446522,0.267683291,1.460100055,0.297351094,0.709638861,0.436738258,,4.912779734,-0.006873724,,,,,,,,,3.00449991,3.00449991,3.253700044,3.253700044,,,,,,,,,,,,,,,,,,,Kyle Whitten,sa3016936,671093
Jefrem Leon,,0.041299999,0.079099998,0.046799999,5.823630452,0.227400005,0.164399996,0,0,,1,4.598999977,1.147099972,0.688799977,0.64707005,0.167777777,0.514199972,0.0046,0.047800001,0.58920002,5.302800179,4.627799749,1.145857744,1.50999999,0.128114813,0.111806909,0.016307903,0.284146636,1.661299944,0.298571818,0.681781007,0.416993572,,5.855190755,-0.006875797,,,,,,,,,1.846273541,1.846273541,2.311289024,2.311289024,,,,,,,,,,,,,,,,,,,Jefrem Leon,sa3016019,698986
Sterling Patick,LAD,0.045299999,0.076099999,0.047400001,5.924969673,0.188600004,0.172600001,0,0,,1,4.646999836,1.15320003,0.701099992,0.658329964,0.17566666,0.566100001,0.0035,0.047899999,0.569899976,5.129099786,5.094900012,1.006712551,1.580999941,0.12263826,0.121820534,0.000817727,0.285941006,1.719300032,0.297354596,0.691070346,0.424118815,,6.152346407,-0.00688215,,,,,,,,,1.538779955,1.538779955,2.014133371,2.014133371,,,,,,,,,,,,,,,,,,,Sterling Patick,sa3024981,814507
Jake Pilarski,,0.045200001,0.052700002,0,4.798710108,1,0,0,0,,1,4.455999851,1.030200005,0.573000014,0.533190012,0.134222224,0.485700011,0.025699999,0.046500001,0.78490001,7.064100087,4.371300101,1.616018101,1.208000019,0.176144532,0.108999108,0.067145424,0.26255162,1.515900016,0.298194315,0.710020995,0.434006819,,4.938168713,-0.006882695,,,,,,,,,3.043746611,3.043746611,3.228311066,3.228311066,,,,,,,,,,,,,,,,,,,Jake Pilarski,sa3020685,702355
Juan Pablo Lopez,HOU,0.0449,0.071599998,0.0436,5.48198998,0.356000006,0.136999995,0,0,,1,4.584000111,1.11590004,0.652400017,0.609109998,0.148888886,0.548799992,0.0082,0.046599999,0.622200012,5.59980011,4.939199924,1.133746395,1.339999974,0.135732984,0.119720763,0.016012221,0.279772353,1.664700031,0.300546319,0.695138972,0.44554603,,5.643835244,-0.006901065,,,,,,,,,2.125526652,2.125526652,2.522644535,2.522644535,,,,,,,,,,,,,,,,,,,Juan Pablo Lopez,sa3004647,670940
Lane Ramsey,MIA,0.042399999,0.055399999,0,4.889699757,1,0,0,0,,1,4.453999996,0.991299987,0.578499973,0.543299973,0.147444442,0.500999987,0.024900001,0.040399998,0.887499988,7.987499893,4.508999884,1.771457108,1.326999977,0.19925909,0.112483158,0.086775932,0.253360932,1.492299974,0.293244108,0.710642981,0.361745317,,4.932457504,-0.006901425,,,,,,,,,3.159853418,3.159853418,3.234022275,3.234022275,,,,,,,,,,,,,,,,,,,Lane Ramsey,25071,682010
Enmanuel Pinales,SDP,0.043200001,0.078500003,0.051800001,5.713740349,0.182899997,0.173899993,0,0,,1,4.519999981,1.102800012,0.672599971,0.634860039,0.192444444,0.473399997,0.0032,0.0425,0.621399999,5.592599988,4.260599971,1.31263203,1.731999993,0.137477876,0.104734513,0.032743363,0.275417701,1.576200008,0.285355062,0.691471837,0.363401762,,5.973157541,-0.00690212,,,,,,,,,1.860753318,1.860753318,2.193322238,2.193322238,,,,,,,,,,,,,,,,,,,Enmanuel Pinales,sa3018832,800215
Andy Fisher,CIN,0.0451,0.0528,0,4.943790257,1,0,0,0,,1,4.467999935,1.031200051,0.587100029,0.549310029,0.160222217,0.465600014,0.025800001,0.063699998,0.834800005,7.513200045,4.190400124,1.792955284,1.441999957,0.186839753,0.104207704,0.082632049,0.261812291,1.496800065,0.295880841,0.714898175,0.408902599,,5.16766863,-0.006903733,,,,,,,,,2.829846567,2.829846567,2.998811148,2.998811148,,,,,,,,,,,,,,,,,,,Andy Fisher,sa1172135,688585
Alex Scherff,MIN,0.0449,0.052900001,0,4.831019998,1,0,0,0,,1,4.440000057,0.996800005,0.572899997,0.53678,0.14644444,0.489600003,0.025599999,0.041299999,0.862900019,7.766100168,4.406400025,1.762459179,1.317999959,0.194346849,0.110270269,0.084076579,0.254994754,1.486400008,0.293250771,0.712904513,0.380796991,,4.937157464,-0.006909662,,,,,,,,,3.140153408,3.140153408,3.229322314,3.229322314,,,,,,,,,,,,,,,,,,,Alex Scherff,sa3005397,669085
Frank Mozzicato,KCR,0.0429,0.079000004,0.051199999,5.771250129,0.175400004,0.175400004,0,0,,1,4.678999901,1.077900052,0.682900012,0.641250014,0.150444448,0.677900016,0.0032,0.041900001,0.647199988,5.824799895,6.101100147,0.954713044,1.354000032,0.138320154,0.144881391,-0.006561237,0.272251991,1.755800068,0.293354211,0.694353768,0.396036921,,5.987257679,-0.006915055,,,,,,,,,1.881993078,1.881993078,2.179222099,2.179222099,,,,,,,,,,,,,,,,,,,Frank Mozzicato,sa3018242,700924
Austin Drury,,0.0458,0.052000001,0,4.639319837,1,0,0,0,,1,4.486000061,1.01849997,0.556900024,0.515479982,0.121333331,0.537199974,0.025900001,0.046700001,0.777100027,6.993900239,4.834799767,1.446574952,1.091999978,0.173227823,0.119750327,0.053477496,0.261013287,1.555699944,0.298690474,0.720721557,0.454006214,,4.941312951,-0.006918228,,,,,,,,,3.062000236,3.062000236,3.225166827,3.225166827,,,,,,,,,,,,,,,,,,,Austin Drury,sa3008043,682200
Aaron Barrett,WSN,0.0436,0.054200001,0,4.867739975,1,0,0,0,,1,4.392000198,1.052000046,0.577499986,0.540859997,0.154666662,0.392199993,0.026799999,0.044399999,0.731700003,6.585300028,3.529799938,1.865629821,1.39199996,0.166598354,0.089298719,0.077299634,0.265965513,1.444200039,0.292383049,0.705973409,0.390530896,,5.023546357,-0.006919192,,,,,,,,,2.915999965,2.915999965,3.142933421,3.142933421,,,,,,,,,,,,,,,,,,,Aaron Barrett,11243,502578
Kenten Egbert,CHC,0.0427,0.077200003,0.048799999,5.647140026,0.241400003,0.161400005,0,0,,1,4.552999973,1.119699955,0.668299973,0.627460003,0.16844444,0.499599993,0.0049,0.042800002,0.620599985,5.585399866,4.496399939,1.242193742,1.515999958,0.13630573,0.109729848,0.026575882,0.27918515,1.619299948,0.295278321,0.687398108,0.407998814,,5.74225751,-0.006922087,,,,,,,,,2.030913493,2.030913493,2.424222268,2.424222268,,,,,,,,,,,,,,,,,,,Kenten Egbert,sa3023500,687881
Kyle Johnson,,0.045200001,0.052700002,0,4.787280142,1,0,0,0,,1,4.464000225,1.03760004,0.572799981,0.531920016,0.129555553,0.485100001,0.025800001,0.0539,0.762799978,6.865199804,4.36590001,1.572459238,1.165999979,0.170878123,0.10866935,0.062208773,0.264356683,1.522700042,0.299423302,0.708181832,0.450999652,,4.942102016,-0.006927145,,,,,,,,,3.017306545,3.017306545,3.224377763,3.224377763,,,,,,,,,,,,,,,,,,,Kyle Johnson,sa921678,670721
Thomas Ireland,TEX,0.044500001,0.073899999,0.046999998,5.553990126,0.292499989,0.1505,0,0,,1,4.606999874,1.133999944,0.660099983,0.617110014,0.155444443,0.531099975,0.0065,0.052700002,0.587800026,5.290200233,4.779899776,1.106759656,1.398999989,0.127588461,0.115281092,0.01230737,0.281865175,1.665099919,0.298344146,0.694311171,0.434657777,,5.763057419,-0.006928429,,,,,,,,,1.963833616,1.963833616,2.403422359,2.403422359,,,,,,,,,,,,,,,,,,,Thomas Ireland,sa3021469,692179
Chris Clark,LAA,0.0394,0.082699999,0.047600001,5.95754993,0.175400004,0.175400004,0,0,,1,4.614999771,1.128999949,0.703199983,0.661949992,0.183777779,0.538100004,0.0031,0.0583,0.635299981,5.717699826,4.842900038,1.180635524,1.654000014,0.137659808,0.116598057,0.021061751,0.280943616,1.667099953,0.295426056,0.683708616,0.40932687,,6.07419096,-0.006932641,,,,,,,,,1.685533398,1.685533398,2.092288818,2.092288818,,,,,,,,,,,,,,,,,,,Chris Clark,sa3022874,805363
Gabriel Ponce,,0.045499999,0.0524,0,4.779629946,1,0,0,0,,1,4.434999943,0.971199989,0.565900028,0.531069994,0.148777783,0.494599998,0.025599999,0.052299999,0.899100006,8.091900051,4.451399982,1.817832611,1.339000046,0.202728302,0.111521985,0.091206316,0.249787815,1.465799987,0.289562633,0.715619899,0.362002468,,4.943090935,-0.006938321,,,,,,,,,3.202413319,3.202413319,3.223388843,3.223388843,,,,,,,,,,,,,,,,,,,Gabriel Ponce,sa3009985,676362
Marc Davis,WSN,0.039000001,0.082599998,0.0493,5.818320215,0.190300003,0.172299996,0,0,,1,4.592999935,1.100299954,0.686600029,0.646480024,0.175222218,0.554799974,0.0036,0.049199998,0.614400029,5.529600263,4.993199766,1.107426204,1.576999962,0.133768787,0.120792506,0.01297628,0.275833533,1.655099928,0.28914302,0.686982251,0.389526423,,6.027568471,-0.006942874,,,,,,,,,1.800786978,1.800786978,2.138911307,2.138911307,,,,,,,,,,,,,,,,,,,Marc Davis,sa3017722,690320
Michael Mariot,,0.045699999,0.052099999,0,4.740389764,1,0,0,0,,1,4.302999973,1.062899947,0.560299993,0.526709974,0.173777774,0.254200011,0.024700001,0.052099999,0.699999988,6.299999893,2.287800103,2.753737043,1.563999966,0.1626772,0.059075067,0.103602133,0.265944393,1.317099959,0.284708397,0.704779438,0.350990757,,4.944490895,-0.00694397,,,,,,,,,2.980093462,2.980093462,3.221988883,3.221988883,,,,,,,,,,,,,,,,,,,Michael Mariot,10835,592527
Emilio Marquez,KCR,0.045600001,0.052200001,0,4.851449847,1,0,0,0,,1,4.410999775,1.032400012,0.572399974,0.539049983,0.153333336,0.409399986,0.0255,0.048,0.785899997,7.073099971,3.684599876,1.919638552,1.380000025,0.178168224,0.092813423,0.085354802,0.261129115,1.441799998,0.291625683,0.708480493,0.330367326,,4.960213114,-0.006944479,,,,,,,,,3.029359968,3.029359968,3.206266664,3.206266664,,,,,,,,,,,,,,,,,,,Emilio Marquez,sa3006145,679892
Nick Ernst,,0.045200001,0.0526,0,4.815539896,1,0,0,0,,1,4.436999798,1.004099965,0.57160002,0.535059988,0.145888895,0.475499988,0.025599999,0.047600001,0.843299985,7.589699864,4.279499888,1.773501592,1.313000053,0.190060857,0.107167007,0.08289385,0.256547182,1.479599953,0.293434494,0.711958299,0.38699045,,4.945735407,-0.006968204,,,,,,,,,3.112206689,3.112206689,3.220744371,3.220744371,,,,,,,,,,,,,,,,,,,Nick Ernst,sa3010558,663870
Cesar Perdomo,SFG,0.045400001,0.069300003,0.044100001,5.052599967,0.419499993,0.123499997,0,0,,1,4.510000229,1.088600039,0.602699995,0.561399996,0.140777782,0.461100012,0.0099,0.046599999,0.645699978,5.811299801,4.149900109,1.400346912,1.267000034,0.14317072,0.102239465,0.040931254,0.271993599,1.549700052,0.294737123,0.700127344,0.423530835,,5.228291017,-0.006969819,,,,,,,,,2.606373106,2.606373106,2.938188761,2.938188761,,,,,,,,,,,,,,,,,,,Cesar Perdomo,sa3019248,702885
Jack Hartman,TBR,0.0458,0.052000001,0,4.646700203,1,0,0,0,,1,4.402999878,1.025500059,0.555999994,0.516300023,0.136888891,0.444299996,0.0254,0.041900001,0.79460001,7.151400089,3.998699963,1.788431279,1.232000023,0.18046787,0.100908473,0.079559397,0.261820897,1.469800055,0.297661173,0.714936472,0.44516854,,4.81543534,-0.006976587,,,,,,,,,3.180566509,3.180566509,3.351044439,3.351044439,,,,,,,,,,,,,,,,,,,Jack Hartman,sa3018250,689713
Alex Wells,,0.045499999,0.0524,0,4.781790197,1,0,0,0,,1,4.373000145,1.060199976,0.565699995,0.531310022,0.162222221,0.340499997,0.023499999,0.044500001,0.741900027,6.677100241,3.064499974,2.178854723,1.459999993,0.1696547,0.077864163,0.091790537,0.265847527,1.400699973,0.291184601,0.711492759,0.355991863,,4.946568598,-0.006977618,,,,,,,,,2.976946798,2.976946798,3.21991118,3.21991118,,,,,,,,,,,,,,,,,,,Alex Wells,19845,649144
Levi Stoudt,BAL,0.0462,0.0678,0.037799999,5.3242203,0.441799998,0.118799999,0,0,,1,4.459000111,1.093999982,0.629499972,0.591580033,0.179444447,0.403100014,0.01,0.047600001,0.674399972,6.069599748,3.627900124,1.67303386,1.615000024,0.151244664,0.090401436,0.060843228,0.272933652,1.497099996,0.289924991,0.696376519,0.383679606,,5.502557692,-0.006977795,,,,,,,,,2.345133246,2.345133246,2.663922086,2.663922086,,,,,,,,,,,,,,,,,,,Levi Stoudt,25650,686651
Khristian Curtis,PIT,0.0383,0.083300002,0.0462,5.967719793,0.195199996,0.171200007,0,0,,1,4.662000179,1.151200056,0.705799997,0.663079977,0.15533334,0.584399998,0.0037,0.047600001,0.579900026,5.219100237,5.259599984,0.992299843,1.398000062,0.124388675,0.12535392,-0.000965245,0.285657569,1.735600054,0.302257116,0.678333058,0.422632939,,5.922013146,-0.006977967,,,,,,,,,1.760079825,1.760079825,2.244466633,2.244466633,,,,,,,,,,,,,,,,,,,Khristian Curtis,sa3023473,694753
Franklin Gómez,NYM,0.048,0.071599998,0.054200001,5.344290197,0.241400003,0.161400005,0,0,,1,4.618000031,1.086500049,0.638199985,0.593810022,0.142333329,0.595799983,0.005,0.051199999,0.601499975,5.413499773,5.362199843,1.009566956,1.280999959,0.130251185,0.129016886,0.001234299,0.273608672,1.682300031,0.29256831,0.704030042,0.451380652,,5.754813046,-0.006980293,,,,,,,,,2.086399936,2.086399936,2.411666732,2.411666732,,,,,,,,,,,,,,,,,,,Franklin Gomez,sa3019153,800338
Caleb Smith,,0.046500001,0.0517,0.0008,4.614569485,0.988499999,0.0025,0,0,,1,4.370999813,0.959100008,0.544099987,0.512729943,0.165777773,0.432500005,0.0405,0.0418,0.89319998,8.038799822,3.892500043,2.065202244,1.491999954,0.204346836,0.098947615,0.105399221,0.246131356,1.391600013,0.279563051,0.730911505,0.30599032,,4.958090876,-0.006981678,,,,,,,,,3.230773322,3.230773322,3.208388902,3.208388902,,,,,,,,,,,,,,,,,,,Caleb Smith,14875,592761
Patrick Wicklander,,0.045899998,0.052000001,0,4.662450135,1,0,0,0,,1,4.40899992,1.037799954,0.555899978,0.518050015,0.142777771,0.417100012,0.0255,0.046700001,0.733399987,6.600599885,3.753900111,1.758331253,1.284999937,0.166341574,0.094601955,0.071739619,0.263053832,1.454899967,0.29163106,0.716328324,0.403000912,,4.947190863,-0.00698465,,,,,,,,,3.020953473,3.020953473,3.219288915,3.219288915,,,,,,,,,,,,,,,,,,,Patrick Wicklander,sa3017304,677353
Jhosmer Alvarez,ARI,0.046399999,0.051399998,0,4.796820223,1,0,0,0,,1,4.447999954,1.057500005,0.573400021,0.532980025,0.124444447,0.458700001,0.025699999,0.046100002,0.761799991,6.85619992,4.128300011,1.660780443,1.120000027,0.171267985,0.103125001,0.068142984,0.268183206,1.516200006,0.305223793,0.702545154,0.446110616,,4.775057622,-0.006994893,,,,,,,,,3.129033257,3.129033257,3.391422156,3.391422156,,,,,,,,,,,,,,,,,,,Jhosmer Alvarez,sa3005437,678493
José Davila,STL,0.043499999,0.078100003,0.0539,5.601959825,0.182899997,0.173899993,0,0,,1,4.583000183,1.128600001,0.665700018,0.622439981,0.157222226,0.516300023,0.0033,0.054900002,0.542699993,4.884299934,4.646700203,1.051133002,1.415000036,0.118415878,0.112655466,0.005760412,0.281320095,1.644900024,0.2933012,0.687259706,0.436397804,,5.838568807,-0.006995378,,,,,,,,,1.903606526,1.903606526,2.327910971,2.327910971,,,,,,,,,,,,,,,,,,,Jose Davila,sa3015092,692369
Ryan Long,BAL,0.046100002,0.071599998,0.0458,5.459309757,0.31400001,0.145999998,0,0,,1,4.43900013,1.103199959,0.6426,0.606589973,0.197999999,0.368600011,0.0067,0.045000002,0.65140003,5.862600267,3.317400098,1.767227375,1.78199999,0.146744765,0.08303672,0.063708045,0.274059703,1.47179997,0.285012574,0.694123547,0.35096181,,5.678479743,-0.007000187,,,,,,,,,2.158280142,2.158280142,2.488000035,2.488000035,,,,,,,,,,,,,,,,,,,Ryan Long,sa3017616,702465
Cayne Ueckert,CHC,0.045600001,0.052299999,0,4.683599889,1,0,0,0,,1,4.455999851,0.983399987,0.559400022,0.520399988,0.130222216,0.525399983,0.025699999,0.0548,0.864799976,7.783199787,4.728599846,1.645984021,1.171999946,0.194075405,0.117908438,0.076166967,0.253728268,1.50879997,0.29616231,0.715724023,0.42606926,,4.870368586,-0.007002986,,,,,,,,,3.230426777,3.230426777,3.296111193,3.296111193,,,,,,,,,,,,,,,,,,,Cayne Ueckert,sa3010789,681145
Ryan Hartman,HOU,0.0458,0.052000001,0,4.796099782,1,0,0,0,,1,4.389999866,1.061100006,0.569800019,0.532899976,0.153555557,0.379400015,0.0253,0.041900001,0.74180001,6.676200092,3.414600134,1.955192359,1.382000014,0.168974951,0.086423696,0.082551254,0.26736716,1.440500021,0.295295406,0.710472623,0.394167429,,4.94300205,-0.00701027,,,,,,,,,2.972106603,2.972106603,3.223477729,3.223477729,,,,,,,,,,,,,,,,,,,Ryan Hartman,19480,670057
Johnathan Lavallee,TOR,0.045899998,0.051899999,0,4.755059838,1,0,0,0,,1,4.480000019,0.98089999,0.567300022,0.528339982,0.134555548,0.550599992,0.025900001,0.043299999,0.862999976,7.766999781,4.95539993,1.567381017,1.210999936,0.192633922,0.122901783,0.069732139,0.25241244,1.531499982,0.293000312,0.717879542,0.415946837,,4.971401931,-0.007011116,,,,,,,,,3.138926759,3.138926759,3.195077848,3.195077848,,,,,,,,,,,,,,,,,,,Johnathan Lavallee,sa3017993,702300
Malvin Pena,,0.045299999,0.052499998,0,4.783949912,1,0,0,0,,1,4.407000065,1.023900032,0.568499982,0.53154999,0.148444444,0.4287,0.0255,0.045600001,0.784799993,7.063199937,3.8583,1.830650788,1.335999995,0.178080323,0.097277058,0.080803265,0.260355485,1.452600032,0.291871492,0.710247276,0.393997268,,4.949557566,-0.007011392,,,,,,,,,3.05869324,3.05869324,3.216922212,3.216922212,,,,,,,,,,,,,,,,,,,Malvin Pena,sa830644,658369
Matt Turner,COL,0.041999999,0.055799998,0,5.333220184,1,0,0,0,,1,4.559999943,1.126999974,0.635200024,0.59258002,0.139111117,0.51819998,0.0263,0.050799999,0.705299973,6.347699761,4.663799822,1.361057507,1.252000049,0.154671049,0.113640348,0.041030701,0.282385363,1.645199955,0.313955492,0.696338265,0.46473624,,5.271324285,-0.007011584,,,,,,,,,2.462333342,2.462333342,2.895155493,2.895155493,,,,,,,,,,,,,,,,,,,Matt Turner,sa3005029,676666
Chandler Jozwiak,MIA,0.042399999,0.060400002,0.0124,4.918500245,0.828499973,0.036499999,0,0,,1,4.480999947,1.066499949,0.586600006,0.546500027,0.138111115,0.474099994,0.021,0.0447,0.703599989,6.332399905,4.266899943,1.484075087,1.243000031,0.157018522,0.105802276,0.051216246,0.269168634,1.540599942,0.297513909,0.708112017,0.422026563,,5.11112427,-0.007021533,,,,,,,,,2.779133422,2.779133422,3.055355508,3.055355508,,,,,,,,,,,,,,,,,,,Chandler Jozwiak,sa3017307,685001
Mitchell Kilkenny,,0.0451,0.0528,0,4.847760201,1,0,0,0,,1,4.374000072,1.070799947,0.575100005,0.538640022,0.157666668,0.341300011,0.0253,0.048300002,0.717199981,6.454799831,3.071700096,2.101376967,1.419000015,0.1639689,0.078029265,0.085939635,0.2687481,1.412099957,0.293656044,0.702554476,0.389004718,,4.950546541,-0.007022566,,,,,,,,,2.942220043,2.942220043,3.215933237,3.215933237,,,,,,,,,,,,,,,,,,,Mitchell Kilkenny,sa3010119,669435
Jerson Ramirez,,0.045200001,0.052700002,0,4.827960134,1,0,0,0,,1,4.446000099,0.989899993,0.572300017,0.536440015,0.146222219,0.496899992,0.025699999,0.048900001,0.877099991,7.893899918,4.47209993,1.765143901,1.31599997,0.197278446,0.111763379,0.085515068,0.253807488,1.486799985,0.293261586,0.713289058,0.377005187,,4.950568621,-0.007022816,,,,,,,,,3.144526729,3.144526729,3.215911157,3.215911157,,,,,,,,,,,,,,,,,,,Jerson Ramirez,sa3006541,678258
Mike Morin,,0.0451,0.052700002,0,4.837229848,1,0,0,0,,1,4.401000023,1.037700057,0.573099971,0.537469983,0.154888883,0.402399987,0.0253,0.046399999,0.786899984,7.082099855,3.621599883,1.955516922,1.393999949,0.178800268,0.091433762,0.087366506,0.262562635,1.440100044,0.29325269,0.708764438,0.376990023,,4.952635252,-0.007046166,,,,,,,,,3.024246597,3.024246597,3.213844527,3.213844527,,,,,,,,,,,,,,,,,,,Mike Morin,13442,573046
