Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Paul Skenes,PIT,13.18760014,8.652199745,21.13260078,2.792059998,30.78000069,30.78000069,0,0,,188.1044006,758.7910156,146.9232025,64.55599976,58.35541916,15.54996395,55.3219986,0.436300009,7.520400047,241.2425995,11.54243807,2.646923653,4.360699281,0.744000008,0.317930227,0.072908083,0.245022143,0.211112141,1.075175277,0.299149329,0.762925665,0.470836385,,2.678407881,5.752156451,,,,,,,,,1112.665685,5.915149677,1032.330475,5.488071897,4.2,3.73,3.43,3.19,2.98,2.78,2.59,2.38,2.11,3.71,3.47,3.31,3.17,3.05,2.94,2.82,2.69,2.52,Paul Skenes,33677,694973
Tarik Skubal,DET,13.25259972,9.517499924,21.63660049,2.917990343,32,32,0,0,,196.2339935,787.1400146,160.2411957,69.87390137,63.62321091,19.88504601,45.21179962,0.301499993,7.986299992,228.3643036,10.47361212,2.073576495,5.050989023,0.912000061,0.290119038,0.057438065,0.232680972,0.218329533,1.046979637,0.288981466,0.763335923,0.435306014,,2.96962953,5.127143986,,,,,,,,,1088.052686,5.54466974,1019.798678,5.196850248,4.27,3.83,3.55,3.32,3.12,2.93,2.74,2.54,2.28,3.72,3.53,3.4,3.29,3.19,3.09,2.99,2.88,2.73,Tarik Skubal,22267,669373
Jacob deGrom,TEX,11.16189957,6.844600201,16.51370049,2.877579781,25.92000008,25.92000008,0,0,,152.0175018,602.2880249,116.1639023,52.70479965,48.60472107,17.21175957,30.26440048,0.301699996,4.925499916,205.945694,12.19274902,1.791764771,6.804882657,1.019000011,0.341938882,0.050249049,0.291689833,0.204839158,0.963233187,0.287701197,0.766141534,0.383545368,,2.623326448,5.078122488,,,,,,,,,917.5204117,6.035623534,842.6563215,5.54315333,4.34,3.82,3.48,3.22,2.99,2.78,2.57,2.34,2.06,3.77,3.52,3.35,3.21,3.08,2.96,2.84,2.7,2.52,Jacob deGrom,10954,594798
Garrett Crochet,BOS,12.52289963,8.277999878,17.40880013,3.029119246,30.78000069,30.78000069,0,0,,170.1381989,683.2860107,132.667099,62.48590088,57.2632103,16.59792709,51.82929993,0.392199993,6.531499863,220.1629028,11.64621548,2.741675312,4.247846356,0.878000031,0.322211928,0.075853009,0.246358919,0.212292762,1.084391396,0.299020666,0.75661061,0.440865635,,2.875714069,4.786253699,,,,,,,,,975.1771172,5.731676506,900.1613483,5.290765709,4.48,3.99,3.67,3.41,3.19,2.98,2.78,2.55,2.27,3.92,3.68,3.52,3.39,3.27,3.16,3.04,2.91,2.73,Garrett Crochet,27463,676979
Zack Wheeler,PHI,13.41580009,9.482099533,20.56270027,3.328599771,32,32,0,0,,198.5180054,809.6170044,171.0789032,79.98799896,73.42077637,22.96191597,51.07139969,0.817700028,8.658900261,212.4143066,9.630001854,2.315369814,4.159163601,1.041000001,0.262363939,0.063080938,0.199283002,0.228139667,1.119043597,0.287879436,0.748208395,0.426170427,,3.432789094,4.54450895,,,,,,,,,987.4342384,4.974028611,939.7228327,4.733690684,4.72,4.27,3.97,3.74,3.53,3.33,3.13,2.92,2.64,4.12,3.93,3.8,3.7,3.6,3.51,3.41,3.3,3.15,Zack Wheeler,10310,554430
Chris Sale,ATL,13.83749962,7.888100147,19.96859932,3.071899609,30.78000069,30.78000069,0,0,,186.7720947,754.3300171,152.5561066,69.53130341,63.74945831,19.42429924,47.39530182,0.522000015,8.974300385,229.8993988,11.07817842,2.283840726,4.850679075,0.936000067,0.304772969,0.06283099,0.241941979,0.218574153,1.070563612,0.296747463,0.754932136,0.42585026,,2.962091104,4.517564147,,,,,,,,,1037.238734,5.553499498,972.0345745,5.204388675,4.47,4.01,3.7,3.46,3.25,3.05,2.85,2.63,2.36,3.91,3.7,3.55,3.43,3.32,3.22,3.11,2.98,2.82,Chris Sale,10603,519242
Tyler Glasnow,LAD,10.52630043,6.421700001,14.76580048,3.216749342,24.29999924,24.29999924,0,0,,143.6885986,579.6229858,116.7387009,55.96689987,51.35668945,16.14101982,40.79330063,0.242899999,3.556600094,178.128006,11.15712777,2.555106732,4.366599496,1.011000036,0.307317015,0.070379025,0.23693799,0.218091856,1.096343085,0.295004351,0.752698873,0.448947277,,3.073410097,3.759867407,,,,,,,,,784.4467736,5.459352942,731.8160453,5.093069682,4.77,4.24,3.89,3.62,3.38,3.15,2.93,2.69,2.39,4.09,3.87,3.71,3.59,3.48,3.37,3.25,3.12,2.95,Tyler Glasnow,14374,607192
Sonny Gray,STL,12.09840012,9.599599838,18.50469971,3.407900103,30.78000069,30.78000069,0,0,,184.7655029,764.125,164.3311005,76.4681015,69.96248627,19.68778992,51.48600006,0.431699991,6.828199863,197.3430023,9.61265492,2.507903224,3.832944919,0.958999956,0.258260104,0.067379028,0.190881076,0.232825993,1.168059498,0.295927223,0.740217233,0.447402666,,3.362392237,3.640312716,,,,,,,,,917.5874494,4.966227108,887.6296506,4.804087541,4.88,4.41,4.1,3.85,3.63,3.42,3.21,2.98,2.69,4.26,4.06,3.92,3.81,3.7,3.6,3.49,3.37,3.21,Sonny Gray,12768,543243
Dylan Cease,SDP,12.42640018,9.95470047,18.48110008,3.480040425,32,32,0,0,,188.9936066,786.1630249,154.4230042,79.01909637,73.07837677,22.36424255,70.68319702,1.010200024,6.429200172,224.3081055,10.68169969,3.365980388,3.173428975,1.064999958,0.285320091,0.089909083,0.195411007,0.217788403,1.191078393,0.285607623,0.753817971,0.379245504,,3.555149719,3.609477902,,,,,,,,,939.2517138,4.969753902,871.511899,4.611330059,4.91,4.44,4.13,3.88,3.67,3.46,3.25,3.03,2.74,4.28,4.09,3.95,3.84,3.74,3.64,3.54,3.43,3.27,Dylan Cease,18525,656302
Corbin Burnes,ARI,12.21889973,9.77670002,18.38999939,3.685880545,30.78000069,30.78000069,0,0,,189.8486023,792.6870117,178.1074982,84.6740036,77.75102997,20.03957367,53.73149872,0.249699995,7.150000095,192.5809937,9.12953228,2.547205945,3.584135903,0.949999952,0.242947078,0.067784003,0.175163076,0.243380919,1.221178318,0.304453983,0.722163107,0.457686548,,3.471970396,3.606065732,,,,,,,,,897.8308965,4.729194135,891.2460446,4.694509382,5.19,4.71,4.4,4.14,3.92,3.71,3.49,3.26,2.96,4.54,4.35,4.21,4.1,3.99,3.89,3.79,3.67,3.51,Corbin Burnes,19361,669203
Cole Ragans,KCR,12.03120041,9.542900085,17.8348999,3.503340126,30.78000069,30.78000069,0,0,,182.6325989,763.1950073,156.0731964,77.17510223,71.09156799,19.35905647,68.97380066,0.550300002,6.481800079,207.3455963,10.21783832,3.398978111,3.006150079,0.954000049,0.271681018,0.090375068,0.18130595,0.226936533,1.232238924,0.296537601,0.747037835,0.407633221,,3.513314594,3.600647954,,,,,,,,,895.8989168,4.905470997,849.8196507,4.653165185,4.99,4.5,4.18,3.93,3.7,3.49,3.28,3.04,2.75,4.37,4.16,4.01,3.89,3.78,3.67,3.56,3.44,3.27,Cole Ragans,21846,666142
Pablo López,MIN,12.1012001,10.54310036,18.63349915,3.62667911,32,32,0,0,,193.1067047,797.632019,176.9703979,84.35949707,77.81511688,23.73066711,48.34529877,0.863799989,8.607199669,202.396698,9.432972743,2.253198249,4.186481481,1.105999941,0.253746957,0.060611031,0.193135927,0.238929784,1.166793753,0.297811853,0.733792349,0.431337167,,3.552601907,3.592733166,,,,,,,,,910.9152754,4.71716027,890.9707518,4.613877872,5.09,4.62,4.31,4.06,3.84,3.63,3.42,3.19,2.89,4.46,4.27,4.13,4.01,3.91,3.81,3.7,3.58,3.43,Pablo Lopez,17085,641154
Logan Webb,SFG,12.29489994,10.81760025,20.6534996,3.422520689,32,32,0,0,,201.1092987,838.3049927,200.2160034,85.05899811,76.4778595,16.78145409,45.44369888,0.844200015,6.426400185,174.4797058,7.808278197,2.03368662,3.83946972,0.751000017,0.208133922,0.054209028,0.153924894,0.254586877,1.22152334,0.308203368,0.722887144,0.557999939,,3.28984448,3.581003786,,,,,,,,,954.5844307,4.746595194,980.7367048,4.876635298,4.92,4.47,4.17,3.93,3.72,3.52,3.31,3.09,2.8,4.32,4.13,4,3.89,3.79,3.69,3.59,3.47,3.32,Logan Webb,17995,657277
Framber Valdez,HOU,11.90849972,9.194899559,19.02799988,3.425249937,29.15999985,29.15999985,0,0,,184.5924072,766.2609863,172.7872925,77.85900116,70.25279236,15.60831261,59.15309906,0.351700008,8.594400406,177.0332031,8.631442929,2.884072533,2.992796759,0.760999954,0.231035125,0.077197065,0.153838061,0.24736429,1.256500173,0.310709011,0.73341094,0.568853352,,3.448637408,3.530831215,,,,,,,,,875.5785158,4.743307317,870.8778801,4.717842371,4.95,4.48,4.17,3.92,3.7,3.49,3.28,3.05,2.76,4.31,4.12,3.99,3.88,3.78,3.68,3.58,3.46,3.31,Framber Valdez,17295,664285
Blake Snell,LAD,12.0078001,8.2166996,16.41530037,3.499199817,29.15999985,29.15999985,0,0,,169.982193,711.5200195,133.9853058,71.55169678,66.08907318,20.64339447,73.35630035,0.412,5.057499886,220.6524048,11.68282164,3.883975677,3.007954378,1.093000078,0.31011412,0.103098013,0.207016107,0.211631637,1.219784276,0.28927743,0.760979935,0.397896295,,3.532992989,3.520859975,,,,,,,,,861.65609,5.069096208,787.6102457,4.63348679,5.01,4.5,4.17,3.91,3.68,3.46,3.25,3.01,2.71,4.35,4.14,3.99,3.87,3.76,3.66,3.55,3.42,3.25,Blake Snell,13543,605483
Logan Gilbert,SEA,12.26239967,10.71020031,20.15940094,3.453479389,32,32,0,0,,198.741806,808.2219849,177.0431976,82.62470245,76.26119232,25.19604301,43.34899902,1.11619997,6.106900215,208.0323029,9.420719088,1.963054473,4.799010532,1.140999932,0.257395006,0.053635016,0.20375999,0.233330404,1.108937274,0.288936727,0.744215529,0.406066058,,3.467632577,3.426791354,,,,,,,,,968.1626297,4.871459352,933.857379,4.698847201,4.83,4.38,4.08,3.84,3.62,3.42,3.22,3,2.72,4.23,4.04,3.91,3.8,3.7,3.6,3.5,3.38,3.23,Logan Gilbert,22250,669302
Sandy Alcantara,MIA,10.22060013,11.22579956,18.4965992,3.805780051,29.15999985,29.15999985,0,0,,188.8298035,789.7520142,186.4138031,87.10109711,79.84941101,21.00206947,47.73419952,0.781899989,7.577700138,170.0478973,8.104817396,2.275105878,3.562391305,1.000999958,0.215318093,0.06044201,0.154876082,0.253817567,1.23999495,0.304406943,0.718194973,0.480344944,,3.690056066,3.28227615,,,,,,,,,828.4992988,4.387545205,845.2822099,4.476423713,5.39,4.88,4.55,4.28,4.05,3.83,3.6,3.36,3.05,4.78,4.54,4.38,4.25,4.12,4.01,3.88,3.75,3.56,Sandy Alcantara,18684,645261
Yoshinobu Yamamoto,LAD,11.10319996,7.852399826,14.95759964,3.537530373,27.54000092,27.54000092,0,0,,157.8959961,650.5809937,143.6871033,67.69830322,62.06243134,18.49137688,42.79000092,0.379900008,5.211200237,164.6074066,9.382547349,2.4390106,3.846866163,1.054000076,0.253016009,0.065771981,0.187244028,0.238453239,1.181012241,0.29845386,0.739643876,0.465301302,,3.515929359,3.213275214,,,,,,,,,752.6111768,4.766499439,734.3032908,4.650550419,5.13,4.6,4.26,3.98,3.74,3.52,3.29,3.05,2.73,4.44,4.22,4.07,3.95,3.83,3.72,3.61,3.48,3.31,Yoshinobu Yamamoto,33825,808967
Max Fried,NYY,11.81099987,8.774200439,17.63249969,3.416710185,29.15999985,29.15999985,0,0,,175.8403931,734.197998,167.0045929,73.71289825,66.75507355,17.89664459,49.40340042,0.528599977,6.576900005,166.6481934,8.529517673,2.528603332,3.373213016,0.916000007,0.226979907,0.067288934,0.159690973,0.246240394,1.230706947,0.30203797,0.745717734,0.509047614,,3.549218312,3.207284495,,,,,,,,,812.2337241,4.619153256,811.9010711,4.617261466,4.96,4.48,4.15,3.9,3.67,3.46,3.24,3.01,2.71,4.32,4.12,3.97,3.86,3.75,3.65,3.54,3.42,3.26,Max Fried,13743,608331
Spencer Strider,ATL,9.583600044,5.916699886,12.93700027,3.194799251,22.68000031,22.68000031,0,0,,128.5805054,522.0479736,99.33110046,49.28960037,45.64321136,14.17242813,42.02750015,0.499599993,5.116600037,170.0274963,11.90108456,2.941717333,4.045624787,0.991999937,0.325693241,0.080505054,0.245188187,0.209160434,1.099378169,0.29293951,0.757662284,0.377735623,,3.054634469,3.155881236,,,,,,,,,717.5367046,5.580447071,657.2836533,5.111845309,4.78,4.21,3.85,3.56,3.31,3.08,2.85,2.6,2.29,4.06,3.83,3.67,3.54,3.42,3.3,3.18,3.05,2.87,Spencer Strider,27498,675911
Aaron Nola,PHI,11.69120026,10.20199966,17.4885006,3.847439146,30.78000069,30.78000069,0,0,,187.6676025,780.322998,178.3146973,86.78890228,80.22663116,26.58624268,44.94739914,0.77640003,5.935100079,185.2297974,8.883089855,2.155548357,4.12103483,1.274999951,0.237375802,0.057601018,0.179774784,0.244454068,1.18966776,0.293124585,0.733563744,0.428171328,,3.847519318,3.12796664,,,,,,,,,815.9233581,4.347704916,810.528955,4.31896046,5.34,4.86,4.54,4.29,4.06,3.84,3.63,3.39,3.08,4.68,4.49,4.35,4.24,4.13,4.03,3.93,3.81,3.65,Aaron Nola,16149,605400
Cristopher Sánchez,PHI,11.32139969,8.927399635,16.42539978,3.48566084,29.15999985,29.15999985,0,0,,169.7778015,706.2310181,163.7053986,72.76509857,65.7542038,16.69481659,47.76660156,0.394800007,5.781199932,148.8233032,7.889192327,2.532129703,3.115635158,0.88499997,0.210728925,0.067635944,0.143092981,0.250819072,1.245580978,0.301767477,0.737413341,0.537752748,,3.637857149,3.116010162,,,,,,,,,762.3786529,4.490449553,768.8595939,4.528622629,5.07,4.57,4.24,3.97,3.74,3.52,3.3,3.06,2.76,4.42,4.2,4.06,3.93,3.82,3.72,3.61,3.48,3.31,Cristopher Sanchez,20778,650911
Joe Ryan,MIN,10.03680038,9.083800316,14.55259991,3.768459729,27.54000092,27.54000092,0,0,,159.7088013,655.0809937,140.800705,71.29489899,66.87290955,23.86759377,37.24599838,0.266600013,6.694900036,177.1797943,9.984535205,2.098907404,4.757015572,1.345000039,0.270470058,0.056857089,0.213612969,0.230390226,1.114820861,0.285138236,0.738092201,0.327705187,,3.715866067,3.113859326,,,,,,,,,744.7287866,4.663041615,710.8021808,4.450613711,5.3,4.77,4.42,4.14,3.9,3.67,3.44,3.19,2.87,4.61,4.38,4.23,4.1,3.99,3.88,3.76,3.63,3.45,Joe Ryan,21390,657746
Michael King,SDP,11.49800014,9.918299675,16.8458004,3.645860081,30.78000069,30.78000069,0,0,,179.5193024,752.7009888,156.7548981,78.95659637,72.72247314,21.76172829,64.35070038,0.84829998,7.54129982,191.3013,9.590677313,3.226150591,2.97279282,1.090999976,0.254153114,0.085493046,0.168660068,0.230247985,1.231653619,0.288603604,0.745644221,0.420676636,,3.812515423,3.045815613,,,,,,,,,820.1374441,4.568519559,781.6206436,4.353964355,5.18,4.68,4.35,4.09,3.85,3.63,3.41,3.17,2.87,4.55,4.33,4.17,4.05,3.93,3.82,3.7,3.57,3.4,Michael King,19853,650633
Hunter Brown,HOU,10.78499985,9.358099937,15.37650013,3.698879313,29.15999985,29.15999985,0,0,,167.5328064,702.7379761,152.5065002,75.24980164,68.85373688,18.33553505,57.86349869,0.312000006,6.488399982,174.8876038,9.395105757,3.108474689,3.022416683,0.985000007,0.248866021,0.082340076,0.166525944,0.238893838,1.255694353,0.301397429,0.731564778,0.489713992,,3.653801909,3.038414218,,,,,,,,,774.4182971,4.622487462,756.0215878,4.51267787,5.3,4.78,4.44,4.17,3.93,3.71,3.48,3.23,2.92,4.62,4.4,4.25,4.13,4.02,3.91,3.79,3.67,3.49,Hunter Brown,25880,686613
Freddy Peralta,MIL,11.1491003,10.19229984,16.2371006,3.750700956,30.78000069,30.78000069,0,0,,177.9577026,743.348999,150.1430054,79.68219757,74.16290283,23.96496964,63.27090073,0.440100014,8.265999794,205.4199982,10.38887306,3.199850853,3.246674155,1.21199995,0.276343949,0.08511601,0.19122794,0.223489582,1.199239499,0.285195068,0.74352005,0.370701658,,3.814472581,3.02930479,,,,,,,,,827.9753538,4.652652521,774.4732027,4.352007197,5.26,4.76,4.43,4.16,3.93,3.71,3.49,3.25,2.94,4.6,4.39,4.24,4.12,4.01,3.9,3.79,3.67,3.5,Freddy Peralta,18679,642547
Kevin Gausman,TOR,11.81589985,10.85130024,17.64669991,3.913090553,32,32,0,0,,193.2377014,812.2650146,182.5617981,90.57420349,84.01740265,25.50737572,54.78480148,0.424800009,4.971899986,192.3977966,8.960881634,2.551589104,3.511882701,1.187999959,0.236865793,0.067446954,0.169418838,0.242604361,1.228262383,0.29377759,0.727906708,0.392903579,,3.818890744,2.981989413,,,,,,,,,847.083083,4.383632577,840.1181116,4.347589034,5.41,4.93,4.61,4.35,4.12,3.91,3.69,3.45,3.14,4.77,4.56,4.42,4.3,4.2,4.09,3.98,3.86,3.7,Kevin Gausman,14107,592332
Shota Imanaga,CHC,11.06980038,9.681900024,17.10980034,3.68741075,29.15999985,29.15999985,0,0,,177.9658966,733.8800049,165.3509979,78.41690063,72.91481781,25.92370033,38.75469971,0.399199992,5.733099937,178.9626007,9.050404808,1.959882787,4.617829633,1.31100007,0.243858123,0.052807952,0.191050172,0.239850403,1.146880956,0.287772133,0.748983444,0.363271485,,3.798883536,2.970409527,,,,,,,,,792.6353287,4.453860789,777.2831812,4.367596242,5.19,4.69,4.36,4.09,3.86,3.64,3.42,3.18,2.88,4.54,4.33,4.18,4.05,3.94,3.83,3.72,3.59,3.42,Shota Imanaga,33829,684007
Yusei Kikuchi,LAA,11.01580048,10.22220039,15.90480042,3.760089941,30.78000069,30.78000069,0,0,,176.1096039,727.7260132,156.3775024,79.36579895,73.5764389,24.8705883,54.82180023,0.252499998,6.02120018,195.8265991,10.00762794,2.801642791,3.57205707,1.270999933,0.269093856,0.075333023,0.193760834,0.234490157,1.199249206,0.294735751,0.747438177,0.420853623,,3.814902399,2.897151551,,,,,,,,,799.8455233,4.541748466,766.3545685,4.351577379,5.28,4.78,4.45,4.19,3.95,3.73,3.51,3.27,2.96,4.61,4.41,4.26,4.14,4.03,3.93,3.82,3.69,3.53,Yusei Kikuchi,20633,579328
George Kirby,SEA,9.957799911,9.120800018,15.12699986,3.537379476,27.54000092,27.54000092,0,0,,158.9353943,648.4509888,149.6450958,67.78150177,62.46831131,20.52032661,24.33699989,0.383899987,6.322999954,150.7104034,8.534245233,1.378125999,6.192645113,1.162000072,0.232416028,0.037530978,0.19488505,0.24222609,1.09467181,0.289154188,0.731138959,0.412638286,,3.527151099,2.814016155,,,,,,,,,744.0854586,4.681685045,737.3535328,4.639328679,5.05,4.54,4.2,3.94,3.7,3.48,3.26,3.02,2.71,4.35,4.15,4.01,3.89,3.79,3.69,3.58,3.46,3.3,George Kirby,25436,669923
Nathan Eovaldi,TEX,10.96329975,9.67440033,16.46229935,3.787749103,29.15999985,29.15999985,0,0,,175.9642944,734.40802,167.9075928,80.48719788,74.05651093,21.80002213,47.08440018,0.519200027,6.808700085,170.7404022,8.732814944,2.408213569,3.62626266,1.115000062,0.232487116,0.064112045,0.16837507,0.246736093,1.221793283,0.299416408,0.729134084,0.455993589,,3.755228674,2.795994092,,,,,,,,,777.2372691,4.417016939,776.2226882,4.411251105,5.35,4.85,4.52,4.25,4.01,3.79,3.57,3.32,3.01,4.68,4.47,4.32,4.2,4.09,3.99,3.88,3.75,3.58,Nathan Eovaldi,9132,543135
Justin Steele,CHC,10.83769989,9.367199898,15.92720032,3.582009342,29.15999985,29.15999985,0,0,,168.613205,697.3250122,156.7503967,73.1556015,67.10823059,19.03455734,47.04779816,0.552299976,6.497700214,164.634903,8.787651756,2.511251616,3.499311539,1.015999999,0.236094934,0.067468967,0.168625967,0.243484599,1.208672802,0.29931065,0.737469546,0.45468204,,3.63391609,2.795259604,,,,,,,,,774.6949407,4.594509314,764.2500901,4.532563688,5.14,4.64,4.3,4.03,3.8,3.58,3.35,3.11,2.8,4.48,4.26,4.12,3.99,3.88,3.77,3.66,3.53,3.36,Justin Steele,17312,657006
Tanner Houck,BOS,11.0614996,10.42380047,15.0642004,3.96433787,40.15999985,29.15999985,0,0.641099989,,182.6842041,777.5839844,184.0093994,87.94380188,80.46910095,18.26841927,55.91469955,1.162400007,11.11629963,162.2453003,7.993070391,2.75465686,2.901657374,0.899999944,0.208653089,0.071908245,0.136744844,0.258966472,1.313327007,0.312695664,0.709034261,0.519819312,,3.791010224,2.790300181,,,,,,,,,774.6991179,4.24064643,801.893573,4.389506892,5.76152,5.1506,4.75604,4.44774,4.17787,3.93342,3.68258,3.41476,3.07994,4.94243,4.71364,4.55424,4.42484,4.30544,4.18665,4.06725,3.93725,3.74905,Tanner Houck,19879,656557
Shane McClanahan,TBR,9.756799698,7.915299892,13.77099991,3.428677382,32.29999924,24.29999924,0,0.685400009,,149.6098022,614.1879883,131.7427979,62.13339996,56.99597168,17.57083893,43.67459869,0.549600005,4.325699806,164.4006958,9.889768184,2.627310392,3.764217662,1.056999929,0.267671623,0.071109497,0.196562127,0.232683967,1.172499354,0.29715554,0.751129373,0.451729025,,3.458040955,2.759469017,,,,,,,,,736.0020395,4.91947739,707.1702013,4.726763826,5.19647,4.54305,4.14401,3.83102,3.55712,3.31642,3.07054,2.81626,2.49626,4.38097,4.13257,3.97257,3.83364,3.70417,3.58524,3.46524,3.32631,3.13738,Shane McClanahan,21483,663556
Roki Sasaki,LAD,9.669400215,6.827700138,12.53950024,3.544500553,24.29999924,24.29999924,0,0,,135.3856964,559.6760254,112.7927017,57.48910141,53.31940842,17.11876869,44.23180008,0.377200007,6.413899899,165.1672058,10.97977771,2.940385959,3.73412806,1.137999968,0.295112169,0.079031079,0.21608109,0.221583462,1.159830809,0.292809754,0.748058979,0.394527985,,3.492560616,2.748345746,,,,,,,,,676.4295857,4.996315,632.7818007,4.673919162,5.19,4.62,4.24,3.95,3.69,3.45,3.21,2.95,2.62,4.46,4.22,4.05,3.91,3.79,3.67,3.54,3.4,3.22,Roki Sasaki,35323,808963
Spencer Schwellenbach,ATL,11.4744997,8.89509964,15.79220009,3.792419665,29.15999985,29.15999985,0,0,,171.9335938,715.7930298,164.5361938,78.5739975,72.44937134,21.20514488,42.95399857,0.647800028,7.588799953,165.8807983,8.683161635,2.24846104,3.861824367,1.110000087,0.231744082,0.060008965,0.171735117,0.247329781,1.206804254,0.299752726,0.725050772,0.44080979,,3.722122688,2.738809298,,,,,,,,,763.8244088,4.44255478,764.1342864,4.44435709,5.42,4.88,4.53,4.25,4,3.76,3.53,3.27,2.95,4.8,4.54,4.36,4.21,4.08,3.95,3.82,3.67,3.47,Spencer Schwellenbach,31846,680885
Luis Castillo,SEA,11.11340046,10.61079979,17.58690071,3.657849952,30.78000069,30.78000069,0,0,,184.3269043,767.3889771,166.6855927,81.22360229,74.91557312,23.77816963,52.58769989,1.110399961,6.880400181,187.3020935,9.145267469,2.567662604,3.561709181,1.16099995,0.244077123,0.068528089,0.175549034,0.235457942,1.189589189,0.287632329,0.742267065,0.412052278,,3.779067066,2.735546203,,,,,,,,,834.3649512,4.526550014,808.7182031,4.387412712,5.12,4.64,4.32,4.07,3.84,3.63,3.42,3.18,2.88,4.47,4.28,4.14,4.02,3.92,3.82,3.71,3.59,3.43,Luis Castillo,15689,622491
Hunter Greene,CIN,10.23159981,10.2116003,14.61089993,4.167100414,29.15999985,29.15999985,0,0,,172.0605011,729.9979858,149.1042938,84.78340149,79.6659317,27.20467758,62.93019867,0.315400004,11.67409992,204.9286957,10.71924265,3.291701375,3.256444442,1.42300003,0.280725015,0.086205989,0.194519026,0.227503402,1.232325206,0.288001526,0.731546968,0.340264587,,4.140650561,2.73379359,,,,,,,,,737.0035055,4.283397414,692.6861925,4.025829218,5.74,5.21,4.86,4.58,4.33,4.09,3.85,3.59,3.26,5.06,4.83,4.67,4.53,4.41,4.29,4.16,4.02,3.84,Hunter Greene,22182,668881
Zach Eflin,BAL,10.84560013,9.791600227,16.0503006,3.910479343,29.15999985,29.15999985,0,0,,175.8507996,730.2769775,179.6342926,82.81559753,76.4067688,24.69726753,30.78120041,0.885100007,5.945899963,148.1835022,7.583994631,1.575374149,4.814091076,1.263999984,0.202914109,0.042150035,0.160764074,0.259007028,1.196556931,0.297572917,0.725661909,0.438789838,,3.933486667,2.707128719,,,,,,,,,716.6560686,4.075364288,744.3752232,4.232993111,5.49,4.98,4.64,4.37,4.13,3.91,3.68,3.43,3.11,4.82,4.6,4.45,4.33,4.21,4.1,3.99,3.86,3.68,Zach Eflin,13774,621107
Reynaldo López,ATL,11.82549953,9.534000397,15.85639954,3.906448727,30.78000069,30.78000069,0,0,,178.8605042,752.4630127,163.455307,83.64749908,77.63437653,22.15882874,61.21509933,0.407099992,5.782700062,189.1488953,9.517696852,3.080254619,3.089905878,1.11499998,0.251373014,0.081352968,0.170020046,0.238458938,1.256120838,0.297994825,0.728243378,0.399920126,,3.785735448,2.7054103,,,,,,,,,803.3347314,4.491403707,783.5421395,4.380744331,5.49,4.97,4.62,4.34,4.1,3.87,3.64,3.38,3.06,4.87,4.62,4.45,4.31,4.18,4.05,3.93,3.78,3.59,Reynaldo Lopez,16400,625643
MacKenzie Gore,WSN,10.66759968,10.48589993,15.68879986,3.741081226,30.78000069,30.78000069,0,0,,174.3860016,732.4069824,151.4474945,78.40180206,72.48802185,21.56573486,65.39659882,0.317900002,7.486700058,187.6580048,9.6849634,3.375095386,2.869537685,1.112999966,0.256220939,0.089289972,0.166930967,0.229631624,1.243471903,0.288433879,0.741713153,0.406918557,,3.875759418,2.676182618,,,,,,,,,788.1005001,4.519287632,748.2415676,4.290720361,5.29,4.78,4.44,4.18,3.94,3.72,3.49,3.25,2.93,4.64,4.41,4.26,4.13,4.02,3.91,3.79,3.66,3.49,MacKenzie Gore,22201,669022
Carlos Rodón,NYY,11.33419991,10.04199982,15.63239956,3.965059597,30.78000069,30.78000069,0,0,,178.7032928,748.6519775,156.9114075,83.89360046,78.7299118,27.38131714,55.44440079,0.426699996,7.867599964,202.0897064,10.17780551,2.792335827,3.644907395,1.379000075,0.269938119,0.074058979,0.19587914,0.228954114,1.188315027,0.284138872,0.738195367,0.326172717,,3.959490976,2.65542024,,,,,,,,,791.8879174,4.431300089,751.802752,4.206988803,5.47,4.97,4.63,4.36,4.12,3.9,3.67,3.42,3.11,4.81,4.59,4.44,4.32,4.2,4.09,3.98,3.85,3.67,Carlos Rodon,16137,607074
Jack Flaherty,DET,10.17780018,10.11639977,15.58080006,3.73599956,29.15999985,29.15999985,0,0,,169.5209045,715.882019,154.148407,76.33049774,70.37000275,21.00175667,53.17720032,0.720200002,8.111700058,178.0399017,9.452280354,2.823219969,3.348049553,1.115000009,0.248700061,0.074282073,0.174417988,0.235487362,1.223009091,0.292275762,0.736245458,0.418254809,,3.761154132,2.64456655,,,,,,,,,767.5603308,4.527821114,746.7947884,4.405325646,5.31,4.8,4.46,4.19,3.95,3.73,3.5,3.25,2.94,4.64,4.42,4.27,4.15,4.03,3.92,3.81,3.68,3.51,Jack Flaherty,17479,656427
