"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
29,665833,"Cruz, Oneil","2026-05-10",823221,29,100,0.2,0.6,0,0.8,0.465,0.246,0.095,1,5,91.6,17,2168,91,91.38,2,10,19,0.4000000000000057,6.34,114,146,107,146,291,315,302,"-1.872","1.872","82.2","7.4",6,3,0,0,0,1,2,33.3,1,16.7,1.83621,0.92069,0.83828,-0.49414,"90.6",165,33.33333333333333,0,0,5.61,-1.09,-0.25,2.28,0.333,0,"6.455172414",0.246,0.282,"-6.455172414",0.105,0.08700000000000002,0.518,0.219,20,"38.0",3.8856551928971084,-0.0008302694884048667,31.983587736234767,0.3,40.08338228698811,31.574235390185727
27,665833,"Cruz, Oneil","2026-03-26",823649,27,100,0.2,0,0.5,0.2,0.18,0.174,0.192,1,5,83.3,-4,2164,86.5,86.83,8,14,13,0.29999999999999716,6.54,128,149,131,153,310,319,304,"0.703","-0.703","72.5","7.6",5,2,1,0,0,0,3,60,0,0,2.65741,0.4748,0.26519,-0.26519,"88.6",166,0,0,0,5.46,-3.11,-0.21,1.68,0.2,0,"-2.603703704",0.192,0.206,"2.603703704",0.008,0.008000000000000007,-0.006,0.006,57.1,"36.8",4.597453182832777,-3.2094104788800024,35.96087464497526,0.2857142857142857,38.56352048453846,32.71898563095296
27,665833,"Cruz, Oneil","2026-04-18",823394,27,100,0.167,0.167,0.2,0.333,0.213,0.253,0.201,1,6,93.7,8.6,2218,90.1,90.67,2,12,15,0.6000000000000085,6.54,125,147,128,153,305,332,300,"0.731","-0.731","80.9","7.6",6,5,0,1,0,0,1,16.7,0,0,2.33778,0.5264,0.43852,-0.25259,"94.6",219,60,20,16.666666666666664,5.63,-1.22,-0.31,2.03,0.167,1,"-2.707407407",0.201,0.407,"2.707407407",-0.034,-0.034,-0.074,-0.04,16.7,"47.7",3.428249678738008,-0.6688025418304907,35.08679104484688,0.25,35.77300431728202,30.766236110743648
27,665833,"Cruz, Oneil","2026-04-29",823392,27,100,0,0,0,0,0.141,0.192,0.07,0,4,89.8,9.3,2178,90,90.37,4,11,16,0.4000000000000057,6.41,113,143,117,148,306,323,301,"0.822","-0.822","76.2","7.2",5,3,0,0,0,0,1,20,1,20,2.51852,0.34333,0.17077,-0.17077,"90.5",82,33.33333333333333,0,0,5.95,-1.5,0,2.39,0.2,0,"-3.044444444",0.256,0.075,"3.044444444",-0.07,-0.055999999999999994,-0.075,-0.051,36.4,"52.4",2.0722100357069944,3.5447098648485507,33.94178687414949,0.4,35.665281968300924,28.93017433549213
27,665833,"Cruz, Oneil","2026-05-01",823389,27,100,0.2,0.2,0.5,0.4,0.256,0.139,0.15,1,5,100.4,-19.5,2390,89.8,89.42,2,11,16,-0.3999999999999915,6.13,124,150,136,153,305,319,295,"0.467","-0.467","73.1","7.0",5,2,0,1,0,0,3,60,0,0,2.61222,0.25778,0.58815,-0.12667,"90.8",91,50,0,0,5.14,-0.53,0.01,2.19,0.2,0,"-1.72962963",0.15,0.167,"1.72962963",0.05,0.05000000000000002,0.233,0.117,18.2,"23.8",1.3356674133475508,2.312364055043903,33.986886433681654,0.36363636363636365,34.7894934086506,28.821293850883247
25,665833,"Cruz, Oneil","2026-05-15",823384,25,100,0.5,0,1,0.5,0.501,0.269,0.172,2,4,103.6,-5.5,2192,91.4,92.69,6,9,16,1.2999999999999972,6.92,118,147,126,152,294,316,294,"-0.77","0.77","75.5","7.4",5,2,2,0,0,0,2,40,1,20,2.2172,0.5324,0.5972,0.0508,"98.3",58,100,0,0,5.62,-0.31,-0.19,2.22,0.6,0,"3.08",0.337,0.186,"-3.08",0.328,0.26299999999999996,0.314,0.232,66.7,"36.3",5.6005459978271075,-4.379557155004413,28.94013705622909,0.8571428571428571,35.84540486410148,30.55212202970033
25,665833,"Cruz, Oneil","2026-05-09",823224,25,100,0.5,0,0.75,0.5,0.45,0.351,0.373,3,6,103.9,0,2038,81.5,81.8,5,9,16,0.29999999999999716,6.28,109,147,109,149,290,311,302,"-1.172","1.172","74.7","7.9",6,4,3,0,0,0,2,33.3,0,0,3.996,0.0992,0.2032,-0.3384,"103.9",104,100,0,0,5.78,-0.66,-0.61,2.01,0.5,0,"4.688",0.373,0.434,"-4.688",0.127,0.127,0.066,0.099,55.6,"32.2",13.526581391000956,-12.564410400178334,35.81594660161891,0,38.86175594213218,38.608633022131315
23,665833,"Cruz, Oneil","2026-04-30",823391,23,100,0.25,0,0.5,0.25,0.321,0.346,0.261,1,4,99.2,-9,2377,91,90.62,3,8,15,-0.4000000000000057,6.09,115,147,127,152,304,320,302,"0.026","-0.026","79.5","7.6",5,2,1,0,0,0,2,40,1,20,2.30478,0.47565,0.38087,-0.14174,"98.4",164,100,0,0,5.67,-0.08,-0.06,2.13,0.4,0,"-0.113043478",0.409,0.325,"0.113043478",-0.011,-0.008999999999999952,-0.075,-0.025,37.5,"38.7",7.9217316004336205,-3.753974171411352,33.10692144521716,0.25,37.66782682539541,32.44070601029294
23,665833,"Cruz, Oneil","2026-04-12",824696,23,100,0.25,0.75,,1,0.558,0.405,0.162,1,4,111,41,2229,88.1,88.51,4,8,15,0.4000000000000057,6.6,124,148,130,154,300,331,306,"-0.619","0.619","83.0","8.4",5,1,0,0,0,1,3,60,1,20,2.46087,0.52957,0.21478,-0.27304,"95.4",282,100,100,20,5.98,-0.51,-0.6,2.15,0.4,1,"2.691304348",0.329,0.642,"-2.691304348",0.088,0.07100000000000001,0.358,0.153,50,"45.2",14.819243713624907,-19.191800389345197,31.76115703965915,0.25,39.920989496073204,44.49866675708914
23,665833,"Cruz, Oneil","2026-03-29",823647,23,100,0.25,0,0.5,0.25,0.321,0.355,0.275,1,4,104.9,-2.5,2343,89.6,88.87,3,6,17,-0.6999999999999886,6.2,125,149,126,153,306,316,293,"0.026","-0.026","74.5","7.2",5,2,1,0,0,0,2,40,1,20,2.47783,0.4487,0.34826,-0.11087,"99.3",170,100,0,0,5.44,-1.98,-0.41,2.55,0.4,0,"-0.113043478",0.42,0.342,"0.113043478",-0.025,-0.019999999999999962,-0.092,-0.034,50,"32.9",2.8528650307601966,-1.8694093771117255,32.42451866373031,0.3333333333333333,35.83179931119893,33.408791819006034
