"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
32,642100,"Speier, Gabe","2025-10-16",813035,32,100,0.4,0.2,0.667,0.6,0.471,0.233,0.148,2,5,75,-2.5,2278,92.5,91.64,1,15,17,-0.9000000000000057,5.9,109,143,108,144,288,318,296,"-0.758","0.758","66.1","7.0",7,4,1,1,0,0,2,28.6,1,14.3,1.92625,0.77219,0.80125,0.39688,"91.3",125,25,0,0,5.33,1.79,-0.44,2.45,0.5,0,"2.36875",0.29,0.184,"-2.36875",0.252,0.21000000000000002,0.416,0.238,6.7,"29.7",5.892155514165804,0.79808342858204,37.01740730862664,0.3333333333333333,31.404423341608943,28.58352008751575
31,642100,"Speier, Gabe","2025-05-31",777695,31,100,0.167,0.167,0.5,0.333,0.209,0.06,0.065,1,6,85.8,-5,2175,90.9,90.11,8,17,14,-0.8000000000000114,5.9,121,150,119,146,285,317,294,"0.664","-0.664","70.2","7.1",6,2,0,1,0,0,4,66.7,0,0,2.13484,0.65613,0.69935,0.23548,"93.0",44,50,0,0,5.26,1.99,0.26,2.51,0.167,0,"-2.141935484",0.065,0.075,"2.141935484",0.102,0.10200000000000001,0.258,0.149,47.1,"25.3",9.112971224302992,-2.0556820761407684,28.823330389352925,0.35294117647058826,37.479428239035194,31.031819975455086
26,642100,"Speier, Gabe","2025-06-14",777507,26,100,0.4,0,0.667,0.4,0.353,0.073,0.079,2,5,77.6,2.7,2134,90.5,90,2,17,9,-0.5,6,98,136,115,137,281,312,294,"0.094","-0.094","66.9","7.1",5,3,2,0,0,0,2,40,0,0,2.21077,0.60923,0.50038,0.17885,"89.0",104,0,0,0,5.22,1.78,-0.04,2.24,0.4,0,"-0.361538462",0.079,0.084,"0.361538462",0.321,0.321,0.316,0.28,11.8,"26.4",7.23348461330803,-0.7794926304913489,32.645843754803316,0.5294117647058824,38.263251208765084,31.370745177101302
26,642100,"Speier, Gabe","2025-09-02",776485,26,100,0.5,0.25,1,0.75,0.565,0.257,0.165,2,4,78.1,21.5,2075,88.3,87.81,5,15,11,-0.5,5.75,102,138,107,137,280,316,290,"-1.029","1.029","72.1","7.9",5,2,1,1,0,0,2,40,1,20,2.55154,0.38462,0.41615,0.00385,"90.7",97,50,0,0,5.38,2.01,-0.21,1.93,0.6,0,"3.957692308",0.332,0.178,"-3.957692308",0.335,0.26799999999999996,0.572,0.308,33.3,"28.6",15.17197815623634,-12.465670139693753,30.260843533416498,0.35714285714285715,34.81809025944794,39.18871964666766
25,642100,"Speier, Gabe","2025-07-19",777086,25,100,0.5,0,0.5,0.5,0.441,0.385,0.416,2,4,87.7,18.8,2147,90,89.66,0,15,10,-0.29999999999999716,5.99,108,147,126,143,281,315,289,"-0.487","0.487","72.1","7.2",4,4,2,0,0,0,0,0,0,0,2.17,0.6776,0.3924,-0.3924,"89.7",139,25,0,0,5.24,1.97,0.01,2.2,0.5,0,"1.948",0.416,0.457,"-1.948",0.084,0.08400000000000002,0.043,0.056,0,"28.3",5.336690121496693,4.908971981785062,33.628214270391894,0.4,39.230577852683844,27.413166557357997
22,642100,"Speier, Gabe","2025-07-13",777121,22,100,0.333,1,0,1.333,0.509,0.37,0.313,1,3,99,19.8,2186,90.5,90.18,3,11,11,-0.29999999999999716,5.86,106,144,126,142,296,328,295,"-1.906","1.906","69.8","7.4",4,4,0,0,0,1,0,0,0,0,2.30409,0.48455,0.51455,-0.32273,"95.0",155,75,0,0,5.17,1.94,-0.12,2.02,0.25,0,"8.663636364",0.291,0.501,"-8.663636364",0.02,-0.04099999999999998,0.832,0.139,27.3,"26.4",11.129167353373747,1.300901919727879,36.36429592715001,0.5454545454545454,36.255260887888895,28.604816459444454
21,642100,"Speier, Gabe","2025-09-10",776373,21,100,0,0,,0,0.181,0.181,,0,3,,,2191,90.4,89.76,5,8,13,-0.6000000000000085,5.94,102,146,117,147,290,319,294,"0.37","-0.37","69.5","7.4",4,0,0,0,0,0,3,75,0,0,2.14286,0.68333,0.38476,0.00381,"95.0",146,,,,5.26,1.95,-0.61,2.2,0.25,,"-1.761904762",0.25,,"1.761904762",,0,,0,62.5,"27.6",5.288132112016392,5.966864293556826,29.840137905785912,0.625,39.196663794073864,23.365366181217954
21,642100,"Speier, Gabe","2025-06-05",777628,21,100,0.25,0,0.333,0.25,0.221,0.34,0.332,1,4,94.2,-8.7,2173,90,89.94,1,8,13,-0.09999999999999432,6.02,104,148,117,148,284,317,300,"0.369","-0.369","71.7","7.2",4,3,1,0,0,0,1,25,0,0,2.29476,0.51952,0.3981,0.11905,"94.2",191,66.66666666666666,0,0,5.23,1.94,-0.25,2.18,0.25,0,"-1.757142857",0.332,0.448,"1.757142857",-0.082,-0.08200000000000002,-0.198,-0.119,12.5,"26.0",9.843439426068676,1.1864429105712868,30.343972877595576,0.375,36.90236688422851,28.129092874215715
20,642100,"Speier, Gabe","2025-04-11",778360,20,100,0.25,0.25,0.5,0.5,0.313,0.276,0.203,1,4,95.5,16,2295,92.8,91.97,4,7,13,-0.7999999999999972,5.96,115,149,112,145,286,318,288,"0.151","-0.151","67.4","7.3",4,2,0,1,0,0,2,50,0,0,1.7535,0.97895,0.7235,0.1895,"93.0",136,50,50,25,5.37,1.74,-0.04,2.02,0.25,1,"-0.755",0.203,0.462,"0.755",0.047,0.046999999999999986,0.038,0.037,57.1,"29.5",14.371781781764534,-2.384641036741689,34.9373763434669,0.2857142857142857,35.653582245541436,31.29839042609267
19,642100,"Speier, Gabe","2025-06-04",777645,19,100,0,0,,0,0.173,0.173,,0,3,,,2185,90.8,89.98,3,6,13,-0.7999999999999972,5.87,116,146,124,147,285,318,297,"0.355","-0.355","71.3","7.4",4,0,0,0,0,0,3,75,1,25,2.33789,0.46211,0.64105,0.11474,"88.0",59,,,,5.28,1.85,0.11,2.65,0.25,,"-1.868421053",0.25,,"1.868421053",,0,,0,50,"26.0",15.58022180789372,-5.15251951238697,31.14936159419621,0.5,39.14045528058976,30.482790306966027
