"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
25,669242,"Edman, Tommy","2025-04-15",778302,25,100,0.8,0.4,0.8,1.2,0.854,0.391,0.352,4,5,95.4,10.4,2162,88.6,88.68,2,13,12,0.10000000000000853,6.23,111,148,115,148,282,313,303,"-1.838","1.838","63.8","6.4",5,5,2,2,0,0,0,0,0,0,2.5092,0.418,0.2796,-0.2796,"91.3",157,60,0,0,5.46,-1.84,-0.52,2.6,0.8,0,"7.352",0.352,0.568,"-7.352",0.448,0.44800000000000006,0.632,0.463,15.4,"35.9",5.61199854273203,10.194324338147217,25.191492481787634,0.5384615384615384,40.26518387498817,23.751457952613006
24,669242,"Edman, Tommy","2025-05-23",777808,24,100,0.167,0,0.25,0.167,0.147,0.188,0.202,1,6,84.5,33.8,2189,89.5,89.13,3,10,14,-0.4000000000000057,6.19,108,148,104,151,295,324,294,"0.975","-0.975","68.2","6.9",6,4,1,0,0,0,2,33.3,0,0,2.5825,0.31625,0.34292,-0.34292,"91.7",127,25,0,0,5.87,-0.55,0.09,2.24,0.167,0,"-4.0625",0.202,0.234,"4.0625",-0.035,-0.035,-0.067,-0.041,30,"39.6",10.1759562847396,-2.112681361336633,26.76321642439673,0.8,32.54247729953747,28.706466393463796
24,669242,"Edman, Tommy","2025-07-04",777235,24,100,0,0,0,0,0.346,0.393,0.103,0,2,90.2,10,2041,86.5,86.67,0,8,16,0.20000000000000284,6.36,115,148,124,152,298,319,316,"-0.354","0.354","64.2","6.1",4,2,0,0,0,0,0,0,2,50,3.00833,0.06174,0.96,-0.96,"88.7",152,0,0,0,5.27,-1.85,-0.35,2.44,0.5,0,"1.475",0.551,0.131,"-1.475",-0.103,-0.051000000000000045,-0.131,-0.047,0,"24.8",2.5523189384210805,12.66211991816374,26.467235014883947,0.5,34.994440498323634,24.100184978999874
24,669242,"Edman, Tommy","2025-05-19",777854,24,100,0.25,0,0.25,0.25,0.221,0.319,0.349,1,4,77,34.3,2403,91.4,91.84,1,11,13,0.3999999999999915,6.48,125,149,113,153,289,314,297,"0.262","-0.262","64.0","6.3",4,4,1,0,0,0,0,0,0,0,2.12708,0.61042,0.41792,-0.41792,"88.5",128,0,0,0,5.15,-2.3,-0.02,2.37,0.25,0,"-1.091666667",0.349,0.377,"1.091666667",-0.099,-0.09899999999999998,-0.127,-0.098,9.1,"23.8",2.0330577787543085,9.123206042920843,29.930685317009047,0.18181818181818182,33.165199029639886,23.257539467678868
21,669242,"Edman, Tommy","2025-10-09",813042,21,100,0.2,0,0.2,0.2,0.176,0.371,0.382,1,5,79.9,-7.6,2144,90.8,91.12,0,13,8,0.29999999999999716,6.53,102,151,117,147,307,318,295,"0.618","-0.618","72.5","7.4",5,5,1,0,0,0,0,0,0,0,2.63857,0.14619,0.74524,-0.74524,"90.2",84,40,0,0,5.68,1.78,-0.09,2.13,0.2,0,"-2.942857143",0.382,0.459,"2.942857143",-0.182,-0.182,-0.259,-0.195,0,"29.9",9.55792067036826,-2.9653452331436636,26.38844445822556,0.6363636363636364,36.692192905441836,29.243519053303768
21,669242,"Edman, Tommy","2025-05-30",777708,21,100,0.25,0.25,0.333,0.5,0.313,0.32,0.339,1,4,91.6,-3,2075,89.4,89.63,2,10,11,0.19999999999998863,6.38,98,147,120,150,288,311,290,"-0.47","0.47","66.7","6.6",4,3,0,1,0,0,1,25,0,0,2.58524,0.31381,0.69762,-0.69762,"89.7",126,0,0,0,5.87,-0.75,-0.01,2.24,0.25,0,"2.238095238",0.339,0.381,"-2.238095238",-0.089,-0.08900000000000002,0.119,-0.007,20,"39.4",6.164754044553105,0.9417978244404615,25.407982532907717,0.5,38.55870237552655,28.689724428678332
21,669242,"Edman, Tommy","2025-07-27",776983,21,100,0,0,0,0,0.283,0.387,0.184,0,3,87.3,8.7,2238,88.4,88.38,1,7,14,0,6.17,116,148,110,149,269,315,295,"0.554","-0.554","68.2","6.7",5,3,0,0,0,0,0,0,1,20,2.72286,0.2481,0.15667,-0.15667,"89.8",85,33.33333333333333,0,0,5.45,0.04,-0.26,2.2,0.4,0,"-2.638095238",0.511,0.216,"2.638095238",-0.184,-0.11099999999999999,-0.216,-0.104,14.3,"34.7",5.84396254491072,2.537849604513845,29.268747579473622,0.42857142857142855,32.31280196863925,28.843945854583534
20,669242,"Edman, Tommy","2025-09-14",776325,20,100,0.4,0,0.4,0.4,0.409,0.498,0.456,2,5,93.7,-0.4,2243,92.5,92.15,2,8,12,-0.4000000000000057,5.96,96,136,109,131,298,330,293,"-0.426","0.426","71.8","7.3",6,5,2,0,0,0,0,0,1,16.7,2.1305,0.5515,0.7025,-0.7025,"97.8",125,80,0,0,6.22,0.15,0.34,2.08,0.5,0,"2.13",0.547,0.594,"-2.13",-0.056,-0.04700000000000004,-0.194,-0.089,25,"43.7",9.596369603481014,-4.515574437048752,24.741313358802312,0.375,36.90688087173619,32.8142388867028
20,669242,"Edman, Tommy","2025-10-27",813032,20,100,0.125,0.125,0.167,0.25,0.156,0.102,0.075,1,8,83.4,48,2244,89.5,89.4,5,13,7,-0.09999999999999432,6.22,112,148,104,150,287,309,293,"1.093","-1.093","71.0","6.9",8,6,0,1,0,0,2,25,0,0,2.3695,0.542,0.265,-0.265,"90.3",215,33.33333333333333,0,0,5.74,-1.03,-0.13,2.76,0.125,0,"-5.465",0.075,0.175,"5.465",0.05,0.05,0.075,0.054,38.5,"34.9",7.513124091239806,-0.9230804996748952,23.2335338447343,0.7692307692307693,34.38058560060651,26.515987760659655
19,669242,"Edman, Tommy","2025-10-13",813036,19,100,0.333,0,0.5,0.333,0.393,0.512,0.476,1,3,94.1,10.5,2453,92.7,92.55,2,11,8,-0.20000000000000284,6.41,111,147,116,152,291,322,302,"-0.284","0.284","68.7","6.8",4,2,1,0,0,0,1,25,1,25,1.86789,0.82789,0.13421,-0.13421,"91.3",162,50,0,0,5.93,-0.88,-0.08,2.25,0.5,0,"1.494736842",0.607,0.546,"-1.494736842",-0.143,-0.10699999999999998,-0.213,-0.119,18.2,"42.5",7.691303471935179,-0.7915376136010968,26.356194988416622,0.36363636363636365,36.31908267275725,27.981770664916787
19,669242,"Edman, Tommy","2025-06-20",777427,19,100,0,0,0,0,0,0.213,0.231,0,4,72.6,17.7,2253,89.2,89.93,2,10,9,0.7000000000000028,6.79,101,152,112,148,307,315,290,"1.074","-1.074","70.2","6.6",4,3,0,0,0,0,1,25,0,0,2.51211,0.41632,0.22053,-0.22053,"88.0",150,0,0,0,5.63,1.36,-0.22,2.07,0,0,"-5.652631579",0.231,0.259,"5.652631579",-0.231,-0.231,-0.259,-0.213,20,"43.3",4.938726965830225,7.698072024626872,24.6546384930874,0.4,35.13028718202929,23.47775405204751
18,669242,"Edman, Tommy","2025-09-19",776256,18,100,0,0,0,0,0,0.106,0.114,0,4,86.9,26,2175,91.9,91.83,1,8,10,-0.10000000000000853,6.17,107,151,119,150,296,326,300,"1.026","-1.026","76.0","7.6",4,4,0,0,0,0,0,0,0,0,1.81778,0.89611,0.52235,-0.52235,"88.9",205,0,0,0,6.01,1.31,-0.33,2.11,0,0,"-5.7",0.114,0.138,"5.7",-0.114,-0.114,-0.138,-0.106,12.5,"43.7",10.688966163678696,-13.158385339769318,27.73480806683867,0.625,34.73539650268184,33.15073099486292
18,669242,"Edman, Tommy","2025-02-27",778804,18,100,0,0,0,0,0.23,,,0,2,79.1,30,1955,91,91.43,3,8,10,0.4000000000000057,6.4,124,150,116,151,299,325,298,"0.1","-0.1","65.3","6.6",3,1,0,0,0,0,1,33.3,1,33.3,1.93056,0.82444,0.52444,-0.52444,"88.0",171,0,0,0,5.95,-1.62,-0.17,2.33,0.333,0,"-0.555555556",,,"0.555555556",,,,,37.5,,9.387788095581616,1.5605955874482822,28.864139808149805,0.375,33.686100087342,28.464140082630557
18,669242,"Edman, Tommy","2025-04-26",778163,18,100,0.25,0.25,0.25,0.5,0.313,0.336,0.329,1,4,80,3.5,2265,89.6,89.7,2,10,8,0.10000000000000853,6.32,120,146,106,151,283,312,300,"-0.651","0.651","61.5","6.0",4,4,0,1,0,0,0,0,0,0,2.49944,0.41706,0.4,-0.4,"90.0",74,25,0,0,5.75,-1.81,-0.23,2.37,0.25,0,"3.616666667",0.329,0.428,"-3.616666667",-0.079,-0.07900000000000001,0.072,-0.023,20,"35.5",-1.0334463016385234,18.567027134929038,24.79013313949384,0.3,36.18469889938976,18.762514293965513
18,669242,"Edman, Tommy","2025-07-03",777253,18,100,0.25,0,0.25,0.25,0.221,0.359,0.352,1,4,87.7,-19.3,2225,88.9,88.25,1,10,8,-0.6000000000000085,5.83,121,151,122,152,294,317,293,"0.359","-0.359","68.8","6.6",4,4,1,0,0,0,0,0,0,0,2.62389,0.29667,0.61278,-0.61278,"91.0",155,50,0,0,5.41,-0.42,0.05,2.19,0.25,0,"-1.994444444",0.352,0.469,"1.994444444",-0.102,-0.10199999999999998,-0.219,-0.138,10,"27.2",6.460879567382095,8.616183537832937,25.833132846692642,0.4444444444444444,38.18063522038609,25.512985469484086
