"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
107,450203,"Morton, Charlie","2025-07-24",777019,107,100,0.227,0.273,0.214,0.5,0.365,0.331,0.228,5,22,90.6,17,2575,89.7,89.55,16,55,52,-0.20000000000000284,6.2,118,145,109,150,288,322,299,"-0.939","0.939","67.2","6.8",28,16,3,0,0,2,7,25,4,14.3,2.74935,0.12589,0.33748,-0.20028,"91.6",198,50,12.5,7.142857142857142,5.26,-2.62,-0.08,2.4,0.357,2,"0.877570093",0.358,0.385,"-0.877570093",-0.001,-0.0010000000000000009,0.115,0.034,29.1,"21.4",9.54493979282134,-4.618842157445839,33.30835335149518,0.48148148148148145,34.790202669010995,32.82598100428877
104,450203,"Morton, Charlie","2025-07-10",777165,108,96.3,0.174,0.087,0.211,0.261,0.226,0.251,0.2,4,23,90.2,7.7,2676,87.1,86.64,10,50,54,-0.5,6.25,118,147,123,149,315,333,302,"1.606","-1.606","71.1","7.3",26,19,2,2,0,0,4,15.4,3,11.5,3.01894,0.05923,-0.06885,0.17327,"91.5",164,26.31578947368421,5.263157894736842,3.8461538461538463,5.4,-2.68,-0.01,2.42,0.269,1,"-1.544230769",0.292,0.295,"1.544230769",-0.026,-0.022999999999999965,-0.034,-0.025,20,"20.3",9.50087158231358,-0.7946280376714172,32.12543764529607,0.68,37.613708067710796,29.70381931862909
100,450203,"Morton, Charlie","2025-07-29",778372,100,100,0.32,0.16,0.318,0.48,0.381,0.386,0.322,8,25,91.3,4,2567,88.6,88.55,8,47,53,0,6.29,112,149,113,149,299,319,298,"-0.663","0.663","69.1","7.2",28,23,6,1,0,1,2,7.1,3,10.7,2.7978,0.14778,0.1619,0.0513,"92.0",143,47.82608695652174,8.695652173913043,7.142857142857142,5.41,-2.61,0.01,2.12,0.393,2,"0.663",0.395,0.491,"-0.663",-0.002,-0.0020000000000000018,-0.011,-0.005,17,"21.0",5.470526511267557,-0.7228128284344046,34.356229886844915,0.425531914893617,37.956016287208016,27.806106197953323
100,450203,"Morton, Charlie","2025-06-01",777684,100,100,0.24,0.08,0.333,0.32,0.257,0.236,0.213,6,25,87.1,17.9,2582,87.8,87.23,15,44,56,-0.5999999999999943,6.14,110,148,122,150,300,326,299,"0.672","-0.672","68.8","7.1",28,19,5,0,1,0,7,25,1,3.6,3.0431,-0.0249,0.0182,0.2542,"92.0",162,31.57894736842105,0,0,5.35,-2.56,0.06,2.05,0.269,0,"-0.672",0.243,0.291,"0.672",0.027,0.026000000000000023,0.029,0.021,34.1,"19.8",9.195956018498741,-0.6639429559322088,33.52936857047372,0.5581395348837209,36.29914892083008,30.658797050485017
100,450203,"Morton, Charlie","2025-06-24",777380,100,100,0.222,0.056,0.25,0.278,0.273,0.294,0.207,4,18,89.5,14.6,2520,88,87.96,8,52,48,0,6.3,111,148,121,149,302,325,303,"-0.301","0.301","68.4","7.0",22,16,3,1,0,0,3,13.6,2,9.1,2.9609,0.024,0.0996,-0.0254,"92.3",168,37.5,0,0,5.36,-2.59,-0.02,2.34,0.318,0,"0.301",0.33,0.281,"-0.301",0.015,-0.01200000000000001,-0.003,-0.021,15.4,"20.1",11.293799416658416,-5.083140708214727,35.392754841513614,0.5294117647058824,34.42570437464242,30.936692915298682
98,450203,"Morton, Charlie","2025-08-15",776732,99,99,0.105,0.053,0.143,0.158,0.214,0.286,0.179,2,19,90.8,20.6,2560,88.5,88.39,12,38,60,-0.09999999999999432,6.21,114,149,122,149,300,336,303,"2.136","-2.136","71.7","7.3",23,14,1,1,0,0,5,21.7,3,13,2.92918,0.01571,0.20235,0.20786,"91.2",165,28.57142857142857,0,0,5.28,-2.73,0.06,2.14,0.261,0,"-2.179591837",0.321,0.287,"2.179591837",-0.074,-0.06,-0.129,-0.072,31.6,"20.3",12.434755091914738,-1.4139096582595678,32.871820530035016,0.5142857142857142,38.689313624577075,31.463658416901804
98,450203,"Morton, Charlie","2025-04-03",778470,98,100,0.3,0.3,0.444,0.6,0.391,0.286,0.185,6,20,93.5,27.3,2622,87.4,87.04,16,48,50,-0.4000000000000057,6.2,113,150,124,148,303,325,292,"-1.287","1.287","71.2","7.5",23,11,4,0,0,2,10,43.5,2,8.7,2.81439,0.23378,0.06439,-0.25969,"91.7",197,54.54545454545454,18.181818181818183,8.695652173913043,5.53,-2.48,0.16,2.67,0.348,2,"1.313265306",0.262,0.387,"-1.313265306",0.115,0.08599999999999997,0.213,0.105,33.3,"21.8",11.91835890203175,1.3702962479353165,30.085267604786665,0.5208333333333334,38.52851153354881,31.04776497273115
97,450203,"Morton, Charlie","2025-07-04",777252,98,99,0.273,0.182,0.357,0.455,0.358,0.391,0.29,6,22,89.3,19.5,2669,88.2,88.13,19,52,45,-0.10000000000000853,6.34,111,148,123,150,314,331,308,"-0.683","0.683","70.4","7.5",25,15,4,1,0,1,7,28,1,4,2.98722,-0.00433,0.02258,0.20134,"92.6",174,40,13.333333333333334,8,5.44,-2.62,0.25,2.18,0.36,2,"0.704123711",0.375,0.532,"-0.704123711",-0.017,-0.015000000000000013,-0.077,-0.033,36.5,"21.8",13.029168784085307,-5.837283978140292,34.95351572818628,0.45098039215686275,35.70538324312882,34.80239904603075
94,450203,"Morton, Charlie","2025-08-20",776673,94,100,0.136,0.182,0.154,0.318,0.25,0.223,0.145,3,22,90.8,17.4,2534,88,87.74,13,41,53,-0.29999999999999716,6.08,111,151,116,148,303,333,296,"-0.633","0.633","69.6","7.4",26,14,1,1,0,1,8,30.8,3,11.5,2.86702,0.10564,0.2137,0.21935,"92.0",167,42.857142857142854,7.142857142857142,3.8461538461538463,5.2,-2.61,0.26,2.19,0.24,1,"0.673404255",0.247,0.225,"-0.673404255",-0.009,-0.007000000000000006,0.093,0.027,31.7,"20.8",9.512184771491377,-5.851824891144308,31.94772958960168,0.4146341463414634,37.143078523888526,30.821871986593546
90,450203,"Morton, Charlie","2025-08-09",776813,90,100,0.35,0.45,0.625,0.8,0.499,0.328,0.241,7,20,95.4,17.5,2735,87.4,87.18,21,46,44,-0.20000000000000284,6.11,107,148,112,145,305,332,291,"-2.859","2.859","68.5","7.5",22,10,3,1,1,2,10,45.5,1,4.5,3.08611,-0.0627,-0.07337,0.1927,"93.1",159,70,20,9.090909090909092,5.17,-2.61,0.51,2.05,0.409,2,"3.176666667",0.31,0.448,"-3.176666667",0.109,0.09899999999999998,0.352,0.171,45.7,"21.5",16.96735955983558,-13.007522643371122,37.26248361860299,0.41304347826086957,33.73785743434174,36.18564626704245
