"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
27,514888,"Altuve, Jose","2025-04-03",778462,27,100,0,0,,0,0,0,,0,5,,,2271,89,89.04,6,9,18,0,6.53,106,153,115,147,300,326,291,"1.313","-1.313","70.3","7.4",5,0,0,0,0,0,5,100,0,0,2.27074,0.65704,0.56481,0.56481,"89.0",87,,,,5.33,-2.36,0.35,2.05,0,,"-4.862962963",,,"4.862962963",,,,0,66.7,"30.5",10.878562495151582,-4.679310554621058,26.064026480502967,0.6666666666666666,40.23092602364883,27.84993244656456
26,514888,"Altuve, Jose","2025-09-04",776464,26,100,0,0,0,0,0.277,0.318,0.077,0,3,59.2,18,2021,87,86.88,6,11,15,-0.09999999999999432,6.38,104,151,120,150,280,325,278,"-0.466","0.466","69.7","7.8",5,1,0,0,0,0,2,40,2,40,2.60923,0.465,0.34577,-0.155,"88.5",93,0,0,0,6.27,0.42,0.37,1.81,0.4,0,"1.792307692",0.446,0.077,"-1.792307692",-0.077,-0.045999999999999985,-0.077,-0.041,54.5,"44.7",16.9604823106722,-9.92937342960051,30.28022543577569,0.45454545454545453,40.444932660377894,33.11547241003992
26,514888,"Altuve, Jose","2025-06-06",777622,26,100,0.4,0,0.5,0.4,0.353,0.269,0.288,2,5,85.1,8,2120,86.2,86.38,3,15,11,0.30000000000001137,6.46,98,145,114,139,301,311,298,"-0.171","0.171","65.6","7.7",5,4,2,0,0,0,1,20,0,0,2.46923,0.652,0.01923,-0.43846,"89.9",145,0,0,0,5.32,0.75,0.68,2.05,0.4,0,"0.657692308",0.288,0.336,"-0.657692308",0.112,0.11200000000000004,0.064,0.084,20,"39.5",19.047165567453874,-0.13401231913823342,28.787249902420925,0.38461538461538464,45.70978211566437,27.96938433191828
24,514888,"Altuve, Jose","2025-09-01",776499,24,100,0.5,1,0.333,1.5,0.796,0.511,0.322,2,4,77.4,1.5,2180,89.1,89.1,1,13,11,0,6.63,105,149,113,147,289,333,292,"-2.129","2.129","69.3","7.9",5,4,0,1,0,1,0,0,1,20,2.61417,0.31042,0.43417,-0.27917,"93.5",126,50,50,40,5.81,1.26,0.09,2,0.6,2,"8.870833333",0.458,0.802,"-8.870833333",0.178,0.14199999999999996,0.698,0.285,7.7,"38.3",19.906444455374462,-11.722738473910578,33.967912329767536,0.5,35.96144221261178,34.44717936202577
24,514888,"Altuve, Jose","2025-09-21",776228,24,100,0.667,0.333,1,1,0.71,0.643,0.614,2,3,99,13,2023,88.5,89.05,2,9,15,0.5,6.98,115,152,113,142,278,330,285,"-1.841","1.841",,,5,2,1,1,0,0,1,20,1,20,2.80792,0.18125,0.25417,0.41333,"94.2",130,50,0,0,5.82,-0.16,0.13,1.95,0.8,0,"7.670833333",0.768,0.755,"-7.670833333",0.053,0.03200000000000003,0.245,0.067,22.2,"39.7",,,,,,
23,514888,"Altuve, Jose","2025-07-20",777067,23,100,0.25,0.25,0.333,0.5,0.389,0.231,0.121,1,4,76.6,3.7,2442,90.7,91.21,1,12,11,0.5,6.53,112,149,117,144,290,319,289,"-0.358","0.358","70.6","7.4",5,3,0,1,0,0,1,20,1,20,2.26,0.53739,0.47783,0.47783,"88.0",85,0,0,0,4.85,-1.76,0.31,2.25,0.4,0,"1.556521739",0.296,0.148,"-1.556521739",0.129,0.10400000000000004,0.352,0.158,8.3,"23.0",14.898961085476218,-3.284542114347162,28.35080152175416,0.6666666666666666,35.10078044920486,28.55561583253636
23,514888,"Altuve, Jose","2025-08-16",776722,27,85.2,0.2,0.6,0,0.8,0.407,0.144,0.075,1,5,94,44.5,2268,87.7,87.23,3,8,15,-0.5,6.19,109,153,105,148,285,330,301,"-0.478","0.478","67.5","7.8",6,2,0,0,0,1,3,50,1,16.7,2.79478,0.20261,0.12609,-0.69913,"91.3",172,50,50,16.666666666666664,5.95,-0.05,0.61,1.98,0.333,1,"2.07826087",0.229,0.282,"-2.07826087",0.125,0.10400000000000001,0.518,0.263,37.5,"46.2",19.851585454776636,-12.347261675726841,28.585269959450784,0.5,41.90542240007834,34.747304197694405
23,514888,"Altuve, Jose","2025-05-16",777895,23,100,0,0,0,0,0.138,0.188,0.067,0,4,82.9,17.3,2232,90.5,91.18,1,8,15,0.7000000000000028,6.91,102,155,108,147,295,324,296,"0.85","-0.85","66.9","7.5",5,4,0,0,0,0,0,0,1,20,2.40435,0.43522,0.55909,0.55909,"88.6",97,0,0,0,5.32,-2.24,0.4,1.98,0.2,0,"-3.695652174",0.254,0.078,"3.695652174",-0.067,-0.05399999999999999,-0.078,-0.05,12.5,"31.5",13.525453125537108,-3.812821166137435,26.163387526633002,0.8571428571428571,39.536112671068956,26.49015949931053
22,514888,"Altuve, Jose","2025-05-12",777948,22,100,0.4,0,0.667,0.4,0.353,0.18,0.199,2,5,76.1,16.3,2232,88.1,87.81,3,12,10,-0.29999999999999716,6.54,100,149,110,145,295,325,279,"-0.137","0.137","64.9","7.3",5,3,2,0,0,0,2,40,0,0,2.45545,0.58636,0.15909,0.15909,"88.5",71,0,0,0,5.94,-1.72,0.62,2.23,0.4,0,"0.622727273",0.199,0.211,"-0.622727273",0.201,0.201,0.189,0.173,25,"38.7",13.65050207057778,-1.4389330241148899,27.903827324187464,0.18181818181818182,39.93023818499326,24.704465420580753
22,514888,"Altuve, Jose","2025-04-30",778110,22,100,0.333,0.333,0.5,0.667,0.527,0.342,0.098,1,3,78.3,-2.5,2418,90.4,90.05,2,6,16,-0.4000000000000057,6.19,103,151,102,147,289,330,294,"-0.856","0.856","68.4","7.9",5,2,0,1,0,0,1,20,2,40,2.24182,0.58182,0.17045,0.105,"90.3",147,50,0,0,5.95,-1.07,0.5,2.53,0.6,0,"3.890909091",0.459,0.168,"-3.890909091",0.235,0.14099999999999996,0.499,0.185,33.3,"42.5",22.251818573230025,-13.771580711859976,27.343343618880052,0,41.20565316676226,30.681184023360885
