player_type,mlbam_id,name,verdict,luck_score,trend_dir,trend_score,trend_score_final,n_layers,recent_pa,prior_pa,l1_gap_delta,l2_cq_score,babip_delta,l4_pd_score,bs_delta_mph,bs_flag,recent_xwoba_gap,prior_xwoba_gap,hh_delta_pp,brl_delta_pp,ev_delta_mph,recent_babip,prior_babip,layer6_modifier,worst_pitch_vulnerability,worst_pitch_delta,vulnerability_severity,approach_change_flag,barrel_supported,ld_delta_pp,fb_delta_pp,barrel_delta_pp,layer6_notes
pitcher,700241,Michael Mcgreevy,Sell high,-1.1211,Flat,-0.0005,-0.0005,5,64,86,0.0557,-0.0988,-0.0314,0.0494,-0.4814,False,-0.1352,-0.0796,15.1453,-4.5428,1.8328,0.1795,0.2109,0.0000,,,n/a,False,True,,,,
pitcher,669947,Jesse Scholtens,Slight sell,-0.1405,Flat,-0.0045,-0.0045,5,54,82,-0.0414,0.0515,-0.0468,0.0106,-0.9442,False,0.0326,-0.0088,-5.8633,4.5938,-1.7999,0.1959,0.2427,0.0000,,,n/a,False,True,,,,
hitter,802415,Chandler Simpson,Slight sell,-0.1369,Flat,-0.0069,-0.0069,5,70,80,-0.0608,0.0455,0.0224,-0.0044,0.3558,False,-0.0509,0.0098,5.5232,0.0000,0.8953,0.2833,0.2609,0.0000,4-Seam,-2.1000,none,False,True,2.9000,-22.0000,,
hitter,669477,Casey Schmitt,Sell high,-0.2338,Flat,-0.0119,-0.0119,5,73,63,-0.0109,-0.0736,0.0371,-0.0121,1.6382,False,-0.0115,-0.0005,-5.5797,-4.6963,-1.5807,0.3440,0.3069,0.0000,Sinker,-0.6000,none,False,True,-1.7000,1.8000,6.7000,
pitcher,701542,Will Warren,Buy low,0.5247,Flat,-0.0179,-0.0179,5,91,89,-0.0758,0.0462,-0.0369,0.0033,0.1514,False,0.0422,-0.0336,-3.5543,1.8985,-1.7074,0.3104,0.3473,0.0000,,,n/a,False,True,,,,
pitcher,641927,Bailey Ober,Slight sell,-0.0949,Flat,-0.0180,-0.0180,5,99,98,0.0063,-0.0230,-0.0661,-0.0386,-0.4346,False,-0.0286,-0.0223,-0.1796,-0.9812,1.3418,0.1879,0.2540,0.0000,,,n/a,False,True,,,,
pitcher,669432,Trevor Rogers,Buy low,0.1965,Flat,-0.0199,-0.0199,5,43,57,-0.0108,-0.0965,-0.0516,-0.0649,2.6631,False,0.0892,0.0784,7.8334,-3.2391,3.3501,0.3914,0.4430,0.0000,,,n/a,False,True,,,,
pitcher,500779,Jose Quintana,Slight sell,-0.1097,Flat,-0.0205,-0.0205,5,89,63,-0.0376,0.0798,0.1075,0.0264,-0.5649,False,0.0281,-0.0096,-4.4619,-5.8749,-1.9937,0.2950,0.1876,0.0000,,,n/a,False,True,,,,
pitcher,608372,Tomoyuki Sugano,Sell high,-0.9218,Flat,-0.0225,-0.0225,5,86,68,0.0050,0.0032,-0.0389,-0.0661,-0.4186,False,-0.0707,-0.0656,-4.4479,-2.7667,1.3656,0.2527,0.2915,0.0000,,,n/a,False,True,,,,
pitcher,813349,Connelly Early,Sell high,-0.4107,Flat,-0.0234,-0.0234,5,68,91,-0.0510,0.0551,0.0734,0.0171,0.1461,False,0.0045,-0.0465,-3.2461,3.2858,-2.4346,0.2836,0.2102,0.0000,,,n/a,False,True,,,,
hitter,691023,Jordan Walker,Sell high,-0.2051,Flat,-0.0236,-0.0236,5,78,76,-0.0236,-0.1243,-0.0292,0.0804,2.3660,False,-0.0491,-0.0255,-12.0614,-7.8498,-2.0236,0.3365,0.3657,0.0000,Sinker,0.5000,none,False,True,1.0000,2.3000,8.1000,
pitcher,660271,Shohei Ohtani,Sell high,-0.2882,Flat,-0.0242,-0.0242,5,52,96,0.0304,-0.1162,-0.0851,0.0244,-0.2615,False,-0.0290,0.0014,5.7445,3.7745,3.8073,0.1915,0.2766,0.0000,,,n/a,False,True,,,,
hitter,664761,Alec Bohm,Buy low,0.3160,Flat,-0.0248,-0.0248,5,68,70,-0.1916,0.0711,0.1884,0.0655,0.0600,False,-0.0990,0.0926,7.9390,1.0159,1.4184,0.3321,0.1437,0.0000,4-Seam,-2.7000,none,False,False,0.7000,-5.1000,-4.2000,
pitcher,642547,Freddy Peralta,Sell high,-0.3742,Flat,-0.0297,-0.0297,5,94,75,-0.0005,-0.0569,-0.0266,-0.0168,0.4708,False,-0.0354,-0.0359,5.6884,-0.5636,1.5097,0.2361,0.2627,0.0000,,,n/a,False,True,,,,
hitter,680574,Matt Mclain,Buy low,0.2021,Cold,-0.0302,-0.0302,5,75,75,-0.0393,-0.0210,0.0677,0.0014,-0.0632,False,-0.0113,0.0281,6.8649,-2.5195,-2.3865,0.2544,0.1867,0.0000,Changeup,-1.5000,none,False,False,0.3000,-1.2000,-1.7000,
pitcher,678906,Kai-wei Teng,Slight sell,-0.1423,Cold,-0.0341,-0.0341,5,48,52,-0.0006,-0.0379,0.0440,0.0364,-0.1263,False,-0.0429,-0.0435,-1.2881,7.9701,1.0225,0.2566,0.2126,0.0000,,,n/a,False,True,,,,
hitter,668723,Ryan Vilade,Slight sell,-0.0936,Cold,-0.0357,-0.0357,5,33,24,0.0585,-0.0442,-0.2509,-0.0431,2.1053,False,-0.0593,-0.1178,7.3548,8.0808,-5.2633,0.2803,0.5312,0.0000,,,none,False,True,,,,
hitter,701398,Sal Stewart,Buy low,0.3272,Cold,-0.0372,-0.0372,5,87,79,0.0571,-0.1865,0.0107,0.0127,1.4729,False,0.0599,0.0028,-15.8136,-19.8164,-2.4004,0.2155,0.2048,0.0000,Slider,0.9000,none,False,True,-1.0000,-3.4000,,
pitcher,663567,Peter Lambert,Sell high,-0.1755,Cold,-0.0419,-0.0419,5,96,48,0.0626,-0.1244,-0.1990,-0.1187,-0.8437,False,-0.0521,0.0105,7.5831,-3.1391,4.7938,0.1855,0.3845,0.0000,,,n/a,False,True,,,,
hitter,650859,Luis Rengifo,Buy low,0.2255,Flat,0.0069,-0.0431,5,64,52,-0.0301,0.0148,0.0600,-0.0117,0.2319,False,0.0269,0.0570,-1.8630,-4.5673,1.8929,0.2474,0.1874,-0.0500,Sinker,-3.5000,mild,False,True,0.9000,-6.1000,0.7000,Mild Sinker vulnerability (Δ-3.5/100)
hitter,694497,Evan Carter,Buy low,0.4949,Hot,0.0561,-0.0439,5,68,69,0.0259,0.0108,-0.0461,0.0021,1.3004,False,0.0445,0.0186,0.5793,-6.9964,1.4434,0.1054,0.1515,-0.1000,Curveball,-5.2000,moderate,False,True,0.0000,2.4000,,Moderate Curveball vulnerability (Δ-5.2/100)
hitter,622761,Jorge Mateo,Sell high,-0.2282,Cold,-0.0460,-0.0460,5,33,20,-0.0514,-0.1964,0.0586,0.1160,2.7030,False,-0.0509,0.0005,-10.0797,8.0729,-8.5119,0.4115,0.3529,0.0000,Sinker,2.9000,none,False,True,,,,
hitter,668885,Austin Martin,Slight sell,-0.1445,Cold,-0.0478,-0.0478,5,70,52,0.0966,-0.1799,-0.1303,-0.0409,2.4031,False,0.0063,-0.0903,-18.0182,-6.5359,-3.5110,0.3190,0.4493,0.0000,Slider,-2.4000,none,False,True,4.5000,-7.5000,,
pitcher,624133,Ranger Suarez,Sell high,-0.2763,Cold,-0.0514,-0.0514,5,56,94,-0.0832,0.1081,0.1417,-0.0007,0.0790,False,0.0096,-0.0736,-8.7281,-5.6130,-2.3823,0.3008,0.1591,0.0000,,,n/a,False,True,,,,
pitcher,672282,Reid Detmers,Buy low,0.6641,Cold,-0.0528,-0.0528,5,99,94,-0.0101,0.0208,0.1032,-0.0131,-0.3830,False,0.0241,0.0140,-7.3418,-1.8355,1.0701,0.3656,0.2623,0.0000,,,n/a,False,True,,,,
pitcher,664285,Framber Valdez,Buy low,0.2200,Cold,-0.0531,-0.0531,5,98,99,-0.0462,0.0094,0.0907,0.0518,-0.1332,False,0.0089,-0.0373,1.7457,0.0270,-0.9082,0.3523,0.2615,0.0000,,,n/a,False,True,,,,
hitter,641343,Jake Bauers,Sell high,-0.2392,Flat,-0.0036,-0.0536,5,60,63,-0.0558,-0.0184,0.0968,-0.0094,1.0960,False,-0.0421,0.0137,-8.2209,12.3677,-0.7193,0.4208,0.3241,-0.0500,Curveball,-3.2000,mild,False,False,0.9000,-6.7000,-1.6000,Mild Curveball vulnerability (Δ-3.2/100)
pitcher,694477,Chad Patrick,Slight sell,-0.1030,Cold,-0.0580,-0.0580,5,47,75,-0.0920,0.0247,0.1765,0.0994,1.1722,False,0.0182,-0.0738,6.9778,1.7966,-3.2481,0.3821,0.2056,0.0000,,,n/a,False,True,,,,
hitter,681393,Connor Norby,Slight sell,-0.0985,Flat,-0.0081,-0.0581,5,62,67,0.0219,-0.0767,-0.0121,0.0560,0.2754,False,-0.0410,-0.0629,-3.3510,-2.2487,-2.6593,0.3688,0.3809,-0.0500,Changeup,-4.7000,mild,False,False,-3.5000,-1.0000,-3.0000,Mild Changeup vulnerability (Δ-4.7/100)
pitcher,594798,Jacob Degrom,Sell high,-0.2060,Cold,-0.0587,-0.0587,5,74,86,-0.0633,-0.0475,-0.0869,0.0178,-0.0348,False,0.0223,-0.0410,14.7283,-3.4610,-0.7888,0.1975,0.2844,0.0000,,,n/a,False,True,,,,
hitter,682985,Riley Greene,Sell high,-0.5493,Cold,-0.0608,-0.0608,5,79,76,-0.0657,-0.0403,0.0922,-0.0213,0.3620,False,-0.0936,-0.0279,-2.6938,-3.0672,-0.8811,0.5856,0.4934,0.0000,Curveball,-1.3000,none,False,True,3.1000,1.5000,0.4000,
pitcher,676879,Aaron Ashby,Buy low,0.3771,Cold,-0.0609,-0.0609,5,48,44,-0.0351,0.0409,0.0850,-0.0546,0.0896,False,0.0824,0.0473,3.3708,-3.7879,-2.3205,0.4561,0.3712,0.0000,,,n/a,False,True,,,,
hitter,606192,Teoscar Hernández,Sell high,-0.1573,Cold,-0.0615,-0.0615,5,70,69,-0.0783,-0.0367,0.1889,-0.0055,-0.8859,False,-0.0366,0.0417,1.4755,-4.2063,-1.5733,0.4452,0.2563,0.0000,4-Seam,-2.3000,none,False,False,-0.3000,-1.5000,-3.3000,
hitter,663586,Austin Riley,Buy low,0.2206,Flat,-0.0178,-0.0678,5,76,81,0.0121,0.0118,0.0333,-0.0970,-0.1405,False,0.0212,0.0091,0.8501,1.8681,0.0980,0.2801,0.2467,-0.0500,Changeup,-4.1000,mild,False,False,-2.5000,-0.5000,-5.0000,Mild Changeup vulnerability (Δ-4.1/100)
hitter,681198,Tj Rumfield,Buy low,0.2418,Cold,-0.0701,-0.0701,5,79,77,-0.0725,-0.0036,0.1584,0.0088,-2.0834,True,-0.0163,0.0563,-0.5398,1.9481,-0.3397,0.3565,0.1980,0.0000,,,none,False,True,7.8000,-10.4000,,
hitter,669004,Mj Melendez,Slight sell,-0.1160,Cold,-0.0710,-0.0710,5,42,27,0.0696,-0.2269,-0.1202,0.0839,1.5669,False,-0.0508,-0.1204,-10.2564,-11.0769,-7.1175,0.3718,0.4920,0.0000,4-Seam,1.9000,none,False,True,,,,
hitter,592518,Manny Machado,Buy low,0.4384,Flat,0.0288,-0.0712,5,78,69,0.0740,0.0144,-0.1308,-0.0595,0.8432,False,0.0816,0.0076,0.3478,0.0628,0.6244,0.1011,0.2319,-0.1000,Curveball,-5.9000,moderate,False,False,5.4000,-9.7000,-4.6000,Moderate Curveball vulnerability (Δ-5.9/100)
hitter,663837,Matt Vierling,Buy low,0.2417,Cold,-0.0724,-0.0724,5,68,48,-0.0290,-0.0286,0.0269,-0.0231,-0.6586,False,0.0283,0.0573,-6.2553,8.7010,-1.1710,0.2389,0.2120,0.0000,4-Seam,-1.0000,none,False,True,0.7000,-5.5000,-0.1000,
pitcher,666200,Jesús Luzardo,Buy low,1.0259,Cold,-0.0766,-0.0766,5,91,96,-0.0379,0.0023,0.0427,0.0193,-1.1044,True,0.0627,0.0248,1.4955,4.2777,-1.1315,0.4045,0.3618,0.0000,,,n/a,False,True,,,,
hitter,663757,Trent Grisham,Buy low,0.3361,Cold,-0.0768,-0.0768,5,76,67,-0.0191,-0.1067,0.0781,-0.0263,0.3157,False,0.0192,0.0382,-11.4831,2.9006,-2.8989,0.2410,0.1629,0.0000,4-Seam,-3.0000,none,False,True,-1.4000,-2.9000,2.1000,
hitter,683002,Gunnar Henderson,Buy low,0.2081,Cold,-0.0768,-0.0768,5,84,85,0.0057,-0.1566,0.0659,-0.0077,0.6777,False,0.0120,0.0063,-20.0689,-1.3936,-2.6058,0.2669,0.2010,0.0000,4-Seam,-2.7000,none,False,True,-0.8000,0.0000,-0.3000,
pitcher,680736,Justin Wrobleski,Sell high,-0.3843,Cold,-0.0785,-0.0785,5,84,81,-0.0518,-0.0207,0.0503,0.0248,-0.0833,False,-0.0281,-0.0799,-0.6717,2.6385,0.8053,0.2707,0.2205,0.0000,,,n/a,False,True,,,,
pitcher,607200,Erick Fedde,Sell high,-0.2347,Cold,-0.0824,-0.0824,5,88,65,-0.0936,0.0400,0.1122,0.0135,0.5776,False,0.0415,-0.0522,0.6203,3.4249,-2.6694,0.2492,0.1370,0.0000,,,n/a,False,True,,,,
pitcher,657746,Joe Ryan,Buy low,0.5035,Cold,-0.0833,-0.0833,5,48,94,0.0761,-0.2443,-0.0289,0.0070,0.6999,False,-0.0808,-0.0047,22.8136,1.3988,6.3028,0.2062,0.2351,0.0000,,,n/a,False,True,,,,
pitcher,607259,Nick Martínez,Sell high,-0.7633,Cold,-0.0847,-0.0847,5,69,103,-0.0357,-0.0259,0.0511,0.0265,-0.7039,False,-0.0190,-0.0547,-0.0729,-0.4514,1.3825,0.3147,0.2636,0.0000,,,n/a,False,True,,,,
pitcher,594580,Sam Moll,Sell high,-0.2025,Cold,-0.0880,-0.0880,5,33,38,-0.0564,-0.0594,0.1381,0.0680,1.2397,False,0.0234,-0.0331,10.5064,0.0930,0.3317,0.3091,0.1710,0.0000,,,n/a,False,True,,,,
hitter,677942,Blaze Alexander,Slight sell,-0.1572,Cold,-0.0888,-0.0888,5,40,38,-0.2009,-0.0653,0.3520,0.0284,0.3101,False,-0.0872,0.1137,8.5307,0.0000,-5.3999,0.4549,0.1029,0.0000,Changeup,-2.6000,none,False,True,7.7000,-18.6000,,
pitcher,527048,Martín Pérez,Sell high,-0.3823,Cold,-0.0942,-0.0942,5,51,78,-0.0722,-0.0084,0.1322,0.1294,-0.9013,False,0.0276,-0.0446,-6.9247,1.2142,1.9704,0.2956,0.1634,0.0000,,,n/a,False,True,,,,
pitcher,687606,Paxton Schultz,Sell high,-0.2474,Cold,-0.0956,-0.0956,5,43,33,-0.1002,0.0973,0.1574,-0.0342,0.2266,False,0.0576,-0.0425,1.0947,-6.8405,-4.1121,0.4267,0.2693,0.0000,,,n/a,False,True,,,,
pitcher,676974,Max Meyer,Slight sell,-0.0731,Cold,-0.0960,-0.0960,5,93,88,0.0053,-0.1613,-0.0057,0.0446,0.1059,False,-0.0395,-0.0342,15.1287,3.6539,3.7332,0.2657,0.2713,0.0000,,,n/a,False,True,,,,
hitter,595978,Austin Hedges,Slight sell,-0.1083,Cold,-0.0965,-0.0965,5,33,28,-0.0979,0.1126,-0.0922,0.0183,-2.0291,True,-0.0680,0.0299,3.6458,0.0000,4.7170,0.1875,0.2797,0.0000,Sinker,-0.9000,none,False,True,,,,
hitter,609280,Miguel Andújar,Slight sell,-0.1015,Flat,-0.0041,-0.1041,5,71,40,0.0310,0.0425,-0.1231,-0.0257,-0.2338,False,-0.0556,-0.0866,-2.6056,6.4085,1.8149,0.2852,0.4083,-0.1000,Slider,-5.5000,moderate,False,True,3.6000,-14.0000,1.6000,Moderate Slider vulnerability (Δ-5.5/100)
hitter,695506,Jac Caglianone,Neutral,-0.0828,Cold,-0.0550,-0.1050,5,58,54,-0.0031,-0.0959,-0.0765,0.0614,0.8241,False,0.0132,0.0162,-2.0377,-1.6226,-4.0410,0.2846,0.3611,-0.0500,Curveball,-3.5000,mild,False,True,9.2000,-9.0000,,Mild Curveball vulnerability (Δ-3.5/100)
hitter,665750,Leody Taveras,Neutral,-0.0755,Cold,-0.1093,-0.1093,5,53,60,-0.0787,-0.1013,0.0315,-0.0005,1.2673,False,-0.0522,0.0264,-12.3914,-5.3645,-1.1625,0.3253,0.2938,0.0000,Changeup,-2.4000,none,False,False,3.5000,-6.0000,-1.3000,
hitter,691016,Tyler Soderstrom,Buy low,0.3120,Cold,-0.0614,-0.1114,5,67,82,0.0328,-0.0806,-0.0686,-0.0421,0.6250,False,0.0633,0.0305,-13.8013,-6.6091,0.4131,0.1741,0.2427,-0.0500,Sinker,-4.7000,mild,False,True,-2.6000,0.1000,0.8000,Mild Sinker vulnerability (Δ-4.7/100)
hitter,671732,Lawrence Butler,Buy low,0.1935,Flat,-0.0116,-0.1116,5,52,66,-0.0133,0.0601,-0.0663,0.0151,-0.9146,False,0.0437,0.0570,-1.0278,5.0000,2.5137,0.1781,0.2444,-0.1000,Splitter,-7.8000,moderate,False,False,1.6000,-8.4000,-3.1000,Moderate Splitter vulnerability (Δ-7.8/100)
hitter,687859,Troy Johnston,Sell high,-0.2569,Cold,-0.1145,-0.1145,5,54,66,-0.0426,-0.0443,0.1219,-0.0459,-2.0753,True,-0.0738,-0.0312,-6.6993,0.0000,-0.5424,0.5164,0.3945,0.0000,Changeup,-2.2000,none,False,True,15.2000,-9.9000,,
hitter,673548,Seiya Suzuki,Slight sell,-0.0855,Cold,-0.1147,-0.1147,5,75,79,0.0359,-0.0905,-0.0732,-0.0396,-0.9700,False,-0.0084,-0.0443,-8.7388,-4.8745,-1.6079,0.3089,0.3821,0.0000,Sinker,0.2000,none,False,False,6.2000,-5.3000,-5.1000,
hitter,676609,José Caballero,Sell high,-0.1569,Flat,-0.0147,-0.1147,5,38,71,0.1263,-0.1153,-0.1004,0.0496,-1.1152,True,0.0276,-0.0987,-0.3150,5.6091,-6.5275,0.2412,0.3415,-0.1000,Cutter,-6.7000,moderate,False,False,-4.5000,-12.5000,-1.1000,Moderate Cutter vulnerability (Δ-6.7/100)
pitcher,670970,Adrián Morejón,Buy low,0.3387,Cold,-0.1164,-0.1164,5,35,41,-0.0717,-0.0471,0.0930,0.0304,0.4992,False,0.0261,-0.0456,-5.1800,2.4623,3.2798,0.2760,0.1830,0.0000,,,n/a,False,True,,,,
pitcher,801403,Chase Dollander,Sell high,-0.2009,Cold,-0.1176,-0.1176,5,59,93,-0.0666,0.0432,0.0679,-0.1174,0.0097,False,0.0494,-0.0172,-3.2641,8.7343,-2.6519,0.3119,0.2440,0.0000,,,n/a,False,True,,,,
hitter,808975,Hyeseong Kim,Slight sell,-0.0926,Cold,-0.0683,-0.1183,5,55,49,-0.0251,-0.0986,0.0274,-0.0156,1.0862,False,-0.0114,0.0137,-3.0148,-5.7123,-3.3217,0.3496,0.3222,-0.0500,Changeup,-4.4000,mild,False,True,9.3000,-12.7000,,Mild Changeup vulnerability (Δ-4.4/100)
hitter,660670,Ronald Acuña,Buy low,0.1941,Cold,-0.0691,-0.1191,5,22,83,-0.0327,-0.1017,0.0313,-0.0426,1.7931,False,-0.0247,0.0080,-16.9560,-3.9931,-0.2472,0.3979,0.3667,-0.0500,4-Seam,-4.9000,mild,False,False,-0.7000,1.9000,-1.2000,Mild 4-Seam vulnerability (Δ-4.9/100)
pitcher,676775,Keaton Winn,Slight sell,-0.0788,Cold,-0.1229,-0.1229,5,37,16,-0.0608,0.1210,0.2160,-0.1676,0.3733,False,-0.0071,-0.0679,-9.4080,0.0000,-3.6984,0.2160,0.0000,0.0000,,,n/a,False,True,,,,
hitter,676439,Hunter Feduccia,Slight sell,-0.0892,Cold,-0.1230,-0.1230,5,27,24,-0.0023,0.0869,-0.0146,0.0481,-6.9467,True,-0.0230,-0.0206,12.8364,0.0000,1.1352,0.3187,0.3333,0.0000,4-Seam,-1.8000,none,False,True,,,,
hitter,669127,Shea Langeliers,Sell high,-0.2695,Cold,-0.1245,-0.1245,5,71,84,-0.0202,-0.0881,-0.0572,0.0279,-0.8306,False,-0.0063,0.0139,-10.7145,4.7388,-2.4365,0.3720,0.4292,0.0000,Cutter,-1.9000,none,False,True,4.5000,-1.8000,3.1000,
pitcher,571578,Patrick Corbin,Slight sell,-0.1317,Cold,-0.1246,-0.1246,5,88,79,-0.0448,-0.0004,0.0407,-0.0700,-0.9389,False,-0.0038,-0.0486,-1.8727,1.3122,0.2921,0.3509,0.3102,0.0000,,,n/a,False,True,,,,
hitter,691720,Kyle Karros,Buy low,0.1910,Flat,-0.0255,-0.1255,5,54,68,-0.0939,0.0127,0.2904,-0.1405,0.4086,False,-0.0211,0.0728,6.4815,0.5892,-1.0737,0.4721,0.1818,-0.1000,Changeup,-5.4000,moderate,False,True,17.8000,-20.7000,,Moderate Changeup vulnerability (Δ-5.4/100)
pitcher,605280,Clay Holmes,Sell high,-0.3510,Cold,-0.1266,-0.1266,5,73,93,-0.0619,-0.0333,0.1491,0.0337,0.1562,False,-0.0048,-0.0667,2.1701,2.4621,0.7536,0.3703,0.2212,0.0000,,,n/a,False,True,,,,
pitcher,687330,Kevin Kelly,Sell high,-0.1695,Cold,-0.1335,-0.1335,5,35,30,-0.0952,0.0330,0.1561,-0.0526,0.8005,False,-0.0407,-0.1359,-7.0115,-6.6256,1.0952,0.2309,0.0748,0.0000,,,n/a,False,True,,,,
pitcher,680732,Sean Burke,Slight buy,0.1836,Cold,-0.1343,-0.1343,5,69,91,-0.0271,-0.1194,0.1464,0.0587,0.5850,False,-0.0003,-0.0275,7.5814,8.6174,2.7802,0.3550,0.2086,0.0000,,,n/a,False,True,,,,
hitter,666182,Bo Bichette,Buy low,0.2426,Cold,-0.0866,-0.1366,5,86,74,0.0289,-0.0910,-0.1668,0.0785,-0.5083,False,0.0722,0.0432,-11.3896,3.4465,-2.2205,0.1789,0.3456,-0.0500,Changeup,-3.9000,mild,False,False,-0.9000,-1.7000,-1.5000,Mild Changeup vulnerability (Δ-3.9/100)
hitter,665833,Oneil Cruz,Sell high,-0.3616,Cold,-0.1382,-0.1382,5,85,80,-0.0298,-0.1401,0.1154,0.0379,-2.0446,True,-0.0197,0.0102,-6.1249,-23.0728,-2.0146,0.3971,0.2817,0.0000,Sinker,-1.8000,none,False,True,0.9000,-6.5000,2.0000,
hitter,646240,Rafael Devers,Slight sell,-0.1435,Cold,-0.0406,-0.1406,5,82,70,-0.1227,0.0156,0.1246,0.0498,-0.1725,False,-0.1040,0.0187,7.3662,-5.8670,-0.1822,0.4634,0.3388,-0.1000,Slider,-5.7000,moderate,False,False,-3.6000,-0.7000,-5.2000,Moderate Slider vulnerability (Δ-5.7/100)
hitter,693307,Dillon Dingler,Buy low,0.2462,Cold,-0.0931,-0.1431,5,74,65,-0.0382,-0.0024,0.0059,-0.0658,-0.7461,False,0.0207,0.0589,1.4041,-3.9414,0.1195,0.2571,0.2513,-0.0500,Sinker,-4.0000,mild,False,True,5.6000,-5.9000,4.5000,Mild Sinker vulnerability (Δ-4.0/100)
hitter,694212,Samuel Basallo,Slight sell,-0.1080,Flat,0.0063,-0.1437,5,58,53,-0.0561,0.0770,0.1294,-0.1103,0.1394,False,-0.0500,0.0061,5.0177,0.6631,2.4959,0.4195,0.2901,-0.1500,Curveball,-8.2000,severe,False,True,7.1000,-9.0000,,Severe Curveball vulnerability (Δ-8.2/100)
hitter,663538,Nico Hoerner,Buy low,0.2543,Flat,0.0055,-0.1445,5,82,93,0.0756,-0.0850,-0.0662,0.0356,0.2223,False,0.0451,-0.0304,-5.7612,-3.2258,-2.3262,0.2114,0.2776,-0.1500,Changeup,-8.7000,severe,False,True,5.8000,-5.3000,-0.2000,Severe Changeup vulnerability (Δ-8.7/100)
hitter,701762,Nick Kurtz,Sell high,-0.3055,Cold,-0.1448,-0.1448,5,86,89,-0.1155,-0.1140,0.1556,-0.0097,0.1495,False,-0.0916,0.0239,-5.5929,-4.1781,-3.6751,0.4615,0.3059,0.0000,Splitter,-2.3000,none,False,True,8.0000,-6.9000,,
hitter,608348,Carson Kelly,Sell high,-0.2206,Cold,-0.1504,-0.1504,5,43,56,0.0109,-0.1701,-0.0085,-0.0525,0.1430,False,-0.0518,-0.0627,-21.7269,-5.4859,-2.2488,0.3584,0.3669,0.0000,Slider,-1.7000,none,False,True,1.9000,-13.5000,1.1000,
hitter,700250,Ben Rice,Neutral,-0.0820,Cold,-0.1548,-0.1548,5,62,78,0.0158,-0.1552,-0.0355,-0.0113,-0.8867,False,-0.0093,-0.0251,-11.1085,-2.4114,-4.6227,0.2742,0.3097,0.0000,Sinker,-2.5000,none,False,True,5.0000,-7.2000,4.6000,
hitter,682829,Elly De la cruz,Slight sell,-0.1465,Cold,-0.1654,-0.1654,5,87,81,-0.0085,-0.1927,0.0611,0.0237,-1.3009,True,-0.0181,-0.0096,-10.3250,-14.4820,-4.8808,0.4349,0.3738,0.0000,Sinker,-0.5000,none,False,True,-3.3000,9.6000,4.6000,
hitter,669016,Brandon Marsh,Slight sell,-0.1498,Cold,-0.1181,-0.1681,5,73,60,-0.0070,-0.2389,0.1273,0.0009,0.9541,False,-0.0310,-0.0240,-18.1316,-5.3168,-6.6131,0.4773,0.3500,-0.0500,Changeup,-4.9000,mild,False,False,1.6000,-0.7000,-2.3000,Mild Changeup vulnerability (Δ-4.9/100)
pitcher,681982,Grant Anderson,Buy low,0.3161,Cold,-0.1717,-0.1717,5,23,26,-0.1874,-0.0211,0.0599,0.0563,0.9436,False,0.1567,-0.0306,-16.2698,18.0159,2.4210,0.2499,0.1900,0.0000,,,n/a,False,True,,,,
pitcher,686799,Jack Kochanowicz,Sell high,-0.2914,Cold,-0.1786,-0.1786,5,80,102,-0.0609,-0.0700,0.0863,0.0069,-1.0213,True,-0.0336,-0.0945,7.6334,3.5651,1.0571,0.2850,0.1987,0.0000,,,n/a,False,True,,,,
hitter,621493,Taylor Ward,Slight sell,-0.1242,Cold,-0.1876,-0.1876,5,83,85,-0.0251,-0.0686,-0.0517,-0.0609,-1.8791,True,-0.0120,0.0131,-3.3678,-1.4573,-2.3712,0.2444,0.2961,0.0000,Slider,-2.9000,none,False,False,5.1000,-7.5000,-7.3000,
hitter,608070,José Ramírez,Buy low,0.3691,Cold,-0.1384,-0.1884,5,87,84,-0.0159,-0.1694,0.0094,-0.0021,0.3445,False,0.0019,0.0178,-13.1760,-7.7963,-4.0048,0.2896,0.2802,-0.0500,Sinker,-4.7000,mild,False,True,4.7000,-3.1000,1.4000,Mild Sinker vulnerability (Δ-4.7/100)
pitcher,694973,Paul Skenes,Neutral,-0.0313,Cold,-0.1938,-0.1938,5,98,58,-0.0661,-0.0946,0.1521,0.0276,-0.1671,False,-0.0106,-0.0767,11.0929,-0.2759,1.9987,0.2603,0.1082,0.0000,,,n/a,False,True,,,,
hitter,693304,Nick Gonzales,Sell high,-0.2399,Cold,-0.1467,-0.1967,5,69,63,0.0115,-0.1414,-0.1645,0.0413,0.0018,False,0.0249,0.0134,-17.1895,4.1842,-3.3981,0.3099,0.4745,-0.0500,Cutter,-4.6000,mild,False,False,8.9000,-19.2000,-4.2000,Mild Cutter vulnerability (Δ-4.6/100)
hitter,682928,Cj Abrams,Sell high,-0.1869,Cold,-0.1974,-0.1974,5,85,76,-0.1372,-0.1293,0.1623,-0.0489,0.0891,False,-0.0938,0.0434,-15.1503,-5.4510,-1.8589,0.4245,0.2622,0.0000,Sinker,-1.7000,none,False,True,0.8000,-3.8000,3.4000,
hitter,672724,Oswald Peraza,Sell high,-0.3386,Cold,-0.2020,-0.2020,5,45,55,0.0350,-0.2588,-0.1111,0.0266,0.0420,False,-0.0042,-0.0392,-15.9834,-10.3832,-7.3886,0.2614,0.3725,0.0000,Slider,-1.3000,none,False,True,7.8000,-12.9000,3.8000,
