name,mlbam_id,april_pa,actual_hr,actual_r,actual_rbi,actual_avg,actual_ros_woba,naive_hr,naive_r,naive_rbi,naive_avg,naive_woba,rtm_hr,rtm_r,rtm_rbi,rtm_avg,rtm_woba,model_hr,model_r,model_rbi,model_avg,model_woba,signal_hr,signal_avg,signal_woba,steamer_hr,steamer_r,steamer_rbi,steamer_avg,steamer_woba,zips_hr,zips_r,zips_rbi,zips_avg,zips_woba
Jacob Wilson,805779,117.0,13.0,62.0,63.0,0.311,0.36446428571428574,14.399999999999999,73.2,72.0,0.327,0.3598290598290598,15.6,67.2,63.599999999999994,0.288,0.3389145299145299,9.6,57.599999999999994,52.8,0.249,0.2974,9.6,0.249,0.2974,8.07979965209961,50.45220184326172,49.214599609375,0.2911235111031746,0.3334612734655565,8.0,48.0,40.0,0.2901023890784983,0.3398938930223859
Alec Burleson,676475,91.0,18.0,54.0,69.0,0.29,0.38387096774193546,0.0,52.8,43.199999999999996,0.259,0.27197802197802196,9.6,57.599999999999994,50.4,0.253,0.294989010989011,8.4,56.4,49.199999999999996,0.243,0.27559,8.4,0.243,0.27559,15.693699836730957,51.654701232910156,55.23429870605469,0.27518438015532404,0.334955568767137,18.0,64.0,74.0,0.2774451097804391,0.3313204558617478
Jackson Holliday,702616,90.0,17.0,70.0,55.0,0.242,0.3237536656891496,12.0,60.0,52.8,0.253,0.32611111111111113,15.6,61.199999999999996,56.4,0.25,0.32205555555555554,9.6,49.199999999999996,42.0,0.196,0.27218,9.6,0.196,0.2504056,9.59570026397705,47.52370071411133,40.215599060058594,0.23603763014996706,0.3169470139416874,15.0,103.0,67.0,0.23471400394477318,0.32064624664536556
Matt Chapman,656305,133.0,21.0,76.0,61.0,0.231,0.3566371681415929,20.4,60.0,48.0,0.198,0.3360902255639098,19.2,61.199999999999996,52.8,0.223,0.3270451127819549,13.2,61.199999999999996,50.4,0.242,0.32816,13.2,0.242,0.32816,22.459199905395508,70.5322036743164,76.05149841308594,0.24144760976025473,0.33211009901388344,24.0,81.0,71.0,0.24236641221374045,0.33560062072747526
Bryan Reynolds,668804,136.0,16.0,68.0,73.0,0.245,0.2968543046357616,12.0,56.4,50.4,0.236,0.28345588235294117,14.399999999999999,58.8,54.0,0.242,0.3007279411764706,16.8,66.0,61.199999999999996,0.265,0.33213,16.8,0.265,0.33213,22.167200088500977,81.7177963256836,72.61650085449219,0.26296558101482553,0.3380397501293894,21.0,75.0,83.0,0.26527050610820246,0.3355997468757331
Ernie Clement,676391,77.0,9.0,83.0,50.0,0.277,0.3253822629969419,0.0,48.0,39.6,0.239,0.2512987012987013,9.6,56.4,49.199999999999996,0.244,0.28464935064935065,9.6,57.599999999999994,50.4,0.245,0.27706,9.6,0.245,0.27706,7.817599773406982,35.9025993347168,37.292301177978516,0.271128035858839,0.3119152412998673,9.0,45.0,48.0,0.2625994694960212,0.29848333773900515
Spencer Steer,668715,101.0,21.0,66.0,75.0,0.238,0.3342281879194631,10.799999999999999,45.6,39.6,0.176,0.25495049504950495,14.399999999999999,54.0,48.0,0.212,0.2864752475247525,15.6,61.199999999999996,55.199999999999996,0.241,0.30752,16.38,0.241,0.3321216,19.846599578857422,69.79039764404297,71.91680145263672,0.24433899680471818,0.3326417456642705,21.0,75.0,86.0,0.24866785079928952,0.33503653859943383
Ryan O'Hearn,656811,83.0,17.0,67.0,63.0,0.281,0.35871886120996443,33.6,81.6,79.2,0.292,0.39096385542168677,25.2,70.8,67.2,0.268,0.3544819277108434,16.8,68.39999999999999,61.199999999999996,0.275,0.34356,16.8,0.275,0.34356,13.655200004577637,45.70640182495117,51.416099548339844,0.2693477340054,0.33308599268833705,16.0,54.0,61.0,0.26463104325699743,0.330278366734976
Oneil Cruz,665833,120.0,20.0,62.0,61.0,0.2,0.3084482758620689,37.199999999999996,78.0,74.39999999999999,0.253,0.37833333333333335,27.599999999999998,70.8,66.0,0.25,0.3481666666666667,22.8,70.8,64.8,0.262,0.36073,22.8,0.262,0.36073,24.251399993896484,73.34519958496094,79.02529907226562,0.258324954566904,0.3403722927140751,25.0,83.0,84.0,0.2523540489642185,0.3360505517256462
Alex Bregman,608324,142.0,18.0,64.0,62.0,0.273,nan,27.599999999999998,84.0,80.39999999999999,0.331,0.42640845070422534,22.8,73.2,69.6,0.289,0.37220422535211267,18.0,67.2,61.199999999999996,0.265,0.35101,18.0,0.265,0.3229292,22.539600372314453,82.6884994506836,83.18990325927734,0.2683255160756873,0.3491086103517231,20.0,80.0,80.0,0.2550091074681239,0.33375098412497
Xander Bogaerts,593428,121.0,11.0,63.0,53.0,0.263,0.33062500000000006,3.5999999999999996,52.8,42.0,0.243,0.3090909090909091,10.799999999999999,58.8,50.4,0.245,0.31354545454545457,10.799999999999999,64.8,56.4,0.276,0.31113,10.799999999999999,0.276,0.31113,15.362799644470215,63.1234016418457,62.24530029296875,0.2703386618413605,0.32823596278838496,13.0,63.0,58.0,0.26229508196721313,0.3146796480536021
Kyle Stowers,669065,111.0,25.0,61.0,73.0,0.288,0.40711743772241993,19.2,78.0,69.6,0.323,0.39189189189189194,19.2,70.8,64.8,0.285,0.354945945945946,20.4,61.199999999999996,56.4,0.225,0.32169,20.4,0.225,0.2959548,13.80620002746582,40.810001373291016,44.57320022583008,0.227630685747198,0.31042542990303357,17.0,50.0,60.0,0.23300970873786409,0.3176957167171199
Nolan Schanuel,694384,111.0,12.0,64.0,53.0,0.264,0.3543731778425656,9.6,58.8,49.199999999999996,0.253,0.331981981981982,13.2,61.199999999999996,52.8,0.25,0.324990990990991,9.6,58.8,50.4,0.249,0.30107,9.6,0.249,0.30107,14.83329963684082,68.03579711914062,53.70320129394531,0.26045601670452395,0.33726927791544375,13.0,70.0,59.0,0.2549800796812749,0.3257631809797336
Anthony Volpe,683011,132.0,19.0,65.0,72.0,0.212,0.2870860927152318,20.4,63.599999999999994,57.599999999999994,0.239,0.343939393939394,19.2,63.599999999999994,57.599999999999994,0.243,0.330969696969697,14.399999999999999,58.8,52.8,0.234,0.3091,14.399999999999999,0.234,0.3091,16.86400032043457,70.4406967163086,64.60669708251953,0.24447697774828886,0.31183052158699587,17.0,80.0,74.0,0.2382608695652174,0.3076197102009875
Zach McKinstry,656716,112.0,12.0,68.0,49.0,0.259,0.3385057471264368,4.8,68.39999999999999,54.0,0.323,0.384375,10.799999999999999,66.0,55.199999999999996,0.285,0.3511875,13.2,58.8,49.199999999999996,0.227,0.30372,13.2,0.227,0.2794224,5.049600124359131,29.9596004486084,22.574100494384766,0.23394290017138814,0.29483950086829436,8.0,48.0,31.0,0.23714285714285716,0.29861904022305513
Mike Trout,545361,121.0,26.0,73.0,64.0,0.232,0.3745833333333334,40.8,66.0,68.39999999999999,0.179,0.30206611570247943,30.0,64.8,63.599999999999994,0.214,0.3100330578512397,21.599999999999998,70.8,66.0,0.271,0.37038,22.68,0.271,0.4000104,25.195199966430664,63.61970138549805,68.60749816894531,0.25249687669786386,0.35910644191215874,18.0,48.0,49.0,0.26181818181818184,0.38005352169275286
Caleb Durbin,702332,45.0,11.0,60.0,53.0,0.256,0.3272556390977444,12.0,60.0,56.4,0.263,0.3333333333333333,15.6,62.4,56.4,0.253,0.32566666666666666,10.799999999999999,58.8,52.8,0.249,0.31817,10.799999999999999,0.249,0.31817,2.8991000652313232,18.591100692749023,15.956000328063965,0.23875273543338105,0.3025156810509639,7.0,53.0,47.0,0.23333333333333334,0.29909324499186624
Nick Castellanos,592206,122.0,17.0,72.0,72.0,0.25,0.3242857142857143,13.2,63.599999999999994,57.599999999999994,0.27,0.32868852459016396,15.6,63.599999999999994,57.599999999999994,0.259,0.32334426229508195,15.6,66.0,60.0,0.265,0.33054,15.6,0.265,0.33054,20.434799194335938,64.39430236816406,72.36859893798828,0.253673851717242,0.3169332649800342,21.0,70.0,80.0,0.2591240875912409,0.31982574779571815
Mickey Moniak,666160,83.0,24.0,62.0,68.0,0.27,0.38100961538461536,19.2,55.199999999999996,51.6,0.2,0.3,19.2,60.0,55.199999999999996,0.226,0.309,15.6,61.199999999999996,55.199999999999996,0.24,0.31114,16.38,0.24,0.33603120000000003,9.065099716186523,28.984399795532227,30.451000213623047,0.2515099328322455,0.3122521659513166,16.0,48.0,54.0,0.23469387755102042,0.2998483663242586
Mike Yastrzemski,573262,107.0,17.0,68.0,46.0,0.233,0.2849056603773585,25.2,74.39999999999999,67.2,0.278,0.39999999999999997,21.599999999999998,68.39999999999999,62.4,0.263,0.359,14.399999999999999,60.0,51.6,0.232,0.32664,14.399999999999999,0.232,0.3005088,13.539999961853027,44.79890060424805,45.16790008544922,0.22561858623334524,0.3101968240025199,16.0,56.0,52.0,0.22250639386189258,0.3134336157278581
Gavin Sheets,657757,94.0,19.0,57.0,71.0,0.252,0.3224252491694352,18.0,64.8,60.0,0.262,0.3351063829787234,18.0,63.599999999999994,58.8,0.255,0.3265531914893617,12.0,56.4,49.199999999999996,0.229,0.29511,12.0,0.229,0.2715012,8.759599685668945,31.324399948120117,33.315399169921875,0.23839912743315209,0.30317600305524844,15.0,39.0,59.0,0.2315270935960591,0.2992041295419359
Drake Baldwin,686948,58.0,19.0,56.0,80.0,0.274,0.37925,19.2,64.8,58.8,0.25,0.3241379310344828,18.0,63.599999999999994,57.599999999999994,0.249,0.3210689655172414,16.8,64.8,57.599999999999994,0.253,0.33213,16.8,0.253,0.33213,4.470399856567383,20.463499069213867,20.25670051574707,0.2367048539875158,0.30279888033432156,12.0,49.0,57.0,0.2360097323600973,0.30891620945104786
Alejandro Kirk,672386,93.0,15.0,45.0,76.0,0.282,0.3719367588932806,12.0,55.199999999999996,52.8,0.239,0.2682795698924731,14.399999999999999,58.8,55.199999999999996,0.243,0.29313978494623655,13.2,63.599999999999994,57.599999999999994,0.261,0.31279,13.86,0.261,0.33781320000000004,10.8302001953125,48.34090042114258,48.52519989013672,0.2737921120788294,0.3369599915141517,10.0,36.0,49.0,0.2671957671957672,0.3246276963562954
Will Smith,669257,85.0,17.0,64.0,61.0,0.296,0.41882591093117416,19.2,74.39999999999999,67.2,0.306,0.3788235294117647,19.2,69.6,62.4,0.274,0.34841176470588237,18.0,66.0,60.0,0.259,0.34098,18.0,0.259,0.3273408,18.134899139404297,59.318199157714844,61.1875,0.24983233450350223,0.3362615666639171,20.0,74.0,74.0,0.25158562367864695,0.3360534967297185
Addison Barger,680718,28.0,21.0,61.0,74.0,0.243,0.36486486486486486,0.0,37.199999999999996,31.2,0.185,0.22321428571428573,14.399999999999999,57.599999999999994,52.8,0.234,0.2706071428571429,15.6,54.0,49.199999999999996,0.203,0.28029,15.6,0.203,0.28029,3.009700059890747,10.781999588012695,10.98639965057373,0.2383381202381709,0.3127528750821689,16.0,60.0,63.0,0.24489795918367346,0.3193574664782893
Jordan Beck,687597,65.0,16.0,62.0,53.0,0.258,0.333695652173913,43.199999999999996,85.2,85.2,0.278,0.42769230769230765,27.599999999999998,72.0,68.39999999999999,0.26,0.3728461538461538,16.8,61.199999999999996,54.0,0.233,0.28576,16.8,0.233,0.28576,10.360199928283691,37.91310119628906,37.8922004699707,0.24511512797606286,0.3126288651227575,12.0,52.0,51.0,0.24390243902439024,0.3067336447223063
Josh Bell,605137,114.0,22.0,54.0,63.0,0.239,0.3509727626459144,19.2,46.8,42.0,0.15,0.23684210526315788,19.2,54.0,49.199999999999996,0.193,0.27742105263157896,14.399999999999999,61.199999999999996,55.199999999999996,0.247,0.30107,15.12,0.247,0.32515560000000004,17.542200088500977,57.70719909667969,62.56769943237305,0.2508172948518753,0.32691459650975874,20.0,60.0,66.0,0.2450592885375494,0.3205298248200509
Yainer Diaz,673237,95.0,20.0,56.0,70.0,0.256,0.3344178082191781,10.799999999999999,44.4,43.199999999999996,0.189,0.24368421052631578,14.399999999999999,54.0,50.4,0.219,0.2808421052631579,16.8,69.6,64.8,0.282,0.31601,17.64,0.282,0.34129080000000006,20.098800659179688,63.60409927368164,73.92659759521484,0.2820775880102019,0.3349598627878206,19.0,63.0,79.0,0.27680311890838205,0.32311097682071216
Brendan Donovan,680977,125.0,10.0,64.0,50.0,0.287,0.3245253164556962,13.2,74.39999999999999,68.39999999999999,0.333,0.3772,15.6,68.39999999999999,63.599999999999994,0.291,0.3476,15.6,69.6,63.599999999999994,0.29,0.37125,15.6,0.29,0.37125,12.554499626159668,65.0020980834961,60.82320022583008,0.2789384432858895,0.3385906894294775,12.0,68.0,63.0,0.2771317829457364,0.33630863995584726
Trevor Larnach,663616,123.0,17.0,62.0,60.0,0.25,0.32581227436823107,18.0,62.4,55.199999999999996,0.24,0.3276422764227643,18.0,62.4,56.4,0.244,0.32282113821138214,10.799999999999999,58.8,50.4,0.242,0.31864,10.799999999999999,0.242,0.31864,15.639900207519531,51.27429962158203,53.25,0.24402971191099987,0.3281480907242317,14.0,54.0,55.0,0.24258760107816713,0.3223536300602816
Marcus Semien,543760,124.0,15.0,62.0,62.0,0.23,0.3295522388059702,8.4,45.6,37.199999999999996,0.183,0.24072580645161293,13.2,54.0,48.0,0.216,0.2793629032258065,15.6,63.599999999999994,56.4,0.252,0.31715,16.38,0.252,0.342522,22.26729965209961,85.381103515625,65.42610168457031,0.25657074625066834,0.3294618787538636,23.0,97.0,82.0,0.24792013311148087,0.323559045791626
Kyle Manzardo,700932,108.0,27.0,47.0,70.0,0.234,0.3277056277056277,40.8,73.2,74.39999999999999,0.22,0.3550925925925926,30.0,68.39999999999999,66.0,0.234,0.3365462962962963,20.4,66.0,60.0,0.249,0.31594,20.4,0.249,0.31594,16.02280044555664,47.50510025024414,51.16460037231445,0.24122327734160726,0.33487565956249404,18.0,63.0,65.0,0.24941176470588236,0.3353451589539311
Cedric Mullins,656775,119.0,17.0,58.0,59.0,0.216,0.27669491525423734,27.599999999999998,76.8,68.39999999999999,0.281,0.4113445378151261,22.8,70.8,63.599999999999994,0.265,0.36467226890756305,13.2,62.4,52.8,0.25,0.32976,13.2,0.25,0.3165696,15.207900047302246,55.524200439453125,54.646400451660156,0.24577768750409215,0.3149222248065398,16.0,65.0,63.0,0.24210526315789474,0.31050398299902565
Carlos Correa,621043,115.0,13.0,63.0,52.0,0.276,0.33979999999999994,4.8,46.8,40.8,0.215,0.2643478260869565,10.799999999999999,54.0,48.0,0.231,0.2911739130434783,13.2,63.599999999999994,57.599999999999994,0.264,0.31712,13.86,0.264,0.34248960000000006,17.211200714111328,67.54840087890625,59.86119842529297,0.2683241258109857,0.344518211145104,17.0,64.0,63.0,0.2678983833718245,0.34514843799718997
Corey Seager,608369,84.0,21.0,61.0,50.0,0.271,0.37421259842519683,26.4,75.6,72.0,0.286,0.35119047619047616,21.599999999999998,68.39999999999999,64.8,0.265,0.33459523809523806,20.4,72.0,67.2,0.285,0.37656,21.419999999999998,0.285,0.4066848,26.1299991607666,78.3593978881836,72.1404037475586,0.28458079983697454,0.37138463470327965,28.0,76.0,85.0,0.2786885245901639,0.3675880841842735
Lenyn Sosa,672820,107.0,22.0,57.0,75.0,0.264,0.3316239316239316,9.6,60.0,56.4,0.272,0.31401869158878504,14.399999999999999,61.199999999999996,57.599999999999994,0.26,0.31600934579439255,10.799999999999999,55.199999999999996,50.4,0.233,0.28827,10.799999999999999,0.233,0.28827,13.281599998474121,41.02149963378906,47.00859832763672,0.25420818300938364,0.30353087245372334,14.0,52.0,57.0,0.2489451476793249,0.29053978386991275
Paul Goldschmidt,502671,130.0,10.0,76.0,45.0,0.274,0.314963503649635,8.4,75.6,67.2,0.356,0.3861538461538462,13.2,69.6,62.4,0.302,0.35207692307692307,16.8,68.39999999999999,63.599999999999994,0.279,0.35927,16.8,0.279,0.3305284,22.72570037841797,73.52870178222656,77.2041015625,0.2538697110847475,0.3315276982450347,24.0,74.0,84.0,0.25239005736137665,0.3343964320135443
Kerry Carpenter,681481,104.0,26.0,66.0,62.0,0.252,0.35345744680851066,37.199999999999996,76.8,82.8,0.268,0.3634615384615385,27.599999999999998,69.6,70.8,0.258,0.3407307692307693,25.2,73.2,72.0,0.277,0.35312,25.2,0.277,0.35312,19.99679946899414,53.76300048828125,62.89250183105469,0.2564552436722521,0.33741313286917357,18.0,50.0,65.0,0.2544529262086514,0.3286243210005206
Lars Nootbaar,663457,140.0,13.0,68.0,48.0,0.234,0.28699186991869924,19.2,69.6,57.599999999999994,0.265,0.38321428571428573,19.2,66.0,57.599999999999994,0.257,0.3506071428571429,16.8,66.0,56.4,0.256,0.35653,16.8,0.256,0.35653,17.590999603271484,68.5916976928711,54.147300720214844,0.25577876246408426,0.34731065401373035,16.0,65.0,56.0,0.2457002457002457,0.34036807023830495
Harrison Bader,664056,89.0,17.0,61.0,54.0,0.277,0.34840909090909095,18.0,62.4,57.599999999999994,0.247,0.33370786516853934,18.0,62.4,57.599999999999994,0.247,0.32585393258426965,14.399999999999999,58.8,52.8,0.236,0.28021,14.399999999999999,0.236,0.2690016,8.449299812316895,35.27170181274414,34.91239929199219,0.24603212381113568,0.29827980720998504,10.0,50.0,45.0,0.25,0.29995727328339006
Jake Cronenworth,630105,45.0,11.0,61.0,59.0,0.246,0.3202846975088968,24.0,72.0,61.199999999999996,0.257,0.3844444444444445,20.4,66.0,58.8,0.251,0.3512222222222222,13.2,58.8,51.6,0.237,0.31152,13.2,0.237,0.31152,13.020299911499023,58.06890106201172,57.86119842529297,0.24214309371176543,0.3141449771101558,15.0,72.0,68.0,0.24344569288389514,0.31608971193531493
Jackson Merrill,701538,41.0,16.0,59.0,67.0,0.264,0.2982456140350877,40.8,100.8,102.0,0.378,0.4560975609756097,24.0,73.2,69.6,0.286,0.3870487804878049,24.0,78.0,74.39999999999999,0.303,0.3871,24.0,0.303,0.3871,23.196300506591797,73.6792984008789,82.71520233154297,0.2804202578770605,0.3442159206140522,21.0,75.0,84.0,0.28073394495412846,0.33396952463589175
Matt McLain,680574,94.0,15.0,73.0,50.0,0.22,0.3010971786833856,24.0,52.8,49.199999999999996,0.162,0.2835106382978723,20.4,57.599999999999994,52.8,0.207,0.30075531914893616,19.2,72.0,66.0,0.285,0.34967,20.16,0.285,0.3776436,20.689599990844727,73.60169982910156,64.13200378417969,0.2598876917792512,0.347651715259974,19.0,70.0,75.0,0.2542372881355932,0.34244591421056014
Andrew Benintendi,643217,85.0,20.0,57.0,63.0,0.24,0.3275862068965517,32.4,68.39999999999999,69.6,0.23,0.32941176470588235,25.2,66.0,63.599999999999994,0.24,0.3237058823529412,16.8,66.0,60.0,0.26,0.3043,16.8,0.26,0.3043,12.662199974060059,52.94179916381836,52.952598571777344,0.26043215208187287,0.31660415145155224,13.0,62.0,59.0,0.2594142259414226,0.31701372693169794
Masyn Winn,691026,84.0,9.0,72.0,51.0,0.253,0.31149068322981366,19.2,66.0,60.0,0.26,0.3386904761904762,19.2,64.8,60.0,0.254,0.3283452380952381,14.399999999999999,62.4,55.199999999999996,0.249,0.29976,14.399999999999999,0.249,0.29976,15.868000030517578,72.48629760742188,65.6176986694336,0.26421732250809177,0.320375508718098,14.0,86.0,69.0,0.25301204819277107,0.3046217404705493
Isaac Collins,686555,42.0,9.0,56.0,54.0,0.263,0.3588235294117647,13.2,63.599999999999994,57.599999999999994,0.27,0.3619047619047619,16.8,62.4,57.599999999999994,0.255,0.33995238095238095,9.6,40.8,34.8,0.154,0.20532,9.6,0.154,0.20532,2.545099973678589,15.64739990234375,12.790599822998047,0.22044498373329133,0.2960340232356695,10.0,59.0,53.0,0.22946859903381642,0.3055766779322957
Alec Bohm,664761,119.0,11.0,53.0,59.0,0.287,0.3606060606060606,0.0,43.199999999999996,38.4,0.221,0.2361344537815126,8.4,52.8,48.0,0.235,0.2770672268907563,15.6,66.0,61.199999999999996,0.271,0.31195,16.38,0.271,0.33690600000000004,15.001299858093262,62.94459915161133,69.03199768066406,0.2772754315797258,0.33204043177483494,17.0,72.0,83.0,0.28468468468468466,0.3373508515130532
Brenton Doyle,686668,90.0,15.0,57.0,57.0,0.235,0.25833333333333336,24.0,64.8,63.599999999999994,0.241,0.3111111111111111,21.599999999999998,64.8,61.199999999999996,0.245,0.3145555555555556,18.0,62.4,57.599999999999994,0.24,0.30971,18.900000000000002,0.24,0.33448680000000003,21.14550018310547,74.5105972290039,64.6521987915039,0.24641579359074647,0.31269451467995235,19.0,72.0,72.0,0.2524850894632207,0.3140161712235267
Isaac Paredes,670623,131.0,20.0,53.0,53.0,0.254,0.37347670250896053,16.8,64.8,56.4,0.255,0.3477099236641221,16.8,63.599999999999994,56.4,0.251,0.3328549618320611,12.0,58.8,50.4,0.239,0.33437,12.0,0.239,0.33437,23.701799392700195,79.25509643554688,74.11979675292969,0.24669824926204098,0.3431937297624882,25.0,68.0,89.0,0.24404761904761904,0.3474420726299286
Chandler Simpson,802415,43.0,nan,53.0,26.0,0.295,0.31789215686274513,0.0,60.0,49.199999999999996,0.3,0.3081395348837209,12.0,61.199999999999996,54.0,0.264,0.31306976744186044,10.799999999999999,58.8,51.6,0.245,0.30815,10.799999999999999,0.245,0.30815,0.8913999795913696,13.048500061035156,10.21090030670166,0.27692710118058095,0.3033691664589895,1.0,75.0,42.0,0.29148936170212764,0.30178610124360494
J.T. Realmuto,592663,107.0,12.0,57.0,52.0,0.257,0.32673076923076927,9.6,56.4,48.0,0.24,0.30467289719626167,14.399999999999999,60.0,54.0,0.244,0.3113364485981308,16.8,66.0,60.0,0.263,0.32859,17.136000000000003,0.263,0.3417336,15.04319953918457,49.3401985168457,52.073001861572266,0.2472533675459836,0.31610594633047234,14.0,53.0,55.0,0.255,0.32432983650849045
Wilyer Abreu,677800,115.0,22.0,53.0,69.0,0.247,0.3100446428571429,28.799999999999997,80.39999999999999,72.0,0.295,0.40608695652173915,24.0,72.0,66.0,0.271,0.3620434782608696,18.0,69.6,60.0,0.272,0.36121,18.0,0.272,0.34676159999999995,13.36299991607666,47.3406982421875,47.3739013671875,0.24487237107233326,0.3294919785928675,17.0,65.0,62.0,0.24413145539906103,0.3289545474585539
Jeff McNeil,643446,18.0,12.0,42.0,54.0,0.243,0.3464,31.2,87.6,82.8,0.333,0.41111111111111115,20.4,67.2,62.4,0.261,0.3645555555555556,15.6,68.39999999999999,61.199999999999996,0.279,0.32742,15.6,0.279,0.32742,6.2555999755859375,36.23139953613281,35.5166015625,0.27224615459401297,0.32037901889404574,9.0,59.0,50.0,0.26373626373626374,0.3128809805655811
Ryan McMahon,641857,121.0,20.0,62.0,53.0,0.214,0.35522875816993466,8.4,42.0,31.2,0.15,0.24256198347107438,13.2,51.6,44.4,0.198,0.2802809917355372,12.0,58.8,49.199999999999996,0.235,0.29117,12.600000000000001,0.235,0.3144636,20.232799530029297,72.96530151367188,67.97669982910156,0.24137702841518194,0.32006700096435614,20.0,70.0,69.0,0.24293785310734464,0.3207000912927427
Jonathan India,663697,120.0,9.0,63.0,45.0,0.233,0.3100638977635783,0.0,46.8,32.4,0.216,0.27875,8.4,55.199999999999996,44.4,0.232,0.298375,10.799999999999999,60.0,51.6,0.25,0.32946,11.34,0.25,0.3558168,14.343500137329102,79.85199737548828,55.88349914550781,0.255034213323775,0.3327918421187948,13.0,79.0,58.0,0.25301204819277107,0.3361210736895905
Jonathan Aranda,666018,103.0,14.0,56.0,59.0,0.316,0.3820261437908497,21.599999999999998,75.6,68.39999999999999,0.299,0.39902912621359227,19.2,68.39999999999999,62.4,0.273,0.35851456310679614,19.2,64.8,57.599999999999994,0.242,0.35524,19.2,0.242,0.3410304,11.263400077819824,37.52170181274414,38.96870040893555,0.2549643085060742,0.33646518521839597,14.0,59.0,59.0,0.25906735751295334,0.3324715425864982
Nathan Lukes,664770,44.0,12.0,55.0,65.0,0.255,0.3416299559471366,12.0,55.199999999999996,46.8,0.222,0.29659090909090907,16.8,61.199999999999996,55.199999999999996,0.24,0.30729545454545454,10.799999999999999,64.8,55.199999999999996,0.275,0.33223,10.799999999999999,0.275,0.33223,1.6057000160217285,11.37600040435791,9.966699600219727,0.26781746458772526,0.31502897169103694,6.0,45.0,41.0,0.2716049382716049,0.31793899482555604
Brooks Lee,686797,51.0,16.0,50.0,64.0,0.236,0.29125,21.599999999999998,69.6,62.4,0.267,0.3441176470588235,19.2,64.8,60.0,0.254,0.33105882352941174,15.6,63.599999999999994,56.4,0.255,0.30076,15.6,0.255,0.30076,9.131099700927734,38.91130065917969,39.12689971923828,0.2555689867869346,0.31215340624775617,10.0,46.0,50.0,0.2481012658227848,0.29560616717619054
Austin Hays,669720,58.0,15.0,60.0,64.0,0.266,0.32343750000000004,48.0,103.2,105.6,0.365,0.475,28.799999999999997,78.0,75.6,0.291,0.39649999999999996,20.4,70.8,64.8,0.272,0.35474,20.4,0.272,0.35474,11.882599830627441,42.19540023803711,44.28459930419922,0.25346699791615396,0.3161330928316371,16.0,58.0,57.0,0.2621359223300971,0.3319707421053733
Max Kepler,596146,108.0,18.0,58.0,52.0,0.216,0.274074074074074,15.6,62.4,55.199999999999996,0.253,0.33148148148148154,16.8,63.599999999999994,56.4,0.25,0.3247407407407408,15.6,63.599999999999994,56.4,0.253,0.33238,15.911999999999999,0.253,0.3456752,14.18280029296875,48.00529861450195,51.179500579833984,0.24570104142335347,0.31730842557214217,17.0,56.0,57.0,0.24050632911392406,0.32260690056360686
Austin Wells,669224,105.0,21.0,51.0,71.0,0.219,0.3006818181818182,26.4,61.199999999999996,61.199999999999996,0.215,0.3123809523809524,21.599999999999998,61.199999999999996,58.8,0.232,0.31519047619047624,18.0,60.0,56.4,0.229,0.30366,18.900000000000002,0.229,0.3279528,17.470699310302734,59.15340042114258,50.56639862060547,0.23334230131344655,0.3204019475969089,17.0,49.0,61.0,0.2340966921119593,0.3199982927086648
Colt Keith,690993,88.0,13.0,65.0,45.0,0.256,0.3477551020408164,6.0,48.0,32.4,0.183,0.29090909090909095,12.0,55.199999999999996,44.4,0.218,0.3044545454545455,12.0,63.599999999999994,54.0,0.261,0.31509,12.600000000000001,0.261,0.3402972,16.20039939880371,58.708499908447266,61.53580093383789,0.2638782971011775,0.3287172458160486,16.0,73.0,74.0,0.2655038759689923,0.3274118017267298
Eric Wagaman,676572,104.0,9.0,56.0,53.0,0.25,0.2696691176470588,15.6,61.199999999999996,56.4,0.25,0.3153846153846154,16.8,62.4,57.599999999999994,0.249,0.3166923076923077,14.399999999999999,66.0,60.0,0.275,0.32962,14.399999999999999,0.275,0.32962,5.117599964141846,18.963699340820312,20.24340057373047,0.2511733574340692,0.30934935525910234,12.0,53.0,53.0,0.24608501118568232,0.30228575615538766
Matt Shaw,807713,59.0,13.0,57.0,44.0,0.226,0.3119512195121951,8.4,49.199999999999996,34.8,0.184,0.31101694915254235,14.399999999999999,57.599999999999994,49.199999999999996,0.224,0.3145084745762712,10.799999999999999,60.0,49.199999999999996,0.245,0.30561,10.799999999999999,0.245,0.30561,11.752699851989746,43.81660079956055,44.41899871826172,0.24447039341654625,0.3112314786280867,16.0,63.0,65.0,0.24724061810154527,0.31603824633818406
Jurickson Profar,595777,16.0,14.0,56.0,43.0,0.245,nan,0.0,42.0,33.6,0.2,0.21250000000000002,15.6,60.0,55.199999999999996,0.241,0.26525,13.2,61.199999999999996,54.0,0.248,0.30468,13.2,0.248,0.30468,16.23040008544922,81.08910369873047,60.83340072631836,0.2617450414115129,0.33541450957276386,13.0,73.0,64.0,0.2578125,0.3300345167895864
Josh Jung,673962,86.0,14.0,53.0,61.0,0.251,0.2948770491803278,12.0,66.0,62.4,0.296,0.3482558139534883,15.6,64.8,60.0,0.27,0.33312790697674416,18.0,64.8,60.0,0.253,0.30888,18.0,0.253,0.2841696,18.498899459838867,52.59880065917969,58.6864013671875,0.25020098941219526,0.31659031992756576,13.0,43.0,47.0,0.25075528700906347,0.31393623285453415
