mlbam_id,xwoba_gap,babip_allowed,pa,year
701151,0.0,0.1667,,2022
701487,0.0,0.3333,,2022
701619,0.0,,,2022
702464,0.0,0.2,,2022
702477,0.0,0.5,,2022
703106,0.0,1.0,,2022
801389,0.0,0.2,,2022
425844,-0.0033,0.2809,111.0,2023
445276,0.0144,0.3333,35.0,2023
445926,0.0218,0.3462,39.0,2023
446372,0.01,0.2,87.0,2023
448179,-0.0155,0.2843,139.0,2023
450203,-0.0172,0.2921,126.0,2023
453178,0.0233,0.35,32.0,2023
453268,-0.1921,0.1667,17.0,2023
453286,-0.0188,0.1892,55.0,2023
455119,-0.0373,0.2273,24.0,2023
456501,0.1294,0.1667,7.0,2023
456713,-0.0375,0.0952,35.0,2023
458681,0.019,0.3462,124.0,2023
471911,-0.0272,0.2391,65.0,2023
472610,0.0087,0.3333,54.0,2023
476595,-0.0095,0.2353,27.0,2023
477132,-0.0245,0.2062,144.0,2023
488984,0.1103,0.3478,32.0,2023
489119,-0.0446,0.2527,115.0,2023
489446,-0.0402,0.25,39.0,2023
493603,0.0411,0.2083,39.0,2023
502043,0.0137,0.2791,120.0,2023
502085,-0.0374,0.2174,37.0,2023
502171,0.0209,0.3495,141.0,2023
502202,-0.0129,0.1667,37.0,2023
506433,0.0147,0.28,123.0,2023
518397,-0.0592,0.2821,47.0,2023
518489,-0.0331,0.3,58.0,2023
518516,0.0238,0.3281,90.0,2023
518585,0.0339,0.3889,60.0,2023
518617,0.0295,0.2812,55.0,2023
518876,-0.0402,0.2603,115.0,2023
518886,0.0296,0.3043,44.0,2023
519043,-0.0778,0.1714,55.0,2023
519151,-0.0872,0.1154,35.0,2023
519242,0.0342,0.3294,133.0,2023
519293,0.0003,0.1905,34.0,2023
523260,0.1114,0.3846,21.0,2023
527048,0.0117,0.3148,143.0,2023
541640,-0.0358,0.3571,51.0,2023
542208,0.1092,0.375,10.0,2023
542585,-0.0184,0.2143,44.0,2023
542881,0.0211,0.2809,118.0,2023
542914,0.0174,0.3,39.0,2023
542947,0.035,0.325,53.0,2023
543037,-0.0503,0.2353,126.0,2023
543056,-0.0242,0.25,42.0,2023
543101,-0.0525,0.2442,115.0,2023
543135,0.0422,0.3529,146.0,2023
543243,-0.012,0.2874,139.0,2023
543272,0.0221,0.4091,42.0,2023
543281,0.0525,0.6154,15.0,2023
543475,0.0093,0.2348,154.0,2023
543507,0.0722,0.3684,31.0,2023
543518,-0.0298,0.1471,50.0,2023
543521,0.0303,0.4706,20.0,2023
543548,-0.0353,0.1429,19.0,2023
543594,0.0837,0.3571,18.0,2023
543859,-0.0813,0.1111,51.0,2023
544727,0.0256,0.25,60.0,2023
547179,0.0511,0.3488,65.0,2023
547973,0.0189,0.3158,40.0,2023
548384,0.0252,0.2424,46.0,2023
548389,0.006,0.2692,71.0,2023
554340,0.0246,0.2414,47.0,2023
554430,0.0161,0.3294,140.0,2023
570632,0.0873,0.2571,93.0,2023
570666,0.0208,0.3913,110.0,2023
571479,0.0477,0.3846,39.0,2023
571510,0.0263,0.2727,110.0,2023
571578,0.0062,0.2941,125.0,2023
571656,0.0005,0.2222,50.0,2023
571670,0.0885,0.2143,42.0,2023
571760,-0.0034,0.2462,105.0,2023
571882,0.0047,0.3235,53.0,2023
571901,0.0398,0.3571,39.0,2023
571912,-0.0027,0.5,6.0,2023
571927,0.0363,0.3462,118.0,2023
571945,0.0078,0.3053,129.0,2023
571946,-0.0874,0.1538,44.0,2023
571948,-0.0258,0.2353,45.0,2023
572193,0.1454,0.5333,22.0,2023
572403,0.0316,0.2581,48.0,2023
572955,0.103,0.3333,44.0,2023
573009,-0.1102,0.1667,17.0,2023
573124,0.0442,0.2222,42.0,2023
573186,-0.0579,0.225,116.0,2023
573204,-0.0094,0.2381,32.0,2023
579328,-0.0296,0.25,106.0,2023
592094,-0.0273,0.2083,38.0,2023
592222,-0.0203,0.6667,3.0,2023
592332,0.0001,0.3118,153.0,2023
592351,-0.0221,0.2297,102.0,2023
592390,-0.0165,0.0,4.0,2023
592741,0.0866,0.3056,45.0,2023
592767,0.0142,0.24,110.0,2023
592773,-0.0078,0.2692,40.0,2023
592779,-0.0326,0.2,10.0,2023
592789,0.0318,0.3182,138.0,2023
592791,0.0722,0.3571,62.0,2023
592826,-0.0188,0.25,136.0,2023
592836,0.0064,0.2394,106.0,2023
592866,-0.0239,0.2697,112.0,2023
593334,-0.0227,0.1875,107.0,2023
593576,-0.0248,0.1154,41.0,2023
593619,-0.0903,0.1765,29.0,2023
593643,0.1211,0.5,12.0,2023
593958,-0.0181,0.2209,115.0,2023
593974,-0.0171,0.2083,39.0,2023
594580,-0.0426,0.0952,40.0,2023
594798,0.0031,0.2143,98.0,2023
594835,0.0247,0.3165,106.0,2023
595345,-0.0222,0.0,17.0,2023
595928,0.0318,0.2692,38.0,2023
596001,0.069,0.3519,79.0,2023
596082,0.3984,0.8,7.0,2023
596112,-0.069,0.1875,23.0,2023
596133,0.0527,0.2333,51.0,2023
596295,-0.006,0.2796,125.0,2023
598264,-0.0073,0.2778,53.0,2023
598286,0.0205,0.3125,21.0,2023
600917,-0.0579,0.1053,32.0,2023
600921,-0.0747,0.1667,7.0,2023
601713,-0.0128,0.2647,110.0,2023
605130,0.0587,0.3214,48.0,2023
605135,-0.0267,0.2,142.0,2023
605154,0.0006,0.2308,44.0,2023
605155,0.0263,0.1154,34.0,2023
605177,0.0361,0.3158,39.0,2023
605182,0.0148,0.2935,134.0,2023
605200,-0.0781,0.2414,42.0,2023
605218,-0.0055,0.1935,45.0,2023
605242,-0.0169,0.3548,50.0,2023
605280,-0.0026,0.3043,42.0,2023
605347,-0.038,0.1875,43.0,2023
605397,0.1701,0.3214,39.0,2023
605400,0.0058,0.2577,128.0,2023
605447,0.0345,0.3333,49.0,2023
605483,-0.0227,0.2593,88.0,2023
605488,-0.0551,0.1154,55.0,2023
605513,0.0139,0.3068,123.0,2023
605540,-0.0027,0.2222,42.0,2023
605612,0.1259,0.4,7.0,2023
606149,-0.1134,0.2105,32.0,2023
606160,0.0848,0.4615,44.0,2023
606303,0.0045,0.3,52.0,2023
606965,-0.0697,0.0,3.0,2023
607054,0.216,0.25,7.0,2023
607067,-0.0125,0.2,82.0,2023
607179,0.0148,0.25,9.0,2023
607237,0.0014,0.2941,48.0,2023
607259,-0.0493,0.1905,92.0,2023
607455,-0.0968,0.3478,35.0,2023
607461,0.2016,0.6,7.0,2023
607481,0.0002,0.3793,42.0,2023
607536,0.0312,0.2414,112.0,2023
607625,-0.0233,0.3214,118.0,2023
607732,0.0591,0.0,4.0,2023
607755,-0.0331,0.2286,48.0,2023
607968,0.1184,0.3846,28.0,2023
608032,-0.0284,0.2647,55.0,2023
608328,0.0474,0.2727,30.0,2023
608331,-0.0186,0.2439,60.0,2023
608337,0.0243,0.301,146.0,2023
608344,-0.006,0.3659,61.0,2023
608371,-0.0815,0.0909,22.0,2023
608379,0.0176,0.3494,113.0,2023
608566,0.0143,0.2439,56.0,2023
608638,-0.0817,0.0,7.0,2023
608665,0.0356,0.16,42.0,2023
608717,-0.0064,0.2791,55.0,2023
608718,0.0161,0.1905,63.0,2023
608723,0.04,0.2391,63.0,2023
612434,-0.086,0.2121,46.0,2023
613564,0.2306,0.4545,11.0,2023
614179,-0.0295,0.2432,52.0,2023
615698,0.0121,0.3191,116.0,2023
621016,-0.0888,0.3243,54.0,2023
621051,-0.0455,0.1212,56.0,2023
621074,0.0161,0.3462,45.0,2023
621076,0.0563,0.3519,87.0,2023
621107,0.0099,0.2951,86.0,2023
621237,-0.0252,0.2632,43.0,2023
621244,-0.0365,0.3165,115.0,2023
621249,-0.029,0.3095,54.0,2023
621345,0.0308,0.4118,49.0,2023
621363,0.0285,0.1875,43.0,2023
621368,-0.0592,0.3478,34.0,2023
621381,-0.0522,0.2128,86.0,2023
621383,-0.0837,0.2174,31.0,2023
621389,0.0456,0.4,56.0,2023
622065,0.0405,0.36,43.0,2023
622072,-0.0143,0.2857,45.0,2023
622075,0.0287,0.3846,53.0,2023
622098,-0.0305,0.3158,38.0,2023
622250,0.0388,0.2105,32.0,2023
622251,-0.039,0.1818,27.0,2023
622259,0.015,0.3846,22.0,2023
622491,-0.0531,0.2895,116.0,2023
622503,0.0782,0.3438,44.0,2023
622554,0.0245,0.3514,57.0,2023
622772,-0.0271,0.2174,38.0,2023
623149,0.0377,0.2121,55.0,2023
623167,0.0569,0.3571,94.0,2023
623211,0.0139,0.275,59.0,2023
623352,-0.0313,0.1538,48.0,2023
623433,-0.0577,0.2963,44.0,2023
623437,-0.0721,0.2759,40.0,2023
623465,0.0126,0.2609,38.0,2023
623474,0.0224,0.2857,34.0,2023
624522,-0.0855,0.1143,56.0,2023
624647,-0.0152,0.3333,10.0,2023
625643,0.0761,0.3448,51.0,2023
628317,0.0589,0.3571,73.0,2023
628708,0.0795,0.4,19.0,2023
628711,0.0776,0.3038,115.0,2023
630023,-0.1094,0.1538,50.0,2023
640444,-0.0654,0.2857,45.0,2023
640448,0.0219,0.28,37.0,2023
640451,-0.0452,0.1579,37.0,2023
640455,0.0106,0.2549,86.0,2023
640462,-0.0128,0.2333,43.0,2023
640470,0.0491,0.2188,51.0,2023
641154,0.0112,0.325,127.0,2023
641302,-0.0138,0.25,60.0,2023
641329,-0.0308,0.12,47.0,2023
641360,0.0498,0.3571,46.0,2023
641401,-0.0036,0.2432,53.0,2023
641420,-0.0012,0.1667,11.0,2023
641447,0.1729,0.0,6.0,2023
641482,0.0544,0.2637,138.0,2023
641525,-0.0817,0.0,3.0,2023
641540,-0.0509,0.1967,79.0,2023
641627,0.0118,0.3158,52.0,2023
641645,-0.2759,0.25,4.0,2023
641656,-0.0572,0.25,62.0,2023
641703,-0.015,0.2,68.0,2023
641729,0.0178,0.3043,35.0,2023
641745,-0.0196,0.2771,133.0,2023
641771,0.0072,0.3056,105.0,2023
641778,-0.0089,0.2911,112.0,2023
641816,0.0369,0.2464,101.0,2023
641835,-0.0232,0.3158,27.0,2023
641871,0.0093,0.5,32.0,2023
641927,-0.0532,0.2414,44.0,2023
641941,0.0712,0.4,45.0,2023
642048,-0.0784,0.2,8.0,2023
642100,-0.0336,0.2759,37.0,2023
642121,-0.0927,0.0,13.0,2023
642207,-0.0488,0.2778,35.0,2023
642231,0.061,0.4286,29.0,2023
642232,-0.0285,0.2881,75.0,2023
642239,0.0913,0.4615,21.0,2023
642397,-0.0669,0.0435,45.0,2023
642528,-0.0829,0.1,12.0,2023
642545,0.0172,0.2195,64.0,2023
642546,-0.0082,0.2381,35.0,2023
642547,-0.0012,0.2911,120.0,2023
642578,-0.0575,0.3,12.0,2023
642585,0.0121,0.2609,52.0,2023
642701,0.0101,0.25,35.0,2023
642758,0.0438,0.3871,38.0,2023
642770,-0.02,0.3333,40.0,2023
643256,-0.034,0.1724,39.0,2023
643361,-0.0495,0.2083,31.0,2023
643377,0.0558,0.2903,47.0,2023
643396,-0.1609,0.25,4.0,2023
643410,-0.0493,0.2727,47.0,2023
643511,0.011,0.1892,54.0,2023
645261,-0.0264,0.274,101.0,2023
647315,-0.061,0.1852,44.0,2023
650489,-0.224,0.0,1.0,2023
650556,-0.0395,0.1429,47.0,2023
650633,-0.0143,0.3488,65.0,2023
650644,-0.0656,0.275,50.0,2023
650671,-0.0707,0.2857,41.0,2023
650893,0.0476,0.2609,45.0,2023
650895,0.0144,0.1923,41.0,2023
650911,-0.0083,0.3846,20.0,2023
656061,0.0725,0.3158,63.0,2023
656222,0.0508,0.2093,59.0,2023
656234,0.0488,0.3137,79.0,2023
656257,0.0441,0.0909,21.0,2023
656266,0.1252,0.5,6.0,2023
656271,-0.0128,0.2581,40.0,2023
656288,-0.0267,0.2683,62.0,2023
656302,0.0274,0.2973,118.0,2023
656353,-0.0625,0.3077,59.0,2023
656427,-0.0016,0.2658,137.0,2023
656464,-0.0321,0.2727,48.0,2023
656557,0.0164,0.2857,110.0,2023
656578,0.0701,0.2927,53.0,2023
656605,-0.017,0.2706,126.0,2023
656629,-0.0366,0.2703,119.0,2023
656638,-0.0072,0.2333,49.0,2023
656716,0.1002,0.3333,6.0,2023
656731,-0.0369,0.2564,110.0,2023
656756,-0.0009,0.3119,149.0,2023
656814,0.0793,0.3182,29.0,2023
656818,0.1294,0.4103,55.0,2023
656849,0.0305,0.3026,115.0,2023
656876,0.0168,0.3371,132.0,2023
656945,-0.0147,0.1481,45.0,2023
656970,0.0476,0.3182,58.0,2023
656981,0.0092,0.3061,67.0,2023
657006,-0.0235,0.234,139.0,2023
657024,-0.0256,0.1304,46.0,2023
657031,0.0553,0.2,30.0,2023
657041,0.3626,0.4,6.0,2023
657044,-0.109,0.1304,30.0,2023
657140,-0.006,0.2941,78.0,2023
657240,0.0208,0.3429,52.0,2023
657265,-0.0222,0.2564,50.0,2023
657277,0.0232,0.3222,124.0,2023
657376,0.0638,0.359,117.0,2023
657508,-0.0633,0.1892,56.0,2023
657514,-0.0563,0.375,20.0,2023
657571,0.0097,0.2963,41.0,2023
657612,0.0696,0.325,54.0,2023
657746,-0.0209,0.2195,122.0,2023
657756,0.0682,0.3696,64.0,2023
659275,0.1526,0.3571,48.0,2023
660261,-0.0125,0.3279,96.0,2023
660271,-0.0433,0.1346,108.0,2023
660593,-0.0636,0.2143,23.0,2023
660761,0.0842,0.32,104.0,2023
660813,0.0217,0.3056,48.0,2023
660853,-0.0588,0.2857,33.0,2023
660896,-0.0494,0.2143,40.0,2023
661309,-0.0366,0.2963,74.0,2023
661395,0.0292,0.1579,35.0,2023
661403,-0.0071,0.2444,54.0,2023
661527,0.0376,0.3714,52.0,2023
662253,-0.0372,0.3333,10.0,2023
663372,-0.0142,0.3043,109.0,2023
663385,0.0238,0.3125,44.0,2023
663455,-0.0439,0.2,8.0,2023
663460,0.0052,0.3673,68.0,2023
663485,-0.0157,0.3571,17.0,2023
663546,0.0388,0.425,64.0,2023
663556,0.0009,0.2462,114.0,2023
663558,0.0854,0.303,55.0,2023
663559,-0.001,0.283,134.0,2023
663562,0.0615,0.4054,55.0,2023
663658,-0.0945,0.2381,39.0,2023
663687,0.0473,0.5,8.0,2023
663753,-0.0753,0.25,18.0,2023
663765,0.0172,0.299,126.0,2023
663773,-0.044,0.3548,40.0,2023
663776,-0.0054,0.2405,112.0,2023
663855,0.0759,0.4167,52.0,2023
663878,-0.045,0.0,4.0,2023
663897,-0.0557,0.0,3.0,2023
663903,-0.0075,0.3191,132.0,2023
663941,0.1339,0.3846,36.0,2023
663947,-0.1103,0.08,33.0,2023
663986,0.043,0.3,44.0,2023
663992,-0.054,0.25,25.0,2023
664062,-0.1049,0.2,14.0,2023
664076,-0.0086,0.1667,43.0,2023
664126,-0.035,0.125,27.0,2023
664139,0.018,0.35,39.0,2023
664192,-0.0966,0.2581,47.0,2023
664199,0.0551,0.3243,59.0,2023
664208,-0.0786,0.0833,41.0,2023
664285,-0.0195,0.2842,136.0,2023
664294,-0.0245,0.2308,47.0,2023
664299,-0.0542,0.225,115.0,2023
664353,0.0371,0.3034,123.0,2023
664747,0.0125,0.3333,33.0,2023
664776,-0.0277,0.0,10.0,2023
664849,0.0317,0.4286,15.0,2023
664854,0.0688,0.381,37.0,2023
664875,0.0032,0.2059,50.0,2023
664948,0.0667,0.3333,20.0,2023
665001,-0.0447,0.25,10.0,2023
665048,-0.0103,0.3171,52.0,2023
665152,0.0055,0.3229,132.0,2023
665622,0.1257,0.3333,27.0,2023
665625,0.0283,0.2778,23.0,2023
665665,0.0177,0.2059,51.0,2023
665795,0.0318,0.2769,126.0,2023
665871,0.0888,0.3043,35.0,2023
666129,-0.0082,0.3429,93.0,2023
666142,-0.0367,0.3214,43.0,2023
666157,0.0941,0.4091,143.0,2023
666159,0.0168,0.2105,48.0,2023
666168,-0.0048,0.2391,62.0,2023
666200,0.0787,0.3544,120.0,2023
666201,-0.0609,0.2436,124.0,2023
666204,-0.0701,0.1111,25.0,2023
666205,0.0038,0.3678,116.0,2023
666214,-0.0086,0.2687,96.0,2023
666277,-0.0359,0.28,30.0,2023
666374,0.0532,0.52,56.0,2023
666619,-0.0011,0.3902,64.0,2023
666720,-0.0088,0.5,7.0,2023
666745,-0.0521,0.2714,96.0,2023
666808,0.0538,0.3077,44.0,2023
666818,0.1081,0.7143,10.0,2023
666974,-0.1398,0.0,33.0,2023
667427,0.0277,0.4,52.0,2023
668338,-0.3361,0.0,6.0,2023
668665,0.0227,0.3889,29.0,2023
668676,0.0805,0.3953,104.0,2023
668678,-0.0389,0.2254,118.0,2023
668754,-0.0866,0.0,10.0,2023
668834,-0.1797,0.0526,22.0,2023
668868,0.0029,0.4,49.0,2023
668873,0.0852,0.6667,23.0,2023
668881,0.0412,0.3692,107.0,2023
668933,-0.0371,0.2289,122.0,2023
668941,-0.1044,0.1538,22.0,2023
668984,0.0736,0.1667,19.0,2023
669022,0.0067,0.2833,110.0,2023
669060,-0.0459,0.2667,70.0,2023
669084,0.1449,0.5714,15.0,2023
669093,-0.0286,0.3333,13.0,2023
669160,-0.0401,0.2078,111.0,2023
669194,0.0369,0.3056,137.0,2023
669203,-0.0236,0.25,114.0,2023
669211,0.0564,0.4,27.0,2023
669212,-0.0138,0.3529,47.0,2023
669270,0.1493,0.5,11.0,2023
669276,-0.0429,0.2593,43.0,2023
669302,0.0218,0.2973,113.0,2023
669330,-0.0423,0.1772,105.0,2023
669395,0.0838,0.3846,23.0,2023
669424,0.1066,0.3429,61.0,2023
669432,-0.0026,0.2745,79.0,2023
669438,0.0153,0.2041,68.0,2023
669456,-0.033,0.2553,129.0,2023
669459,0.0568,0.3077,43.0,2023
669467,0.0536,0.32,35.0,2023
669674,-0.0511,0.3077,16.0,2023
669711,-0.0339,0.25,20.0,2023
669713,0.0057,0.2763,98.0,2023
669796,-0.0475,0.303,44.0,2023
669854,0.0659,0.4375,53.0,2023
669923,-0.0425,0.2826,120.0,2023
669947,0.0272,0.4444,15.0,2023
670036,-0.0224,0.25,19.0,2023
670042,0.234,0.5,6.0,2023
670059,-0.0185,0.3158,52.0,2023
670124,0.0086,0.3056,93.0,2023
670167,0.0546,0.3438,55.0,2023
670174,-0.021,0.22,70.0,2023
670280,0.0258,0.2333,45.0,2023
670766,0.1457,0.25,6.0,2023
670810,0.0784,0.4118,25.0,2023
670912,0.0445,0.3107,144.0,2023
670950,0.0584,0.32,49.0,2023
670955,-0.094,0.0,11.0,2023
670990,0.0689,0.2778,30.0,2023
671106,-0.0357,0.3077,45.0,2023
671345,-0.0379,0.2069,42.0,2023
671737,0.0357,0.2941,60.0,2023
672282,0.0338,0.3099,115.0,2023
672335,0.0628,0.5,52.0,2023
672391,0.1302,0.2571,52.0,2023
672578,-0.001,0.2941,54.0,2023
672710,-0.0104,0.3165,114.0,2023
672841,-0.0142,0.125,17.0,2023
673540,0.0117,0.2687,117.0,2023
674072,0.0715,0.2941,43.0,2023
675540,-0.0654,0.2222,70.0,2023
675627,0.0657,0.3585,75.0,2023
675911,-0.0569,0.2407,115.0,2023
675916,-0.0166,0.1875,55.0,2023
675989,-0.0801,0.1667,7.0,2023
676050,-0.0891,0.1818,17.0,2023
676083,0.1151,0.3158,24.0,2023
676130,-0.0085,0.2353,47.0,2023
676440,0.0548,0.4286,23.0,2023
676477,0.0612,0.3,65.0,2023
676534,-0.0017,0.2979,65.0,2023
676596,-0.0365,0.3167,78.0,2023
676664,0.0142,0.2603,109.0,2023
676680,-0.043,0.0,1.0,2023
676684,-0.1233,0.2,19.0,2023
676701,-0.1078,0.0,4.0,2023
676710,0.0472,0.2143,96.0,2023
676714,-0.0004,0.3636,21.0,2023
676760,-0.0199,0.1667,40.0,2023
677053,0.074,0.2121,51.0,2023
677161,-0.0153,0.3158,30.0,2023
677651,0.0082,0.2917,113.0,2023
677865,0.0406,0.2667,20.0,2023
677960,-0.0496,0.2642,69.0,2023
678061,0.127,0.3333,5.0,2023
678394,0.0484,0.3846,58.0,2023
680570,-0.0161,0.35,105.0,2023
680573,0.0655,0.375,23.0,2023
680686,0.0373,0.2737,141.0,2023
680694,0.0643,0.3673,71.0,2023
680704,-0.033,0.16,37.0,2023
680739,0.2156,0.75,6.0,2023
681217,-0.1399,0.0,11.0,2023
681402,-0.0376,0.2381,25.0,2023
681806,-0.0673,0.1538,43.0,2023
681810,0.1646,0.25,6.0,2023
681867,0.0228,0.3529,31.0,2023
681911,0.1051,0.6333,48.0,2023
681987,0.1244,0.5,5.0,2023
682051,0.0941,0.2273,34.0,2023
682120,-0.046,0.2917,40.0,2023
682171,-0.0676,0.08,46.0,2023
683232,-0.0028,0.3333,5.0,2023
683769,0.0429,0.2857,71.0,2023
685410,-0.0417,0.2549,75.0,2023
686610,0.058,0.2816,144.0,2023
686613,-0.0103,0.2933,120.0,2023
686651,0.1268,0.4706,21.0,2023
686753,-0.0071,0.2632,58.0,2023
686842,0.1754,0.3333,21.0,2023
686973,0.0366,0.1875,25.0,2023
687330,0.0346,0.32,68.0,2023
687396,-0.0928,0.1765,33.0,2023
689167,0.0042,0.2222,21.0,2023
689266,0.0455,0.4,42.0,2023
693821,-0.0286,0.2805,119.0,2023
694363,-0.0139,0.3871,45.0,2023
695243,-0.007,0.4091,36.0,2023
434378,-0.0561,0.2308,41.0,2024
445276,-0.0256,0.25,44.0,2024
445926,0.0139,0.25,27.0,2024
450203,-0.0006,0.2872,144.0,2024
455119,0.0318,0.3929,39.0,2024
458677,0.0158,0.25,27.0,2024
458681,-0.0037,0.2561,119.0,2024
471911,0.0454,0.2909,85.0,2024
472610,0.0042,0.2222,42.0,2024
489119,-0.0433,0.2174,29.0,2024
489446,-0.078,0.0909,39.0,2024
493603,-0.0317,0.0,35.0,2024
500779,-0.0965,0.2418,122.0,2024
502043,-0.0571,0.2232,150.0,2024
502085,-0.0451,0.2308,61.0,2024
502179,0.0107,0.32,31.0,2024
502624,-0.0698,0.194,81.0,2024
506433,-0.0301,0.2258,84.0,2024
518489,0.0149,0.2333,44.0,2024
518585,-0.0547,0.2,37.0,2024
518617,-0.0159,0.2,33.0,2024
518876,-0.0012,0.24,68.0,2024
518886,-0.0126,0.36,52.0,2024
519008,0.0699,0.3333,38.0,2024
519043,-0.047,0.1724,39.0,2024
519151,0.0374,0.4444,45.0,2024
519242,-0.0143,0.2143,118.0,2024
519293,-0.0088,0.3243,46.0,2024
519326,0.0004,0.2581,41.0,2024
523260,0.0367,0.4118,34.0,2024
527048,-0.017,0.3267,148.0,2024
527054,0.1026,0.4545,16.0,2024
541640,-0.0313,0.1818,32.0,2024
542585,0.0285,0.3617,74.0,2024
542881,-0.0603,0.17,142.0,2024
542882,0.0609,0.2353,25.0,2024
542888,-0.035,0.2941,58.0,2024
543056,-0.0162,0.1429,39.0,2024
543135,0.0075,0.268,153.0,2024
543243,0.0136,0.3385,113.0,2024
543294,0.055,0.3462,103.0,2024
543305,0.0132,0.2,6.0,2024
543339,0.0377,0.2083,36.0,2024
543351,0.0328,0.2857,66.0,2024
543475,-0.1183,0.1538,15.0,2024
543518,0.068,0.3333,42.0,2024
543766,0.1225,0.4375,23.0,2024
543859,-0.0078,0.35,59.0,2024
544150,-0.0137,0.2955,62.0,2024
547001,0.0214,0.2632,23.0,2024
547179,-0.0717,0.2069,93.0,2024
547184,-0.0075,0.2619,52.0,2024
547973,0.074,0.2667,44.0,2024
548384,-0.1485,0.125,30.0,2024
548389,0.0212,0.3304,143.0,2024
552640,-0.003,0.3462,41.0,2024
554340,-0.0714,0.1154,44.0,2024
554430,-0.0048,0.2317,149.0,2024
554431,0.0792,0.3333,47.0,2024
570257,0.0737,0.3333,40.0,2024
570632,-0.0383,0.2745,71.0,2024
571578,0.0054,0.3878,129.0,2024
571656,-0.0211,0.2051,58.0,2024
571670,-0.0755,0.2727,49.0,2024
571760,-0.0092,0.2206,102.0,2024
571882,0.0108,0.4118,77.0,2024
571927,0.0243,0.3433,87.0,2024
571945,-0.0135,0.3084,138.0,2024
571946,0.0178,0.1724,44.0,2024
571948,0.0472,0.2368,51.0,2024
572020,-0.0457,0.2,112.0,2024
572143,-0.0203,0.3256,55.0,2024
572955,0.0359,0.3103,44.0,2024
573009,-0.0506,0.2286,46.0,2024
573124,-0.019,0.1364,30.0,2024
573186,0.0461,0.2958,113.0,2024
573204,0.2258,0.4167,31.0,2024
579328,-0.0022,0.3038,115.0,2024
592094,-0.1455,0.08,37.0,2024
592155,0.0463,0.3043,34.0,2024
592288,0.0991,0.2727,30.0,2024
592332,0.0124,0.3253,107.0,2024
592351,-0.0256,0.3333,89.0,2024
592426,0.0535,0.2857,8.0,2024
592767,0.0986,0.3023,56.0,2024
592773,0.027,0.25,49.0,2024
592779,-0.0267,0.2381,40.0,2024
592791,0.0332,0.2647,43.0,2024
592836,-0.0386,0.2857,27.0,2024
592866,-0.041,0.2989,122.0,2024
593423,0.0072,0.2444,66.0,2024
593576,-0.0556,0.2,37.0,2024
593833,-0.1173,1.0,1.0,2024
593934,-0.077,0.0,2.0,2024
593974,-0.1011,0.1915,55.0,2024
594580,-0.0482,0.4,9.0,2024
594835,-0.0697,0.2676,87.0,2024
594902,-0.022,0.2632,60.0,2024
595345,0.0578,0.375,39.0,2024
595881,0.0589,0.3611,55.0,2024
595897,0.0409,0.1765,31.0,2024
596001,-0.026,0.2727,16.0,2024
596133,0.0168,0.1481,77.0,2024
596295,-0.016,0.2414,113.0,2024
598264,-0.0505,0.3095,54.0,2024
598286,-0.1118,0.1786,34.0,2024
600917,-0.0378,0.2609,39.0,2024
600986,-0.0234,0.1579,68.0,2024
601713,-0.0391,0.3125,20.0,2024
605121,-0.0855,0.2308,17.0,2024
605130,-0.0127,0.2963,48.0,2024
605135,0.0042,0.3548,139.0,2024
605154,-0.0128,0.0909,18.0,2024
605155,0.0219,0.25,28.0,2024
605177,-0.098,0.1667,32.0,2024
605280,-0.0194,0.2593,43.0,2024
605288,0.0043,0.3505,136.0,2024
605347,-0.0797,0.2,48.0,2024
605397,0.0242,0.25,140.0,2024
605400,-0.0709,0.1622,162.0,2024
605447,-0.1421,0.1875,23.0,2024
605452,0.0395,0.3415,119.0,2024
605463,-0.0117,0.2353,51.0,2024
605483,0.0776,0.3636,78.0,2024
605513,-0.0602,0.1692,106.0,2024
606149,0.0464,0.2632,30.0,2024
606160,-0.0931,0.1944,49.0,2024
606303,-0.0319,0.2,40.0,2024
606930,-0.1159,0.3333,13.0,2024
606965,0.1261,0.3023,60.0,2024
607067,-0.071,0.2422,169.0,2024
607074,-0.0049,0.2237,115.0,2024
607179,0.0244,0.3333,49.0,2024
607192,0.013,0.3043,154.0,2024
607200,0.0043,0.2346,122.0,2024
607259,0.0329,0.371,78.0,2024
607481,-0.0296,0.3333,34.0,2024
607536,0.0581,0.3699,93.0,2024
607625,-0.0277,0.288,154.0,2024
608032,0.0291,0.2857,21.0,2024
608331,0.0194,0.2821,102.0,2024
608334,-0.0329,0.2903,52.0,2024
608344,-0.038,0.2679,142.0,2024
608371,0.0207,0.2273,43.0,2024
608379,0.0019,0.3077,141.0,2024
608648,-0.1403,0.0,7.0,2024
608678,0.0408,0.2105,57.0,2024
608717,-0.0454,0.2162,57.0,2024
608718,-0.0396,0.2877,94.0,2024
608723,-0.0045,0.1935,40.0,2024
612434,0.0304,0.3429,41.0,2024
613534,0.0473,0.4211,34.0,2024
615698,0.0155,0.2264,145.0,2024
620982,0.1225,0.3774,71.0,2024
621016,0.028,0.45,29.0,2024
621051,0.0146,0.1212,44.0,2024
621097,0.0028,0.3929,42.0,2024
621107,0.0051,0.3158,123.0,2024
621112,-0.0232,0.2683,115.0,2024
621199,-0.1305,0.0435,37.0,2024
621237,-0.081,0.1111,33.0,2024
621242,0.0639,0.0952,41.0,2024
621244,-0.0852,0.198,148.0,2024
