mlbam_id,xwoba_gap,babip_allowed,pa,year
621345,0.0077,0.1786,44.0,2024
621363,-0.0224,0.2333,37.0,2024
621366,0.1885,1.0,4.0,2024
621381,-0.1879,0.2381,35.0,2024
621383,0.0802,0.4,75.0,2024
621389,-0.0697,0.2381,24.0,2024
621550,0.1176,0.5,3.0,2024
622072,0.0468,0.3913,138.0,2024
622075,-0.0142,0.2174,52.0,2024
622088,0.0155,0.25,8.0,2024
622098,0.0152,0.375,38.0,2024
622250,-0.1052,0.25,9.0,2024
622253,-0.1222,0.1471,44.0,2024
622491,0.0381,0.3542,146.0,2024
622503,0.007,0.3333,3.0,2024
622554,0.0222,0.2143,41.0,2024
622569,-0.0886,0.25,5.0,2024
622663,-0.0368,0.2241,89.0,2024
622766,-0.4505,0.0,3.0,2024
623167,-0.0398,0.2317,105.0,2024
623352,0.0443,0.4167,40.0,2024
623433,-0.0036,0.25,42.0,2024
623465,0.0391,0.3846,42.0,2024
624133,-0.0541,0.1818,125.0,2024
624431,-0.1112,0.4,6.0,2024
624522,-0.0377,0.1739,39.0,2024
624647,-0.0866,0.1143,48.0,2024
625643,-0.0357,0.2167,92.0,2024
628317,0.0702,0.2167,83.0,2024
628452,-0.0162,0.25,43.0,2024
628708,-0.1198,0.1944,55.0,2024
640448,-0.1527,0.12,41.0,2024
640451,0.0003,0.2812,53.0,2024
640455,-0.0647,0.3067,128.0,2024
640462,0.0762,0.375,63.0,2024
640470,0.006,0.2188,47.0,2024
641149,-0.0616,0.2353,24.0,2024
641154,0.0321,0.2615,102.0,2024
641302,0.0471,0.2625,106.0,2024
641343,0.0133,0.25,6.0,2024
641401,0.0762,0.0,11.0,2024
641482,0.0485,0.2427,141.0,2024
641540,-0.061,0.1915,162.0,2024
641585,0.0264,0.2941,97.0,2024
641645,0.1357,0.3333,7.0,2024
641656,-0.0802,0.25,54.0,2024
641712,0.026,0.3143,140.0,2024
641729,-0.01,0.2414,43.0,2024
641755,0.0727,0.3947,56.0,2024
641793,0.0317,0.3793,117.0,2024
641835,0.0136,0.2333,42.0,2024
641927,-0.0521,0.1842,109.0,2024
641941,0.0017,0.3056,51.0,2024
642048,-0.0317,0.125,45.0,2024
642100,-0.0502,0.125,41.0,2024
642121,0.0967,0.4167,19.0,2024
642216,0.0956,0.3182,25.0,2024
642232,-0.06,0.1358,98.0,2024
642397,0.0251,0.5556,32.0,2024
642528,-0.1567,0.0,3.0,2024
642546,-0.1068,0.0,5.0,2024
642547,-0.0437,0.2909,94.0,2024
642629,-0.039,0.3333,4.0,2024
642701,-0.0039,0.3023,60.0,2024
643256,-0.0897,0.2174,35.0,2024
643338,0.0185,0.2667,23.0,2024
643377,0.0406,0.3333,40.0,2024
643396,-0.1268,0.1429,9.0,2024
643410,0.0073,0.2857,50.0,2024
643493,-0.0808,0.25,23.0,2024
643511,0.1022,0.3333,46.0,2024
647336,-0.029,0.2396,134.0,2024
650489,-0.41,0.0,1.0,2024
650556,-0.0056,0.2667,54.0,2024
650633,0.0078,0.2143,123.0,2024
650644,0.0403,0.3299,143.0,2024
650893,0.0025,0.2308,48.0,2024
650911,0.036,0.3483,132.0,2024
650960,-0.0138,0.0,7.0,2024
655889,0.2528,0.5714,8.0,2024
656222,0.0463,0.1739,57.0,2024
656232,-0.0097,0.3265,63.0,2024
656234,0.0134,0.3714,51.0,2024
656266,-0.1974,0.1333,22.0,2024
656271,0.2909,0.7273,16.0,2024
656288,0.0444,0.3115,87.0,2024
656302,-0.0736,0.1757,119.0,2024
656412,-0.0052,0.1875,77.0,2024
656420,0.0942,0.6667,10.0,2024
656427,0.0256,0.3365,157.0,2024
656464,0.0069,0.2812,46.0,2024
656546,-0.0054,0.3333,44.0,2024
656557,-0.042,0.2833,179.0,2024
656605,0.0053,0.3182,156.0,2024
656629,0.0319,0.28,53.0,2024
656638,-0.0057,0.3077,42.0,2024
656641,0.0045,0.2,56.0,2024
656671,-0.177,0.0,3.0,2024
656716,0.0349,0.0,3.0,2024
656730,-0.0729,0.1,14.0,2024
656756,-0.0344,0.2381,50.0,2024
656786,-0.0511,0.3,12.0,2024
656793,0.1478,0.6,15.0,2024
656887,-0.1228,0.0,11.0,2024
656924,-0.0539,0.2571,58.0,2024
656945,0.0418,0.1818,48.0,2024
657024,-0.0043,0.4,18.0,2024
657044,0.0059,0.2414,37.0,2024
657097,-0.082,0.3125,47.0,2024
657240,-0.0418,0.5,12.0,2024
657265,-0.1407,0.2,6.0,2024
657277,-0.07,0.3125,158.0,2024
657376,0.0234,0.3529,85.0,2024
657508,0.0703,0.3704,44.0,2024
657514,-0.0718,0.1739,38.0,2024
657571,-0.0318,0.2857,50.0,2024
657585,0.0704,0.3043,56.0,2024
657612,-0.0099,0.4074,36.0,2024
657649,0.0559,0.3,35.0,2024
657746,0.0663,0.3051,96.0,2024
658648,-0.0295,0.3077,38.0,2024
659275,-0.0643,0.0769,17.0,2024
660761,0.079,0.4,94.0,2024
660853,-0.0014,0.2857,36.0,2024
660896,-0.0351,0.2143,26.0,2024
661403,-0.0523,0.2821,56.0,2024
661527,0.0465,0.2045,57.0,2024
661563,0.0258,0.2464,151.0,2024
662253,0.0361,0.36,42.0,2024
663158,-0.0072,0.2308,39.0,2024
663362,-0.0167,0.2737,134.0,2024
663372,0.1068,0.4262,94.0,2024
663423,0.0075,0.1613,50.0,2024
663432,0.0476,0.4167,50.0,2024
663462,0.1225,0.3636,26.0,2024
663474,0.0128,0.2537,102.0,2024
663485,-0.0599,0.2963,50.0,2024
663531,-0.1382,0.1818,30.0,2024
663542,-0.0364,0.1034,49.0,2024
663546,-0.0452,0.1304,26.0,2024
663554,-0.012,0.283,138.0,2024
663559,-0.0857,0.1562,84.0,2024
663562,0.1494,0.3333,28.0,2024
663567,0.0276,0.375,84.0,2024
663568,-0.0202,0.3158,58.0,2024
663623,-0.0266,0.2941,91.0,2024
663704,-0.0337,0.3824,53.0,2024
663773,-0.0752,0.2326,60.0,2024
663776,0.0234,0.3514,113.0,2024
663855,-0.0007,0.1935,131.0,2024
663878,-0.0867,0.2381,45.0,2024
663893,0.0456,0.625,9.0,2024
663903,-0.0497,0.1974,111.0,2024
663947,-0.0272,0.1622,47.0,2024
663978,0.0145,0.3548,121.0,2024
663992,-0.1725,0.0,4.0,2024
664076,-0.0126,0.4737,40.0,2024
664079,-0.0084,0.3125,18.0,2024
664126,0.0211,0.4706,31.0,2024
664208,0.0275,0.3226,53.0,2024
664285,0.0194,0.3333,45.0,2024
664299,-0.0237,0.2,98.0,2024
664350,0.058,0.4348,38.0,2024
664747,-0.0522,0.1481,47.0,2024
664776,0.0422,0.3333,24.0,2024
664854,0.0249,0.2571,51.0,2024
664875,0.0175,0.4138,42.0,2024
665152,-0.0528,0.2178,138.0,2024
665620,0.0315,0.3191,71.0,2024
665625,0.0273,0.4167,55.0,2024
665795,0.031,0.4,92.0,2024
665871,-0.0234,0.2289,126.0,2024
666142,-0.005,0.3882,129.0,2024
666149,0.0701,0.5714,7.0,2024
666157,0.007,0.3256,70.0,2024
666159,-0.0443,0.0938,48.0,2024
666163,0.0582,0.25,11.0,2024
666197,-0.3649,0.0,3.0,2024
666200,0.02,0.2963,115.0,2024
666204,-0.0131,0.1538,42.0,2024
666205,0.015,0.2203,76.0,2024
666214,-0.0016,0.3077,46.0,2024
666215,-0.1009,0.3333,5.0,2024
666277,-0.0008,0.1765,31.0,2024
666720,0.06,0.3043,34.0,2024
666745,-0.0233,0.3261,52.0,2024
666808,0.0196,0.36,46.0,2024
666818,0.0928,0.5714,23.0,2024
666974,0.0227,0.2979,66.0,2024
667463,0.1223,0.3333,16.0,2024
667725,-0.0377,0.1667,7.0,2024
667755,-0.0203,0.2462,113.0,2024
668338,-0.0165,0.2308,21.0,2024
668390,-0.2167,0.0,24.0,2024
668674,-0.0278,0.2308,42.0,2024
668678,0.0029,0.3103,135.0,2024
668868,0.0692,0.4054,59.0,2024
668874,0.1816,0.8,9.0,2024
668881,0.0238,0.2568,122.0,2024
668933,0.0299,0.2913,145.0,2024
668941,-0.1092,0.0938,46.0,2024
668942,-0.0202,0.0,13.0,2024
668964,-0.0041,0.2069,39.0,2024
668984,-0.0001,0.125,10.0,2024
669022,0.0277,0.375,129.0,2024
669060,-0.0307,0.1489,67.0,2024
669062,-0.0066,0.32,44.0,2024
669084,0.0748,0.4186,64.0,2024
669093,-0.128,0.1667,9.0,2024
669165,0.0401,0.375,8.0,2024
669169,0.1022,0.375,22.0,2024
669194,0.0517,0.2985,91.0,2024
669203,-0.0191,0.2475,140.0,2024
669211,0.026,0.2812,51.0,2024
669212,0.0806,0.3333,27.0,2024
669270,-0.0125,0.4444,11.0,2024
669276,0.0438,0.25,51.0,2024
669302,-0.0651,0.175,124.0,2024
669330,-0.0148,0.3143,44.0,2024
669373,-0.0246,0.2133,117.0,2024
669395,-0.0578,0.0,4.0,2024
669422,0.0235,0.2143,40.0,2024
669432,0.0105,0.3286,93.0,2024
669456,-0.0108,0.4286,23.0,2024
669459,-0.0645,0.2069,40.0,2024
669461,-0.0707,0.1765,43.0,2024
669467,0.0195,0.4,41.0,2024
669622,0.0362,0.5128,54.0,2024
669711,0.0386,0.2222,35.0,2024
669713,-0.0137,0.1875,39.0,2024
669796,-0.041,0.4545,19.0,2024
669854,-0.0328,0.1546,151.0,2024
669923,0.0359,0.3667,129.0,2024
669952,0.0018,0.3704,37.0,2024
670059,0.0694,0.1875,28.0,2024
670102,0.0189,0.3061,83.0,2024
670167,-0.0015,0.2273,58.0,2024
670174,0.0056,0.3485,85.0,2024
670219,0.1304,0.4286,11.0,2024
670223,0.3192,0.7778,9.0,2024
670241,0.016,0.2692,63.0,2024
670280,0.0984,0.3571,46.0,2024
670810,0.0,,2.0,2024
670871,-0.1239,0.3333,17.0,2024
670950,-0.0504,0.1111,57.0,2024
670970,0.0317,0.4762,36.0,2024
670990,0.0689,0.3158,34.0,2024
671096,0.0304,0.2411,156.0,2024
671106,0.0208,0.2812,137.0,2024
671212,0.0321,0.3194,122.0,2024
671345,-0.0703,0.2647,54.0,2024
671922,0.0018,0.3103,53.0,2024
672282,0.0333,0.321,118.0,2024
672582,-0.0968,0.2286,54.0,2024
672710,0.0365,0.2632,52.0,2024
672851,-0.1079,0.2308,17.0,2024
673380,0.1015,0.5,13.0,2024
673513,-0.0973,0.1765,44.0,2024
673929,-0.0591,0.2778,46.0,2024
674003,-0.0673,0.1707,53.0,2024
674072,0.0545,0.3231,93.0,2024
675540,-0.2916,0.1429,18.0,2024
675627,0.0182,0.2581,57.0,2024
675911,0.1077,0.4,22.0,2024
675989,0.0014,0.1667,26.0,2024
676083,0.2399,0.5625,17.0,2024
676092,0.0307,0.6667,9.0,2024
676106,-0.005,0.2845,155.0,2024
676130,-0.0657,0.2,111.0,2024
676254,-0.0114,0.25,57.0,2024
676272,0.0339,0.4118,29.0,2024
676395,0.1163,0.4737,32.0,2024
676440,0.0344,0.2644,135.0,2024
676477,-0.0471,0.25,54.0,2024
676534,-0.0079,0.3636,35.0,2024
676568,-0.2388,0.0,6.0,2024
676596,0.0086,0.1892,48.0,2024
676664,-0.0591,0.1829,115.0,2024
676680,0.0398,0.2917,39.0,2024
676684,-0.0217,0.2439,49.0,2024
676702,0.0026,0.2286,47.0,2024
676710,-0.0032,0.2949,115.0,2024
676760,-0.0249,0.1111,27.0,2024
676775,-0.0561,0.2247,129.0,2024
676879,0.0798,0.2778,20.0,2024
676962,-0.0947,0.2679,80.0,2024
676969,0.035,0.4167,17.0,2024
676974,-0.036,0.1692,87.0,2024
676979,0.0712,0.2432,121.0,2024
677020,-0.0286,0.1429,11.0,2024
677053,0.0203,0.3846,53.0,2024
677161,-0.1148,0.1111,13.0,2024
677944,-0.0483,0.1064,64.0,2024
677960,-0.0276,0.2308,116.0,2024
678394,-0.0,0.25,113.0,2024
678692,-0.114,0.3333,9.0,2024
678906,0.0307,0.25,54.0,2024
679525,-0.0746,0.2673,130.0,2024
679885,-0.105,0.0,19.0,2024
680570,0.0494,0.3636,99.0,2024
680573,-0.0918,0.2903,44.0,2024
680686,0.07,0.4375,22.0,2024
680704,0.0117,0.2143,49.0,2024
680730,-0.0854,0.2581,86.0,2024
680767,0.0277,0.36,72.0,2024
680897,-0.0097,0.3784,60.0,2024
680911,0.1715,0.3636,12.0,2024
681190,0.0923,0.3214,37.0,2024
681217,0.0137,0.1562,58.0,2024
681293,0.0825,0.4857,58.0,2024
681402,0.2905,0.3333,8.0,2024
681432,0.0055,0.2857,37.0,2024
681676,-0.0619,0.3056,61.0,2024
681857,-0.0142,0.3133,123.0,2024
681867,0.0084,0.2632,48.0,2024
681869,0.0841,0.44,38.0,2024
681892,-0.0316,0.3182,41.0,2024
681911,0.0089,0.2069,49.0,2024
681982,0.1275,0.5,16.0,2024
682052,-0.027,0.0,4.0,2024
682120,-0.11,0.24,41.0,2024
682175,0.0155,0.5,9.0,2024
682243,-0.0841,0.1404,89.0,2024
682610,-0.0482,0.0,18.0,2024
682842,0.0442,0.4571,53.0,2024
682847,-0.0116,0.2647,56.0,2024
682990,0.0188,0.2121,41.0,2024
683003,-0.0079,0.2192,109.0,2024
683004,0.1083,0.5,22.0,2024
683232,0.0472,0.3235,50.0,2024
683627,-0.0251,0.325,49.0,2024
683769,-0.0245,0.3429,56.0,2024
684007,-0.0421,0.2159,122.0,2024
684320,0.002,0.3438,52.0,2024
685107,0.1241,0.5,17.0,2024
685314,0.0008,0.5,2.0,2024
686539,-0.0048,0.3913,39.0,2024
686563,0.0389,0.3913,63.0,2024
686580,-0.0806,0.2,65.0,2024
686613,0.0719,0.4677,92.0,2024
686730,0.0765,0.3889,22.0,2024
686752,-0.0194,0.2179,130.0,2024
686826,-0.0072,0.26,66.0,2024
686973,0.028,0.3485,102.0,2024
687014,-0.0114,0.3636,43.0,2024
687330,0.0558,0.2069,40.0,2024
687424,-0.0044,0.3333,11.0,2024
687765,-0.0122,0.2955,62.0,2024
687798,0.0106,0.3333,7.0,2024
689017,-0.0773,0.1667,44.0,2024
689147,-0.0352,0.0769,21.0,2024
690986,0.0106,0.3333,114.0,2024
693312,-0.007,0.0,3.0,2024
693821,-0.0163,0.3243,49.0,2024
694037,-0.0414,0.2414,48.0,2024
694297,0.031,0.2706,123.0,2024
694361,-0.05,0.0,3.0,2024
694363,0.0344,0.25,26.0,2024
694738,-0.0415,0.3235,46.0,2024
694813,-0.0131,0.3014,104.0,2024
695243,0.0393,0.2857,44.0,2024
696136,0.0273,0.3393,86.0,2024
701643,-0.0154,0.0,23.0,2024
808967,-0.0094,0.2727,90.0,2024
434378,0.0291,0.2727,111.0,2025
445276,-0.0159,0.25,22.0,2025
445926,0.2276,0.6667,6.0,2025
450203,0.071,0.3158,120.0,2025
455119,-0.0204,0.2581,43.0,2025
458677,0.0659,0.375,31.0,2025
471911,0.0082,0.2644,115.0,2025
472610,-0.0901,0.1923,41.0,2025
476594,-0.0192,0.375,9.0,2025
489446,0.0676,0.3478,46.0,2025
493603,-0.0474,0.0,9.0,2025
500743,0.0978,0.4615,14.0,2025
500779,-0.0535,0.2571,92.0,2025
502043,0.2325,0.3,24.0,2025
518397,0.0261,0.1667,33.0,2025
518585,0.0202,0.25,59.0,2025
518876,-0.0609,0.2025,112.0,2025
519008,0.0189,0.4444,31.0,2025
519141,-0.1327,0.0,12.0,2025
519151,-0.084,0.2222,34.0,2025
519242,0.0626,0.3529,135.0,2025
521230,0.0148,0.3,18.0,2025
527048,-0.1094,0.2955,61.0,2025
534910,0.0291,0.3,13.0,2025
542881,-0.0445,0.1392,114.0,2025
542888,-0.0476,0.28,44.0,2025
543056,-0.0937,0.12,35.0,2025
543135,-0.0466,0.2551,141.0,2025
543243,-0.0422,0.241,118.0,2025
543294,-0.0123,0.2254,98.0,2025
547001,0.1548,0.4615,16.0,2025
547179,-0.0034,0.2762,145.0,2025
547973,-0.0005,0.2381,41.0,2025
554340,-0.0995,0.2174,39.0,2025
554430,0.0499,0.2812,153.0,2025
554431,0.0223,0.4286,12.0,2025
570632,0.0921,0.3846,17.0,2025
571510,0.0454,0.3256,123.0,2025
571578,0.023,0.3333,83.0,2025
571760,-0.029,0.2,118.0,2025
571771,0.2126,0.4,5.0,2025
571927,-0.0302,0.3115,82.0,2025
571945,-0.0013,0.3294,107.0,2025
571946,-0.089,0.1739,40.0,2025
571948,-0.1012,0.2,40.0,2025
572955,-0.0219,0.3077,42.0,2025
573009,0.1681,0.5172,38.0,2025
573124,-0.0017,0.2083,36.0,2025
573186,0.1358,0.3529,26.0,2025
573204,0.0263,0.24,36.0,2025
579328,0.0229,0.3158,117.0,2025
592094,0.0549,0.2121,57.0,2025
592155,-0.0233,0.1364,38.0,2025
592332,-0.0259,0.2368,109.0,2025
592426,0.003,0.2857,38.0,2025
592454,-0.0367,0.1429,40.0,2025
592662,0.0034,0.2836,112.0,2025
592773,0.0318,0.3871,46.0,2025
592779,-0.028,0.125,17.0,2025
592791,-0.0422,0.2169,115.0,2025
592836,0.0223,0.2794,100.0,2025
592866,0.0324,0.3333,132.0,2025
593958,0.0781,0.3596,123.0,2025
593974,-0.0359,0.1667,35.0,2025
594580,0.2856,0.25,4.0,2025
594798,0.0138,0.2468,108.0,2025
594902,-0.0287,0.2895,107.0,2025
595014,0.01,0.2941,23.0,2025
595345,-0.1264,0.125,47.0,2025
595978,-0.0294,0.5,6.0,2025
596001,-0.0678,0.1944,45.0,2025
596133,-0.1103,0.1,45.0,2025
596142,0.0223,0.2,7.0,2025
596271,-0.0195,0.3396,60.0,2025
600917,0.0342,0.32,34.0,2025
601713,-0.0254,0.2609,112.0,2025
605130,-0.0561,0.2,44.0,2025
605135,0.0077,0.2949,117.0,2025
605154,-0.0245,0.15,35.0,2025
605182,0.0079,0.25,24.0,2025
605218,0.0895,0.3,13.0,2025
605242,0.0294,0.3333,13.0,2025
605280,0.0212,0.3182,108.0,2025
605347,-0.0692,0.25,49.0,2025
605400,0.0077,0.314,127.0,2025
605447,0.1501,0.3448,40.0,2025
605452,-0.0143,0.2955,54.0,2025
605463,-0.0141,0.3,45.0,2025
605483,0.0474,0.3125,22.0,2025
605488,0.0595,0.2821,111.0,2025
605507,-0.1132,0.0,12.0,2025
606160,0.0034,0.2727,41.0,2025
606303,-0.0528,0.3125,42.0,2025
606930,-0.0681,0.2222,23.0,2025
606965,0.0781,0.3333,9.0,2025
606996,0.0198,0.2593,71.0,2025
607067,0.0124,0.2927,62.0,2025
607074,-0.0194,0.1625,141.0,2025
607192,-0.0411,0.1818,57.0,2025
607200,-0.007,0.2738,116.0,2025
607259,0.0286,0.3253,114.0,2025
607455,-0.0084,0.2286,43.0,2025
607481,0.0339,0.3333,40.0,2025
607536,0.0662,0.383,114.0,2025
607625,-0.0283,0.2151,126.0,2025
608032,-0.058,0.2222,53.0,2025
608331,-0.0305,0.2308,128.0,2025
608337,-0.0186,0.1875,25.0,2025
608371,0.007,0.3333,48.0,2025
608372,-0.0452,0.2316,117.0,2025
608379,-0.0276,0.2738,116.0,2025
608566,0.1053,0.4375,104.0,2025
608717,0.0976,0.4359,50.0,2025
608718,-0.1409,0.1026,44.0,2025
614179,-0.0153,0.2308,41.0,2025
615698,0.0031,0.3462,99.0,2025
621051,-0.1323,0.0833,23.0,2025
621053,-0.0139,0.1875,47.0,2025
621107,-0.0214,0.275,47.0,2025
621111,-0.0218,0.253,119.0,2025
621199,0.0083,0.3111,56.0,2025
621237,0.0302,0.3684,55.0,2025
621242,0.0327,0.3,48.0,2025
621244,0.0022,0.25,119.0,2025
621345,-0.0799,0.2609,39.0,2025
621363,0.0946,0.35,34.0,2025
621366,-0.0136,0.2308,33.0,2025
621381,0.069,0.4074,44.0,2025
621383,-0.0147,0.2857,44.0,2025
622253,0.0509,0.3333,22.0,2025
622379,0.0493,0.4138,40.0,2025
622491,-0.0066,0.3059,120.0,2025
622554,-0.0365,0.2857,28.0,2025
622608,0.0707,0.3434,112.0,2025
622663,-0.0209,0.2562,155.0,2025
622761,0.0236,0.5,11.0,2025
622780,-0.1284,0.2,16.0,2025
622786,0.0242,0.28,32.0,2025
623149,0.0463,0.3462,41.0,2025
623211,-0.0377,0.2162,55.0,2025
623352,0.0091,0.2143,47.0,2025
623437,0.0539,0.2903,41.0,2025
623465,-0.0035,0.25,13.0,2025
623474,-0.0087,0.2326,59.0,2025
628317,0.0114,0.35,34.0,2025
628452,0.0237,0.1667,40.0,2025
640448,0.0408,0.3704,43.0,2025
640451,-0.0409,0.1667,11.0,2025
640462,0.101,0.2778,30.0,2025
640902,0.1614,0.6,7.0,2025
641154,-0.0101,0.2381,90.0,2025
641302,-0.0157,0.2656,91.0,2025
641329,0.0267,0.2727,37.0,2025
641482,-0.1414,0.0769,21.0,2025
641540,0.1046,0.3333,14.0,2025
641656,-0.1019,0.1176,33.0,2025
641745,0.0675,0.3103,48.0,2025
641755,-0.0321,0.2083,42.0,2025
641778,-0.0367,0.3,17.0,2025
641793,-0.0153,0.234,116.0,2025
641816,-0.0732,0.2025,111.0,2025
641835,0.048,0.2174,30.0,2025
641927,0.0032,0.2737,122.0,2025
641941,-0.0907,0.0667,44.0,2025
642048,-0.0572,0.6,7.0,2025
642100,-0.0052,0.24,43.0,2025
642121,0.3681,0.5,7.0,2025
642152,0.0094,0.1786,43.0,2025
642207,0.0373,0.3571,44.0,2025
642232,0.0148,0.2564,61.0,2025
642397,0.0395,0.3529,44.0,2025
642520,0.0558,0.5,16.0,2025
642547,-0.0143,0.2258,138.0,2025
642585,-0.0054,0.1333,26.0,2025
642701,-0.1059,0.2286,40.0,2025
642708,0.141,0.5,10.0,2025
643338,0.0005,0.2647,44.0,2025
643361,0.095,0.3333,10.0,2025
643377,0.0585,0.4839,53.0,2025
643410,0.0464,0.3462,47.0,2025
643511,-0.0634,0.1875,47.0,2025
645261,-0.0417,0.2667,100.0,2025
646242,-0.0832,0.25,5.0,2025
650556,0.0089,0.3548,50.0,2025
650633,-0.0051,0.2414,140.0,2025
650911,0.083,0.3478,113.0,2025
655889,0.0057,0.3125,44.0,2025
656222,-0.0132,0.2703,55.0,2025
656234,0.0082,0.3056,70.0,2025
656240,0.0654,0.3171,61.0,2025
656271,0.0459,0.32,38.0,2025
656288,-0.0129,0.3333,111.0,2025
656302,0.0608,0.3846,116.0,2025
656420,0.1875,0.2857,9.0,2025
656427,0.0195,0.2647,110.0,2025
656457,0.0294,0.25,39.0,2025
656464,0.0043,,2.0,2025
656546,0.0292,0.2222,46.0,2025
656550,-0.0454,0.1667,95.0,2025
656557,0.0454,0.3506,110.0,2025
656605,-0.0513,0.2857,126.0,2025
656641,-0.0427,0.2222,23.0,2025
656730,-0.0519,0.3,35.0,2025
656731,0.0249,0.2879,112.0,2025
656794,0.0472,0.4444,91.0,2025
656848,-0.1152,0.0,6.0,2025
656849,-0.0165,0.3529,112.0,2025
656876,-0.0445,0.2836,101.0,2025
656945,-0.0446,0.2857,38.0,2025
656986,-0.0483,0.2857,24.0,2025
657006,-0.0082,0.2222,53.0,2025
657044,-0.0105,0.2667,47.0,2025
657097,-0.0357,0.1714,48.0,2025
657240,0.0095,0.3462,40.0,2025
657277,0.0134,0.3478,143.0,2025
657376,0.0372,0.2195,65.0,2025
657514,0.0593,0.2143,41.0,2025
657571,-0.0221,0.2222,43.0,2025
657585,-0.0281,0.2759,42.0,2025
657612,0.0317,0.2051,49.0,2025
657649,0.0175,0.1935,47.0,2025
657746,-0.0013,0.2361,113.0,2025
660730,0.0216,0.2258,43.0,2025
660761,-0.0865,0.0769,17.0,2025
660787,-0.0422,0.375,9.0,2025
660825,0.017,0.1765,48.0,2025
660853,-0.0267,0.1935,46.0,2025
660896,0.046,0.2581,50.0,2025
661395,-0.0857,0.1333,45.0,2025
661403,0.134,0.4872,54.0,2025
662253,-0.0981,0.1538,44.0,2025
663158,-0.0994,0.1852,42.0,2025
663372,0.0633,0.3095,114.0,2025
663399,-0.1071,0.25,16.0,2025
663423,0.0384,0.2903,43.0,2025
663436,0.0038,0.2874,117.0,2025
663460,-0.0322,0.2791,125.0,2025
663465,-0.0396,0.2609,23.0,2025
663474,-0.0115,0.3846,22.0,2025
663485,-0.0774,0.2143,41.0,2025
663542,0.0829,0.3182,32.0,2025
663554,0.0418,0.2273,118.0,2025
663559,0.0445,0.2703,102.0,2025
663562,0.0542,0.2857,13.0,2025
663574,-0.1063,0.1579,51.0,2025
663623,-0.0256,0.2091,150.0,2025
663687,-0.0203,0.3333,20.0,2025
663738,-0.0273,0.25,38.0,2025
663767,-0.0781,0.1389,47.0,2025
663795,0.0489,0.3333,13.0,2025
663855,0.0611,0.375,123.0,2025
663878,0.1159,0.3636,27.0,2025
663893,0.0574,0.3636,46.0,2025
663903,-0.0162,0.2639,110.0,2025
663947,-0.0081,0.2821,55.0,2025
663969,0.0283,0.2195,55.0,2025
663978,0.0063,0.2466,103.0,2025
664062,0.0408,0.3333,24.0,2025
664076,-0.0323,0.0588,35.0,2025
664126,-0.0161,0.25,37.0,2025
664139,0.0071,0.2581,42.0,2025
664208,0.0305,0.3333,46.0,2025
664285,-0.0061,0.2771,121.0,2025
664351,0.0464,0.3478,34.0,2025
664747,0.0859,0.1739,32.0,2025
664849,0.0048,0.4167,26.0,2025
664854,-0.0277,0.2174,35.0,2025
664875,-0.0592,0.1765,35.0,2025
664991,0.0586,0.5,9.0,2025
665152,0.0271,0.3021,117.0,2025
665625,0.0181,0.1429,13.0,2025
665795,0.0465,0.3103,90.0,2025
666120,0.0892,0.4167,50.0,2025
666142,0.04,0.3273,106.0,2025
666157,-0.0155,0.2093,117.0,2025
666171,0.058,0.3077,32.0,2025
666200,-0.0267,0.2824,123.0,2025
666214,0.0064,0.2188,47.0,2025
666215,-0.0383,0.0,7.0,2025
666277,0.0414,0.3333,54.0,2025
666619,0.0174,0.3182,26.0,2025
666659,0.2216,0.6,8.0,2025
666661,0.1033,0.3333,16.0,2025
666808,-0.0439,0.1818,46.0,2025
666974,-0.0027,0.3182,28.0,2025
667463,-0.0047,0.3125,42.0,2025
667755,0.0408,0.3409,121.0,2025
668674,-0.079,0.1852,37.0,2025
668678,0.0259,0.2785,122.0,2025
668716,0.0451,0.4615,62.0,2025
668820,-0.069,0.2157,64.0,2025
668881,-0.016,0.2073,124.0,2025
668909,0.0012,0.3231,104.0,2025
668933,0.018,0.2667,48.0,2025
668941,-0.0037,0.2917,34.0,2025
668964,0.0556,0.2778,31.0,2025
668970,-0.4922,0.0,6.0,2025
668984,0.036,0.2273,32.0,2025
669022,0.0063,0.3297,146.0,2025
669060,0.0243,0.3091,75.0,2025
669062,-0.0245,0.3043,33.0,2025
669093,0.0051,0.2414,46.0,2025
669160,-0.0275,0.2625,113.0,2025
669194,-0.0246,0.2439,61.0,2025
669199,-0.0762,0.1786,45.0,2025
669203,-0.0054,0.2473,139.0,2025
669211,-0.0079,0.303,53.0,2025
669212,0.1378,0.1429,16.0,2025
669276,-0.0813,0.16,39.0,2025
669302,0.019,0.2745,94.0,2025
669358,0.0031,0.2537,114.0,2025
669371,0.0744,0.3684,34.0,2025
669372,0.0332,0.2683,63.0,2025
669373,-0.0049,0.3243,116.0,2025
669387,0.0198,0.3636,103.0,2025
669422,-0.0036,0.381,25.0,2025
669438,-0.0723,0.2889,64.0,2025
669461,-0.0199,0.2967,121.0,2025
669467,-0.0026,0.236,116.0,2025
669622,-0.0382,0.25,46.0,2025
669674,0.1112,0.4118,26.0,2025
669711,0.0681,0.3462,40.0,2025
669713,-0.0212,0.2222,111.0,2025
669717,-0.185,0.125,8.0,2025
669721,-0.1173,0.0,4.0,2025
669724,-0.0023,0.2449,61.0,2025
669854,0.0201,0.2206,99.0,2025
669920,0.1263,0.4167,16.0,2025
670059,0.1217,0.3571,20.0,2025
