id,name,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,season
701350,"Anthony, Roman",76,0.4868421052631579,0.5131578947368421,0.2236842105263158,0.27631578947368424,0.013157894736842105,0.3815789473684211,0.40789473684210525,0.21052631578947367,0.27631578947368424,0.18421052631578946,0.02631578947368421,0.10526315789473684,0.2236842105263158,0.18421052631578946,2026
678882,"Rafaela, Ceddanne",115,0.4260869565217391,0.5739130434782609,0.23478260869565218,0.28695652173913044,0.05217391304347826,0.3652173913043478,0.3739130434782609,0.2608695652173913,0.19130434782608696,0.16521739130434782,0.06956521739130435,0.17391304347826086,0.20869565217391306,0.19130434782608696,2026
691785,"Mayer, Marcelo",101,0.504950495049505,0.49504950495049505,0.24752475247524752,0.18811881188118812,0.0594059405940594,0.36633663366336633,0.36633663366336633,0.26732673267326734,0.27722772277227725,0.1782178217821782,0.04950495049504951,0.08910891089108908,0.18811881188118812,0.21782178217821785,2026
672724,"Peraza, Oswald",90,0.4444444444444444,0.5555555555555556,0.2111111111111111,0.2777777777777778,0.06666666666666667,0.36666666666666664,0.4,0.23333333333333334,0.2111111111111111,0.16666666666666666,0.06666666666666667,0.15555555555555553,0.23333333333333336,0.16666666666666669,2026
666176,"Adell, Jo",143,0.3776223776223776,0.6223776223776224,0.26573426573426573,0.26573426573426573,0.09090909090909091,0.3776223776223776,0.36363636363636365,0.25874125874125875,0.22377622377622378,0.1258741258741259,0.027972027972027972,0.15384615384615383,0.23776223776223776,0.23076923076923078,2026
624585,"Soler, Jorge",105,0.41904761904761906,0.5809523809523809,0.24761904761904763,0.2571428571428571,0.0761904761904762,0.5238095238095238,0.26666666666666666,0.20952380952380953,0.2571428571428571,0.09523809523809523,0.06666666666666667,0.2666666666666667,0.17142857142857143,0.14285714285714285,2026
660162,"Moncada, Yoán",65,0.35384615384615387,0.6461538461538462,0.35384615384615387,0.26153846153846155,0.03076923076923077,0.38461538461538464,0.4153846153846154,0.2,0.18461538461538463,0.1076923076923077,0.06153846153846154,0.2,0.3076923076923077,0.13846153846153847,2026
681351,"O'Hoppe, Logan",70,0.4142857142857143,0.5857142857142857,0.3,0.17142857142857143,0.11428571428571428,0.4714285714285714,0.2857142857142857,0.24285714285714285,0.24285714285714285,0.1,0.07142857142857142,0.22857142857142856,0.1857142857142857,0.17142857142857143,2026
666160,"Moniak, Mickey",108,0.3055555555555556,0.6944444444444445,0.3888888888888889,0.17592592592592593,0.12962962962962962,0.5370370370370371,0.28703703703703703,0.17592592592592593,0.19444444444444445,0.10185185185185185,0.009259259259259259,0.34259259259259267,0.18518518518518517,0.16666666666666669,2026
671289,"Freeman, Tyler",81,0.5308641975308642,0.4691358024691358,0.19753086419753085,0.25925925925925924,0.012345679012345678,0.35802469135802467,0.38271604938271603,0.25925925925925924,0.20987654320987653,0.2222222222222222,0.09876543209876543,0.14814814814814814,0.16049382716049382,0.16049382716049382,2026
666126,"Cortes, Carlos",95,0.5052631578947369,0.4947368421052632,0.17894736842105263,0.2736842105263158,0.042105263157894736,0.2736842105263158,0.45263157894736844,0.2736842105263158,0.15789473684210525,0.29473684210526313,0.05263157894736842,0.11578947368421055,0.1578947368421053,0.2210526315789474,2026
805779,"Wilson, Jacob",143,0.5104895104895105,0.48951048951048953,0.2097902097902098,0.24475524475524477,0.03496503496503497,0.32167832167832167,0.4125874125874126,0.26573426573426573,0.1958041958041958,0.20279720279720279,0.11188811188811189,0.12587412587412586,0.20979020979020982,0.15384615384615385,2026
676391,"Clement, Ernie",167,0.3772455089820359,0.6227544910179641,0.24550898203592814,0.2634730538922156,0.11377245508982035,0.4311377245508982,0.3772455089820359,0.19161676646706588,0.23353293413173654,0.12574850299401197,0.017964071856287425,0.19760479041916168,0.25149700598802394,0.17365269461077845,2026
660821,"Sánchez, Jesús",114,0.45614035087719296,0.543859649122807,0.22807017543859648,0.23684210526315788,0.07894736842105263,0.2982456140350877,0.42105263157894735,0.2807017543859649,0.16666666666666666,0.22807017543859648,0.06140350877192982,0.13157894736842105,0.19298245614035087,0.21929824561403508,2026
