batter,PA_apr,wOBA,xwOBA_curr,xwOBA_fix,HR_apr,year
656541,53,0.3939024390243902,0.30794894561598224,0.30794894561598224,0.0,2022
656555,102,0.3308988764044944,0.33313879451146206,0.31522579590240746,3.0,2022
656560,1,,0.0,0.0,0.0,2022
656577,7,0.35714285714285715,0.291,0.291,0.0,2022
656582,104,0.4423076923076923,0.3948188542227004,0.36747664834428756,5.0,2022
656607,3,,0.0,0.0,0.0,2022
656627,8,0.15625,0.2155,0.2155,0.0,2022
656666,5,,0.27999999999999997,0.27999999999999997,0.0,2022
656669,11,0.16363636363636364,0.19463636363636364,0.19463636363636364,0.0,2022
656695,5,0.18,0.21639999999999998,0.21639999999999998,0.0,2022
656716,1,0.0,0.433,0.433,0.0,2022
656775,103,0.3298913043478261,0.32208051849799174,0.3136139016197244,2.0,2022
656811,19,0.6875,0.3452631578947368,0.3452631578947368,0.0,2022
656883,1,,0.0,0.0,0.0,2022
656896,11,0.35,0.2363699059561128,0.2363699059561128,0.0,2022
656941,98,0.40783132530120486,0.37530984650270366,0.3517453895142345,7.0,2022
656976,79,0.4217391304347826,0.37395773768850277,0.372065634011589,2.0,2022
657017,1,,0.9,0.9,0.0,2022
657027,6,,0.6,0.6,0.0,2022
657029,1,,0.0,0.0,0.0,2022
657041,72,0.2976923076923077,0.28545559631605893,0.28545559631605893,1.0,2022
657061,56,0.30121951219512194,0.2687313429324299,0.2687313429324299,0.0,2022
657077,101,0.30511363636363636,0.3238984094015644,0.3176787205755389,3.0,2022
657136,7,0.1285714285714286,0.11271428571428573,0.11271428571428573,0.0,2022
657144,3,,0.3,0.3,0.0,2022
657193,3,,0.2333333333333333,0.2333333333333333,0.0,2022
657212,5,,0.0,0.0,0.0,2022
657426,4,,0.725,0.725,1.0,2022
657557,63,0.2482758620689655,0.25379381613756613,0.24279467413842412,1.0,2022
657656,5,,0.0,0.0,0.0,2022
657709,2,,0.0,0.0,0.0,2022
657739,4,,0.3125,0.3125,0.0,2022
657741,7,,0.38571428571428573,0.38571428571428573,1.0,2022
657757,59,0.304,0.29184928292046936,0.28391080206673425,1.0,2022
658668,32,0.48636363636363633,0.39185604166666665,0.39185604166666665,0.0,2022
660162,9,,0.0,0.0,0.0,2022
660271,106,0.39361702127659576,0.3396414064839772,0.3251154490267975,5.0,2022
660294,79,0.2528169014084507,0.292381137322593,0.292381137322593,0.0,2022
660614,4,,0.0,0.0,0.0,2022
660620,20,0.46875,0.29375,0.29375,0.0,2022
660634,19,0.23888888888888887,0.20188421052631578,0.20188421052631578,0.0,2022
660636,71,0.40438596491228074,0.37145719271770977,0.3491050800416534,3.0,2022
660644,4,0.175,0.4085,0.4085,0.0,2022
660659,2,,0.35,0.35,0.0,2022
660670,9,0.2,0.23855555555555552,0.23855555555555552,0.0,2022
660681,2,,0.0,0.0,0.0,2022
660688,78,0.3644927536231884,0.3616962217600026,0.3616962217600026,2.0,2022
660757,5,,0.18,0.18,0.0,2022
660821,86,0.3923076923076923,0.3461566621363133,0.33520898771770863,3.0,2022
660829,29,0.6066666666666667,0.2849655172413793,0.2849655172413793,0.0,2022
661148,3,,0.2333333333333333,0.2333333333333333,0.0,2022
661388,21,0.9,0.3534285714285715,0.3464115646258503,2.0,2022
661531,3,,0.5333333333333333,0.5333333333333333,0.0,2022
661733,1,,0.0,0.0,0.0,2022
662139,93,0.38271604938271603,0.3715742741413545,0.34979097184659214,5.0,2022
663411,3,,0.9,0.9,1.0,2022
663446,2,,0.45,0.45,0.0,2022
663457,22,0.2421052631578947,0.21063636363636365,0.21063636363636365,0.0,2022
663527,15,0.2285714285714286,0.2222969696969697,0.2222969696969697,0.0,2022
663538,77,0.38307692307692304,0.3350420879785671,0.3181734859923181,1.0,2022
663555,1,,0.9,0.9,0.0,2022
663584,6,,0.0,0.0,0.0,2022
663586,105,0.4483870967741936,0.4536329927029087,0.43733164352162474,6.0,2022
663609,4,,0.725,0.725,1.0,2022
663611,68,0.27109375,0.3148333333333333,0.3148333333333333,1.0,2022
663616,54,0.32037037037037036,0.29653198653198654,0.29653198653198654,0.0,2022
663618,2,,0.0,0.0,0.0,2022
663624,90,0.316025641025641,0.36250358622131024,0.3514362461539702,3.0,2022
663630,29,0.41904761904761906,0.25496551724137934,0.25496551724137934,1.0,2022
663647,81,0.39249999999999996,0.3663394608356002,0.3663394608356002,0.0,2022
663656,93,0.3597560975609756,0.433779775398157,0.40538591651677,4.0,2022
663662,6,0.11666666666666665,0.14866666666666664,0.14866666666666664,0.0,2022
663692,1,,0.0,0.0,0.0,2022
663697,55,0.4133333333333334,0.2971777777777778,0.2971777777777778,1.0,2022
663698,59,0.4857142857142857,0.40837288135593225,0.39529905311261243,4.0,2022
663728,37,0.4017857142857143,0.3202102102102102,0.28436696696696695,1.0,2022
663757,98,0.3017857142857143,0.3066969387755102,0.2932361439312567,2.0,2022
663837,58,0.27666666666666667,0.26267221674876845,0.26267221674876845,0.0,2022
663845,34,0.7975,0.3972352941176471,0.38742986425339365,1.0,2022
663853,6,,0.15,0.15,0.0,2022
663886,48,0.5216216216216216,0.41968669871794867,0.3791193376068376,2.0,2022
663891,1,,0.0,0.0,0.0,2022
663897,18,0.7625,0.28055555555555556,0.28055555555555556,0.0,2022
663898,71,0.3008620689655172,0.27219948161189356,0.27219948161189356,0.0,2022
663911,1,0.0,0.34,0.34,0.0,2022
663993,95,0.38953488372093026,0.3185460526315789,0.31340647368421054,1.0,2022
664023,87,0.506578947368421,0.3825829885057471,0.3677603596841035,3.0,2022
664034,104,0.43631578947368427,0.42466662895927604,0.39509310330015257,5.0,2022
664040,98,0.2948863636363636,0.31949747327502426,0.3116700356333009,3.0,2022
664051,4,,0.3125,0.3125,0.0,2022
664056,75,0.3157142857142857,0.2911087603174603,0.2911087603174603,0.0,2022
664058,24,0.29500000000000004,0.2946666666666667,0.2946666666666667,0.0,2022
664097,4,,0.575,0.575,0.0,2022
664119,25,0.14375,0.103456,0.103456,0.0,2022
664120,4,,0.45,0.45,0.0,2022
664238,25,0.75,0.49417232758620694,0.45900537106446776,2.0,2022
664247,37,0.4791666666666667,0.36253716216216214,0.3530846553074814,3.0,2022
664334,4,,0.175,0.175,0.0,2022
664670,21,0.28095238095238095,0.33656802721088436,0.33656802721088436,0.0,2022
664689,1,,0.0,0.0,0.0,2022
664690,2,,0.0,0.0,0.0,2022
664702,107,0.389247311827957,0.27094392523364486,0.27094392523364486,0.0,2022
664728,16,0.48,0.4084858870967742,0.4084858870967742,0.0,2022
664731,2,,0.0,0.0,0.0,2022
664761,77,0.48412698412698413,0.4207982147668793,0.41385706068286804,3.0,2022
664770,6,,0.47500000000000003,0.47500000000000003,0.0,2022
664789,1,0.0,0.062,0.062,0.0,2022
664874,4,,0.575,0.575,0.0,2022
664901,34,0.5545454545454546,0.32835294117647057,0.3170902872777018,2.0,2022
664913,78,0.31176470588235294,0.3341056472965441,0.3174423850685759,3.0,2022
664926,1,,0.0,0.0,0.0,2022
664983,39,0.3185185185185185,0.26405128205128203,0.2626057692307692,1.0,2022
665091,1,,0.0,0.0,0.0,2022
665120,88,0.3566666666666667,0.3293250219607978,0.32405928769506354,2.0,2022
665138,9,,0.5166666666666667,0.5166666666666667,0.0,2022
665155,6,,0.5333333333333333,0.5333333333333333,0.0,2022
665161,91,0.43614457831325304,0.4258660183226021,0.4010023978161245,6.0,2022
665227,4,,0.225,0.225,0.0,2022
665482,23,0.3568181818181818,0.3587826086956522,0.3587826086956522,0.0,2022
665489,99,0.4429411764705882,0.41858952804903254,0.4118669487203926,6.0,2022
665506,82,0.32785714285714285,0.3344219389012072,0.3145670898520909,2.0,2022
665650,30,0.11904761904761904,0.2051925925925926,0.2051925925925926,0.0,2022
665665,2,0.0,0.038,0.038,0.0,2022
