player_id,name,type,call,call_date,week1_luck,week1_woba,week1_xwoba,woba_delta,xwoba_delta,mechanism,prediction_correct,last_updated,notes,week2_luck,week2_woba,week2_xwoba,week3_luck,week3_woba,week3_xwoba,week4_luck,week4_woba,week4_xwoba,luck_delta,week5_luck,week5_woba,week5_xwoba,week6_luck,week6_woba,week6_xwoba,week7_luck,week7_woba,week7_xwoba,week8_luck,week8_woba,week8_xwoba,rolling_4wk_woba_delta,rolling_4wk_luck_delta,window_signal,week9_luck,week9_woba,week9_xwoba,signal_age_weeks,window_4wk_status,urgency_flag,resolution_eta,signal_type,confidence_weight,delta_own_1w,delta_own_4w,own_velocity,own_acceleration
800050,Chase Delauter,Hitter,Buy low,2026-04-22,0.5101,0.317,0.371,0.072,0.022,confirmed,1.0,2026-05-05,,0.4868,0.317,0.371,0.4414,0.323,0.372,0.4414,0.323,0.372,-0.4825,0.4005,0.327,0.376,0.4005,0.327,0.376,0.4005,0.327,0.376,0.0276,0.389,0.393,0.062,-0.3729,confirming,0.0276,0.389,0.393,8,extended,False,0.0,PURE_LUCK,1.0,,,,
608070,José Ramírez,Hitter,Buy low,2026-04-22,0.5076,0.363,0.444,-0.0269999999999999,-0.0419999999999999,still_waiting,,2026-05-05,,0.4834,0.363,0.444,0.5053,0.354,0.435,0.5053,0.354,0.435,-0.0312,0.5447,0.339,0.425,0.5447,0.339,0.425,0.5447,0.339,0.425,0.4956,0.339,0.408,-0.003,-0.0682999999999999,still_waiting,0.4764,0.336,0.402,8,extended,False,7.5,PURE_LUCK,1.0,,,,
664761,Alec Bohm,Hitter,Buy low,2026-04-22,0.4837,0.219,0.273,0.007,-0.008,insufficient_movement,,2026-05-05,,0.4983,0.219,0.273,0.5378,0.21,0.264,0.5378,0.21,0.264,0.0143999999999999,0.5033,0.222,0.27,0.5033,0.222,0.27,0.5033,0.222,0.27,0.4829,0.226,0.269,0.004,-0.0051999999999999,still_waiting,0.4981,0.226,0.265,8,extended,False,8.0,MECHANICAL,0.6,,,,
671056,Iván Herrera,Hitter,Buy low,2026-04-22,0.4626,0.367,0.43,0.015,-0.0309999999999999,contact_deteriorating,,2026-05-05,,0.4754,0.367,0.43,0.372,0.374,0.426,0.372,0.374,0.426,-0.3556,0.3647,0.38,0.423,0.3647,0.38,0.423,0.3647,0.38,0.423,0.1523,0.381,0.402,0.002,-0.2577,still_waiting,0.107,0.382,0.399,8,extended,False,0.1,PURE_LUCK,1.0,,,,
686469,Vinnie Pasquantino,Hitter,Buy low,2026-04-22,0.4344,0.273,0.313,0.0329999999999999,0.021,confirmed,1.0,2026-05-05,,0.4615,0.273,0.313,0.4319,0.281,0.31,0.4319,0.281,0.31,-0.1402,0.4012,0.29,0.311,0.4012,0.29,0.311,0.4012,0.29,0.311,0.3437,0.299,0.333,0.016,-0.1069999999999999,still_waiting,0.2942,0.306,0.334,8,extended,False,3.9,PURE_LUCK,1.0,,,,
663757,Trent Grisham,Hitter,Buy low,2026-04-22,0.4093,0.314,0.401,-0.005,0.0,insufficient_movement,,2026-05-05,,0.4228,0.314,0.401,0.4703,0.301,0.384,0.4703,0.301,0.384,0.0212999999999999,0.5319,0.29,0.395,0.5319,0.29,0.395,0.5319,0.29,0.395,0.5773,0.29,0.395,0.019,-0.1013,still_waiting,0.4306,0.309,0.401,8,extended,False,6.6,PURE_LUCK,1.0,,,,
592518,Manny Machado,Hitter,Buy low,2026-04-22,0.3749,0.297,0.332,0.031,0.0249999999999999,confirmed,1.0,2026-05-05,,0.3802,0.297,0.332,0.3893,0.321,0.362,0.3893,0.321,0.362,-0.1064999999999999,0.2767,0.34,0.367,0.2767,0.34,0.367,0.2767,0.34,0.367,0.2288,0.338,0.363,-0.012,-0.0082999999999999,still_waiting,0.2684,0.328,0.357,8,extended,False,3.4,PURE_LUCK,1.0,,,,
660670,Ronald Acuña,Hitter,Buy low,2026-04-22,0.3594,0.319,0.388,0.018,-0.005,insufficient_movement,,2026-05-05,,0.3939,0.319,0.388,0.3181,0.328,0.391,0.3181,0.328,0.391,-0.1594,0.2611,0.337,0.394,0.2611,0.337,0.394,0.2611,0.337,0.394,0.2,0.337,0.383,0.0,-0.0610999999999999,still_waiting,0.2,0.337,0.383,8,extended,False,2.0,MECHANICAL,0.6,,,,
663647,Ke'Bryan Hayes,Hitter,Buy low,2026-04-22,0.3251,0.199,0.305,0.0189999999999999,0.015,insufficient_movement,,2026-05-05,,0.3402,0.199,0.305,0.3639,0.21,0.318,0.3639,0.21,0.318,0.2613,0.45,0.214,0.324,0.45,0.214,0.324,0.45,0.214,0.324,0.5511,0.197,0.303,0.004,0.1364,deepening,0.5864,0.218,0.32,8,extended,True,9.7,PURE_LUCK,1.0,,,,
608369,Corey Seager,Hitter,Buy low,2026-04-22,0.3215,0.332,0.378,-0.023,-0.003,insufficient_movement,,2026-05-05,,0.3441,0.332,0.378,0.4011,0.318,0.372,0.4011,0.318,0.372,0.0137999999999999,0.3813,0.31,0.363,0.3813,0.31,0.363,0.3813,0.31,0.363,0.3353,0.309,0.375,-0.001,-0.0459999999999999,still_waiting,0.3353,0.309,0.375,8,extended,False,4.7,MECHANICAL,0.6,,,,
693307,Dillon Dingler,Hitter,Buy low,2026-04-22,0.3172,0.354,0.459,0.012,-0.013,insufficient_movement,,2026-05-05,,0.3172,0.354,0.459,0.3172,0.354,0.459,0.3172,0.354,0.459,-0.0802,0.26,0.369,0.46,0.26,0.369,0.46,0.26,0.369,0.46,0.2456,0.368,0.447,-0.003,-0.023,still_waiting,0.237,0.366,0.446,8,extended,False,2.7,PURE_LUCK,1.0,,,,
691720,Kyle Karros,Hitter,Buy low,2026-04-22,0.3064,0.295,0.367,-0.004,-0.021,contact_deteriorating,,2026-05-05,,0.3386,0.295,0.367,0.3818,0.285,0.356,0.3818,0.285,0.356,-0.0942,0.3594,0.283,0.344,0.3594,0.283,0.344,0.3594,0.283,0.344,0.2416,0.291,0.352,0.008,-0.1472,still_waiting,0.2122,0.291,0.346,8,extended,False,2.2,PURE_LUCK,1.0,,,,
607208,Trea Turner,Hitter,Buy low,2026-04-22,0.2791,0.3,0.319,-0.005,-0.013,insufficient_movement,,2026-05-05,,0.2765,0.3,0.319,0.2661,0.297,0.313,0.2661,0.297,0.313,-0.0524,0.1599,0.314,0.313,0.1599,0.314,0.313,0.1599,0.314,0.313,0.2079,0.303,0.311,-0.019,0.0668,deepening,0.2267,0.295,0.306,8,extended,True,2.5,MECHANICAL,0.6,,,,
592450,Aaron Judge,Hitter,Buy low,2026-04-22,0.2715,0.424,0.467,0.0459999999999999,0.0309999999999999,confirmed,1.0,2026-05-05,,0.2822,0.424,0.467,0.329,0.427,0.474,0.329,0.427,0.474,-0.1251,0.2437,0.464,0.509,0.2437,0.464,0.509,0.2437,0.464,0.509,0.1656,0.464,0.493,0.0059999999999999,-0.0973,still_waiting,0.1464,0.47,0.498,8,extended,False,0.9,PURE_LUCK,1.0,,,,
683002,Gunnar Henderson,Hitter,Buy low,2026-04-22,0.2672,0.33,0.373,-0.007,-0.022,contact_deteriorating,,2026-05-05,,0.2937,0.33,0.373,0.2663,0.342,0.384,0.2663,0.342,0.384,-0.0464999999999999,0.2549,0.347,0.388,0.2549,0.347,0.388,0.2549,0.347,0.388,0.22,0.328,0.358,-0.0239999999999999,-0.0342,refuted_4wk,0.2207,0.323,0.351,8,extended,False,2.4,INJURY_RISK,0.3,,,,
701538,Jackson Merrill,Hitter,Buy low,2026-04-22,0.2659,0.296,0.338,0.001,-0.011,insufficient_movement,,2026-05-05,,0.2663,0.296,0.338,0.2352,0.299,0.333,0.2352,0.299,0.333,-0.0819,0.2438,0.284,0.317,0.2438,0.284,0.317,0.2438,0.284,0.317,0.2036,0.284,0.314,0.013,-0.0597999999999999,still_waiting,0.184,0.297,0.327,8,extended,False,1.7,MECHANICAL,0.6,,,,
621020,Dansby Swanson,Hitter,Buy low,2026-04-22,0.2641,0.351,0.394,-0.0159999999999999,-0.009,insufficient_movement,,2026-05-05,,0.3081,0.351,0.394,0.3265,0.338,0.381,0.3265,0.338,0.381,-0.0008,0.2131,0.356,0.387,0.2131,0.356,0.387,0.2131,0.356,0.387,0.2322,0.345,0.392,-0.0209999999999999,0.0501999999999999,deepening,0.2633,0.335,0.385,8,extended,True,3.3,PURE_LUCK,1.0,,,,
702332,Caleb Durbin,Hitter,Buy low,2026-04-22,0.2641,0.248,0.279,-0.005,-0.004,insufficient_movement,,2026-05-05,,0.2566,0.248,0.279,0.251,0.256,0.275,0.251,0.256,0.275,0.1436,0.2852,0.254,0.284,0.2852,0.254,0.284,0.2852,0.254,0.284,0.4077,0.243,0.275,-0.011,0.1225,deepening,0.4077,0.243,0.275,8,extended,True,6.2,MECHANICAL,0.6,,,,
805300,Jakob Marsee,Hitter,Buy low,2026-04-22,0.2614,0.27,0.289,-0.003,-0.007,insufficient_movement,,2026-05-05,,0.2499,0.27,0.289,0.2854,0.261,0.281,0.2854,0.261,0.281,-0.0896,0.2054,0.269,0.28,0.2054,0.269,0.28,0.2054,0.269,0.28,0.2398,0.263,0.279,-0.002,-0.0335999999999999,still_waiting,0.1718,0.267,0.282,8,extended,False,1.4,MECHANICAL,0.6,,,,
542303,Marcell Ozuna,Hitter,Buy low,2026-04-22,0.2591,0.247,0.324,0.022,-0.009,results_improving,,2026-05-05,,0.3006,0.247,0.324,0.2885,0.246,0.321,0.2885,0.246,0.321,-0.1086999999999999,0.35,0.234,0.309,0.35,0.234,0.309,0.35,0.234,0.309,0.1504,0.269,0.315,0.035,-0.1995999999999999,confirming,0.1504,0.269,0.315,8,extended,False,1.0,INJURY_RISK,0.3,,,,
669224,Austin Wells,Hitter,Buy low,2026-04-22,0.2584,0.273,0.347,0.0139999999999999,0.014,insufficient_movement,,2026-05-05,,0.2584,0.273,0.347,0.2107,0.273,0.347,0.2107,0.273,0.347,0.0512999999999999,0.2761,0.293,0.366,0.2761,0.293,0.366,0.2761,0.293,0.366,0.227,0.284,0.353,-0.006,0.0335999999999999,deepening,0.3097,0.287,0.361,8,extended,True,4.2,PURE_LUCK,1.0,,,,
656941,Kyle Schwarber,Hitter,Buy low,2026-04-22,0.2561,0.354,0.41,0.024,0.001,results_improving,,2026-05-05,,0.2575,0.354,0.41,0.2644,0.364,0.419,0.2644,0.364,0.419,-0.1263,0.3038,0.361,0.414,0.3038,0.361,0.414,0.3038,0.361,0.414,0.0893,0.389,0.421,0.017,-0.174,still_waiting,0.1298,0.378,0.411,8,extended,False,0.6,PURE_LUCK,1.0,,,,
676475,Alec Burleson,Hitter,Buy low,2026-04-22,0.2553,0.312,0.363,0.022,0.012,results_improving,,2026-05-05,,0.2979,0.312,0.363,0.298,0.301,0.359,0.298,0.301,0.359,-0.108,0.1929,0.32,0.366,0.1929,0.32,0.366,0.1929,0.32,0.366,0.1331,0.345,0.388,0.014,-0.0456,still_waiting,0.1473,0.334,0.375,8,extended,False,0.9,PURE_LUCK,1.0,,,,
683737,Michael Busch,Hitter,Buy low,2026-04-22,0.2467,0.255,0.29,0.0319999999999999,0.016,confirmed,1.0,2026-05-05,,0.2563,0.255,0.29,0.2254,0.27,0.299,0.2254,0.27,0.299,-0.0445,0.2422,0.265,0.292,0.2422,0.265,0.292,0.2422,0.265,0.292,0.1702,0.29,0.307,0.0219999999999999,-0.04,confirming,0.2022,0.287,0.306,8,extended,False,2.0,INJURY_RISK,0.3,,,,
701807,Carson Benge,Hitter,Buy low,2026-04-22,0.2429,0.227,0.274,0.031,0.0259999999999999,confirmed,1.0,2026-05-05,,0.2429,0.227,0.274,0.2238,0.235,0.278,0.2238,0.235,0.278,0.0251,0.1928,0.245,0.285,0.1928,0.245,0.285,0.1928,0.245,0.285,0.2674,0.239,0.281,0.013,0.0752,deepening,0.268,0.258,0.3,8,extended,True,3.4,PURE_LUCK,1.0,,,,
670541,Yordan Álvarez,Hitter,Buy low,2026-04-22,0.2413,0.51,0.595,-0.0429999999999999,-0.0479999999999999,still_waiting,,2026-05-05,,0.2267,0.51,0.595,0.2032,0.511,0.589,0.2032,0.511,0.589,-0.0275999999999999,0.2133,0.501,0.581,0.2133,0.501,0.581,0.2133,0.501,0.581,0.2643,0.463,0.549,-0.0339999999999999,0.0004,refuted_4wk,0.2137,0.467,0.547,8,extended,False,2.3,PURE_LUCK,1.0,,,,
666018,Jonathan Aranda,Hitter,Buy low,2026-04-22,0.2367,0.345,0.387,0.011,-0.013,insufficient_movement,,2026-05-05,,0.2469,0.345,0.387,0.2318,0.34,0.382,0.2318,0.34,0.382,-0.2542999999999999,0.1811,0.342,0.382,0.1811,0.342,0.382,0.1811,0.342,0.382,0.0297,0.346,0.373,0.0139999999999999,-0.1987,still_waiting,-0.0176,0.356,0.374,8,extended,False,0.0,PURE_LUCK,1.0,,,,
670770,TJ Friedl,Hitter,Buy low,2026-04-22,0.2346,0.257,0.251,0.011,0.017,insufficient_movement,,2026-05-05,,0.2508,0.257,0.251,0.2464,0.259,0.249,0.2464,0.259,0.249,0.0073,0.2601,0.254,0.244,0.2601,0.254,0.244,0.2601,0.254,0.244,0.2136,0.274,0.266,0.014,-0.0181999999999999,still_waiting,0.2419,0.268,0.268,8,extended,False,2.8,MECHANICAL,0.6,,,,
663586,Austin Riley,Hitter,Buy low,2026-04-22,0.2339,0.299,0.328,-0.002,-0.015,contact_deteriorating,,2026-05-05,,0.2342,0.299,0.328,0.2631,0.29,0.32,0.2631,0.29,0.32,-0.0186999999999999,0.2665,0.288,0.312,0.2665,0.288,0.312,0.2665,0.288,0.312,0.2017,0.285,0.3,0.009,-0.0513,still_waiting,0.2152,0.297,0.313,8,extended,False,2.3,MECHANICAL,0.6,,,,
694497,Evan Carter,Hitter,Buy low,2026-04-22,0.2266,0.322,0.371,-0.0429999999999999,-0.027,still_waiting,,2026-05-05,,0.2564,0.322,0.371,0.3048,0.325,0.373,0.3048,0.325,0.373,0.2226,0.3081,0.312,0.366,0.3081,0.312,0.366,0.3081,0.312,0.366,0.4492,0.279,0.344,-0.0329999999999999,0.1411,deepening,0.4492,0.279,0.344,8,extended,True,7.0,PURE_LUCK,1.0,,,,
630105,Jake Cronenworth,Hitter,Buy low,2026-04-22,0.2249,0.274,0.33,-0.027,-0.017,still_waiting,,2026-05-05,,0.2551,0.274,0.33,0.2678,0.262,0.32,0.2678,0.262,0.32,0.0507,0.3476,0.254,0.321,0.3476,0.254,0.321,0.3476,0.254,0.321,0.2613,0.248,0.315,-0.007,-0.072,still_waiting,0.2756,0.247,0.313,8,extended,False,3.5,PURE_LUCK,1.0,,,,
545361,Mike Trout,Hitter,Buy low,2026-04-22,0.2219,0.402,0.455,0.0079999999999999,0.003,insufficient_movement,,2026-05-05,,0.2236,0.402,0.455,0.2918,0.404,0.478,0.2918,0.404,0.478,-0.2145999999999999,0.1864,0.424,0.486,0.1864,0.424,0.486,0.1864,0.424,0.486,0.0049,0.421,0.468,-0.014,-0.1791,still_waiting,0.0073,0.41,0.458,8,extended,False,0.0,PURE_LUCK,1.0,,,,
807712,Luke Keaschall,Hitter,Buy low,2026-04-22,0.2208,0.253,0.29,0.022,-0.003,results_improving,,2026-05-05,,0.2431,0.253,0.29,0.2325,0.252,0.284,0.2325,0.252,0.284,-0.0728,0.1832,0.271,0.292,0.1832,0.271,0.292,0.1832,0.271,0.292,0.148,0.275,0.287,0.004,-0.0352,still_waiting,0.148,0.275,0.287,8,extended,False,1.0,MECHANICAL,0.6,,,,
681198,Tj Rumfield,Hitter,Buy low,2026-04-22,0.2169,0.341,0.348,-0.008,-0.0079999999999999,insufficient_movement,,2026-05-05,,0.2388,0.341,0.348,0.3324,0.337,0.347,0.3324,0.337,0.347,0.0692,0.2518,0.344,0.348,0.2518,0.344,0.348,0.2518,0.344,0.348,0.2341,0.343,0.343,-0.0109999999999999,0.0343,deepening,0.2861,0.333,0.34,8,extended,True,3.7,PURE_LUCK,1.0,,,,
641487,J.P. Crawford,Hitter,Buy low,2026-04-22,0.2156,0.31,0.373,0.016,0.027,insufficient_movement,,2026-05-05,,0.2156,0.31,0.373,0.2796,0.296,0.361,0.2796,0.296,0.361,0.1007,0.4099,0.292,0.377,0.4099,0.292,0.377,0.4099,0.292,0.377,0.2581,0.311,0.385,0.034,-0.0935999999999999,confirming,0.3163,0.326,0.4,8,extended,False,4.3,PURE_LUCK,1.0,,,,
701398,Sal Stewart,Hitter,Buy low,2026-04-22,0.214,0.435,0.468,-0.072,-0.057,still_waiting,,2026-05-05,,0.2353,0.435,0.468,0.2836,0.42,0.454,0.2836,0.42,0.454,0.2050999999999999,0.2722,0.416,0.449,0.2722,0.416,0.449,0.2722,0.416,0.449,0.4387,0.366,0.418,-0.0529999999999999,0.1468999999999999,deepening,0.4191,0.363,0.411,8,extended,True,6.4,PURE_LUCK,1.0,,,,
650859,Luis Rengifo,Hitter,Buy low,2026-04-22,0.2093,0.247,0.263,0.015,0.014,insufficient_movement,,2026-05-05,,0.1993,0.247,0.263,0.2427,0.254,0.284,0.2427,0.254,0.284,0.0834999999999999,0.233,0.251,0.281,0.233,0.251,0.281,0.233,0.251,0.281,0.3111,0.263,0.285,0.011,0.0597999999999999,deepening,0.2928,0.262,0.277,8,extended,True,3.9,MECHANICAL,0.6,,,,
678662,Ezequiel Tovar,Hitter,Buy low,2026-04-22,0.2028,0.267,0.303,-0.025,-0.009,insufficient_movement,,2026-05-05,,0.2079,0.267,0.303,0.2497,0.247,0.285,0.2497,0.247,0.285,0.1053999999999999,0.2769,0.239,0.276,0.2769,0.239,0.276,0.2769,0.239,0.276,0.2803,0.248,0.289,0.003,0.0312999999999999,deepening,0.3082,0.242,0.294,8,extended,True,4.2,MECHANICAL,0.6,,,,
681082,Bryson Stott,Hitter,Buy low,2026-04-22,0.2025,0.239,0.31,0.013,-0.003,insufficient_movement,,2026-05-05,,0.2059,0.239,0.31,0.2102,0.236,0.306,0.2102,0.236,0.306,0.1795999999999999,0.2595,0.233,0.3,0.2595,0.233,0.3,0.2595,0.233,0.3,0.3554,0.262,0.313,0.0189999999999999,0.1225999999999999,deepening,0.3821,0.252,0.307,8,extended,True,5.6,MECHANICAL,0.6,,,,
521692,Salvador Pérez,Hitter,Buy low,2026-04-22,0.2025,0.238,0.311,0.027,-0.007,results_improving,,2026-05-05,,0.1996,0.238,0.311,0.1966,0.236,0.304,0.1966,0.236,0.304,-0.1037,0.1756,0.25,0.324,0.1756,0.25,0.324,0.1756,0.25,0.324,0.102,0.267,0.31,0.015,-0.0768,still_waiting,0.0988,0.265,0.304,8,extended,False,0.0,MECHANICAL,0.6,,,,
680574,Matt Mclain,Hitter,Buy low,2026-04-22,0.2009,0.314,0.339,-0.032,-0.028,still_waiting,,2026-05-05,,0.2196,0.314,0.339,0.2099,0.32,0.342,0.2099,0.32,0.342,0.0166,0.1722,0.309,0.339,0.1722,0.309,0.339,0.1722,0.309,0.339,0.2175,0.282,0.311,-0.027,0.0453,deepening,0.2175,0.282,0.311,8,extended,True,2.3,PURE_LUCK,1.0,,,,
694384,Nolan Schanuel,Hitter,Buy low,2026-04-22,0.199,0.287,0.307,0.022,0.019,confirmed,1.0,2026-05-05,,0.2194,0.287,0.307,0.2369,0.282,0.31,0.2369,0.282,0.31,-0.1674,0.1359,0.302,0.315,0.1359,0.302,0.315,0.1359,0.302,0.315,0.0866,0.3,0.318,0.007,-0.1042999999999999,still_waiting,0.0316,0.309,0.326,8,extended,False,0.0,MECHANICAL,0.6,,,,
660271,Shohei Ohtani,Hitter,Buy low,2026-04-22,0.1984,0.355,0.39,0.005,0.007,insufficient_movement,,2026-05-05,,0.1915,0.355,0.39,0.0794,0.383,0.409,0.0794,0.383,0.409,0.0216,-0.0155,0.391,0.417,-0.0155,0.391,0.417,-0.0155,0.391,0.417,0.1723,0.363,0.399,-0.031,0.2355,deepening,0.22,0.36,0.397,8,extended,True,2.4,MECHANICAL,0.6,,,,
669701,Josh Smith,Hitter,Buy low,2026-04-22,0.1943,0.262,0.315,0.0219999999999999,-0.007,results_improving,,2026-05-05,,0.1974,0.262,0.315,0.1579,0.276,0.321,0.1579,0.276,0.321,-0.064,0.2251,0.268,0.308,0.2251,0.268,0.308,0.2251,0.268,0.308,0.1303,0.284,0.308,0.0159999999999999,-0.0948,still_waiting,0.1303,0.284,0.308,8,extended,False,0.6,MECHANICAL,0.6,,,,
641355,Cody Bellinger,Hitter,Buy low,2026-04-22,0.1913,0.358,0.391,0.024,0.013,results_improving,,2026-05-05,,0.1941,0.358,0.391,0.2328,0.345,0.388,0.2328,0.345,0.388,-0.0449999999999999,0.237,0.34,0.369,0.237,0.34,0.369,0.237,0.34,0.369,0.1021,0.385,0.4,0.0419999999999999,-0.0906999999999999,confirming,0.1463,0.382,0.404,8,extended,False,0.9,PURE_LUCK,1.0,,,,
691016,Tyler Soderstrom,Hitter,Buy low,2026-04-22,0.186,0.313,0.345,0.013,0.012,insufficient_movement,,2026-05-05,,0.2109,0.313,0.345,0.1872,0.322,0.35,0.1872,0.322,0.35,-0.0259999999999999,0.187,0.317,0.345,0.187,0.317,0.345,0.187,0.317,0.345,0.16,0.326,0.357,0.009,-0.0269999999999999,still_waiting,0.16,0.326,0.357,8,extended,False,1.2,MECHANICAL,0.6,,,,
606466,Ketel Marte,Hitter,Buy low,2026-04-22,0.1829,0.326,0.382,-0.032,-0.014,insufficient_movement,,2026-05-05,,0.1569,0.326,0.382,0.1665,0.32,0.372,0.1665,0.32,0.372,0.0707999999999999,0.2058,0.311,0.372,0.2058,0.311,0.372,0.2058,0.311,0.372,0.2537,0.294,0.368,-0.017,0.0478999999999999,deepening,0.2537,0.294,0.368,8,extended,True,3.1,MECHANICAL,0.6,,,,
647304,Josh Naylor,Hitter,Buy low,2026-04-22,0.1805,0.278,0.331,0.0069999999999999,0.003,insufficient_movement,,2026-05-05,,0.2102,0.278,0.331,0.2102,0.278,0.331,0.2102,0.278,0.331,-0.0214999999999999,0.2159,0.295,0.355,0.2159,0.295,0.355,0.2159,0.295,0.355,0.1666,0.28,0.335,-0.01,-0.0569,still_waiting,0.159,0.285,0.334,8,extended,False,1.2,INJURY_RISK,0.3,,,,
808959,Munetaka Murakami,Hitter,Buy low,2026-04-22,0.1764,0.365,0.412,0.022,0.011,results_improving,,2026-05-05,,0.1938,0.365,0.412,0.228,0.352,0.402,0.228,0.352,0.402,-0.0511,0.1636,0.357,0.402,0.1636,0.357,0.402,0.1636,0.357,0.402,0.1903,0.367,0.409,0.03,-0.0383,confirming,0.1253,0.387,0.423,8,extended,False,0.5,PURE_LUCK,1.0,,,,
680757,Steven Kwan,Hitter,Buy low,2026-04-22,0.1728,0.3,0.305,-0.012,-0.011,insufficient_movement,,2026-05-05,,0.1913,0.3,0.305,0.1863,0.295,0.304,0.1863,0.295,0.304,-0.0138,0.1719,0.289,0.291,0.1719,0.289,0.291,0.1719,0.289,0.291,0.1383,0.296,0.299,-0.001,-0.0128999999999999,still_waiting,0.159,0.288,0.294,8,extended,False,1.2,MECHANICAL,0.6,,,,
663886,Tyler Stephenson,Hitter,Buy low,2026-04-22,0.1719,0.267,0.363,0.009,-0.004,insufficient_movement,,2026-05-05,,0.173,0.267,0.363,0.1862,0.264,0.358,0.1862,0.264,0.358,0.0113999999999999,0.2013,0.262,0.353,0.2013,0.262,0.353,0.2013,0.262,0.353,0.1921,0.279,0.368,0.014,-0.018,still_waiting,0.1833,0.276,0.359,8,extended,False,1.7,PURE_LUCK,1.0,,,,
678246,Miguel Vargas,Hitter,Buy low,2026-04-22,0.1706,0.36,0.401,0.008,0.0069999999999999,insufficient_movement,,2026-05-05,,0.1744,0.36,0.401,0.1763,0.35,0.395,0.1763,0.35,0.395,-0.1132,0.1525,0.368,0.41,0.1525,0.368,0.41,0.1525,0.368,0.41,0.0649,0.361,0.398,0.0,-0.0950999999999999,still_waiting,0.0574,0.368,0.408,8,extended,False,0.0,PURE_LUCK,1.0,,,,
605170,Víctor Caratini,Hitter,Buy low,2026-04-22,0.1679,0.291,0.354,-0.006,-0.0139999999999999,insufficient_movement,,2026-05-05,,0.1651,0.291,0.354,0.1651,0.291,0.354,0.1651,0.291,0.354,-0.0075,0.1996,0.278,0.34,0.1996,0.278,0.34,0.1996,0.278,0.34,0.1604,0.285,0.34,0.0069999999999999,-0.0392,still_waiting,0.1604,0.285,0.34,8,extended,False,1.2,MECHANICAL,0.6,,,,
593428,Xander Bogaerts,Hitter,Buy low,2026-04-22,0.1625,0.371,0.374,-0.025,-0.021,still_waiting,,2026-05-05,,0.1548,0.371,0.374,0.1522,0.365,0.368,0.1522,0.365,0.368,-0.0512,0.1112,0.376,0.379,0.1112,0.376,0.379,0.1112,0.376,0.379,0.0852,0.354,0.358,-0.03,0.0001,refuted_4wk,0.1113,0.346,0.353,8,extended,False,0.2,PURE_LUCK,1.0,,,,
547180,Bryce Harper,Hitter,Buy low,2026-04-22,0.151,0.397,0.43,-0.004,-0.017,contact_deteriorating,,2026-05-05,,0.1493,0.397,0.43,0.1586,0.383,0.415,0.1586,0.383,0.415,-0.0431,0.1214,0.388,0.411,0.1214,0.388,0.411,0.1214,0.388,0.411,0.151,0.374,0.402,0.005,-0.0134999999999999,still_waiting,0.1079,0.393,0.413,8,extended,False,0.2,INJURY_RISK,0.3,,,,
681715,Heriberto Hernandez,Hitter,Slight buy,2026-04-22,0.1466,0.261,0.291,-0.002,0.002,insufficient_movement,,2026-05-05,,0.1466,0.261,0.291,0.1649,0.259,0.293,0.1649,0.259,0.293,0.0182999999999999,0.1649,0.259,0.293,0.1649,0.259,0.293,0.1649,0.259,0.293,0.1649,0.259,0.293,0.0,0.0,still_waiting,0.1649,0.259,0.293,8,extended,False,1.3,MECHANICAL,0.6,,,,
650402,Gleyber Torres,Hitter,Slight buy,2026-04-22,0.1454,0.313,0.349,0.028,0.016,confirmed,1.0,2026-05-05,,0.1337,0.313,0.349,0.0509,0.34,0.364,0.0509,0.34,0.364,-0.1168,0.0955,0.337,0.362,0.0955,0.337,0.362,0.0955,0.337,0.362,0.0286,0.341,0.365,0.004,-0.0669,still_waiting,0.0286,0.341,0.365,8,extended,False,0.0,INJURY_RISK,0.3,,,,
681351,Logan O'Hoppe,Hitter,Slight buy,2026-04-22,0.1336,0.268,0.298,0.0,0.0,insufficient_movement,,2026-05-05,,0.1239,0.268,0.298,0.1239,0.268,0.298,0.1239,0.268,0.298,-0.0692,0.1239,0.268,0.298,0.1239,0.268,0.298,0.1239,0.268,0.298,0.0644,0.268,0.298,0.0,-0.0595,still_waiting,0.0644,0.268,0.298,8,extended,False,0.0,INJURY_RISK,0.3,,,,
663728,Cal Raleigh,Hitter,Slight buy,2026-04-22,0.1334,0.298,0.336,-0.01,0.0,insufficient_movement,,2026-05-05,,0.113,0.298,0.336,0.1182,0.305,0.342,0.1182,0.305,0.342,0.0718,0.1547,0.299,0.338,0.1547,0.299,0.338,0.1547,0.299,0.338,0.2052,0.288,0.336,-0.011,0.0504999999999999,deepening,0.2052,0.288,0.336,8,extended,True,2.1,INJURY_RISK,0.3,,,,
701350,Roman Anthony,Hitter,Slight buy,2026-04-22,0.1329,0.296,0.349,0.0,-0.002,insufficient_movement,,2026-05-05,,0.1329,0.296,0.349,0.161,0.291,0.347,0.161,0.291,0.347,0.0063,0.1806,0.281,0.331,0.1806,0.281,0.331,0.1806,0.281,0.331,0.1246,0.299,0.347,0.0149999999999999,-0.0414,still_waiting,0.1392,0.296,0.347,8,extended,False,0.8,MECHANICAL,0.6,,,,
