player_id,name,type,call,call_date,week1_luck,week1_woba,week1_xwoba,woba_delta,xwoba_delta,mechanism,prediction_correct,last_updated,notes,week2_luck,week2_woba,week2_xwoba,week3_luck,week3_woba,week3_xwoba,week4_luck,week4_woba,week4_xwoba,luck_delta,week5_luck,week5_woba,week5_xwoba,week6_luck,week6_woba,week6_xwoba,week7_luck,week7_woba,week7_xwoba,week8_luck,week8_woba,week8_xwoba,rolling_4wk_woba_delta,rolling_4wk_luck_delta,window_signal,week9_luck,week9_woba,week9_xwoba,signal_age_weeks,window_4wk_status,urgency_flag,resolution_eta,signal_type,confidence_weight,delta_own_1w,delta_own_4w,own_velocity,own_acceleration
656550,Grant Holmes,Pitcher,Slight sell,2026-04-22,-0.0839,3.62,4.79,-0.96,-0.1500000000000003,genuine_decline,1.0,2026-05-05,,-0.0839,3.62,4.79,-0.0838,3.62,4.78,-0.0838,3.62,4.78,0.0839,-0.0837,3.62,4.8,-0.0837,3.62,4.8,-0.0837,3.62,4.8,0.0,4.58,4.94,-0.96,0.0837,confirming,0.0,4.58,4.94,8,extended,False,0.0,,1.0,,,,
656492,Foster Griffin,Pitcher,Slight sell,2026-04-22,-0.0987,3.38,4.82,0.4299999999999997,0.6000000000000005,results_declining,,2026-05-05,,-0.0987,3.38,4.82,-0.2655,2.67,4.24,-0.2655,2.67,4.24,-0.2091,-0.2653,2.67,4.26,-0.2653,2.67,4.26,-0.2653,2.67,4.26,-0.3078,2.95,4.22,-0.2800000000000002,-0.0425,deepening,-0.3078,2.95,4.22,8,extended,True,4.5,,1.0,,,,
694477,Chad Patrick,Pitcher,Slight sell,2026-04-22,-0.0988,2.38,4.26,-1.1,0.2299999999999995,contact_improving,,2026-05-05,,-0.0988,2.38,4.26,-0.099,2.38,4.25,-0.099,2.38,4.25,0.0402,-0.1551,2.6,4.23,-0.1551,2.6,4.23,-0.1551,2.6,4.23,-0.155,2.6,4.23,-0.8799999999999999,0.0964999999999999,confirming,-0.0586,3.48,4.03,8,extended,False,0.0,,1.0,,,,
642547,Freddy Peralta,Pitcher,Slight sell,2026-04-22,-0.0991,2.23,3.8,-0.3500000000000001,0.1899999999999999,contact_improving,,2026-05-05,,-0.0991,2.23,3.8,-0.1052,2.23,3.79,-0.1052,2.23,3.79,0.0380999999999999,-0.1051,2.23,3.81,-0.1051,2.23,3.81,-0.1051,2.23,3.81,-0.061,2.58,3.61,-0.3500000000000001,0.0441,confirming,-0.061,2.58,3.61,8,extended,False,0.0,,1.0,,,,
668909,Gavin Williams,Pitcher,Slight sell,2026-04-22,-0.1011,3.34,4.37,0.3599999999999999,0.5800000000000001,still_waiting,,2026-05-05,,-0.1011,3.34,4.37,-0.101,3.34,4.36,-0.101,3.34,4.36,0.0051999999999999,-0.101,3.34,4.38,-0.101,3.34,4.38,-0.101,3.34,4.38,-0.0959,2.98,3.79,0.3599999999999999,0.0051,refuted_4wk,-0.0959,2.98,3.79,8,extended,False,0.2,,1.0,,,,
695505,Chase Burns,Pitcher,Slight sell,2026-04-22,-0.1069,2.6,3.93,0.3900000000000001,0.6000000000000001,results_declining,,2026-05-05,,-0.1069,2.6,3.93,-0.107,2.6,3.92,-0.107,2.6,3.92,-0.0899,-0.0832,2.67,3.72,-0.0832,2.67,3.72,-0.0832,2.67,3.72,-0.1968,2.21,3.33,0.4599999999999999,-0.1136,deepening,-0.1968,2.21,3.33,8,extended,True,2.2,,1.0,,,,
671737,Taj Bradley,Pitcher,Slight sell,2026-04-22,-0.1103,2.65,3.7,0.02,-0.02,insufficient_movement,,2026-05-05,,-0.1103,2.65,3.7,-0.1103,2.65,3.7,-0.1103,2.65,3.7,-0.0773,-0.1099,2.65,3.72,-0.1099,2.65,3.72,-0.1099,2.65,3.72,-0.1876,2.63,3.72,0.02,-0.0776999999999999,deepening,-0.1876,2.63,3.72,8,extended,True,2.1,,1.0,,,,
680736,Justin Wrobleski,Pitcher,Slight sell,2026-04-22,-0.112,1.85,2.9,0.6000000000000001,-0.2200000000000002,insufficient_movement,,2026-05-05,,-0.112,1.85,2.9,-0.2448,1.48,3.02,-0.2448,1.48,3.02,-0.3274,-0.2441,1.48,3.04,-0.2441,1.48,3.04,-0.2441,1.48,3.04,-0.4398,1.25,3.12,0.2299999999999999,-0.1953,deepening,-0.4394,1.25,3.12,8,extended,True,7.1,,1.0,,,,
694973,Paul Skenes,Pitcher,Sell high,2026-04-22,-0.1506,0.95,2.53,-1.2100000000000002,-0.3200000000000003,genuine_decline,1.0,2026-05-05,,-0.1506,0.95,2.53,-0.1506,0.95,2.53,-0.1506,0.95,2.53,0.1506,-0.1505,0.95,2.54,-0.1505,0.95,2.54,-0.1505,0.95,2.54,0.0,2.16,2.85,-1.2100000000000002,0.1505,confirming,0.0,2.16,2.85,8,extended,False,0.0,,1.0,,,,
527048,Martín Pérez,Pitcher,Sell high,2026-04-22,-0.1512,2.31,4.52,0.4000000000000001,0.1799999999999997,results_declining,,2026-05-05,,-0.1512,2.31,4.52,-0.1512,2.31,4.52,-0.1512,2.31,4.52,-0.149,-0.3002,1.91,4.34,-0.3002,1.91,4.34,-0.3002,1.91,4.34,-0.3002,1.91,4.34,-0.0,0.0,still_waiting,-0.3002,1.91,4.34,8,extended,False,4.3,,1.0,,,,
681190,Randy Vásquez,Pitcher,Sell high,2026-04-22,-0.1609,1.95,2.41,-1.34,-1.2799999999999998,genuine_decline,1.0,2026-05-05,,-0.1609,1.95,2.41,-0.1609,1.95,2.4,-0.1609,1.95,2.4,0.0228999999999999,-0.1715,3.03,3.35,-0.1715,3.03,3.35,-0.1715,3.03,3.35,-0.1713,3.03,3.34,-0.2600000000000002,0.0335,confirming,-0.138,3.29,3.69,8,extended,False,1.1,,1.0,,,,
592662,Robbie Ray,Pitcher,Sell high,2026-04-22,-0.1637,2.73,4.15,-0.27,-0.2399999999999993,genuine_decline,1.0,2026-05-05,,-0.1637,2.73,4.15,-0.1637,2.73,4.14,-0.1637,2.73,4.14,-0.0068,-0.1631,2.73,4.16,-0.1631,2.73,4.16,-0.1631,2.73,4.16,-0.1705,3.0,4.39,-0.27,-0.0074,confirming,-0.1705,3.0,4.39,8,extended,False,1.7,,1.0,,,,
684007,Shota Imanaga,Pitcher,Sell high,2026-04-22,-0.1706,1.55,2.78,-0.4099999999999999,0.1599999999999997,contact_improving,,2026-05-05,,-0.1706,1.55,2.78,-0.0466,2.36,2.73,-0.0466,2.36,2.73,-9.9999999999989e-05,-0.0467,2.36,2.75,-0.0467,2.36,2.75,-0.0467,2.36,2.75,-0.1708,1.96,2.62,0.3999999999999999,-0.124,deepening,-0.1707,1.96,2.62,8,extended,True,1.7,,1.0,,,,
800048,Parker Messick,Pitcher,Sell high,2026-04-22,-0.1772,1.23,2.41,-0.79,-0.5499999999999998,genuine_decline,1.0,2026-05-05,,-0.1772,1.23,2.41,-0.1772,1.23,2.41,-0.1772,1.23,2.41,0.0363,-0.2007,1.29,2.18,-0.2007,1.29,2.18,-0.2007,1.29,2.18,-0.1409,2.02,2.96,-0.73,0.0597999999999999,confirming,-0.1409,2.02,2.96,8,extended,False,1.1,,1.0,,,,
813349,Connelly Early,Pitcher,Sell high,2026-04-22,-0.1818,2.52,4.06,-1.0099999999999998,-0.7400000000000002,genuine_decline,1.0,2026-05-05,,-0.1818,2.52,4.06,-0.3114,2.56,4.5,-0.3114,2.56,4.5,-0.0478,-0.3109,2.56,4.52,-0.3109,2.56,4.52,-0.3109,2.56,4.52,-0.2296,3.53,4.8,-0.9699999999999998,0.0813,confirming,-0.2296,3.53,4.8,8,extended,False,2.9,,1.0,,,,
686799,Jack Kochanowicz,Pitcher,Sell high,2026-04-22,-0.1867,2.79,4.02,0.1800000000000001,0.1399999999999996,results_declining,,2026-05-05,,-0.1867,2.79,4.02,-0.1867,2.79,4.02,-0.1867,2.79,4.02,-0.1455999999999999,-0.2385,2.57,3.67,-0.2385,2.57,3.67,-0.2385,2.57,3.67,-0.3323,2.61,3.88,-0.04,-0.0938,deepening,-0.3323,2.61,3.88,8,extended,True,4.9,,1.0,,,,
650633,Mike King,Pitcher,Sell high,2026-04-22,-0.2201,1.33,3.58,-0.7599999999999998,-0.1499999999999999,genuine_decline,1.0,2026-05-05,,-0.2201,1.33,3.58,-0.334,1.64,3.87,-0.334,1.64,3.87,-0.0737,-0.3335,1.64,3.89,-0.3335,1.64,3.89,-0.3335,1.64,3.89,-0.2938,2.09,3.73,-0.4499999999999999,0.0397,confirming,-0.2938,2.09,3.73,8,extended,False,4.2,,1.0,,,,
605280,Clay Holmes,Pitcher,Sell high,2026-04-22,-0.2378,2.1,4.16,0.4100000000000001,0.6100000000000003,results_declining,,2026-05-05,,-0.2378,2.1,4.16,-0.2379,2.1,4.15,-0.2379,2.1,4.15,-0.268,-0.3816,1.75,3.73,-0.3816,1.75,3.73,-0.3816,1.75,3.73,-0.5058,1.69,3.55,0.06,-0.1242,deepening,-0.5058,1.69,3.55,8,extended,True,8.4,,1.0,,,,
608372,Tomoyuki Sugano,Pitcher,Sell high,2026-04-22,-0.2418,3.42,4.73,0.4699999999999997,-0.1299999999999999,insufficient_movement,,2026-05-05,,-0.2418,3.42,4.73,-0.2418,3.42,4.73,-0.2418,3.42,4.73,-0.3893,-0.2418,3.42,4.75,-0.2418,3.42,4.75,-0.2418,3.42,4.75,-0.3963,2.87,4.63,0.4699999999999997,-0.3893,deepening,-0.6311,2.95,4.86,8,extended,True,10.9,,1.0,,,,
593958,Eduardo Rodríguez,Pitcher,Sell high,2026-04-22,-0.251,2.89,4.88,-0.1399999999999996,0.1299999999999999,contact_improving,,2026-05-05,,-0.251,2.89,4.88,-0.251,2.89,4.88,-0.251,2.89,4.88,-0.0939999999999999,-0.2505,2.89,4.9,-0.2505,2.89,4.9,-0.2505,2.89,4.9,-0.345,3.03,4.75,-0.1399999999999996,-0.0944999999999999,deepening,-0.345,3.03,4.75,8,extended,True,5.2,,1.0,,,,
700241,Michael Mcgreevy,Pitcher,Sell high,2026-04-22,-0.2746,3.04,4.41,0.69,0.3100000000000005,results_declining,,2026-05-05,,-0.2746,3.04,4.41,-0.4018,2.78,4.19,-0.4018,2.78,4.19,-0.329,-0.4017,2.78,4.21,-0.4017,2.78,4.21,-0.4017,2.78,4.21,-0.6042,2.35,4.1,0.4299999999999997,-0.2019,deepening,-0.6036,2.35,4.1,8,extended,True,10.4,,1.0,,,,
607625,Seth Lugo,Pitcher,Sell high,2026-04-22,-0.2751,1.17,2.18,-1.5700000000000005,-0.3399999999999998,genuine_decline,1.0,2026-05-05,,-0.2751,1.17,2.18,0.038,2.68,2.59,0.038,2.68,2.59,0.293,0.0277,2.68,2.61,0.0277,2.68,2.61,0.0277,2.68,2.61,0.0179,2.74,2.52,-0.06,-0.0098,confirming,0.0179,2.74,2.52,8,extended,False,0.0,,1.0,,,,
663436,Davis Martin,Pitcher,Sell high,2026-04-22,-0.285,2.05,2.96,0.3899999999999999,0.6200000000000001,results_declining,,2026-05-05,,-0.285,2.05,2.96,-0.285,2.05,2.95,-0.285,2.05,2.95,-0.0788,-0.3059,1.98,2.76,-0.3059,1.98,2.76,-0.3059,1.98,2.76,-0.3058,1.98,2.76,0.32,-0.0579,deepening,-0.3638,1.66,2.34,8,extended,True,5.6,,1.0,,,,
607259,Nick Martínez,Pitcher,Sell high,2026-04-22,-0.3217,1.82,3.8,0.31,0.4499999999999997,results_declining,,2026-05-05,,-0.3217,1.82,3.8,-0.3217,1.82,3.79,-0.3217,1.82,3.79,-0.2256,-0.4687,1.47,3.53,-0.4687,1.47,3.53,-0.4687,1.47,3.53,-0.4683,1.47,3.53,-0.04,-0.0786,deepening,-0.5473,1.51,3.35,8,extended,True,9.2,,1.0,,,,
608379,Michael Wacha,Pitcher,Sell high,2026-04-22,-0.3705,2.23,3.52,-0.6800000000000002,-0.4599999999999999,genuine_decline,1.0,2026-05-05,,-0.3705,2.23,3.52,-0.3705,2.23,3.51,-0.3705,2.23,3.51,0.0085999999999999,-0.3704,2.23,3.53,-0.3704,2.23,3.53,-0.3704,2.23,3.53,-0.242,2.97,3.89,-0.6800000000000002,0.0085,confirming,-0.3619,2.91,3.98,8,extended,False,5.5,,1.0,,,,
667755,José Soriano,Pitcher,Sell high,2026-04-22,-0.4425,0.24,2.03,-1.52,-1.2400000000000002,genuine_decline,1.0,2026-05-05,,-0.4425,0.24,2.03,-0.4425,0.24,2.03,-0.4425,0.24,2.03,0.0500999999999999,-0.5875,0.86,2.71,-0.5875,0.86,2.71,-0.5875,0.86,2.71,-0.5871,0.86,2.7,-0.9,0.1951,confirming,-0.3924,1.76,3.27,8,extended,False,6.1,,1.0,,,,
