player_name,mlbam_id,year,signal,luck_score,woba_actual,xwoba_actual,predicted_direction,actual_woba_change,correct,PA_apr,wOBA,xwOBA_curr,xwOBA_fix,HR_apr
Elehuris Montero,660707,2024,Slight Buy,0.0247,0.25,0.2799,IMPROVED,0.0204,True,84,0.26666666666666666,0.2941475361939648,0.2752745203209489,1.0
William Contreras,661388,2024,Slight Sell,-0.0649,0.4147,0.3619,DECLINED,-0.0913,True,125,0.482,0.4309953939393939,0.4017479175894321,8.0
Blake Perkins,663368,2024,Sell High,-0.0767,0.3771,0.3194,DECLINED,-0.0735,True,93,0.4134408602150538,0.39362290322580645,0.34377293813713167,4.0
Tyler Nevin,663527,2024,Sell High,-0.0767,0.3569,0.3269,DECLINED,-0.1173,True,80,0.34050632911392403,0.34684921013973236,0.32121303992696637,2.0
Austin Riley,663586,2024,Slight Buy,0.0235,0.3101,0.3361,IMPROVED,0.0531,True,118,0.3152542372881356,0.3626868070435777,0.35651547935996186,3.0
Ke'Bryan Hayes,663647,2024,Slight Sell,-0.057,0.3417,0.2991,DECLINED,-0.0976,True,106,0.35235849056603774,0.3183505574614065,0.30588095578425767,1.0
Alec Bohm,664761,2024,Sell High,-0.0762,0.4361,0.3888,DECLINED,-0.1005,True,119,0.4504237288135593,0.4221075399059145,0.395393292595556,4.0
Lamonte Wade,664774,2024,Sell High,-0.0865,0.4022,0.3855,DECLINED,-0.0516,True,72,0.40347222222222223,0.4071303843027981,0.3952685015867487,1.0
Seth Brown,664913,2024,Slight Buy,0.0296,0.2345,0.2783,IMPROVED,0.0806,True,87,0.25804597701149423,0.2992157233252061,0.2867200655985139,2.0
Jake Mccarthy,664983,2024,Sell High,-0.0685,0.3274,0.2769,DECLINED,0.0326,False,72,0.376056338028169,0.26532080938697317,0.26532080938697317,0.0
Fernando Tatís,665487,2024,Buy Low,0.069,0.3326,0.399,IMPROVED,0.0483,True,124,0.31097560975609756,0.41928498624164595,0.405826602830592,4.0
Vladimir Guerrero,665489,2024,Slight Buy,0.0245,0.3359,0.3648,IMPROVED,0.0886,True,122,0.27892561983471076,0.3247205758722152,0.3206465275254522,2.0
Leody Taveras,665750,2024,Slight Buy,0.0253,0.2689,0.2985,IMPROVED,0.0197,True,93,0.2553763440860215,0.29265398609753446,0.29265398609753446,0.0
Andrés Giménez,665926,2024,Slight Sell,-0.0505,0.3514,0.2993,DECLINED,-0.0811,True,107,0.28349056603773587,0.278032418224299,0.278032418224299,0.0
Gavin Lux,666158,2024,Slight Buy,0.0275,0.2523,0.2646,IMPROVED,0.0727,True,71,0.22816901408450704,0.2767288732394366,0.2767288732394366,0.0
Will Benson,666181,2024,Slight Sell,-0.0412,0.3132,0.2857,DECLINED,-0.0308,True,104,0.2759615384615385,0.30585448307034846,0.2819872583625984,3.0
Bo Naylor,666310,2024,Slight Sell,-0.0547,0.3,0.2428,DECLINED,-0.0242,True,73,0.33055555555555555,0.30509931506849314,0.27693583907654784,2.0
Christopher Morel,666624,2024,Slight Buy,0.0377,0.2841,0.3422,IMPROVED,0.0295,True,111,0.2718181818181818,0.3179970397449121,0.3107222649701373,2.0
Randy Arozarena,668227,2024,Buy Low,0.0929,0.2066,0.2648,IMPROVED,0.1621,True,109,0.1798165137614679,0.26711062071245556,0.25869856304535205,1.0
Bryan Reynolds,668804,2024,Slight Buy,0.0317,0.3446,0.3836,IMPROVED,0.042,True,123,0.29631147540983604,0.392310320943102,0.3839593632470843,3.0
Brice Turang,668930,2024,Slight Sell,-0.057,0.3684,0.3201,DECLINED,-0.0655,True,97,0.35051546391752575,0.3428468990345279,0.3255059924903773,2.0
Shea Langeliers,669127,2024,Buy Low,0.0819,0.2718,0.3482,IMPROVED,0.0533,True,92,0.2554945054945055,0.3753058872576919,0.3454182388795,6.0
Will Smith,669257,2024,Slight Sell,-0.0582,0.4094,0.3675,DECLINED,-0.1029,True,98,0.38453608247422677,0.36970709204193786,0.3565124896108015,2.0
Jack Suwinski,669261,2024,Buy Low,0.0554,0.2492,0.3081,IMPROVED,0.0306,True,98,0.31894736842105265,0.3675428645092689,0.3363127850649037,3.0
Nolan Gorman,669357,2024,Slight Buy,0.0207,0.273,0.3135,IMPROVED,0.0336,True,98,0.29690721649484536,0.3649648384028936,0.34087545891264115,6.0
Josh Smith,669701,2024,Sell High,-0.082,0.4103,0.364,DECLINED,-0.056,True,102,0.3705882352941176,0.35124903513441574,0.34585955206846214,1.0
Yordan Álvarez,670541,2024,Buy Low,0.0775,0.3526,0.4197,IMPROVED,0.0506,True,117,0.4073275862068966,0.4608299400030169,0.4449316481113501,8.0
Luis García,671277,2024,Slight Buy,0.0245,0.3056,0.3493,IMPROVED,0.0212,True,84,0.35,0.3864294646315643,0.3794453376474373,1.0
Tyler Freeman,671289,2024,Slight Buy,0.0202,0.3292,0.3323,IMPROVED,-0.0272,False,81,0.32937500000000003,0.36384845029532387,0.3259295202541716,3.0
Lawrence Butler,671732,2024,Slight Buy,0.0238,0.3154,0.3635,IMPROVED,0.0676,True,82,0.36341463414634145,0.46375898061381654,0.4436858098821093,2.0
Michael Harris,671739,2024,Slight Sell,-0.0418,0.3481,0.3189,DECLINED,-0.0752,True,111,0.35225225225225226,0.33252467502467503,0.3187853888193063,3.0
Jarred Kelenic,672284,2024,Sell High,-0.0965,0.3477,0.2916,DECLINED,-0.0429,True,64,0.27890625,0.25838204627403843,0.25838204627403843,0.0
Alejandro Kirk,672386,2024,Buy Low,0.0836,0.242,0.2949,IMPROVED,0.0603,True,70,0.3078571428571429,0.36653155844155844,0.34839461262875054,1.0
Gabriel Moreno,672515,2024,Buy Low,0.0411,0.2844,0.3128,IMPROVED,0.0414,True,77,0.34736842105263155,0.3372773499334764,0.3372773499334764,0.0
Maikel García,672580,2024,Buy Low,0.0412,0.3054,0.339,IMPROVED,-0.027,False,123,0.2731707317073171,0.3399493990426917,0.3289029450875861,2.0
Nelson Velázquez,676369,2024,Slight Sell,-0.0432,0.3114,0.2915,DECLINED,-0.0395,True,89,0.27303370786516856,0.278691499335508,0.277724775048559,1.0
Chas Mccormick,676801,2024,Slight Sell,-0.0577,0.3016,0.2658,DECLINED,-0.019,True,82,0.32195121951219513,0.28152439024390247,0.28152439024390247,0.0
Wilyer Abreu,677800,2024,Sell High,-0.068,0.3798,0.3166,DECLINED,-0.0519,True,83,0.41807228915662653,0.3134432976661892,0.301767519080147,2.0
Blaze Alexander,677942,2024,Sell High,-0.1028,0.4409,0.3168,DECLINED,-0.197,True,66,0.3992424242424243,0.3550835982199619,0.31538154850200306,3.0
Ezequiel Tovar,678662,2024,Sell High,-0.0787,0.3294,0.2688,DECLINED,0.0225,False,122,0.34793388429752065,0.2799585537257256,0.2645531803195325,2.0
Richie Palacios,680700,2024,Slight Sell,-0.0626,0.3917,0.348,DECLINED,-0.1048,True,75,0.43333333333333335,0.39241333333333334,0.3580947796389657,3.0
Ryan Jeffers,680777,2024,Sell High,-0.0694,0.433,0.3459,DECLINED,-0.1366,True,90,0.4538888888888889,0.40552565295815296,0.3724261562968747,5.0
Brendan Donovan,680977,2024,Buy Low,0.0723,0.2963,0.3451,IMPROVED,0.0428,True,118,0.3038135593220339,0.36327244929468394,0.3419394164782396,2.0
Colton Cowser,681297,2024,Sell High,-0.0656,0.4088,0.3893,DECLINED,-0.0962,True,86,0.4488372093023256,0.43565146061948384,0.3980680653457259,8.0
Elly De La Cruz,682829,2024,Slight Sell,-0.0465,0.4293,0.406,DECLINED,-0.0811,True,115,0.4308695652173913,0.43111014080752263,0.4030174084851592,7.0
Riley Greene,682985,2024,Slight Buy,0.0222,0.375,0.3923,IMPROVED,-0.0175,False,120,0.43067226890756305,0.43030075108858,0.40973912672806884,5.0
Anthony Volpe,683011,2024,Slight Sell,-0.0441,0.3541,0.3203,DECLINED,-0.0558,True,127,0.3536,0.3240217585301837,0.3143634159271396,2.0
Andrew Vaughn,683734,2024,Slight Buy,0.0328,0.238,0.2694,IMPROVED,0.0847,True,106,0.230188679245283,0.2733599316706534,0.2733599316706534,0.0
Colt Keith,690993,2024,Buy Low,0.0919,0.2098,0.3054,IMPROVED,0.1626,True,90,0.2095505617977528,0.29441564554872585,0.29441564554872585,0.0
Masyn Winn,691026,2024,Slight Sell,-0.0536,0.3392,0.318,DECLINED,-0.0213,True,85,0.3572289156626506,0.3044705882352941,0.3044705882352941,0.0
Trey Lipscomb,702358,2024,Sell High,-0.0725,0.3565,0.2949,DECLINED,-0.1391,True,74,0.28716216216216217,0.3146033783783784,0.3146033783783784,0.0
Paul Goldschmidt,502671,2025,Sell High,-0.079,0.3862,0.3676,DECLINED,-0.0712,True,116,0.37587719298245614,0.35852674854624705,0.3577005416496953,1.0
José Altuve,514888,2025,Slight Sell,-0.0461,0.324,0.2634,DECLINED,0.0429,False,111,0.3122727272727273,0.30237981757919136,0.26299306724419125,4.0
Salvador Pérez,521692,2025,Buy Low,0.0553,0.2967,0.3948,IMPROVED,0.0403,True,106,0.2849056603773585,0.4049319716745222,0.3960068412048313,1.0
Marcus Semien,543760,2025,Buy Low,0.0657,0.2407,0.3087,IMPROVED,0.0888,True,104,0.26298076923076924,0.34610123906800394,0.33165282763513976,2.0
Mike Trout,545361,2025,Buy Low,0.0772,0.3021,0.3565,IMPROVED,0.0725,True,104,0.33578431372549017,0.4224136192412788,0.3686469081381624,9.0
Bryce Harper,547180,2025,Slight Buy,0.0334,0.3496,0.3694,IMPROVED,0.0458,True,117,0.3556521739130435,0.4033794842670372,0.37056275990317317,4.0
Eugenio Suárez,553993,2025,Slight Buy,0.0365,0.3712,0.3619,IMPROVED,0.0199,True,103,0.32864077669902914,0.3504011482417073,0.32365493524256495,6.0
Mike Yastrzemski,573262,2025,Slight Sell,-0.0608,0.4,0.3437,DECLINED,-0.1151,True,98,0.4041237113402062,0.40282256411881523,0.34554601059564927,5.0
Aaron Judge,592450,2025,Sell High,-0.1061,0.5354,0.49,DECLINED,-0.1017,True,126,0.5093495934959349,0.470434524573655,0.4509204485063531,6.0
Manny Machado,592518,2025,Slight Buy,0.0348,0.3303,0.3816,IMPROVED,0.0655,True,103,0.325,0.40806238834962527,0.398999340976104,2.0
Jorge Polanco,593871,2025,Slight Sell,-0.0431,0.5138,0.4848,DECLINED,-0.2304,True,64,0.5375,0.5935114979387389,0.5030567525811018,8.0
Javier Báez,595879,2025,Sell High,-0.1021,0.3395,0.2612,DECLINED,-0.0334,True,77,0.3396103896103896,0.2875060110168469,0.2641683486791846,1.0
Ramón Urías,602104,2025,Slight Sell,-0.0639,0.3451,0.286,DECLINED,-0.0528,True,65,0.3253846153846154,0.2974617203934277,0.25918040171210904,2.0
Josh Bell,605137,2025,Buy Low,0.0811,0.2368,0.2751,IMPROVED,0.1141,True,97,0.25851063829787235,0.2969475208640157,0.2755114021193813,3.0
Mookie Betts,605141,2025,Slight Buy,0.0247,0.3276,0.3142,IMPROVED,-0.0286,False,110,0.305,0.32753471074380164,0.3052156916050457,2.0
Brandon Nimmo,607043,2025,Buy Low,0.0484,0.285,0.3229,IMPROVED,0.0767,True,104,0.2883495145631068,0.3449196028123893,0.3157548442167754,5.0
Trea Turner,607208,2025,Slight Sell,-0.0423,0.3345,0.2929,DECLINED,0.0232,False,118,0.3453389830508475,0.30398972642035205,0.2952683785591737,1.0
Alex Bregman,608324,2025,Sell High,-0.0699,0.4264,0.3559,DECLINED,-0.0554,True,119,0.4651260504201681,0.4030602001632783,0.3591357757535598,7.0
Corey Seager,608369,2025,Slight Buy,0.0306,0.3512,0.3997,IMPROVED,0.023,True,69,0.38382352941176473,0.4772958467824228,0.4459896652425457,4.0
Dansby Swanson,621020,2025,Slight Buy,0.0304,0.2898,0.3112,IMPROVED,0.0388,True,104,0.275242718446602,0.3033761022998421,0.28859062807960767,3.0
Carlos Correa,621043,2025,Slight Buy,0.0358,0.2643,0.28,IMPROVED,0.0755,True,102,0.2911764705882353,0.29006820512820514,0.27417604826546005,1.0
Taylor Ward,621493,2025,Buy Low,0.0473,0.2798,0.2985,IMPROVED,0.0855,True,102,0.2681372549019608,0.33391046140017977,0.2806496042986895,6.0
Matt Olson,621566,2025,Buy Low,0.0536,0.3469,0.3981,IMPROVED,0.0157,True,111,0.35225225225225226,0.4033022285906432,0.38926677268018733,4.0
Michael Conforto,624424,2025,Slight Buy,0.0393,0.2613,0.3097,IMPROVED,0.0473,True,89,0.24157303370786518,0.3156198501872659,0.3058877800265196,2.0
Jorge Soler,624585,2025,Slight Sell,-0.041,0.3335,0.2968,DECLINED,-0.0347,True,99,0.3424242424242424,0.30950733307096945,0.27774734269097906,5.0
Cody Bellinger,641355,2025,Slight Buy,0.0281,0.2843,0.2864,IMPROVED,0.1099,True,100,0.27575757575757576,0.2799817124401914,0.2641307893632683,2.0
Willy Adames,642715,2025,Slight Buy,0.0204,0.2763,0.2972,IMPROVED,0.0762,True,120,0.29705882352941176,0.33491201809134885,0.3220708678064485,2.0
Rafael Devers,646240,2025,Slight Buy,0.0314,0.349,0.3955,IMPROVED,0.0199,True,124,0.4032786885245902,0.4622998952430056,0.4433720267055558,5.0
Gleyber Torres,650402,2025,Buy Low,0.0413,0.3271,0.3617,IMPROVED,0.0424,True,77,0.3025974025974026,0.3630955116362867,0.352969237910013,2.0
Yandy Díaz,650490,2025,Slight Buy,0.0362,0.303,0.3269,IMPROVED,0.077,True,114,0.33464912280701753,0.3471074136475147,0.32400484635457777,3.0
Zach Mckinstry,656716,2025,Sell High,-0.0956,0.3844,0.337,DECLINED,-0.0459,True,96,0.39842105263157895,0.3616060352704678,0.34981200117955874,1.0
Cedric Mullins,656775,2025,Slight Sell,-0.0486,0.4113,0.3511,DECLINED,-0.1346,True,97,0.3989690721649485,0.39374512652296156,0.3481228366135582,4.0
Pavin Smith,656976,2025,Sell High,-0.147,0.4786,0.386,DECLINED,-0.178,True,83,0.46024096385542174,0.4070940680755811,0.3799671021576829,4.0
Ryan Mountcastle,663624,2025,Slight Buy,0.0278,0.276,0.2877,IMPROVED,0.0535,True,83,0.2765060240963855,0.30847371469728396,0.28990813810520133,2.0
Jonathan India,663697,2025,Buy Low,0.0477,0.2787,0.3338,IMPROVED,0.0313,True,101,0.25693069306930694,0.3257682125203343,0.3257682125203343,0.0
Joey Bart,663698,2025,Sell High,-0.0937,0.3725,0.3176,DECLINED,-0.1067,True,70,0.3921428571428571,0.3376647286821705,0.33218227254181965,1.0
Trent Grisham,663757,2025,Slight Sell,-0.0455,0.4463,0.3936,DECLINED,-0.0895,True,74,0.43310810810810807,0.49357233310233306,0.38864134467631095,8.0
Ty France,664034,2025,Slight Buy,0.0244,0.3447,0.3846,IMPROVED,-0.0472,False,108,0.38130841121495324,0.3922688071047542,0.38104111847098093,3.0
Brandon Lowe,664040,2025,Buy Low,0.0451,0.2649,0.3368,IMPROVED,0.1323,True,96,0.25833333333333336,0.3311546896176863,0.3127168437840554,3.0
Kyle Isbel,664728,2025,Slight Sell,-0.0554,0.265,0.1883,DECLINED,0.0318,False,71,0.2592857142857143,0.2113435656675093,0.20109139510991722,1.0
Alec Bohm,664761,2025,Buy Low,0.0443,0.2361,0.2992,IMPROVED,0.1245,True,99,0.23010204081632654,0.27043249140720893,0.27043249140720893,0.0
Lamonte Wade,664774,2025,Buy Low,0.0737,0.2375,0.2841,IMPROVED,0.0276,True,81,0.28250000000000003,0.3194171708949487,0.30044186225297337,1.0
Fernando Tatís,665487,2025,Slight Sell,-0.0419,0.4571,0.435,DECLINED,-0.1194,True,105,0.44423076923076926,0.44757636462707895,0.42761115007928985,7.0
Vladimir Guerrero,665489,2025,Slight Buy,0.0343,0.3523,0.3871,IMPROVED,0.0497,True,108,0.3663551401869159,0.41547001641833714,0.3987432397867733,3.0
Jazz Chisholm,665862,2025,Slight Buy,0.0321,0.3276,0.3334,IMPROVED,0.0525,True,111,0.28603603603603606,0.3396280909827278,0.3105453331117941,4.0
Andrés Giménez,665926,2025,Buy Low,0.0722,0.2476,0.3056,IMPROVED,0.0842,True,102,0.18316831683168316,0.2693000278125435,0.2693000278125435,0.0
Nolan Jones,666134,2025,Buy Low,0.0486,0.2604,0.3199,IMPROVED,0.0326,True,72,0.2597222222222222,0.3246676667495751,0.32390440917381746,1.0
Tyler Fitzgerald,666149,2025,Sell High,-0.0845,0.3544,0.2545,DECLINED,-0.109,True,76,0.3655405405405405,0.30027265278581067,0.26539721418931944,2.0
Gavin Lux,666158,2025,Sell High,-0.0761,0.3789,0.3425,DECLINED,-0.0739,True,98,0.39540816326530615,0.34446915074721196,0.33467970326090035,1.0
Mickey Moniak,666160,2025,Buy Low,0.053,0.3,0.3385,IMPROVED,0.081,True,81,0.28625,0.34588516545787784,0.33015612062356986,2.0
Jo Adell,666176,2025,Buy Low,0.0465,0.2416,0.3052,IMPROVED,0.1277,True,84,0.2261904761904762,0.3023426994483691,0.2990434059560175,2.0
Bo Bichette,666182,2025,Slight Buy,0.024,0.3105,0.3597,IMPROVED,0.0474,True,115,0.29867256637168144,0.33538614817649065,0.33538614817649065,0.0
Christopher Morel,666624,2025,Slight Sell,-0.0583,0.3389,0.3344,DECLINED,-0.0667,True,84,0.3238095238095238,0.3697743821995499,0.3456239467091144,3.0
Lourdes Gurriel,666971,2025,Buy Low,0.0817,0.2385,0.291,IMPROVED,0.0961,True,94,0.2329787234042553,0.32012918009640196,0.30083704256692473,3.0
Spencer Steer,668715,2025,Slight Buy,0.0365,0.255,0.2776,IMPROVED,0.0793,True,89,0.2792134831460674,0.303963590331165,0.2902624355246731,2.0
Brice Turang,668930,2025,Slight Sell,-0.0618,0.3761,0.3478,DECLINED,-0.0722,True,117,0.3834782608695652,0.35596185265041685,0.3472280739999716,2.0
Kyle Stowers,669065,2025,Slight Sell,-0.0629,0.3919,0.3712,DECLINED,0.0152,False,95,0.3905263157894737,0.396066162573611,0.36905374713608635,4.0
Tommy Edman,669242,2025,Slight Buy,0.0309,0.3625,0.3833,IMPROVED,-0.0755,False,97,0.3625,0.3954424138798089,0.36674693168578126,5.0
Will Smith,669257,2025,Slight Sell,-0.054,0.3788,0.3428,DECLINED,0.04,False,73,0.3547945205479452,0.37256751527401644,0.3445049624243632,2.0
Jake Burger,669394,2025,Buy Low,0.0435,0.2401,0.2859,IMPROVED,0.0817,True,87,0.22873563218390802,0.2813719798624198,0.2711295058613251,2.0
Josh Smith,669701,2025,Sell High,-0.0994,0.383,0.3225,DECLINED,-0.0482,True,81,0.4177215189873418,0.35362831275720163,0.33350039606033516,2.0
Kameron Misner,670224,2025,Sell High,-0.0986,0.403,0.3051,DECLINED,-0.1985,True,73,0.39452054794520547,0.31440389329488105,0.2905956741167988,2.0
Taylor Walls,670764,2025,Slight Buy,0.0207,0.2247,0.2483,IMPROVED,0.0792,True,70,0.21428571428571427,0.2472404761904762,0.23466453634085213,1.0
Luis García,671277,2025,Buy Low,0.05,0.2972,0.3361,IMPROVED,0.0231,True,94,0.3155913978494624,0.3562217901713266,0.345421648194043,2.0
Gabriel Arias,672356,2025,Slight Sell,-0.0514,0.3333,0.3058,DECLINED,-0.046,True,86,0.3168604651162791,0.304492612754169,0.2980342576405221,3.0
Alejandro Kirk,672386,2025,Buy Low,0.04,0.2683,0.2948,IMPROVED,0.1037,True,77,0.2727272727272727,0.33021531642960217,0.3048250923817118,2.0
Gabriel Moreno,672515,2025,Buy Low,0.0448,0.2738,0.32,IMPROVED,0.1012,True,74,0.2310810810810811,0.30338175675675677,0.30338175675675677,0.0
Otto Lopez,672640,2025,Buy Low,0.0433,0.2937,0.3456,IMPROVED,0.0607,True,96,0.2526595744680851,0.30228434717490654,0.30228434717490654,0.0
Yainer Diaz,673237,2025,Buy Low,0.045,0.2437,0.2661,IMPROVED,0.0907,True,83,0.2596385542168675,0.26831270302655846,0.2520973963452879,2.0
Seiya Suzuki,673548,2025,Slight Sell,-0.0528,0.4259,0.3825,DECLINED,-0.0872,True,87,0.43908045977011495,0.4294488974848795,0.40456737382278307,6.0
Josh Jung,673962,2025,Slight Sell,-0.0578,0.3483,0.2968,DECLINED,-0.0534,True,79,0.3538961038961039,0.3212882248340425,0.29584313694391795,2.0
Jordan Westburg,676059,2025,Slight Buy,0.0319,0.2949,0.3201,IMPROVED,0.1104,True,79,0.22658227848101264,0.2888306557094103,0.27657976314206206,1.0
Eric Wagaman,676572,2025,Buy Low,0.041,0.3154,0.3644,IMPROVED,-0.0457,False,88,0.31931818181818183,0.3789193600297585,0.3660696256054117,2.0
Brayan Rocchio,677587,2025,Slight Buy,0.0392,0.2428,0.3068,IMPROVED,0.034,True,69,0.2427536231884058,0.29738731078904995,0.29738731078904995,0.0
Julio Rodríguez,677594,2025,Buy Low,0.0464,0.3137,0.3354,IMPROVED,0.0292,True,118,0.30256410256410254,0.34284114261554566,0.3397311285960982,3.0
Alek Thomas,677950,2025,Slight Sell,-0.0543,0.3394,0.3332,DECLINED,-0.0528,True,71,0.2992957746478873,0.2938231034002759,0.2938231034002759,0.0
Bobby Witt,677951,2025,Slight Sell,-0.0496,0.3963,0.3584,DECLINED,-0.0506,True,114,0.4259090909090909,0.3676143077753189,0.35561735358428576,2.0
Ceddanne Rafaela,678882,2025,Buy Low,0.0502,0.2769,0.3317,IMPROVED,0.0637,True,89,0.31348314606741573,0.3604016539675943,0.3535703316672677,2.0
Matt Mclain,680574,2025,Buy Low,0.0531,0.2835,0.3233,IMPROVED,0.0176,True,76,0.228,0.2899250626566416,0.2816843087448351,1.0
Bryson Stott,681082,2025,Sell High,-0.0678,0.3574,0.2994,DECLINED,-0.0906,True,98,0.3591836734693878,0.32140983155166825,0.3134360454855177,1.0
Logan O'Hoppe,681351,2025,Slight Sell,-0.0523,0.3704,0.3246,DECLINED,-0.0761,True,81,0.38950617283950617,0.3839806163989557,0.31562925935408015,7.0
Andy Pages,681624,2025,Slight Sell,-0.0504,0.3825,0.3065,DECLINED,-0.0507,True,85,0.42058823529411765,0.3839700534759358,0.32344074145060664,6.0
Elly De La Cruz,682829,2025,Slight Sell,-0.0411,0.3474,0.3319,DECLINED,0.0316,False,118,0.32198275862068965,0.3122006675292692,0.2908438306654924,3.0
Andrew Vaughn,683734,2025,Buy Low,0.0914,0.2174,0.3088,IMPROVED,0.1484,True,103,0.2174757281553398,0.31292427941976236,0.30082945373573766,2.0
Michael Busch,683737,2025,Slight Sell,-0.0584,0.4079,0.3474,DECLINED,-0.0239,True,85,0.4017647058823529,0.3707811495428147,0.33398577931378887,4.0
Sal Frelick,686217,2025,Slight Sell,-0.0507,0.366,0.3127,DECLINED,-0.0358,True,108,0.3574766355140187,0.3184444444444445,0.30968459416863675,1.0
Vinnie Pasquantino,686469,2025,Buy Low,0.0655,0.2516,0.2773,IMPROVED,0.1257,True,107,0.2339622641509434,0.28555162520615723,0.2741312061255127,3.0
Michael Massey,686681,2025,Buy Low,0.0422,0.1898,0.241,IMPROVED,0.0442,True,87,0.18139534883720929,0.2354088013136289,0.2354088013136289,0.0
Pedro Pagés,686780,2025,Slight Sell,-0.0413,0.3075,0.2524,DECLINED,-0.0719,True,74,0.28013698630136985,0.25205870927318297,0.2311938444083181,1.0
Victor Scott,687363,2025,Sell High,-0.0765,0.3412,0.278,DECLINED,-0.0676,True,91,0.33555555555555555,0.29316063103563106,0.28323755411255414,1.0
Joey Ortiz,687401,2025,Buy Low,0.0412,0.2261,0.2782,IMPROVED,0.0463,True,99,0.24484536082474226,0.2967319146752074,0.2967319146752074,0.0
Colt Keith,690993,2025,Buy Low,0.0494,0.2909,0.3358,IMPROVED,0.0568,True,71,0.2908450704225352,0.32862374245472836,0.3278373574782026,1.0
Kristian Campbell,692225,2025,Sell High,-0.0677,0.3935,0.356,DECLINED,-0.1678,True,103,0.3764705882352941,0.37869580354920157,0.34990434117600205,3.0
Jung Hoo Lee,808982,2025,Slight Sell,-0.0512,0.4012,0.3443,DECLINED,-0.1142,True,111,0.404954954954955,0.3778818724728024,0.3450388662721573,3.0
